Gender,Age,Married,Education,Job,Employment Years,Annual Income (USD),Interest Rate,Down Payment (USD),Credit Score,Existing Monthly Debt (USD),Area,Loans Repaid,Max Loan Amount (USD)
Female,58,No,Master's,Lawyer,35,126070.13,0.03,90893.95,821,2170.4,Urban,6,822035.35
Female,32,No,Bachelor's,Banker,10,103962.11,0.08,39811.6,696,1522.05,Urban,1,361138.84
Male,38,Yes,Master's,Teacher,15,93580.96,0.03,5000.0,835,1191.55,Urban,5,647227.12
Male,84,Yes,Bachelor's,Engineer,50,130969.11,0.03,74334.33,806,1214.78,Rural,7,999373.83
Male,44,No,Master's,Teacher,20,86509.69,0.04,64478.8,785,1608.64,Urban,7,455464.77
Male,40,No,Master's,Accountant,17,183211.0,0.04,72925.75,778,3544.64,Suburban,2,874668.87
Female,47,Yes,Master's,Accountant,30,112429.17,0.05,103071.32,778,2031.43,Urban,5,594475.89
Male,58,Yes,Bachelor's,Software Engineer,38,100874.56,0.06,61095.88,717,630.94,Urban,3,535502.48
Female,53,Yes,High School,Lawyer,32,103227.91,0.06,48053.64,738,1677.8,Urban,4,386499.99
Female,55,No,PhD,Freelancer,30,141518.69,0.07,30206.47,713,1267.51,Urban,6,625332.99
Female,86,Yes,High School,Retired,50,138535.77,0.08,86850.24,675,2787.16,Urban,8,372339.77
Male,52,No,Bachelor's,Business Owner,27,182189.95,0.07,58941.75,694,3269.03,Urban,5,566940.42
Female,75,Yes,Master's,Business Owner,50,147851.72,0.07,59916.45,692,1130.87,Urban,9,666151.53
Female,45,Yes,Master's,Nurse,21,69948.03,0.05,33633.66,761,95.37,Urban,4,552016.0
Female,72,Yes,Master's,Business Owner,43,138272.92,0.03,48310.08,827,2016.31,Urban,7,936597.33
Female,59,Yes,Bachelor's,Banker,33,155746.6,0.03,154433.66,807,1055.24,Urban,4,1303070.33
Female,56,Yes,Bachelor's,Doctor,30,138987.67,0.09,5000.0,660,980.93,Urban,8,492020.04
Female,30,Yes,High School,Lawyer,4,154597.16,0.1,129832.08,620,1666.88,Urban,1,549571.58
Male,62,Yes,High School,Business Owner,43,80167.83,0.04,41977.15,767,1376.18,Urban,9,422769.94
Female,65,No,PhD,Freelancer,37,79759.69,0.03,12798.76,826,1215.11,Rural,6,501981.35
Female,42,No,Bachelor's,Lawyer,15,113428.21,0.04,80927.86,785,2123.42,Urban,7,583838.8
Female,78,No,High School,Nurse,50,106406.47,0.03,106761.48,850,1164.92,Urban,8,882056.06
Female,30,Yes,Bachelor's,Software Engineer,8,108434.23,0.05,101750.02,775,688.53,Urban,1,812092.81
Male,48,Yes,Master's,Lawyer,27,159385.38,0.03,5000.0,850,1588.25,Urban,12,1203470.38
Female,30,No,Master's,Accountant,11,118098.31,0.08,94360.54,694,797.64,Urban,4,584212.07
Female,80,Yes,Bachelor's,Accountant,50,63843.3,0.03,31618.87,819,865.1,Urban,14,430886.26
Male,62,Yes,Master's,Banker,34,123729.88,0.03,38730.76,850,2211.21,Urban,7,737062.19
Male,77,No,Master's,Engineer,50,95872.7,0.03,55220.34,789,1016.5,Rural,10,679226.79
Female,35,Yes,Bachelor's,Lawyer,12,133326.81,0.1,86140.42,644,2300.02,Rural,1,363993.21
Male,75,No,Bachelor's,Teacher,49,143927.73,0.03,76281.23,850,1991.96,Suburban,5,1026229.56
Male,30,Yes,Bachelor's,Sales Manager,11,90393.73,0.09,78892.83,634,1554.02,Urban,1,273948.63
Male,81,Yes,Master's,Teacher,50,99234.83,0.03,101118.24,850,1623.79,Urban,10,696699.41
Female,38,Yes,Master's,Freelancer,13,91009.77,0.06,11497.99,732,1074.63,Urban,3,381024.32
Male,75,No,Master's,Lawyer,48,176341.83,0.03,92281.32,850,2378.49,Rural,9,1270893.66
Male,29,No,High School,Freelancer,3,54587.97,0.03,35569.29,850,1289.95,Rural,3,269093.22
Female,60,Yes,Bachelor's,Banker,34,95741.4,0.06,63887.92,732,1681.01,Suburban,6,379052.26
Female,35,No,Bachelor's,Banker,10,25000.0,0.09,5000.0,643,335.86,Suburban,1,71358.42
Female,39,Yes,Bachelor's,Doctor,15,83899.94,0.04,28703.7,780,1362.43,Urban,4,451700.24
Male,46,Yes,Bachelor's,Business Owner,26,143148.12,0.07,163053.98,708,2718.66,Suburban,3,547715.52
Female,45,Yes,Bachelor's,Accountant,26,107544.72,0.05,45533.48,737,989.28,Rural,5,555282.98
Male,77,Yes,PhD,Accountant,50,192752.84,0.03,153001.38,850,3331.49,Urban,5,1267761.48
Female,48,Yes,High School,Doctor,26,131187.63,0.1,64714.89,638,1362.38,Rural,8,433717.33
Female,49,Yes,PhD,Retired,25,82314.22,0.04,67943.19,796,1440.69,Rural,5,472113.9
Male,70,No,PhD,Sales Manager,48,139573.96,0.03,76454.37,850,2506.21,Suburban,9,861400.89
Female,57,Yes,Bachelor's,Freelancer,36,99329.1,0.03,11153.66,816,1466.33,Suburban,4,645012.47
Male,45,Yes,Bachelor's,Lawyer,23,118506.66,0.03,46319.19,828,2125.34,Urban,6,705848.08
Female,33,Yes,High School,Lawyer,6,133562.09,0.08,20486.6,691,1336.32,Urban,3,499627.31
Male,28,No,PhD,Banker,6,167424.37,0.04,90478.43,785,2743.9,Suburban,3,957876.25
Female,36,Yes,Bachelor's,Engineer,14,43366.85,0.06,19173.19,737,661.48,Urban,4,166687.59
Male,79,No,Bachelor's,Banker,50,131301.7,0.03,49937.34,808,2665.36,Suburban,8,715380.82
Male,43,No,Bachelor's,Nurse,19,88682.79,0.03,14322.45,787,1479.98,Urban,5,501250.37
Female,56,Yes,Bachelor's,Doctor,32,163951.36,0.07,72653.7,689,1890.71,Rural,5,667078.62
Female,56,Yes,High School,Teacher,32,145590.61,0.06,104559.13,726,2205.78,Rural,6,601157.05
Female,32,No,PhD,Software Engineer,12,123968.04,0.05,43580.02,736,1687.26,Suburban,5,557897.42
Male,46,Yes,Master's,Teacher,23,112474.92,0.05,131936.95,749,1434.25,Urban,3,703279.57
Male,49,Yes,Bachelor's,Teacher,28,76022.14,0.04,23680.72,805,298.94,Rural,5,577609.3
Female,76,No,High School,Teacher,50,127991.45,0.04,36476.89,782,1774.47,Suburban,8,704591.84
Female,82,No,Bachelor's,Doctor,50,113912.28,0.03,81444.14,791,1903.93,Suburban,13,755632.5
Male,35,Yes,Master's,Freelancer,8,109985.76,0.06,64718.02,726,2160.69,Urban,1,366335.69
Female,78,No,Master's,Accountant,50,139514.42,0.08,83839.31,691,1491.27,Urban,13,557508.41
Male,45,Yes,Bachelor's,Business Owner,17,85623.21,0.03,53803.0,833,517.66,Urban,3,777223.45
Male,71,No,Master's,Retired,47,131372.3,0.03,114378.55,826,1940.06,Urban,11,952552.97
Male,75,No,Bachelor's,Freelancer,50,123198.08,0.06,17011.12,750,1450.96,Urban,7,581238.8
Female,41,No,PhD,Business Owner,18,116408.74,0.05,83395.66,777,1602.68,Suburban,5,673705.79
Female,31,No,Bachelor's,Engineer,4,85194.13,0.06,29286.61,723,502.84,Urban,3,477131.76
Female,67,Yes,Master's,Nurse,43,143063.76,0.03,46840.12,802,2354.46,Urban,5,891175.0
Female,54,Yes,Bachelor's,Software Engineer,36,118588.32,0.07,5000.0,710,1290.05,Urban,2,467221.27
Male,51,Yes,Master's,Engineer,24,95467.28,0.04,40383.42,762,1098.69,Urban,13,600793.33
Female,57,Yes,Bachelor's,Engineer,34,56983.19,0.05,22967.17,760,1235.98,Suburban,5,227335.62
Female,39,Yes,Master's,Sales Manager,17,105120.74,0.05,107490.22,747,2341.34,Urban,1,478232.58
Female,70,Yes,Master's,Teacher,47,86969.66,0.04,33627.3,783,1494.92,Suburban,5,430509.0
Male,40,Yes,Bachelor's,Sales Manager,17,81311.79,0.07,104989.1,692,1344.89,Urban,3,345208.06
Female,67,No,Master's,Engineer,39,162763.25,0.03,86720.22,810,2422.48,Suburban,5,1005959.85
Female,77,Yes,High School,Accountant,50,89224.46,0.03,37757.91,850,1445.25,Suburban,6,576755.24
Female,72,Yes,Master's,Teacher,48,127016.16,0.05,67458.67,741,1071.82,Urban,8,794639.48
Female,31,No,Bachelor's,Software Engineer,11,127028.19,0.08,42440.65,677,1422.39,Suburban,5,463766.54
Female,53,Yes,Master's,Retired,28,72556.6,0.05,22240.19,766,1590.23,Urban,3,267746.51
Male,28,No,Bachelor's,Accountant,3,65207.26,0.05,60741.46,747,783.51,Urban,4,397964.34
Female,54,No,High School,Software Engineer,29,120678.9,0.05,78639.69,734,2259.17,Urban,6,466057.08
Female,50,No,Master's,Lawyer,28,157826.07,0.04,92865.6,787,2808.92,Suburban,6,854580.89
Female,69,No,Bachelor's,Business Owner,47,177629.11,0.04,16091.01,776,3025.75,Suburban,7,891523.69
Male,65,No,Master's,Lawyer,40,139607.39,0.06,53842.12,726,1674.98,Urban,4,605948.05
Male,38,Yes,Bachelor's,Software Engineer,17,76883.91,0.05,38362.67,746,612.8,Urban,5,472754.62
Male,66,Yes,Bachelor's,Retired,47,82066.9,0.06,28741.16,724,2004.15,Urban,8,199238.73
Male,69,No,Bachelor's,Nurse,41,107048.01,0.04,44163.68,764,1390.96,Urban,10,618270.76
Male,71,No,Bachelor's,Business Owner,44,155741.11,0.03,77054.77,810,1778.99,Urban,15,1068210.8
Female,48,Yes,High School,Doctor,17,97514.1,0.06,31528.58,733,1603.52,Suburban,4,367262.94
Male,49,Yes,Bachelor's,Software Engineer,31,144105.71,0.05,95919.43,759,1290.25,Urban,4,918110.66
Male,55,No,High School,Nurse,27,55978.91,0.04,5000.0,775,568.95,Rural,6,334933.46
Male,65,Yes,Bachelor's,Engineer,44,113619.68,0.03,30738.69,811,722.55,Suburban,4,918931.98
Male,33,No,Bachelor's,Banker,8,80553.99,0.05,5000.0,778,1196.56,Suburban,4,393947.76
Female,52,Yes,Bachelor's,Business Owner,29,164977.67,0.03,11502.95,848,1677.15,Urban,4,1244156.58
Male,31,Yes,Bachelor's,Software Engineer,7,134943.71,0.04,111479.63,771,2445.39,Urban,2,718953.69
Male,61,Yes,High School,Software Engineer,39,79059.51,0.05,74978.21,761,868.02,Suburban,6,506851.79
Female,84,Yes,Bachelor's,Retired,50,117128.64,0.03,109636.77,800,1889.34,Suburban,13,815255.57
Female,53,No,High School,Nurse,31,61880.2,0.06,10560.48,750,396.46,Suburban,8,353101.95
Male,66,Yes,PhD,Engineer,40,141869.24,0.04,141888.85,791,3022.06,Suburban,6,681522.87
Female,80,No,Master's,Sales Manager,50,210022.91,0.03,174781.86,826,1665.76,Urban,9,1824662.28
Female,81,Yes,PhD,Lawyer,50,206679.58,0.03,38987.42,850,1598.64,Urban,5,1702398.24
Female,54,Yes,Bachelor's,Lawyer,35,138457.87,0.09,33682.88,644,1283.17,Urban,1,480092.88
Female,66,Yes,Bachelor's,Business Owner,44,113063.12,0.03,116341.45,837,1961.75,Urban,9,747233.03
Female,48,No,Master's,Engineer,24,110594.02,0.06,12990.02,727,2081.09,Suburban,2,354713.77
Male,48,Yes,Bachelor's,Business Owner,22,136855.67,0.03,109543.0,815,1784.31,Urban,1,978895.18
Male,81,Yes,PhD,Sales Manager,50,147253.35,0.04,81643.5,810,1777.07,Urban,9,976942.84
Male,83,Yes,Bachelor's,Lawyer,50,188708.75,0.04,120434.45,791,2663.95,Suburban,10,1197948.65
Male,56,No,Master's,Software Engineer,33,109711.67,0.03,42525.58,811,745.04,Suburban,13,950077.78
Female,61,Yes,Bachelor's,Accountant,41,110356.36,0.04,25030.82,765,1554.84,Suburban,3,595294.85
Female,54,No,PhD,Doctor,31,172844.12,0.09,41295.13,656,2950.62,Suburban,4,431581.59
Male,69,No,Master's,Accountant,44,97610.67,0.03,119586.3,850,1711.11,Suburban,9,678403.68
Male,84,No,Master's,Nurse,50,112527.09,0.03,24666.79,850,459.13,Suburban,7,1027858.61
Male,73,No,Master's,Teacher,50,111796.82,0.05,19602.48,733,1961.49,Urban,5,396228.04
Female,53,Yes,High School,Software Engineer,30,52784.97,0.06,41367.95,712,646.62,Urban,7,246405.03
Female,32,Yes,Master's,Business Owner,8,64721.42,0.08,21957.99,690,1039.53,Suburban,1,208327.63
Female,47,Yes,Bachelor's,Business Owner,21,94327.08,0.03,42753.29,780,1237.6,Urban,4,617187.26
Female,35,Yes,Bachelor's,Retired,10,123551.54,0.05,96382.24,761,2827.19,Suburban,6,517466.01
Female,79,Yes,High School,Business Owner,50,120182.52,0.05,31976.45,767,2661.75,Urban,3,466519.21
Female,45,Yes,Bachelor's,Doctor,20,145936.52,0.05,23204.25,738,1931.97,Urban,1,661075.27
Male,80,Yes,Master's,Software Engineer,50,111520.9,0.03,40609.93,850,1671.09,Urban,11,746393.88
Female,32,Yes,Bachelor's,Software Engineer,10,97601.33,0.04,34383.91,789,815.03,Urban,7,686048.41
Female,31,No,High School,Sales Manager,5,122166.28,0.06,58418.25,741,2468.32,Urban,2,453113.78
Female,78,Yes,Master's,Business Owner,50,160564.44,0.03,75235.66,850,2784.21,Suburban,7,1001689.96
Female,70,No,Master's,Sales Manager,46,169528.66,0.06,114528.58,729,1287.46,Suburban,8,938535.32
Female,32,Yes,Master's,Software Engineer,11,133111.84,0.07,106919.63,698,2587.69,Urban,0,454712.19
Female,43,No,PhD,Business Owner,24,111229.92,0.1,57464.58,619,1561.65,Urban,2,252689.93
Female,36,Yes,Bachelor's,Banker,12,53120.05,0.1,57659.29,635,741.81,Suburban,2,185918.65
Male,52,Yes,Master's,Software Engineer,31,155782.82,0.03,70506.68,850,1650.17,Rural,6,1218687.88
Female,84,No,Master's,Banker,50,156224.52,0.04,121648.94,787,1733.66,Suburban,14,1051939.49
Female,65,Yes,Bachelor's,Lawyer,39,92507.22,0.06,37563.08,731,426.86,Suburban,5,533069.32
Male,35,Yes,PhD,Banker,20,143070.8,0.04,8434.13,763,2089.25,Suburban,6,736933.55
Female,28,No,Bachelor's,Business Owner,7,110615.48,0.07,66312.16,721,1626.02,Suburban,4,439955.78
Female,58,No,High School,Retired,33,82560.5,0.07,26782.21,703,2301.97,Urban,6,137352.24
Female,60,No,Bachelor's,Sales Manager,38,144593.49,0.05,21039.58,785,2798.99,Urban,10,605612.07
Female,82,No,Master's,Accountant,50,85889.16,0.06,34786.2,721,960.83,Urban,6,374747.88
Male,32,No,Bachelor's,Retired,7,45644.86,0.09,44416.63,637,917.87,Urban,1,130062.6
Female,45,Yes,Bachelor's,Freelancer,25,102025.2,0.11,62486.02,619,1778.09,Urban,1,196292.94
Female,63,Yes,Bachelor's,Business Owner,38,181320.51,0.08,37368.56,687,2964.95,Suburban,10,524635.58
Male,75,Yes,Master's,Teacher,50,139508.63,0.03,40137.61,850,1111.75,Urban,7,1155189.13
Male,47,No,Bachelor's,Banker,18,145482.89,0.03,21486.21,850,2198.43,Suburban,3,937833.52
Female,81,No,Bachelor's,Accountant,50,140570.74,0.1,54738.03,625,928.58,Suburban,10,515087.93
Female,51,Yes,PhD,Software Engineer,25,125890.97,0.04,93772.92,783,1727.22,Urban,3,822598.43
Female,46,Yes,Bachelor's,Teacher,25,97119.78,0.06,59020.24,729,1625.43,Urban,6,371693.0
Female,55,Yes,High School,Software Engineer,32,116616.1,0.05,28020.88,761,1164.23,Suburban,8,690186.97
Male,57,No,Bachelor's,Business Owner,33,116933.6,0.03,79959.73,799,784.27,Suburban,9,1049579.46
Male,66,Yes,PhD,Teacher,38,122031.48,0.03,69109.75,814,905.06,Urban,8,968462.51
Male,42,No,PhD,Freelancer,22,109328.02,0.05,51564.56,759,1298.37,Urban,4,609372.74
Female,77,Yes,Bachelor's,Lawyer,50,147069.29,0.03,41366.93,836,1480.19,Urban,8,1143750.37
Male,36,Yes,PhD,Sales Manager,16,130807.21,0.07,117017.82,707,1519.04,Suburban,2,598976.64
Female,66,No,Bachelor's,Banker,48,128591.29,0.03,25446.66,850,2373.5,Suburban,9,733329.36
Female,58,No,PhD,Sales Manager,35,123281.93,0.06,38153.69,723,1348.84,Suburban,9,555870.99
Female,28,No,High School,Banker,0,25000.0,0.07,5000.0,726,643.33,Urban,3,47057.09
Male,40,No,Bachelor's,Nurse,20,75141.67,0.07,14632.34,678,869.67,Suburban,2,269336.25
Female,63,Yes,Master's,Teacher,43,68108.79,0.03,23730.57,850,862.35,Urban,5,492300.14
Male,29,No,High School,Accountant,2,38505.03,0.09,12800.77,638,424.77,Urban,1,124741.44
Male,69,Yes,Master's,Engineer,50,180535.77,0.03,99277.26,825,1762.15,Urban,2,1465528.67
Male,64,No,Master's,Retired,36,134175.34,0.05,104883.94,735,1208.46,Rural,5,750517.16
Female,84,No,High School,Retired,50,76696.91,0.05,10993.45,785,266.04,Suburban,7,538919.25
Male,62,No,PhD,Teacher,44,117053.93,0.07,107236.89,694,1532.5,Urban,8,518536.31
Female,64,Yes,Bachelor's,Freelancer,42,153302.82,0.03,119735.0,797,2516.58,Suburban,8,936928.34
Male,38,Yes,PhD,Freelancer,14,123746.16,0.03,27451.35,806,2215.76,Urban,5,676317.43
Male,85,Yes,Master's,Doctor,50,155462.29,0.03,55731.16,850,1675.7,Urban,4,1194688.05
Male,45,No,High School,Teacher,24,80485.94,0.03,67875.46,818,730.62,Rural,5,653234.68
Female,47,No,Master's,Lawyer,23,171922.19,0.09,33026.22,654,2492.75,Urban,7,482413.69
Female,29,No,Master's,Teacher,5,96102.06,0.07,62187.95,726,1426.61,Suburban,0,366687.19
Female,51,Yes,Master's,Lawyer,25,119243.21,0.03,51985.57,801,2257.04,Urban,5,694533.89
Female,82,No,PhD,Business Owner,50,162033.14,0.04,55338.28,787,1553.68,Urban,9,1054753.41
Female,43,Yes,Master's,Nurse,20,180203.25,0.07,57400.99,716,2919.4,Suburban,3,621290.8
Female,50,Yes,Bachelor's,Retired,26,117033.94,0.03,26721.5,783,1407.97,Suburban,5,789993.92
Female,82,Yes,Master's,Software Engineer,50,157386.47,0.03,93298.95,850,1823.15,Rural,6,1216298.25
Female,84,No,High School,Retired,50,72997.76,0.03,46235.45,850,1674.79,Suburban,11,370419.74
Female,77,No,Master's,Banker,50,157501.07,0.03,42382.81,850,2436.17,Urban,16,1021114.79
Female,65,Yes,Bachelor's,Sales Manager,42,121986.46,0.03,91188.32,850,1945.99,Rural,7,835196.9
Female,74,Yes,Bachelor's,Teacher,50,88269.46,0.06,30066.61,731,1211.41,Suburban,6,362781.31
Female,71,No,Bachelor's,Banker,47,90470.67,0.06,34478.15,698,1085.99,Urban,5,388087.57
Female,56,Yes,Master's,Engineer,36,93141.04,0.05,58546.54,760,1048.74,Rural,6,568157.5
Male,57,Yes,Bachelor's,Banker,29,111050.32,0.09,109739.47,665,1844.4,Urban,2,367023.68
Female,31,No,Master's,Freelancer,6,91420.55,0.05,43655.86,759,1071.77,Urban,1,501406.68
Male,56,Yes,High School,Engineer,35,97619.9,0.08,32256.82,682,1256.44,Urban,4,355962.88
Female,71,Yes,Bachelor's,Engineer,47,126731.13,0.03,124293.75,825,2255.83,Suburban,8,801499.41
Female,85,Yes,Master's,Banker,50,130132.42,0.03,17831.16,850,2645.59,Urban,13,676408.73
Female,70,Yes,Master's,Accountant,49,154358.6,0.07,88982.45,713,2263.15,Urban,6,615884.45
Male,81,No,High School,Software Engineer,50,183576.88,0.03,149011.62,850,3243.29,Urban,7,1194006.16
Male,68,Yes,Bachelor's,Banker,43,117899.32,0.06,50350.25,698,1752.84,Urban,6,454302.67
Male,54,Yes,Master's,Freelancer,31,113746.62,0.06,5000.0,742,2186.77,Urban,2,424611.09
Male,60,No,High School,Retired,35,152927.7,0.03,64970.4,850,2277.62,Urban,11,1036110.01
Female,45,Yes,Master's,Sales Manager,20,141395.91,0.03,35235.31,814,2789.64,Urban,7,688776.61
Female,33,Yes,Bachelor's,Banker,12,150268.94,0.09,104808.54,646,1780.09,Urban,2,530642.14
Female,59,No,Bachelor's,Lawyer,30,146764.02,0.03,48965.44,810,2607.47,Rural,7,820643.03
Female,58,Yes,High School,Lawyer,35,141026.11,0.08,121916.77,684,2577.1,Urban,6,462834.85
Male,39,No,Master's,Retired,15,103062.12,0.04,105365.6,776,1296.84,Urban,4,721217.42
Male,50,Yes,Bachelor's,Sales Manager,26,170369.35,0.03,101871.41,850,1478.59,Urban,6,1434905.63
Male,56,Yes,High School,Engineer,28,65194.43,0.03,32332.05,822,684.67,Urban,9,514243.78
Female,30,Yes,Master's,Engineer,8,126756.05,0.03,83371.26,848,2298.54,Urban,4,769912.97
Female,60,Yes,Master's,Doctor,40,134558.16,0.05,88550.28,783,2639.29,Rural,9,640488.64
Female,66,Yes,PhD,Sales Manager,44,127735.96,0.05,49075.87,765,1495.44,Suburban,8,739893.0
Male,55,No,Master's,Freelancer,29,64223.11,0.03,46812.88,835,404.11,Suburban,5,585672.22
Male,45,Yes,Bachelor's,Business Owner,23,144143.62,0.05,5000.0,785,1168.66,Urban,3,858720.68
Female,71,No,Bachelor's,Teacher,48,128564.95,0.06,55600.59,739,834.95,Suburban,8,677748.82
Male,49,Yes,Master's,Freelancer,32,64337.3,0.03,16832.01,850,864.07,Urban,3,447720.9
Female,47,Yes,Bachelor's,Engineer,23,29988.77,0.11,5000.0,589,455.34,Urban,2,48217.83
Male,43,No,High School,Retired,21,66155.51,0.04,56472.61,771,257.74,Suburban,2,569478.13
Male,85,Yes,Master's,Sales Manager,50,142646.04,0.06,54964.76,735,1501.91,Urban,14,691198.99
Female,79,No,PhD,Business Owner,50,207081.59,0.03,73869.36,850,4270.66,Urban,9,1107478.7
Male,84,No,PhD,Accountant,50,140866.03,0.04,102297.3,784,2509.93,Suburban,16,761958.2
Female,34,Yes,High School,Lawyer,12,130933.38,0.06,134391.17,731,2739.54,Urban,3,466676.16
Female,76,Yes,Bachelor's,Retired,50,150538.77,0.06,49354.03,742,3139.04,Urban,7,565706.05
Female,31,Yes,Bachelor's,Software Engineer,8,85899.54,0.06,64150.65,737,721.43,Rural,2,457760.24
Female,69,No,Bachelor's,Lawyer,47,185080.06,0.09,47818.1,643,2886.35,Suburban,8,488150.49
Female,65,Yes,Bachelor's,Retired,43,92809.88,0.03,47222.48,798,1541.09,Suburban,8,566659.88
Male,61,Yes,Bachelor's,Business Owner,38,168241.73,0.06,105993.99,745,2777.71,Urban,8,781979.45
Female,63,Yes,Master's,Banker,32,124451.38,0.04,72580.3,769,1790.4,Urban,9,710188.59
Female,45,Yes,Bachelor's,Doctor,18,49760.03,0.08,29992.54,672,269.87,Urban,2,234412.65
Male,60,Yes,Bachelor's,Accountant,37,80490.76,0.03,47226.71,808,907.24,Suburban,6,567170.67
Female,28,No,High School,Freelancer,2,53848.82,0.1,5000.0,659,769.27,Urban,0,132534.2
Female,75,No,Bachelor's,Freelancer,48,114692.35,0.04,63716.49,781,677.15,Suburban,6,855009.32
Female,52,No,Master's,Accountant,27,93022.67,0.09,46575.56,632,1140.89,Urban,6,310115.63
Female,72,Yes,PhD,Freelancer,47,136561.36,0.07,57227.02,727,2429.25,Rural,7,444608.47
Male,41,Yes,Bachelor's,Nurse,14,106195.93,0.05,23395.92,754,1211.55,Urban,3,579591.87
Female,38,Yes,Master's,Business Owner,11,127954.85,0.05,145487.2,769,1316.99,Urban,1,892771.74
Male,84,No,Bachelor's,Teacher,50,139631.27,0.04,108718.06,766,1579.35,Urban,9,903442.95
Male,79,Yes,PhD,Banker,50,158824.88,0.03,35933.74,850,2254.21,Suburban,7,1070906.43
Female,35,Yes,Master's,Software Engineer,11,55940.35,0.03,24397.9,828,1344.18,Urban,7,248463.38
Female,69,No,Bachelor's,Freelancer,45,144777.84,0.03,76385.86,850,3189.53,Urban,8,750685.49
Male,43,Yes,Master's,Software Engineer,17,96231.96,0.07,62997.44,692,577.36,Urban,1,501577.04
Female,86,No,Bachelor's,Banker,50,103731.38,0.04,64336.01,774,1448.36,Suburban,12,616358.23
Female,66,No,Bachelor's,Retired,46,137127.94,0.03,58424.19,808,2668.79,Suburban,5,755650.71
Female,64,Yes,PhD,Sales Manager,45,191069.87,0.03,13552.17,818,2377.34,Urban,7,1268004.65
Female,58,No,PhD,Sales Manager,36,158632.05,0.03,121088.17,850,3311.68,Urban,8,903335.41
Female,69,Yes,Bachelor's,Sales Manager,46,138424.12,0.03,130435.61,850,1070.8,Suburban,9,1244482.5
Male,45,No,PhD,Accountant,19,98879.07,0.06,52928.48,732,1696.46,Rural,3,366578.93
Male,84,No,Bachelor's,Doctor,50,118100.22,0.04,58602.37,784,1082.7,Urban,6,826968.48
Female,34,No,Bachelor's,Software Engineer,7,116334.52,0.05,103633.25,752,1018.1,Suburban,6,805466.48
Female,31,Yes,High School,Business Owner,8,129939.85,0.05,176967.37,729,1148.91,Suburban,1,804844.5
Female,59,No,Master's,Retired,38,115255.8,0.04,26066.21,800,1928.74,Urban,4,610518.64
Female,58,No,PhD,Accountant,34,121792.77,0.08,59338.51,670,931.59,Suburban,7,524376.47
Female,37,Yes,Bachelor's,Retired,13,58944.26,0.08,28546.48,672,471.45,Suburban,1,238921.67
Male,57,Yes,High School,Banker,36,109005.19,0.1,57366.1,621,1631.31,Urban,7,315178.64
Male,77,Yes,PhD,Software Engineer,50,171686.94,0.03,14197.88,850,3346.47,Urban,10,917213.88
Male,77,No,Bachelor's,Banker,50,186963.21,0.03,95501.73,797,1643.03,Urban,9,1404848.71
Female,62,Yes,High School,Sales Manager,34,140517.21,0.03,75750.95,830,1892.93,Urban,6,1015482.28
Male,72,No,Master's,Banker,47,158430.24,0.07,109791.06,713,1422.32,Urban,5,760417.13
Female,58,Yes,Bachelor's,Engineer,37,101392.46,0.11,80817.35,580,1216.84,Urban,4,260932.84
Male,58,Yes,High School,Software Engineer,36,126818.75,0.08,46136.11,673,1821.25,Suburban,12,401193.94
Female,73,Yes,PhD,Banker,46,140005.85,0.09,81803.82,630,1219.53,Urban,9,525615.11
Male,81,Yes,Bachelor's,Sales Manager,50,176142.49,0.1,153336.81,621,1233.22,Rural,8,725989.41
Female,73,No,Master's,Retired,49,128858.54,0.03,84639.1,850,1732.88,Urban,4,947111.83
Male,60,Yes,High School,Lawyer,40,114087.29,0.03,27378.14,850,2056.78,Urban,9,667042.44
Male,32,No,Master's,Engineer,7,107683.52,0.06,79325.75,702,1645.94,Rural,3,459470.02
Female,37,No,Master's,Teacher,18,81633.64,0.08,60032.75,674,1368.03,Suburban,3,259900.17
Male,73,Yes,Master's,Business Owner,50,174598.58,0.06,17114.45,711,3734.98,Rural,6,452464.0
Female,78,No,High School,Teacher,50,59016.48,0.05,51342.93,765,322.56,Urban,9,409842.44
Female,50,No,High School,Software Engineer,28,106308.48,0.06,5000.0,720,1087.15,Urban,2,462869.4
Female,34,Yes,High School,Sales Manager,10,107982.36,0.1,78878.86,629,1927.34,Suburban,1,299604.01
Female,85,Yes,Bachelor's,Retired,50,121855.7,0.03,39688.52,850,2173.34,Urban,11,728481.27
Male,74,Yes,Master's,Doctor,50,161073.5,0.03,116741.82,850,2947.49,Suburban,13,1009498.95
Female,55,Yes,Master's,Retired,33,131789.38,0.06,86421.07,743,2381.83,Urban,4,581711.61
Male,48,Yes,PhD,Doctor,26,152056.81,0.05,31116.89,744,2846.04,Suburban,7,618898.14
Male,58,Yes,High School,Doctor,28,92237.11,0.03,61753.3,844,1116.56,Urban,9,708486.32
Male,68,No,Bachelor's,Software Engineer,47,148008.22,0.05,109512.46,765,2298.54,Suburban,7,776640.12
Male,54,No,Bachelor's,Teacher,31,91265.67,0.04,33650.82,763,2025.28,Suburban,6,383175.24
Female,56,Yes,Master's,Business Owner,33,163809.38,0.03,96282.55,836,1715.88,Urban,8,1308204.12
Female,37,Yes,High School,Business Owner,9,157430.88,0.04,92054.81,761,2406.67,Urban,4,869428.36
Male,35,Yes,Bachelor's,Banker,14,114952.9,0.07,45628.3,689,2079.7,Suburban,1,367832.43
