player_id,cognitive_ability,starting_age,age_now,years_playing,total_study_hours,deliberate_share,deliberate_hours,tactics_training_hours,analyzes_own_games,opening_study_hours,games_played,has_coach,studies_endgames,peak_rating,plateaued,reached_expert
CHS023732,4.45,16,26,10,1780,0.277,490,230,6.35,440,1340,0,1,1635,1,0
CHS023733,4.35,23,36,13,530,0.378,200,100,8.94,170,460,1,0,1143,0,0
CHS023734,1.83,9,22,13,1650,0.705,1160,500,9.45,310,1260,0,1,2296,0,1
CHS023735,9.66,10,16,6,920,0.607,560,310,7.6,210,2880,0,0,2708,0,1
CHS023736,4.46,21,28,7,4270,0.665,2840,610,2.49,900,1990,0,0,1979,0,0
CHS023737,5.48,7,10,3,840,0.321,270,100,7.83,190,750,0,1,1592,0,0
CHS023738,7.36,19,23,4,2500,0.553,1380,340,3.56,540,3730,1,1,2532,0,1
CHS023739,9.24,8,18,10,2980,0.361,1080,440,3.48,1140,1490,0,0,1766,1,0
CHS023740,5.4,14,21,7,1230,0.396,490,200,5.74,370,5770,1,1,2141,1,1
CHS023741,8.25,11,20,9,1180,0.197,230,90,5.41,660,1020,0,0,1574,1,0
CHS023742,7.65,10,23,13,210,0.322,70,30,7.03,60,2880,1,1,1657,1,0
CHS023743,8.78,15,18,3,2950,0.112,330,200,7.77,1580,3560,1,0,2377,0,1
CHS023744,1.31,25,42,17,1480,0.588,870,220,7.55,330,3690,0,1,1432,0,0
CHS023745,5.8,27,31,4,590,0.272,160,40,3.58,280,1060,1,0,687,1,0
CHS023746,5.33,30,33,3,4360,0.758,3300,1910,6.59,660,3340,0,1,1876,0,0
CHS023747,3.85,15,44,29,4450,0.216,960,230,4.94,2310,850,0,0,1073,1,0
CHS023748,6.42,19,39,20,1690,0.798,1350,660,9.47,180,6710,1,1,2900,1,1
CHS023749,7.57,12,18,6,160,0.693,110,40,5.34,20,340,0,0,1137,0,0
CHS023750,5.55,13,16,3,1190,0.345,410,100,2.08,390,5580,0,1,1981,0,0
CHS023751,4.45,15,30,15,810,0.179,140,80,4.9,330,2700,0,1,1285,0,0
CHS023752,6.82,22,45,23,980,0.28,270,100,4.87,450,3960,0,1,1531,0,0
CHS023753,5.63,24,27,3,2670,0.36,960,500,1.39,1140,4000,0,1,2069,0,1
CHS023754,7.27,12,27,15,750,0.166,120,70,4.24,310,3830,0,0,1658,1,0
CHS023755,5.52,9,12,3,3490,0.431,1500,320,2.2,1230,3420,1,0,2032,1,1
CHS023756,5.79,15,30,15,2120,0.62,1310,780,6.23,280,1710,0,0,1989,0,0
CHS023757,3.18,12,16,4,3670,0.51,1870,1080,5.07,780,5200,0,1,1797,1,0
CHS023758,6.42,18,25,7,3370,0.27,910,320,8.68,930,5560,0,0,2538,1,1
CHS023759,3.37,8,20,12,980,0.328,320,120,8.16,230,1360,1,1,1708,0,0
CHS023760,1.75,12,22,10,450,0.612,280,150,8.66,50,2340,1,1,1674,0,0
CHS023761,4.28,22,40,18,1960,0.626,1230,400,6.1,340,1440,0,1,1551,1,0
CHS023762,5.56,13,17,4,550,0.713,390,130,7.93,100,3670,1,0,2357,0,1
CHS023763,5.73,8,21,13,1910,0.497,950,320,1.16,370,4490,0,1,2113,1,1
CHS023764,4.44,9,21,12,4980,0.647,3220,1660,8.34,1160,1590,0,0,2199,0,1
CHS023765,4.74,29,32,3,340,0.243,80,20,6.67,170,2650,0,0,982,1,0
CHS023766,5.86,12,42,30,2740,0.434,1190,520,8.17,900,5670,0,0,2281,1,1
CHS023767,5.76,19,40,21,3700,0.119,440,170,7.76,1480,1410,0,1,1739,0,0
CHS023768,5.27,15,34,19,100,0.515,50,30,2.06,30,6500,1,0,1527,0,0
CHS023769,5.37,25,30,5,940,0.096,90,50,8.51,480,3190,1,0,1483,1,0
CHS023770,4.25,11,28,17,920,0.108,100,30,1.67,570,3780,0,1,1518,0,0
CHS023771,6.21,18,26,8,860,0.126,110,60,2.68,330,3620,0,0,1184,1,0
CHS023772,6.59,19,21,2,2520,0.236,590,180,4.91,1060,1630,0,0,1460,0,0
CHS023773,3.29,34,36,2,1130,0.653,740,160,3.97,190,6080,0,1,1541,1,0
CHS023774,6.23,10,17,7,710,0.091,60,10,6.1,330,810,0,1,962,0,0
CHS023775,3.22,8,14,6,820,0.543,450,190,6.58,190,2830,0,0,1457,0,0
CHS023776,6.29,27,46,19,1680,0.593,1000,530,6.13,360,2770,0,1,2040,0,1
CHS023777,3.56,13,20,7,800,0.275,220,50,5.56,260,12200,0,0,1473,0,0
CHS023778,7.91,13,22,9,2410,0.587,1410,800,9.48,370,550,0,0,2337,0,1
CHS023779,1.73,24,46,22,1870,0.372,700,410,6.55,360,1190,0,0,769,1,0
CHS023780,3.12,20,34,14,1310,0.146,190,90,2.39,450,410,0,0,400,0,0
CHS023781,6.75,16,32,16,700,0.472,330,120,6.69,190,1330,0,0,1510,0,0
CHS023782,5.56,38,41,3,670,0.232,160,70,10.0,330,1990,0,1,953,1,0
CHS023783,9.22,27,50,23,1450,0.533,770,460,6.16,310,3500,0,1,2549,1,1
CHS023784,4.85,12,13,1,1020,0.331,340,180,4.45,330,690,0,1,874,0,0
CHS023785,6.8,32,79,47,330,0.107,40,20,3.27,90,540,0,0,541,0,0
CHS023786,5.49,13,22,9,3360,0.326,1100,320,6.79,1460,1320,0,0,1498,0,0
CHS023787,6.46,9,20,11,1050,0.261,270,60,6.69,500,1850,1,0,1781,0,0
CHS023788,4.28,13,28,15,1310,0.321,420,200,4.82,440,2210,0,0,1206,1,0
CHS023789,2.92,11,14,3,2810,0.036,100,30,4.19,1170,400,0,0,400,0,0
CHS023790,5.52,7,15,8,2850,0.521,1480,850,9.83,820,4770,0,1,2555,1,1
CHS023791,6.66,10,20,10,1370,0.383,520,280,4.16,500,7250,1,1,2377,0,1
CHS023792,5.09,22,31,9,2390,0.133,320,180,6.29,950,1780,0,0,1108,0,0
CHS023793,5.73,10,11,1,580,0.609,350,180,5.56,150,1730,0,0,1776,1,0
CHS023794,5.97,18,39,21,570,0.385,220,50,8.48,210,2810,0,1,1553,1,0
CHS023795,3.04,13,24,11,3780,0.424,1600,400,7.9,1270,1640,0,1,1840,1,0
CHS023796,5.5,35,50,15,290,0.593,170,70,7.24,40,690,0,0,1400,0,0
CHS023797,5.07,24,25,1,1060,0.54,570,150,4.77,290,1640,1,0,1146,0,0
CHS023798,5.04,9,10,1,1150,0.178,200,70,1.16,560,2300,0,0,708,0,0
CHS023799,3.99,30,40,10,2500,0.129,320,80,5.51,1080,5370,0,1,1418,0,0
CHS023800,2.98,19,20,1,1290,0.672,870,330,5.32,200,2860,0,0,1789,1,0
CHS023801,7.61,9,19,10,3080,0.379,1170,300,5.04,1330,3210,0,0,2166,0,1
CHS023802,4.67,18,22,4,1160,0.225,260,110,6.81,430,3220,0,0,1286,1,0
CHS023803,5.62,8,17,9,440,0.227,100,20,1.98,160,4230,0,0,1441,1,0
CHS023804,2.82,13,34,21,880,0.368,320,150,4.19,370,1650,0,0,1053,1,0
CHS023805,6.13,9,17,8,1830,0.498,910,460,4.46,560,1610,0,0,1728,0,0
CHS023806,3.71,23,33,10,1470,0.424,620,350,3.51,270,4410,0,1,1759,0,0
CHS023807,5.12,7,9,2,1020,0.655,670,280,4.92,130,310,0,0,1230,1,0
CHS023808,4.76,29,35,6,920,0.789,730,310,9.42,110,500,0,0,1474,0,0
CHS023809,6.88,13,16,3,140,0.271,40,20,5.29,40,6550,0,1,1713,0,0
CHS023810,4.37,9,38,29,1840,0.515,950,260,6.06,360,7150,0,1,1959,0,0
CHS023811,6.75,14,21,7,620,0.069,40,20,9.81,310,4050,0,1,1714,0,0
CHS023812,4.98,25,26,1,520,0.108,60,30,4.39,280,5070,0,0,1062,1,0
CHS023813,4.88,36,49,13,1000,0.624,620,200,7.77,190,3980,1,0,1835,0,0
CHS023814,3.88,18,36,18,1910,0.136,260,90,7.19,900,160,0,0,400,0,0
CHS023815,7.64,13,30,17,750,0.142,110,40,6.58,360,1920,0,0,1250,0,0
CHS023816,8.85,14,17,3,680,0.591,400,110,6.45,140,2500,0,1,2153,1,1
CHS023817,6.02,31,38,7,410,0.241,100,30,5.46,110,2760,0,1,1143,0,0
CHS023818,4.72,18,25,7,280,0.087,20,10,6.59,130,870,0,0,644,0,0
CHS023819,5.37,16,27,11,1570,0.543,850,220,3.71,260,3140,0,1,2109,0,1
CHS023820,4.3,18,43,25,1310,0.132,170,80,6.03,600,5670,0,1,1744,0,0
CHS023821,10.0,6,9,3,80,0.597,50,20,4.67,20,330,1,0,1325,0,0
CHS023822,4.94,11,32,21,2890,0.576,1660,550,5.82,720,2790,1,1,2459,1,1
CHS023823,2.71,24,25,1,560,0.499,280,110,6.92,190,4320,0,0,1482,1,0
CHS023824,3.87,13,14,1,2730,0.122,330,140,3.19,1620,7470,0,0,1598,0,0
CHS023825,5.71,17,30,13,5080,0.493,2500,610,7.03,990,2370,0,0,2217,0,1
CHS023826,5.8,15,26,11,1370,0.394,540,220,5.28,310,2000,1,0,1729,0,0
CHS023827,5.9,18,29,11,320,0.363,120,70,2.5,80,840,0,1,1119,0,0
CHS023828,9.38,16,38,22,2910,0.545,1590,430,6.49,870,1390,1,0,2213,0,1
CHS023829,4.18,10,13,3,870,0.253,220,90,5.53,220,2770,0,0,1167,0,0
CHS023830,4.58,12,33,21,2040,0.453,920,460,9.3,620,4410,0,0,2120,1,1
CHS023831,6.23,13,16,3,3040,0.118,360,160,6.92,1880,1260,0,0,1360,0,0
CHS023832,4.75,11,18,7,1000,0.554,550,310,7.55,160,6550,0,0,2435,0,1
CHS023833,1.9,7,14,7,150,0.413,60,30,5.04,60,3890,0,0,846,1,0
CHS023834,6.64,24,39,15,720,0.196,140,30,6.82,230,1630,0,0,1314,1,0
CHS023835,2.36,8,14,6,1000,0.28,280,60,8.12,450,1330,0,0,1427,1,0
CHS023836,4.24,14,37,23,510,0.193,100,50,7.52,180,400,0,0,620,0,0
CHS023837,5.92,9,43,34,120,0.18,20,10,7.76,50,3000,0,1,1475,0,0
CHS023838,4.81,20,52,32,1790,0.265,470,180,5.36,820,220,0,0,706,0,0
CHS023839,5.87,10,30,20,350,0.316,110,50,3.68,90,660,0,0,989,0,0
CHS023840,4.66,7,46,39,3310,0.361,1190,710,5.44,700,330,0,0,1255,1,0
CHS023841,3.22,11,16,5,2110,0.155,330,140,4.23,880,4770,0,0,1476,0,0
CHS023842,5.84,19,63,44,3940,0.78,3070,1280,7.5,300,80,0,0,1581,0,0
CHS023843,4.43,6,20,14,1120,0.543,610,340,1.69,320,4600,0,0,1989,1,0
CHS023844,2.25,12,13,1,1720,0.073,130,70,3.33,920,640,0,0,400,0,0
CHS023845,6.44,16,24,8,2820,0.107,300,80,4.37,1020,2010,0,1,922,0,0
CHS023846,6.7,16,29,13,860,0.608,520,220,7.68,170,1070,0,1,2051,0,1
CHS023847,8.34,18,22,4,3060,0.487,1490,560,4.87,1060,2620,0,0,2197,0,1
CHS023848,2.49,17,46,29,2580,0.812,2090,1250,7.31,190,1130,1,0,1894,0,0
CHS023849,6.38,25,37,12,680,0.226,150,70,5.01,190,720,0,0,704,1,0
CHS023850,5.53,17,21,4,1480,0.696,1030,300,8.56,220,2150,1,0,2215,0,1
CHS023851,1.97,33,47,14,1500,0.527,790,360,5.31,410,1880,0,1,1106,0,0
CHS023852,8.37,7,11,4,860,0.459,390,220,10.0,230,1020,0,0,2524,0,1
CHS023853,5.82,14,18,4,1590,0.298,470,220,7.41,520,1170,0,0,1357,0,0
CHS023854,3.36,17,34,17,1510,0.46,690,230,4.65,330,1950,0,0,1048,0,0
CHS023855,6.87,15,40,25,20,0.414,10,0,6.89,10,6070,0,0,1692,0,0
CHS023856,5.89,13,28,15,950,0.481,460,140,6.6,340,3290,0,0,2209,0,1
CHS023857,6.25,18,35,17,910,0.191,170,50,6.68,420,410,0,0,886,1,0
CHS023858,4.37,21,32,11,2460,0.728,1790,420,6.49,450,2400,0,1,2209,0,1
CHS023859,2.86,7,12,5,640,0.632,400,180,5.88,110,4340,0,0,1684,1,0
CHS023860,3.92,20,30,10,350,0.323,110,50,4.86,80,4430,0,1,1158,0,0
CHS023861,6.48,6,27,21,1000,0.386,390,150,9.68,300,2400,0,0,2131,1,1
CHS023862,3.61,29,38,9,560,0.339,190,70,7.36,260,570,0,1,815,0,0
CHS023863,3.97,19,28,9,1560,0.185,290,160,5.16,500,270,0,0,735,0,0
CHS023864,6.61,25,29,4,2110,0.782,1650,420,10.0,290,5340,0,0,2717,0,1
CHS023865,2.49,11,25,14,1580,0.163,260,70,5.69,630,4620,0,0,965,1,0
CHS023866,5.32,14,22,8,250,0.418,100,40,1.8,60,4660,0,0,1575,1,0
CHS023867,2.12,35,39,4,1890,0.215,410,110,6.97,810,2710,1,1,1124,0,0
CHS023868,2.76,28,37,9,3010,0.373,1120,260,4.0,820,6070,0,0,1746,0,0
CHS023869,5.86,30,39,9,810,0.674,550,260,6.42,160,1750,1,0,1830,0,0
CHS023870,4.47,17,38,21,730,0.199,150,40,6.9,200,820,1,0,778,0,0
CHS023871,6.7,23,28,5,1220,0.181,220,100,4.82,540,6250,0,0,1124,0,0
CHS023872,6.58,44,60,16,1550,0.149,230,120,0.63,610,3200,0,0,1125,1,0
CHS023873,3.73,20,27,7,3130,0.413,1290,380,1.9,1270,1400,0,0,1059,1,0
CHS023874,4.11,16,29,13,1310,0.728,950,480,4.46,140,7770,0,1,2376,1,1
CHS023875,5.28,18,41,23,950,0.33,310,140,3.42,210,4110,0,0,1804,1,0
CHS023876,4.25,13,16,3,1320,0.328,430,90,7.37,320,2870,0,1,1426,0,0
CHS023877,7.9,19,30,11,670,0.444,300,130,3.03,120,2180,0,0,1850,1,0
CHS023878,8.23,30,38,8,340,0.311,110,20,0.46,100,1670,1,0,1030,0,0
CHS023879,5.05,25,45,20,1980,0.178,350,90,2.99,740,2290,0,1,1327,1,0
CHS023880,7.53,13,29,16,2530,0.422,1070,570,6.2,560,5090,0,1,2900,1,1
CHS023881,3.84,18,19,1,330,0.202,70,30,7.77,160,2650,0,1,1240,0,0
CHS023882,6.94,27,43,16,2090,0.403,840,460,4.26,540,4230,0,0,1804,1,0
CHS023883,4.44,20,22,2,810,0.549,440,240,4.63,190,5020,0,0,1579,1,0
CHS023884,6.59,12,13,1,1040,0.254,260,90,6.83,290,4380,1,0,1518,1,0
CHS023885,3.46,14,44,30,500,0.67,340,130,7.02,70,3300,0,0,1878,0,0
CHS023886,7.28,9,10,1,2130,0.379,810,410,3.97,460,2760,0,0,2131,1,1
CHS023887,2.37,27,36,9,960,0.179,170,70,7.95,390,8590,0,0,1431,1,0
CHS023888,1.56,25,29,4,1060,0.197,210,120,3.53,510,2800,0,0,1038,1,0
CHS023889,3.52,20,27,7,450,0.562,250,100,3.72,110,1430,0,1,1216,0,0
CHS023890,3.91,12,34,22,5850,0.191,1120,430,6.01,2700,3350,0,0,1743,0,0
CHS023891,3.71,12,50,38,1060,0.381,400,170,8.66,220,2470,0,0,1525,1,0
CHS023892,5.26,13,15,2,2500,0.112,280,160,2.14,770,1940,0,1,1192,0,0
CHS023893,8.36,29,36,7,1580,0.39,620,160,10.0,360,2760,0,0,2078,1,1
CHS023894,5.83,9,22,13,1820,0.485,880,360,10.0,430,3180,0,0,2221,0,1
CHS023895,4.66,28,47,19,220,0.57,130,40,3.03,50,4870,0,0,1523,0,0
CHS023896,3.41,25,29,4,1930,0.046,90,20,3.0,970,1020,0,1,665,1,0
CHS023897,5.4,7,16,9,1230,0.446,550,160,10.0,370,1730,0,0,1822,0,0
CHS023898,4.61,14,15,1,460,0.576,260,150,9.65,80,2560,0,1,1956,0,0
CHS023899,7.74,16,17,1,660,0.623,410,150,1.6,120,3050,0,1,2082,1,1
CHS023900,1.93,7,15,8,380,0.323,120,70,7.0,120,2770,0,0,1499,1,0
CHS023901,5.91,46,80,34,2350,0.23,540,240,0.57,840,5430,0,0,1470,1,0
CHS023902,4.46,11,15,4,240,0.342,80,30,6.58,80,3450,0,0,1493,0,0
CHS023903,0.51,34,38,4,770,0.037,30,10,3.86,430,4820,0,0,400,0,0
CHS023904,3.99,19,35,16,1080,0.111,120,30,7.03,460,4990,0,1,1540,0,0
CHS023905,5.27,8,26,18,4210,0.02,80,30,6.59,2000,1830,0,0,947,1,0
CHS023906,4.57,16,19,3,1460,0.151,220,70,3.87,470,1980,0,1,920,0,0
CHS023907,4.91,26,30,4,2030,0.317,640,230,9.4,840,4480,1,0,1902,0,0
CHS023908,5.65,15,21,6,1910,0.042,80,30,3.11,600,2040,0,1,1265,0,0
CHS023909,6.6,21,32,11,1860,0.582,1080,350,8.19,420,4010,0,1,2292,0,1
CHS023910,6.28,9,32,23,700,0.11,80,40,5.57,410,670,1,0,1026,1,0
CHS023911,3.78,19,35,16,910,0.217,200,90,7.33,410,530,0,0,718,1,0
CHS023912,5.58,11,21,10,2110,0.19,400,200,6.61,750,3140,0,0,1813,0,0
CHS023913,4.25,13,48,35,4310,0.731,3150,1660,8.68,700,6110,1,0,2900,0,1
CHS023914,6.95,16,25,9,3310,0.681,2250,1090,5.27,420,3970,0,1,2688,1,1
CHS023915,3.95,28,35,7,2370,0.369,870,180,5.34,730,5070,0,1,1724,0,0
CHS023916,3.73,8,22,14,1420,0.287,410,190,2.92,420,4850,0,0,1520,1,0
CHS023917,4.17,20,63,43,2570,0.261,670,240,7.25,920,1660,1,1,1635,1,0
CHS023918,5.56,28,48,20,2120,0.596,1260,460,3.29,540,1780,1,1,1618,0,0
CHS023919,0.0,8,12,4,330,0.256,80,20,6.51,100,4300,0,1,962,0,0
CHS023920,1.97,13,29,16,850,0.57,480,100,7.49,120,1380,0,0,829,0,0
CHS023921,5.1,7,35,28,990,0.309,310,120,6.17,380,1270,1,1,2076,0,1
CHS023922,4.77,22,32,10,1110,0.396,440,220,4.37,460,5440,0,0,1592,0,0
CHS023923,4.11,13,22,9,1190,0.135,160,60,1.85,520,6350,0,0,1402,0,0
CHS023924,5.64,9,10,1,370,0.476,180,70,7.57,100,5020,0,0,1658,0,0
CHS023925,8.12,8,17,9,2060,0.503,1040,450,6.77,440,1050,1,0,1891,0,0
CHS023926,8.01,10,12,2,4500,0.381,1710,410,6.04,1840,2690,1,0,2130,0,1
CHS023927,6.43,33,45,12,470,0.02,10,0,6.6,250,2510,0,0,400,1,0
CHS023928,2.14,33,35,2,840,0.375,320,190,4.66,200,120,0,0,400,0,0
CHS023929,8.09,16,24,8,2970,0.418,1240,540,10.0,790,6450,0,0,2900,1,1
CHS023930,5.85,20,44,24,2090,0.228,480,190,4.61,500,4100,1,1,2024,1,1
CHS023931,4.53,7,23,16,440,0.722,320,110,4.71,70,3970,1,0,2213,0,1
CHS023932,6.95,15,38,23,620,0.201,120,40,3.61,300,440,0,0,894,1,0
CHS023933,2.64,28,34,6,2740,0.76,2080,770,8.65,210,2490,0,0,1610,0,0
CHS023934,5.74,19,22,3,1090,0.349,380,140,4.52,450,2270,0,0,1064,0,0
CHS023935,3.8,16,26,10,2760,0.521,1440,400,8.42,790,5380,0,0,2321,0,1
CHS023936,8.11,17,31,14,830,0.379,310,120,4.58,340,3930,0,0,2082,1,1
CHS023937,4.79,15,28,13,860,0.647,560,310,6.34,150,2920,0,1,1921,0,0
CHS023938,3.65,8,13,5,530,0.46,240,80,10.0,120,1090,0,1,1285,0,0
CHS023939,5.84,14,40,26,140,0.466,70,20,5.89,40,2310,0,0,1548,0,0
CHS023940,4.4,18,38,20,2270,0.328,740,260,4.77,930,3020,0,0,1677,0,0
CHS023941,8.06,16,22,6,2080,0.148,310,110,3.0,1130,1620,1,0,1537,0,0
CHS023942,4.98,19,46,27,520,0.404,210,90,5.05,110,580,0,0,895,0,0
CHS023943,5.29,10,33,23,1520,0.386,590,290,5.46,570,2430,0,0,2258,1,1
CHS023944,4.3,7,20,13,650,0.253,160,90,9.52,300,3010,0,0,1295,0,0
CHS023945,0.0,9,16,7,1430,0.043,60,30,4.17,450,570,0,1,400,0,0
CHS023946,3.36,16,31,15,400,0.769,310,170,8.42,40,7660,0,0,1864,1,0
CHS023947,7.07,9,24,15,1630,0.071,120,30,10.0,710,490,0,1,1184,1,0
CHS023948,3.1,7,11,4,930,0.469,440,210,7.89,240,2940,0,0,1414,1,0
CHS023949,3.19,11,14,3,640,0.585,370,220,7.87,130,2320,0,1,1314,0,0
CHS023950,5.94,22,36,14,870,0.574,500,260,1.58,150,2050,0,0,1676,0,0
CHS023951,1.7,22,45,23,1650,0.089,150,50,4.28,1040,3870,0,0,888,1,0
CHS023952,2.0,6,20,14,2240,0.475,1060,240,6.81,540,2890,1,0,1793,1,0
CHS023953,3.25,17,34,17,1460,0.57,830,270,8.55,440,3010,0,0,1245,1,0
CHS023954,3.49,19,27,8,1460,0.395,580,120,4.38,470,5300,1,0,1715,0,0
CHS023955,4.15,15,18,3,2530,0.456,1150,240,6.85,880,3020,0,0,1611,0,0
CHS023956,0.41,14,21,7,830,0.776,640,170,7.75,70,3250,1,0,1861,0,0
CHS023957,5.65,11,28,17,2410,0.212,510,270,2.78,960,2250,1,1,1561,0,0
CHS023958,1.53,24,25,1,2000,0.561,1120,670,6.99,380,8080,0,0,1929,0,0
CHS023959,4.09,6,13,7,1100,0.223,250,110,4.07,570,1800,0,1,1025,1,0
CHS023960,5.24,13,22,9,580,0.571,330,190,7.53,150,1130,0,0,1585,0,0
CHS023961,2.13,27,46,19,430,0.483,210,100,6.52,140,450,1,1,871,0,0
CHS023962,5.28,9,12,3,440,0.205,90,50,10.0,240,3260,0,0,1785,0,0
CHS023963,10.0,7,14,7,1090,0.327,360,130,7.18,370,890,0,0,2107,0,1
CHS023964,1.95,18,29,11,1950,0.271,530,310,5.44,950,180,0,0,494,0,0
CHS023965,1.87,24,37,13,1000,0.171,170,100,9.63,270,3710,0,1,1125,1,0
CHS023966,5.13,8,22,14,850,0.311,260,100,9.87,200,1940,0,1,1606,0,0
CHS023967,3.33,18,47,29,5370,0.022,120,60,5.5,2340,1650,0,1,803,1,0
CHS023968,5.5,12,22,10,1580,0.682,1080,380,3.74,320,1270,1,1,1914,0,0
CHS023969,5.3,25,53,28,1560,0.626,980,580,5.84,250,2420,0,1,1782,0,0
CHS023970,2.9,15,28,13,1430,0.628,900,500,10.0,190,350,0,1,1517,1,0
CHS023971,6.33,18,71,53,2800,0.338,950,230,5.8,1200,5710,0,0,2149,1,1
CHS023972,5.46,15,37,22,570,0.519,300,70,3.7,110,5520,0,0,2069,0,1
CHS023973,4.5,10,12,2,2600,0.519,1350,410,5.81,590,4040,1,0,2026,1,1
CHS023974,2.54,14,26,12,1220,0.268,330,100,4.36,310,1500,0,1,1217,0,0
CHS023975,5.99,14,28,14,1830,0.284,520,210,3.94,780,2500,0,1,1733,0,0
CHS023976,5.55,36,39,3,2560,0.718,1840,740,4.25,290,800,0,1,1685,1,0
CHS023977,6.94,6,19,13,450,0.539,240,90,5.28,70,1760,0,0,2151,0,1
CHS023978,5.16,28,37,9,890,0.745,660,350,6.67,110,3160,1,0,2207,0,1
CHS023979,0.85,8,36,28,3250,0.042,140,40,4.23,1320,2270,0,0,664,0,0
CHS023980,1.44,40,80,40,1890,0.649,1230,440,4.02,220,940,0,1,1067,0,0
CHS023981,5.51,10,14,4,210,0.518,110,40,10.0,70,5350,0,0,1941,0,0
CHS023982,6.99,13,23,10,2160,0.377,810,350,10.0,700,2070,0,1,2370,0,1
CHS023983,3.22,14,24,10,1270,0.289,370,100,2.0,320,620,0,0,400,0,0
CHS023984,5.35,24,41,17,1470,0.653,960,460,8.38,320,2630,0,0,2005,0,1
CHS023985,0.91,10,21,11,1970,0.636,1250,350,6.07,440,450,0,1,796,0,0
CHS023986,6.57,20,23,3,280,0.257,70,30,4.17,120,530,0,1,795,0,0
CHS023987,4.1,14,17,3,200,0.485,100,30,6.26,30,760,0,0,692,1,0
CHS023988,2.27,16,29,13,1330,0.193,260,60,4.34,390,4580,1,0,1406,1,0
CHS023989,6.83,8,30,22,1820,0.253,460,230,7.35,480,800,0,0,1964,1,0
CHS023990,5.45,19,25,6,2050,0.684,1400,370,8.76,420,750,0,1,1568,0,0
CHS023991,5.62,12,16,4,120,0.138,20,10,6.78,60,3470,1,0,1042,1,0
CHS023992,7.13,13,56,43,680,0.202,140,40,7.07,350,430,0,1,866,1,0
CHS023993,5.65,7,10,3,3690,0.193,710,330,4.22,1660,2890,1,0,2200,0,1
CHS023994,5.96,42,46,4,2650,0.178,470,200,8.9,810,1130,0,0,979,1,0
CHS023995,4.86,25,48,23,2230,0.641,1430,840,4.74,260,2560,0,0,1742,1,0
CHS023996,5.97,18,37,19,2720,0.388,1060,240,6.53,1080,1250,0,0,1903,1,0
CHS023997,5.18,14,27,13,800,0.635,510,120,5.38,110,2340,0,1,1959,0,0
CHS023998,3.95,16,28,12,2490,0.445,1110,480,10.0,550,4120,0,0,2006,0,1
CHS023999,4.62,22,32,10,1080,0.349,380,180,4.87,380,2120,0,0,1326,0,0
CHS024000,5.98,14,19,5,1680,0.429,720,370,5.47,590,1580,1,1,1906,0,0
CHS024001,3.27,54,61,7,1690,0.271,460,170,6.35,570,4890,0,1,982,0,0
CHS024002,4.24,8,16,8,460,0.198,90,40,0.0,250,3300,1,0,1440,0,0
CHS024003,3.72,7,27,20,1520,0.631,960,570,6.81,370,1880,0,0,1958,0,0
CHS024004,6.11,56,68,12,2140,0.237,510,220,5.91,750,1410,0,1,728,0,0
CHS024005,7.98,21,28,7,180,0.589,110,20,6.72,20,1770,0,0,1460,0,0
CHS024006,5.81,8,15,7,640,0.752,480,200,6.96,70,2390,0,0,1737,0,0
CHS024007,6.09,12,13,1,260,0.355,90,20,3.83,70,8990,0,0,1786,0,0
CHS024008,3.07,22,34,12,4830,0.652,3150,1430,4.18,610,1240,1,0,1778,0,0
CHS024009,4.64,19,32,13,1720,0.645,1110,590,4.46,200,2200,0,0,1703,1,0
CHS024010,2.8,13,14,1,510,0.197,100,40,6.12,250,470,0,0,400,0,0
CHS024011,2.2,13,21,8,1200,0.415,500,150,7.43,210,1600,0,0,1277,0,0
CHS024012,3.4,14,37,23,440,0.365,160,40,5.43,140,1860,0,1,1508,0,0
CHS024013,3.54,12,39,27,1040,0.47,490,260,6.34,340,2290,0,0,1402,0,0
CHS024014,3.01,11,15,4,410,0.652,270,120,5.18,80,3370,0,1,1234,0,0
CHS024015,3.51,10,26,16,1020,0.39,400,100,5.98,340,2430,0,0,1493,1,0
CHS024016,2.64,11,22,11,1400,0.373,520,280,2.45,260,2620,1,1,1788,0,0
CHS024017,0.7,18,22,4,680,0.609,410,140,2.6,180,2050,0,0,1007,0,0
CHS024018,5.2,8,16,8,1690,0.063,110,60,8.58,700,1160,0,0,1352,1,0
CHS024019,4.58,10,30,20,4330,0.315,1360,330,6.73,970,1760,0,1,1876,0,0
CHS024020,0.19,20,31,11,390,0.277,110,50,6.36,100,3450,1,0,583,0,0
CHS024021,5.62,29,38,9,2420,0.165,400,140,7.32,1270,5330,1,0,1582,0,0
CHS024022,4.65,9,28,19,380,0.212,80,30,4.25,100,2870,0,0,1376,0,0
CHS024023,2.08,13,30,17,2530,0.522,1320,400,4.41,390,890,0,0,1526,0,0
CHS024024,5.84,8,28,20,1110,0.437,490,170,5.05,380,3580,0,1,2254,1,1
CHS024025,6.11,46,51,5,500,0.347,170,40,3.32,170,2380,0,0,861,0,0
CHS024026,6.29,7,14,7,970,0.54,520,250,2.72,260,1220,0,0,1594,0,0
CHS024027,2.84,27,45,18,2150,0.172,370,80,3.82,1040,1020,1,0,684,1,0
CHS024028,6.04,18,25,7,2270,0.363,820,250,6.14,690,1920,0,1,1731,0,0
CHS024029,5.18,6,67,61,990,0.265,260,100,5.33,280,1340,0,1,1393,1,0
