year_month,ortsteil,bezirk,kiez_premium,secondary_price_per_m2_eur,new_construction_price_per_m2_eur,kaltmiete_per_m2_monthly_eur,secondary_price_per_m2_usd,n_listings_secondary,n_listings_new_construction,n_listings_rental,ecb_main_rate_pct,avg_mortgage_rate_pct
2024-05,Lichterfelde,Steglitz-Zehlendorf,medium,6306,7985,18.39,6811,161,35,164,4.5,3.85
2024-06,Lichterfelde,Steglitz-Zehlendorf,medium,6633,8021,19.35,7163,47,40,158,4.5,3.85
2024-07,Lichterfelde,Steglitz-Zehlendorf,medium,6735,8631,19.83,7273,38,13,126,4.25,3.5
2024-08,Lichterfelde,Steglitz-Zehlendorf,medium,6439,7841,18.96,6954,30,17,168,4.25,3.5
2024-09,Lichterfelde,Steglitz-Zehlendorf,medium,6455,8440,19.01,6972,94,18,23,4.25,3.5
2024-10,Lichterfelde,Steglitz-Zehlendorf,medium,6364,7724,18.74,6873,40,19,173,4.25,3.5
2024-11,Lichterfelde,Steglitz-Zehlendorf,medium,6434,8018,18.95,6949,55,19,176,3.65,3.5
2024-12,Lichterfelde,Steglitz-Zehlendorf,medium,6684,8052,19.69,7219,147,21,108,3.65,3.5
2025-01,Lichterfelde,Steglitz-Zehlendorf,medium,6836,8835,20.32,7383,148,45,136,3.15,3.3
2025-02,Lichterfelde,Steglitz-Zehlendorf,medium,6947,8940,20.65,7502,76,29,148,3.15,3.3
2025-03,Lichterfelde,Steglitz-Zehlendorf,medium,6871,8667,20.43,7421,60,25,48,3.15,3.3
2025-04,Lichterfelde,Steglitz-Zehlendorf,medium,7110,8598,21.14,7679,22,8,130,3.15,3.3
2025-05,Lichterfelde,Steglitz-Zehlendorf,medium,6485,7955,19.28,7003,35,47,142,3.15,3.3
2025-06,Lichterfelde,Steglitz-Zehlendorf,medium,6616,8306,19.67,7145,126,45,182,3.15,3.3
2025-07,Lichterfelde,Steglitz-Zehlendorf,medium,6841,8477,20.52,7388,80,46,42,2.75,3.1
2025-08,Lichterfelde,Steglitz-Zehlendorf,medium,6785,8556,20.35,7328,55,43,136,2.75,3.1
2025-09,Lichterfelde,Steglitz-Zehlendorf,medium,6748,8534,20.24,7288,150,35,30,2.75,3.1
2025-10,Lichterfelde,Steglitz-Zehlendorf,medium,7152,9187,21.45,7724,170,44,74,2.75,3.1
2025-11,Lichterfelde,Steglitz-Zehlendorf,medium,6912,9050,20.73,7465,114,45,179,2.75,3.1
2025-12,Lichterfelde,Steglitz-Zehlendorf,medium,6731,8467,20.19,7270,141,25,111,2.75,3.1
2026-01,Lichterfelde,Steglitz-Zehlendorf,medium,6963,8710,20.88,7520,104,48,138,2.75,3.1
2026-02,Lichterfelde,Steglitz-Zehlendorf,medium,6900,8869,20.7,7452,170,26,145,2.75,3.1
2026-03,Lichterfelde,Steglitz-Zehlendorf,medium,6654,8473,19.96,7187,16,45,143,2.75,3.1
2026-04,Lichterfelde,Steglitz-Zehlendorf,medium,7055,8550,21.16,7619,123,29,197,2.75,3.1
2020-01,Lankwitz,Steglitz-Zehlendorf,medium,5046,6400,14.02,5450,112,17,84,0.0,1.1
2020-02,Lankwitz,Steglitz-Zehlendorf,medium,4736,5941,13.16,5115,119,19,175,0.0,1.1
2020-03,Lankwitz,Steglitz-Zehlendorf,medium,4866,6165,12.5,5255,118,20,205,0.0,1.1
2020-04,Lankwitz,Steglitz-Zehlendorf,medium,4849,6131,12.61,5237,114,33,57,0.0,1.1
2020-05,Lankwitz,Steglitz-Zehlendorf,medium,4981,5999,12.95,5379,90,33,214,0.0,1.1
2020-06,Lankwitz,Steglitz-Zehlendorf,medium,4808,6014,12.5,5192,26,47,179,0.0,1.1
2020-07,Lankwitz,Steglitz-Zehlendorf,medium,4923,6459,12.8,5317,90,6,52,0.0,1.1
2020-08,Lankwitz,Steglitz-Zehlendorf,medium,4994,6288,12.99,5393,55,8,132,0.0,1.1
2020-09,Lankwitz,Steglitz-Zehlendorf,medium,5012,6408,13.03,5413,85,42,183,0.0,1.1
2020-10,Lankwitz,Steglitz-Zehlendorf,medium,5041,6121,11.83,5444,63,12,217,0.0,1.1
2020-11,Lankwitz,Steglitz-Zehlendorf,medium,5310,6377,12.46,5735,34,14,35,0.0,1.1
2020-12,Lankwitz,Steglitz-Zehlendorf,medium,5308,6661,12.45,5733,57,3,187,0.0,1.1
2021-01,Lankwitz,Steglitz-Zehlendorf,medium,5359,6676,12.57,5788,34,23,190,0.0,1.1
2021-02,Lankwitz,Steglitz-Zehlendorf,medium,5665,6881,13.29,6118,136,35,118,0.0,1.1
2021-03,Lankwitz,Steglitz-Zehlendorf,medium,5151,6444,12.09,5563,54,30,34,0.0,1.1
2021-04,Lankwitz,Steglitz-Zehlendorf,medium,5372,6816,12.6,5802,102,33,69,0.0,1.1
2021-05,Lankwitz,Steglitz-Zehlendorf,medium,5427,6985,14.28,5861,42,5,58,0.0,1.1
2021-06,Lankwitz,Steglitz-Zehlendorf,medium,5105,6400,13.43,5513,113,33,71,0.0,1.1
2021-07,Lankwitz,Steglitz-Zehlendorf,medium,5282,6597,13.9,5704,18,45,83,0.0,1.1
2021-08,Lankwitz,Steglitz-Zehlendorf,medium,5207,6503,13.7,5623,21,44,68,0.0,1.1
2021-09,Lankwitz,Steglitz-Zehlendorf,medium,5270,6435,13.87,5691,158,17,152,0.0,1.1
2021-10,Lankwitz,Steglitz-Zehlendorf,medium,5446,6812,14.33,5881,48,35,179,0.0,1.1
2021-11,Lankwitz,Steglitz-Zehlendorf,medium,5087,6162,13.39,5494,68,14,178,0.0,1.1
2021-12,Lankwitz,Steglitz-Zehlendorf,medium,5431,6659,14.29,5865,111,43,56,0.0,1.1
2022-01,Lankwitz,Steglitz-Zehlendorf,medium,6272,7472,14.81,6773,45,18,144,0.0,1.8
2022-02,Lankwitz,Steglitz-Zehlendorf,medium,6094,7754,14.39,6582,19,30,127,0.0,1.8
2022-03,Lankwitz,Steglitz-Zehlendorf,medium,6063,7846,14.99,6548,50,48,142,0.0,1.8
2022-04,Lankwitz,Steglitz-Zehlendorf,medium,6088,7633,15.05,6575,89,16,105,0.0,1.8
2022-05,Lankwitz,Steglitz-Zehlendorf,medium,5615,6966,13.88,6064,26,11,67,0.0,1.8
2022-06,Lankwitz,Steglitz-Zehlendorf,medium,5912,7232,14.61,6384,44,32,117,0.0,1.8
2022-07,Lankwitz,Steglitz-Zehlendorf,medium,6361,8067,16.59,6870,127,8,136,0.5,3.4
2022-08,Lankwitz,Steglitz-Zehlendorf,medium,6225,7861,16.24,6723,71,27,153,0.5,3.4
2022-09,Lankwitz,Steglitz-Zehlendorf,medium,5977,7583,15.59,6456,56,37,143,0.5,3.4
2022-10,Lankwitz,Steglitz-Zehlendorf,medium,6232,7492,16.25,6730,127,39,72,2.5,3.4
2022-11,Lankwitz,Steglitz-Zehlendorf,medium,6368,7578,16.61,6878,57,3,28,2.5,3.4
2022-12,Lankwitz,Steglitz-Zehlendorf,medium,5955,7430,15.53,6431,36,15,161,2.5,3.4
2023-01,Lankwitz,Steglitz-Zehlendorf,medium,5773,7439,15.85,6235,96,47,59,3.5,3.85
2023-02,Lankwitz,Steglitz-Zehlendorf,medium,5961,7335,16.36,6437,141,6,193,3.5,3.85
2023-03,Lankwitz,Steglitz-Zehlendorf,medium,5943,7683,16.31,6418,15,18,117,3.5,3.85
2023-04,Lankwitz,Steglitz-Zehlendorf,medium,5814,7054,15.96,6279,80,26,29,4.0,3.85
2023-05,Lankwitz,Steglitz-Zehlendorf,medium,5706,7203,15.66,6162,151,45,176,4.0,3.85
2023-06,Lankwitz,Steglitz-Zehlendorf,medium,6049,7611,16.6,6533,177,16,81,4.0,3.85
2023-07,Lankwitz,Steglitz-Zehlendorf,medium,5855,7205,16.74,6324,97,41,100,4.0,4.1
2023-08,Lankwitz,Steglitz-Zehlendorf,medium,6019,7583,17.2,6501,81,11,200,4.0,4.1
2023-09,Lankwitz,Steglitz-Zehlendorf,medium,5571,6935,15.92,6017,102,39,39,4.0,4.1
2023-10,Lankwitz,Steglitz-Zehlendorf,medium,6065,7649,17.34,6550,157,48,73,4.5,4.1
2023-11,Lankwitz,Steglitz-Zehlendorf,medium,5943,7564,16.99,6419,149,11,78,4.5,4.1
2023-12,Lankwitz,Steglitz-Zehlendorf,medium,5537,6581,15.83,5980,177,29,153,4.5,4.1
2024-01,Lankwitz,Steglitz-Zehlendorf,medium,6052,7424,17.65,6536,118,49,202,4.5,3.85
2024-02,Lankwitz,Steglitz-Zehlendorf,medium,6217,7744,18.13,6714,100,37,58,4.5,3.85
2024-03,Lankwitz,Steglitz-Zehlendorf,medium,6086,7682,17.75,6573,24,38,134,4.5,3.85
2024-04,Lankwitz,Steglitz-Zehlendorf,medium,5947,7453,17.35,6423,53,3,159,4.5,3.85
2024-05,Lankwitz,Steglitz-Zehlendorf,medium,5797,7414,16.91,6260,163,7,66,4.5,3.85
2024-06,Lankwitz,Steglitz-Zehlendorf,medium,5968,7648,17.41,6446,21,7,109,4.5,3.85
2024-07,Lankwitz,Steglitz-Zehlendorf,medium,5968,7198,17.58,6446,155,45,102,4.25,3.5
2024-08,Lankwitz,Steglitz-Zehlendorf,medium,5829,7208,17.17,6295,99,7,202,4.25,3.5
2024-09,Lankwitz,Steglitz-Zehlendorf,medium,5786,7235,17.04,6249,63,21,158,4.25,3.5
2024-10,Lankwitz,Steglitz-Zehlendorf,medium,5903,7401,17.39,6376,124,3,147,4.25,3.5
2024-11,Lankwitz,Steglitz-Zehlendorf,medium,5921,7344,17.44,6394,121,7,77,3.65,3.5
2024-12,Lankwitz,Steglitz-Zehlendorf,medium,5584,6939,16.45,6031,174,11,113,3.65,3.5
2025-01,Lankwitz,Steglitz-Zehlendorf,medium,6457,8169,19.2,6974,96,12,176,3.15,3.3
2025-02,Lankwitz,Steglitz-Zehlendorf,medium,6391,8088,19.0,6902,166,47,199,3.15,3.3
2025-03,Lankwitz,Steglitz-Zehlendorf,medium,5872,7259,17.46,6341,57,8,30,3.15,3.3
2025-04,Lankwitz,Steglitz-Zehlendorf,medium,5981,7645,17.78,6460,38,46,116,3.15,3.3
2025-05,Lankwitz,Steglitz-Zehlendorf,medium,6253,7555,18.59,6753,125,6,58,3.15,3.3
2025-06,Lankwitz,Steglitz-Zehlendorf,medium,5996,7357,17.83,6476,110,41,34,3.15,3.3
2025-07,Lankwitz,Steglitz-Zehlendorf,medium,6030,7830,18.08,6512,131,15,182,2.75,3.1
2025-08,Lankwitz,Steglitz-Zehlendorf,medium,6128,7648,18.38,6619,107,16,184,2.75,3.1
2025-09,Lankwitz,Steglitz-Zehlendorf,medium,6073,7524,18.21,6559,147,14,57,2.75,3.1
2025-10,Lankwitz,Steglitz-Zehlendorf,medium,6216,7907,18.64,6714,139,44,166,2.75,3.1
2025-11,Lankwitz,Steglitz-Zehlendorf,medium,6360,7676,19.08,6869,36,32,109,2.75,3.1
2025-12,Lankwitz,Steglitz-Zehlendorf,medium,5721,6694,17.16,6179,87,49,130,2.75,3.1
2026-01,Lankwitz,Steglitz-Zehlendorf,medium,6050,7612,18.14,6534,179,31,146,2.75,3.1
2026-02,Lankwitz,Steglitz-Zehlendorf,medium,6088,7753,18.26,6575,102,21,174,2.75,3.1
2026-03,Lankwitz,Steglitz-Zehlendorf,medium,6147,7534,18.43,6638,29,7,143,2.75,3.1
2026-04,Lankwitz,Steglitz-Zehlendorf,medium,6162,7974,18.48,6655,70,23,186,2.75,3.1
2020-01,Wannsee,Steglitz-Zehlendorf,high,6718,8315,18.66,7256,43,14,186,0.0,1.1
2020-02,Wannsee,Steglitz-Zehlendorf,high,6539,8062,18.17,7063,46,46,134,0.0,1.1
2020-03,Wannsee,Steglitz-Zehlendorf,high,6510,7952,16.73,7031,45,11,133,0.0,1.1
2020-04,Wannsee,Steglitz-Zehlendorf,high,6450,8163,16.77,6967,128,45,206,0.0,1.1
2020-05,Wannsee,Steglitz-Zehlendorf,high,6550,8354,17.03,7074,170,38,22,0.0,1.1
2020-06,Wannsee,Steglitz-Zehlendorf,high,6563,8879,17.07,7088,55,46,178,0.0,1.1
2020-07,Wannsee,Steglitz-Zehlendorf,high,7065,8863,18.37,7630,124,47,88,0.0,1.1
2020-08,Wannsee,Steglitz-Zehlendorf,high,6288,7899,16.35,6791,47,6,21,0.0,1.1
2020-09,Wannsee,Steglitz-Zehlendorf,high,6749,8187,17.55,7289,50,5,63,0.0,1.1
2020-10,Wannsee,Steglitz-Zehlendorf,high,7037,9437,16.51,7600,37,9,157,0.0,1.1
2020-11,Wannsee,Steglitz-Zehlendorf,high,7138,8884,16.75,7709,122,3,207,0.0,1.1
2020-12,Wannsee,Steglitz-Zehlendorf,high,7335,8984,17.21,7922,125,15,27,0.0,1.1
2021-01,Wannsee,Steglitz-Zehlendorf,high,7614,9570,17.86,8223,79,5,192,0.0,1.1
2021-02,Wannsee,Steglitz-Zehlendorf,high,7150,8749,16.77,7722,62,23,187,0.0,1.1
2021-03,Wannsee,Steglitz-Zehlendorf,high,7471,9264,17.53,8068,34,47,48,0.0,1.1
2021-04,Wannsee,Steglitz-Zehlendorf,high,7254,9506,17.02,7835,15,36,126,0.0,1.1
2021-05,Wannsee,Steglitz-Zehlendorf,high,7406,9172,19.49,7999,70,31,180,0.0,1.1
2021-06,Wannsee,Steglitz-Zehlendorf,high,7140,8588,18.79,7712,122,4,196,0.0,1.1
2021-07,Wannsee,Steglitz-Zehlendorf,high,7283,9061,19.16,7865,167,34,131,0.0,1.1
2021-08,Wannsee,Steglitz-Zehlendorf,high,7364,9204,19.38,7953,57,17,158,0.0,1.1
2021-09,Wannsee,Steglitz-Zehlendorf,high,7358,9085,19.36,7947,161,28,181,0.0,1.1
2021-10,Wannsee,Steglitz-Zehlendorf,high,7224,8883,19.01,7802,160,10,190,0.0,1.1
2021-11,Wannsee,Steglitz-Zehlendorf,high,7576,9410,19.94,8183,35,18,111,0.0,1.1
2021-12,Wannsee,Steglitz-Zehlendorf,high,7290,9150,19.18,7873,82,16,138,0.0,1.1
2022-01,Wannsee,Steglitz-Zehlendorf,high,8467,10416,19.99,9145,166,14,34,0.0,1.8
2022-02,Wannsee,Steglitz-Zehlendorf,high,8428,10704,19.9,9102,29,37,208,0.0,1.8
2022-03,Wannsee,Steglitz-Zehlendorf,high,8455,10336,20.9,9132,50,20,124,0.0,1.8
2022-04,Wannsee,Steglitz-Zehlendorf,high,8438,10888,20.86,9113,44,41,27,0.0,1.8
2022-05,Wannsee,Steglitz-Zehlendorf,high,8224,10013,20.33,8881,111,48,164,0.0,1.8
2022-06,Wannsee,Steglitz-Zehlendorf,high,8418,10612,20.81,9092,163,41,150,0.0,1.8
2022-07,Wannsee,Steglitz-Zehlendorf,high,8721,10587,22.74,9418,110,32,197,0.5,3.4
2022-08,Wannsee,Steglitz-Zehlendorf,high,8384,10370,21.87,9055,150,43,125,0.5,3.4
2022-09,Wannsee,Steglitz-Zehlendorf,high,8063,10042,21.03,8708,118,5,190,0.5,3.4
2022-10,Wannsee,Steglitz-Zehlendorf,high,7940,9787,20.71,8575,29,5,188,2.5,3.4
2022-11,Wannsee,Steglitz-Zehlendorf,high,8201,10336,21.39,8857,129,19,89,2.5,3.4
2022-12,Wannsee,Steglitz-Zehlendorf,high,8503,10658,22.18,9183,104,3,98,2.5,3.4
2023-01,Wannsee,Steglitz-Zehlendorf,high,8289,10517,22.76,8952,139,39,73,3.5,3.85
2023-02,Wannsee,Steglitz-Zehlendorf,high,8217,10521,22.56,8874,140,12,214,3.5,3.85
2023-03,Wannsee,Steglitz-Zehlendorf,high,8004,9537,21.97,8644,116,34,101,3.5,3.85
2023-04,Wannsee,Steglitz-Zehlendorf,high,8042,10593,22.08,8685,155,46,92,4.0,3.85
2023-05,Wannsee,Steglitz-Zehlendorf,high,7725,9646,21.21,8343,47,21,58,4.0,3.85
2023-06,Wannsee,Steglitz-Zehlendorf,high,8474,10697,23.26,9152,63,41,134,4.0,3.85
2023-07,Wannsee,Steglitz-Zehlendorf,high,8094,10566,23.14,8741,171,32,212,4.0,4.1
2023-08,Wannsee,Steglitz-Zehlendorf,high,8030,9758,22.95,8672,49,16,124,4.0,4.1
2023-09,Wannsee,Steglitz-Zehlendorf,high,7807,9463,22.32,8432,81,4,87,4.0,4.1
2023-10,Wannsee,Steglitz-Zehlendorf,high,7880,9971,22.52,8510,33,39,180,4.5,4.1
2023-11,Wannsee,Steglitz-Zehlendorf,high,7978,10073,22.8,8616,178,48,130,4.5,4.1
2023-12,Wannsee,Steglitz-Zehlendorf,high,7875,9973,22.51,8505,170,41,27,4.5,4.1
2024-01,Wannsee,Steglitz-Zehlendorf,high,7915,10287,23.09,8548,143,28,66,4.5,3.85
2024-02,Wannsee,Steglitz-Zehlendorf,high,7847,9782,22.89,8474,139,4,108,4.5,3.85
2024-03,Wannsee,Steglitz-Zehlendorf,high,7717,9668,22.51,8334,159,43,63,4.5,3.85
2024-04,Wannsee,Steglitz-Zehlendorf,high,8023,10089,23.4,8665,107,21,195,4.5,3.85
2024-05,Wannsee,Steglitz-Zehlendorf,high,8102,10381,23.63,8750,176,22,135,4.5,3.85
2024-06,Wannsee,Steglitz-Zehlendorf,high,8008,10130,23.36,8649,60,21,81,4.5,3.85
2024-07,Wannsee,Steglitz-Zehlendorf,high,8207,10066,24.17,8864,36,22,65,4.25,3.5
2024-08,Wannsee,Steglitz-Zehlendorf,high,8181,10234,24.1,8836,25,42,192,4.25,3.5
2024-09,Wannsee,Steglitz-Zehlendorf,high,8039,9792,23.68,8683,169,20,161,4.25,3.5
2024-10,Wannsee,Steglitz-Zehlendorf,high,8178,10628,24.09,8832,150,37,180,4.25,3.5
2024-11,Wannsee,Steglitz-Zehlendorf,high,8119,10060,23.91,8768,84,12,160,3.65,3.5
2024-12,Wannsee,Steglitz-Zehlendorf,high,8067,10234,23.76,8713,105,48,105,3.65,3.5
2025-01,Wannsee,Steglitz-Zehlendorf,high,8177,10066,24.31,8831,158,6,26,3.15,3.3
2025-02,Wannsee,Steglitz-Zehlendorf,high,8333,10599,24.77,9000,48,18,115,3.15,3.3
2025-03,Wannsee,Steglitz-Zehlendorf,high,8348,10801,24.82,9016,16,39,120,3.15,3.3
2025-04,Wannsee,Steglitz-Zehlendorf,high,7982,9842,23.73,8621,82,23,26,3.15,3.3
2025-05,Wannsee,Steglitz-Zehlendorf,high,8392,10177,24.95,9063,34,46,119,3.15,3.3
2025-06,Wannsee,Steglitz-Zehlendorf,high,8385,10454,24.93,9055,159,12,93,3.15,3.3
2025-07,Wannsee,Steglitz-Zehlendorf,high,8333,11000,24.99,9000,142,42,111,2.75,3.1
2025-08,Wannsee,Steglitz-Zehlendorf,high,8441,10680,25.31,9116,55,27,92,2.75,3.1
2025-09,Wannsee,Steglitz-Zehlendorf,high,8332,9921,24.99,8998,40,7,136,2.75,3.1
2025-10,Wannsee,Steglitz-Zehlendorf,high,8246,9633,24.73,8906,81,29,153,2.75,3.1
2025-11,Wannsee,Steglitz-Zehlendorf,high,8784,10855,26.35,9487,83,31,96,2.75,3.1
2025-12,Wannsee,Steglitz-Zehlendorf,high,8528,10706,25.58,9210,171,42,190,2.75,3.1
2026-01,Wannsee,Steglitz-Zehlendorf,high,8581,11176,25.74,9268,79,30,109,2.75,3.1
2026-02,Wannsee,Steglitz-Zehlendorf,high,8428,10668,25.28,9102,137,34,88,2.75,3.1
2026-03,Wannsee,Steglitz-Zehlendorf,high,8638,10944,25.91,9329,160,38,152,2.75,3.1
2026-04,Wannsee,Steglitz-Zehlendorf,high,8679,10591,26.03,9373,46,48,202,2.75,3.1
2020-01,Nikolassee,Steglitz-Zehlendorf,high,6477,8012,17.99,6995,131,4,74,0.0,1.1
2020-02,Nikolassee,Steglitz-Zehlendorf,high,6347,7809,17.63,6855,129,25,198,0.0,1.1
2020-03,Nikolassee,Steglitz-Zehlendorf,high,6395,8218,16.43,6907,145,17,194,0.0,1.1
2020-04,Nikolassee,Steglitz-Zehlendorf,high,6261,7940,16.28,6762,150,29,215,0.0,1.1
2020-05,Nikolassee,Steglitz-Zehlendorf,high,6769,8153,17.6,7311,164,25,188,0.0,1.1
2020-06,Nikolassee,Steglitz-Zehlendorf,high,6352,7327,16.52,6860,81,35,132,0.0,1.1
2020-07,Nikolassee,Steglitz-Zehlendorf,high,6393,8005,16.62,6904,96,9,146,0.0,1.1
2020-08,Nikolassee,Steglitz-Zehlendorf,high,6179,7859,16.07,6674,116,19,143,0.0,1.1
2020-09,Nikolassee,Steglitz-Zehlendorf,high,6486,8228,16.87,7005,172,48,171,0.0,1.1
2020-10,Nikolassee,Steglitz-Zehlendorf,high,7029,8600,16.49,7591,73,18,35,0.0,1.1
2020-11,Nikolassee,Steglitz-Zehlendorf,high,6722,8100,15.77,7259,54,29,158,0.0,1.1
2020-12,Nikolassee,Steglitz-Zehlendorf,high,6976,8770,16.37,7534,134,40,59,0.0,1.1
2021-01,Nikolassee,Steglitz-Zehlendorf,high,7143,8850,16.76,7714,166,11,97,0.0,1.1
2021-02,Nikolassee,Steglitz-Zehlendorf,high,6884,8441,16.15,7434,110,47,103,0.0,1.1
2021-03,Nikolassee,Steglitz-Zehlendorf,high,7040,9121,16.52,7604,141,26,127,0.0,1.1
2021-04,Nikolassee,Steglitz-Zehlendorf,high,6893,8690,16.17,7444,28,43,31,0.0,1.1
2021-05,Nikolassee,Steglitz-Zehlendorf,high,7019,8699,18.47,7581,98,26,102,0.0,1.1
2021-06,Nikolassee,Steglitz-Zehlendorf,high,7333,9271,19.29,7919,179,9,157,0.0,1.1
2021-07,Nikolassee,Steglitz-Zehlendorf,high,7006,8593,18.43,7566,170,33,219,0.0,1.1
2021-08,Nikolassee,Steglitz-Zehlendorf,high,7159,8992,18.84,7731,175,30,135,0.0,1.1
2021-09,Nikolassee,Steglitz-Zehlendorf,high,7100,9045,18.68,7668,139,45,81,0.0,1.1
2021-10,Nikolassee,Steglitz-Zehlendorf,high,7199,8786,18.94,7775,162,45,126,0.0,1.1
2021-11,Nikolassee,Steglitz-Zehlendorf,high,7112,9152,18.71,7681,63,11,78,0.0,1.1
2021-12,Nikolassee,Steglitz-Zehlendorf,high,7313,8943,19.24,7898,33,48,214,0.0,1.1
2022-01,Nikolassee,Steglitz-Zehlendorf,high,7646,9633,18.05,8258,152,7,139,0.0,1.8
2022-02,Nikolassee,Steglitz-Zehlendorf,high,7757,9783,18.32,8378,133,36,169,0.0,1.8
2022-03,Nikolassee,Steglitz-Zehlendorf,high,7840,10005,19.38,8467,123,35,98,0.0,1.8
2022-04,Nikolassee,Steglitz-Zehlendorf,high,7775,9523,19.22,8397,54,47,134,0.0,1.8
2022-05,Nikolassee,Steglitz-Zehlendorf,high,8106,10145,20.04,8754,141,37,140,0.0,1.8
2022-06,Nikolassee,Steglitz-Zehlendorf,high,8262,10305,20.42,8923,62,39,69,0.0,1.8
2022-07,Nikolassee,Steglitz-Zehlendorf,high,8094,9861,21.11,8742,66,39,155,0.5,3.4
2022-08,Nikolassee,Steglitz-Zehlendorf,high,8159,10029,21.28,8812,22,48,103,0.5,3.4
2022-09,Nikolassee,Steglitz-Zehlendorf,high,8211,10143,21.42,8868,66,15,119,0.5,3.4
2022-10,Nikolassee,Steglitz-Zehlendorf,high,8269,9831,21.57,8930,96,39,69,2.5,3.4
2022-11,Nikolassee,Steglitz-Zehlendorf,high,7839,9799,20.44,8466,168,14,45,2.5,3.4
2022-12,Nikolassee,Steglitz-Zehlendorf,high,8320,10127,21.7,8985,37,10,111,2.5,3.4
2023-01,Nikolassee,Steglitz-Zehlendorf,high,7979,10277,21.9,8617,116,18,56,3.5,3.85
2023-02,Nikolassee,Steglitz-Zehlendorf,high,7995,9894,21.95,8635,174,14,214,3.5,3.85
2023-03,Nikolassee,Steglitz-Zehlendorf,high,7959,10199,21.85,8595,96,8,33,3.5,3.85
2023-04,Nikolassee,Steglitz-Zehlendorf,high,7739,9865,21.24,8358,32,30,75,4.0,3.85
2023-05,Nikolassee,Steglitz-Zehlendorf,high,7973,10307,21.89,8611,60,30,132,4.0,3.85
2023-06,Nikolassee,Steglitz-Zehlendorf,high,7478,9301,20.53,8076,147,36,78,4.0,3.85
2023-07,Nikolassee,Steglitz-Zehlendorf,high,7682,9781,21.96,8297,31,27,24,4.0,4.1
2023-08,Nikolassee,Steglitz-Zehlendorf,high,7570,9555,21.64,8175,108,15,26,4.0,4.1
2023-09,Nikolassee,Steglitz-Zehlendorf,high,7668,9816,21.92,8281,58,8,50,4.0,4.1
2023-10,Nikolassee,Steglitz-Zehlendorf,high,7583,9839,21.68,8190,29,42,167,4.5,4.1
2023-11,Nikolassee,Steglitz-Zehlendorf,high,7654,9033,21.88,8267,46,33,145,4.5,4.1
2023-12,Nikolassee,Steglitz-Zehlendorf,high,7724,9299,22.08,8342,135,42,55,4.5,4.1
2024-01,Nikolassee,Steglitz-Zehlendorf,high,7747,9977,22.6,8367,17,13,41,4.5,3.85
2024-02,Nikolassee,Steglitz-Zehlendorf,high,7867,10346,22.95,8497,85,13,77,4.5,3.85
2024-03,Nikolassee,Steglitz-Zehlendorf,high,7543,9642,22.0,8146,47,45,139,4.5,3.85
2024-04,Nikolassee,Steglitz-Zehlendorf,high,7494,9225,21.86,8094,113,8,53,4.5,3.85
2024-05,Nikolassee,Steglitz-Zehlendorf,high,7251,9092,21.15,7831,64,20,26,4.5,3.85
2024-06,Nikolassee,Steglitz-Zehlendorf,high,7618,9222,22.22,8227,149,39,79,4.5,3.85
2024-07,Nikolassee,Steglitz-Zehlendorf,high,7944,9579,23.4,8580,40,40,23,4.25,3.5
2024-08,Nikolassee,Steglitz-Zehlendorf,high,7498,9511,22.08,8097,118,46,82,4.25,3.5
2024-09,Nikolassee,Steglitz-Zehlendorf,high,7395,9310,21.78,7987,117,17,87,4.25,3.5
2024-10,Nikolassee,Steglitz-Zehlendorf,high,7541,9363,22.21,8145,103,19,187,4.25,3.5
2024-11,Nikolassee,Steglitz-Zehlendorf,high,8100,9778,23.86,8748,31,36,56,3.65,3.5
2024-12,Nikolassee,Steglitz-Zehlendorf,high,7899,10214,23.26,8531,130,21,150,3.65,3.5
2025-01,Nikolassee,Steglitz-Zehlendorf,high,8081,9972,24.02,8727,168,8,33,3.15,3.3
2025-02,Nikolassee,Steglitz-Zehlendorf,high,8120,10115,24.14,8770,128,37,64,3.15,3.3
2025-03,Nikolassee,Steglitz-Zehlendorf,high,7760,9340,23.07,8381,17,24,26,3.15,3.3
2025-04,Nikolassee,Steglitz-Zehlendorf,high,8050,9838,23.93,8694,105,8,39,3.15,3.3
2025-05,Nikolassee,Steglitz-Zehlendorf,high,8116,10479,24.13,8765,43,11,160,3.15,3.3
2025-06,Nikolassee,Steglitz-Zehlendorf,high,8096,10194,24.07,8743,19,42,65,3.15,3.3
2025-07,Nikolassee,Steglitz-Zehlendorf,high,7691,9694,23.07,8306,95,45,172,2.75,3.1
2025-08,Nikolassee,Steglitz-Zehlendorf,high,7880,9749,23.63,8510,155,27,146,2.75,3.1
2025-09,Nikolassee,Steglitz-Zehlendorf,high,7983,9869,23.94,8622,32,9,102,2.75,3.1
2025-10,Nikolassee,Steglitz-Zehlendorf,high,8538,10484,25.61,9221,110,45,217,2.75,3.1
2025-11,Nikolassee,Steglitz-Zehlendorf,high,8063,10599,24.18,8708,82,20,31,2.75,3.1
2025-12,Nikolassee,Steglitz-Zehlendorf,high,8295,10968,24.88,8958,126,20,190,2.75,3.1
2026-01,Nikolassee,Steglitz-Zehlendorf,high,8049,10533,24.14,8693,49,27,185,2.75,3.1
2026-02,Nikolassee,Steglitz-Zehlendorf,high,8078,9909,24.23,8725,19,29,173,2.75,3.1
2026-03,Nikolassee,Steglitz-Zehlendorf,high,8201,10611,24.6,8857,46,15,172,2.75,3.1
