trial_id,therapeutic_area,uses_biomarker,phase2_effect_size,phase2_pvalue_strength,endpoint_type,enrollment,statistical_power,sponsor_type,novel_mechanism,prior_approvals_target,randomized,double_blind,active_comparator,years_in_development,orphan_designation,trial_success
TRL018421,cardiovascular,1,3.03,6.64,surrogate,813,0.976,academic,1,1,1,1,1,9.4,1,1
TRL018422,vaccine,0,8.22,7.23,surrogate,493,0.577,mid_pharma,1,2,1,1,1,3.9,0,0
TRL018423,cns,0,4.86,5.02,clinical,606,0.771,large_pharma,0,1,1,0,0,9.7,0,0
TRL018424,oncology,0,4.88,8.59,clinical,624,0.781,large_pharma,1,1,1,1,1,6.5,0,0
TRL018425,oncology,1,3.22,6.39,clinical,1021,0.934,small_biotech,0,2,0,1,1,4.9,0,1
TRL018426,respiratory,0,6.61,6.77,clinical,273,0.607,academic,1,1,1,1,0,11.1,0,1
TRL018427,rare_disease,1,7.7,9.26,surrogate,551,0.886,academic,1,0,0,1,0,9.6,0,0
TRL018428,immunology,0,4.37,6.59,clinical,852,0.73,mid_pharma,1,0,1,1,1,8.1,0,1
TRL018429,metabolic,0,3.87,6.11,hard_survival,220,0.897,small_biotech,0,1,0,0,0,9.5,0,1
TRL018430,cns,1,3.9,6.15,clinical,480,0.609,large_pharma,0,0,1,1,1,6.3,0,0
TRL018431,infectious_disease,0,2.32,6.42,clinical,293,0.679,small_biotech,0,2,1,1,0,8.7,0,1
TRL018432,cardiovascular,0,5.52,9.67,hard_survival,495,0.864,small_biotech,0,1,1,1,0,10.8,0,1
TRL018433,cardiovascular,1,7.2,7.87,hard_survival,599,0.824,large_pharma,1,0,1,0,1,5.5,0,0
TRL018434,infectious_disease,0,0.03,7.0,clinical,418,0.921,academic,1,0,0,1,1,6.4,0,0
TRL018435,immunology,0,6.71,8.42,clinical,564,0.744,academic,0,2,1,1,1,4.5,0,1
TRL018436,rare_disease,1,3.54,9.68,clinical,262,0.736,mid_pharma,0,2,0,1,0,7.8,0,1
TRL018437,infectious_disease,0,4.59,10.0,surrogate,642,0.669,small_biotech,0,2,1,0,0,8.2,0,0
TRL018438,cns,1,5.78,10.0,surrogate,380,0.837,large_pharma,1,2,1,1,1,11.5,1,1
TRL018439,oncology,1,6.67,7.17,surrogate,377,0.946,academic,1,0,1,1,1,11.1,0,1
TRL018440,respiratory,0,7.39,7.22,clinical,433,0.83,small_biotech,1,1,1,1,0,7.3,0,0
TRL018441,metabolic,0,6.17,6.31,hard_survival,655,0.706,small_biotech,1,0,1,1,0,5.9,0,0
TRL018442,cns,0,6.52,6.75,surrogate,108,0.902,small_biotech,0,1,1,1,0,6.4,0,0
TRL018443,oncology,1,2.09,8.55,clinical,1247,0.705,academic,0,2,1,1,0,5.8,0,0
TRL018444,metabolic,1,2.7,7.41,surrogate,658,0.937,mid_pharma,1,2,0,1,1,7.6,0,1
TRL018445,rare_disease,1,6.9,6.12,hard_survival,260,0.902,large_pharma,0,1,1,1,0,3.8,0,1
TRL018446,vaccine,0,3.55,3.89,surrogate,1441,0.859,mid_pharma,1,2,1,1,0,5.1,0,1
TRL018447,rare_disease,1,2.59,8.3,clinical,1151,0.903,academic,1,1,1,0,0,5.1,0,1
TRL018448,rare_disease,0,6.7,10.0,surrogate,651,0.633,large_pharma,1,4,0,1,0,11.9,0,1
TRL018449,cns,0,8.87,10.0,hard_survival,940,0.806,mid_pharma,0,1,1,1,0,8.8,0,1
TRL018450,oncology,1,5.72,6.35,hard_survival,1013,0.781,small_biotech,1,0,1,1,1,6.3,0,0
TRL018451,oncology,1,5.27,7.34,surrogate,279,0.639,academic,0,1,1,1,1,6.2,0,1
TRL018452,immunology,0,5.89,7.09,surrogate,966,0.99,small_biotech,1,4,1,1,0,7.5,1,1
TRL018453,oncology,1,3.66,4.29,surrogate,627,0.757,academic,0,1,1,1,0,8.3,0,0
TRL018454,rare_disease,0,4.2,7.5,surrogate,1334,0.709,large_pharma,0,0,1,0,0,7.5,0,0
TRL018455,respiratory,1,5.55,7.17,clinical,413,0.755,large_pharma,0,1,1,0,1,7.0,1,1
TRL018456,oncology,1,2.23,8.82,clinical,70,0.764,small_biotech,0,2,1,1,0,7.9,0,0
TRL018457,infectious_disease,0,2.96,7.13,clinical,166,0.932,mid_pharma,1,4,1,1,1,8.5,0,0
TRL018458,oncology,1,5.04,10.0,surrogate,128,0.716,small_biotech,1,2,1,0,1,4.1,0,1
TRL018459,immunology,0,4.98,6.17,surrogate,516,0.99,small_biotech,1,1,1,0,0,6.6,0,0
TRL018460,cns,0,4.44,5.59,hard_survival,146,0.93,academic,0,0,1,1,1,8.1,0,0
TRL018461,metabolic,0,3.84,9.07,surrogate,384,0.867,large_pharma,0,1,1,0,0,6.9,0,0
TRL018462,rare_disease,1,0.98,2.95,surrogate,552,0.955,mid_pharma,0,3,1,1,1,10.8,0,1
TRL018463,oncology,1,4.62,7.02,clinical,799,0.758,academic,0,0,1,1,0,7.2,0,0
TRL018464,infectious_disease,0,3.38,6.23,clinical,262,0.81,large_pharma,1,1,1,1,0,9.3,0,0
TRL018465,respiratory,1,6.73,8.02,clinical,2010,0.84,small_biotech,1,2,1,1,0,7.6,0,1
TRL018466,oncology,1,6.11,10.0,hard_survival,632,0.574,small_biotech,1,1,0,1,0,6.0,0,1
TRL018467,oncology,1,7.4,10.0,hard_survival,221,0.739,small_biotech,0,1,1,0,0,8.4,0,1
TRL018468,infectious_disease,0,3.26,9.47,hard_survival,357,0.961,large_pharma,1,1,1,1,0,5.6,0,1
TRL018469,vaccine,0,5.19,8.85,surrogate,1076,0.747,large_pharma,0,1,1,0,0,10.8,1,1
TRL018470,metabolic,1,4.44,8.76,clinical,344,0.704,small_biotech,0,0,1,0,0,5.1,0,0
TRL018471,infectious_disease,1,5.75,9.84,clinical,250,0.933,large_pharma,0,1,1,1,1,6.5,0,1
TRL018472,oncology,1,2.88,6.54,surrogate,791,0.99,small_biotech,1,2,1,1,1,5.2,1,1
TRL018473,vaccine,0,1.5,6.67,hard_survival,409,0.96,large_pharma,1,1,1,1,0,10.7,0,1
TRL018474,oncology,0,3.7,6.08,clinical,1298,0.709,small_biotech,1,5,1,1,0,15.3,0,0
TRL018475,metabolic,0,5.95,7.51,clinical,326,0.932,academic,1,2,0,1,0,4.0,0,1
TRL018476,vaccine,1,3.93,7.54,hard_survival,1126,0.869,small_biotech,0,1,0,0,0,10.7,0,1
TRL018477,rare_disease,0,5.44,1.88,hard_survival,90,0.735,large_pharma,1,3,1,1,0,7.0,1,0
TRL018478,infectious_disease,1,3.3,5.21,hard_survival,451,0.99,mid_pharma,1,1,1,1,0,6.6,0,1
TRL018479,cns,0,3.95,9.26,hard_survival,836,0.624,large_pharma,1,0,1,1,1,4.8,1,1
TRL018480,cardiovascular,1,4.28,3.32,hard_survival,318,0.801,large_pharma,1,2,1,0,1,11.7,0,1
TRL018481,immunology,1,4.46,8.38,surrogate,715,0.691,large_pharma,1,1,1,1,0,4.8,0,0
TRL018482,vaccine,0,0.0,7.09,clinical,1672,0.886,small_biotech,0,0,1,0,1,8.5,0,0
TRL018483,cns,0,5.66,8.46,hard_survival,1418,0.879,large_pharma,0,2,1,0,0,10.7,0,0
TRL018484,respiratory,0,2.56,9.84,hard_survival,146,0.685,large_pharma,0,0,1,1,0,8.2,0,1
TRL018485,rare_disease,1,2.84,8.38,surrogate,528,0.948,large_pharma,0,0,1,0,0,9.3,0,1
TRL018486,infectious_disease,1,5.02,2.87,surrogate,186,0.753,academic,1,2,1,1,0,4.0,0,1
TRL018487,cns,0,3.08,10.0,hard_survival,336,0.85,small_biotech,0,0,1,1,1,7.3,1,0
TRL018488,oncology,0,6.45,6.19,clinical,167,0.812,large_pharma,0,0,0,1,0,12.7,0,1
TRL018489,cardiovascular,0,2.62,5.85,clinical,620,0.78,large_pharma,1,3,1,1,1,11.0,0,1
TRL018490,metabolic,0,1.96,3.87,clinical,737,0.878,large_pharma,0,1,1,1,1,8.5,0,1
TRL018491,vaccine,1,4.49,7.91,hard_survival,1186,0.861,large_pharma,1,0,1,0,1,6.6,0,1
TRL018492,vaccine,0,1.8,4.44,clinical,357,0.936,small_biotech,0,1,1,1,0,1.6,0,0
TRL018493,immunology,1,6.05,2.99,surrogate,409,0.893,large_pharma,0,1,1,1,1,3.9,0,1
TRL018494,rare_disease,0,4.98,7.12,clinical,503,0.87,large_pharma,0,1,1,0,0,11.4,0,0
TRL018495,cardiovascular,1,5.76,9.71,clinical,381,0.724,small_biotech,0,4,1,1,1,9.4,0,1
TRL018496,immunology,0,7.86,8.72,clinical,1260,0.812,academic,0,1,0,1,1,4.4,0,0
TRL018497,oncology,1,8.49,9.58,clinical,644,0.751,mid_pharma,1,1,1,1,0,11.9,0,0
TRL018498,respiratory,0,6.06,6.34,surrogate,493,0.711,mid_pharma,0,0,1,1,0,9.7,0,1
TRL018499,cns,0,4.24,9.83,hard_survival,542,0.924,academic,1,0,0,1,0,5.9,0,1
TRL018500,immunology,0,3.78,8.96,clinical,418,0.879,small_biotech,0,1,1,0,1,11.1,1,1
TRL018501,rare_disease,0,5.95,9.77,clinical,325,0.786,small_biotech,1,0,1,1,1,8.2,0,0
TRL018502,oncology,0,2.31,5.01,hard_survival,657,0.692,small_biotech,1,1,1,1,1,3.5,0,0
TRL018503,immunology,0,6.48,10.0,surrogate,337,0.716,mid_pharma,0,3,1,1,1,6.1,1,1
TRL018504,oncology,1,9.39,7.41,hard_survival,198,0.922,large_pharma,1,2,1,0,1,6.4,0,1
TRL018505,oncology,1,0.0,5.43,surrogate,314,0.944,mid_pharma,0,1,1,1,0,6.6,1,1
TRL018506,cns,0,2.96,5.38,clinical,782,0.679,mid_pharma,1,3,1,1,1,6.4,0,1
TRL018507,cns,0,1.98,7.03,surrogate,943,0.655,mid_pharma,0,0,1,1,0,4.2,1,0
TRL018508,oncology,1,6.72,10.0,clinical,483,0.816,mid_pharma,0,1,1,1,0,7.1,1,0
TRL018509,vaccine,1,4.53,6.91,hard_survival,853,0.669,large_pharma,0,6,0,1,0,7.0,1,1
TRL018510,oncology,0,3.1,7.18,surrogate,401,0.947,mid_pharma,1,2,1,0,0,10.1,0,0
TRL018511,oncology,1,6.11,5.77,surrogate,986,0.816,small_biotech,0,0,1,1,0,5.3,0,0
TRL018512,infectious_disease,1,1.14,7.8,hard_survival,228,0.827,small_biotech,1,2,1,0,1,5.9,0,0
TRL018513,cardiovascular,1,3.53,7.3,clinical,298,0.958,mid_pharma,0,3,1,1,1,6.2,0,1
TRL018514,vaccine,0,7.12,9.65,surrogate,577,0.687,large_pharma,0,1,1,1,1,3.2,1,1
TRL018515,cns,0,7.35,9.07,clinical,59,0.906,small_biotech,1,1,1,1,1,8.9,0,0
TRL018516,infectious_disease,0,3.58,4.75,hard_survival,1190,0.743,academic,0,1,1,1,0,7.1,1,0
TRL018517,rare_disease,0,3.62,4.52,hard_survival,580,0.723,small_biotech,1,0,1,1,0,4.5,0,0
TRL018518,respiratory,0,5.32,3.92,clinical,858,0.859,academic,0,1,1,1,0,8.3,0,1
TRL018519,rare_disease,1,7.88,8.38,surrogate,696,0.711,large_pharma,0,0,1,1,1,4.3,0,0
TRL018520,oncology,1,6.37,5.24,hard_survival,827,0.862,large_pharma,0,0,1,1,1,8.0,0,1
TRL018521,cns,0,0.5,7.44,clinical,373,0.917,small_biotech,0,2,1,1,0,5.5,0,1
TRL018522,cns,0,2.48,10.0,clinical,168,0.99,mid_pharma,0,1,1,1,1,8.1,1,0
TRL018523,oncology,1,5.3,10.0,surrogate,283,0.792,small_biotech,0,1,1,1,0,5.7,1,1
TRL018524,oncology,1,3.84,10.0,surrogate,317,0.771,small_biotech,1,0,1,1,0,6.2,0,1
TRL018525,metabolic,0,3.64,7.46,hard_survival,648,0.748,academic,0,1,0,0,1,4.6,1,0
TRL018526,vaccine,1,7.45,10.0,clinical,692,0.801,mid_pharma,1,4,1,0,0,8.1,0,1
TRL018527,immunology,0,5.74,3.66,hard_survival,530,0.703,small_biotech,0,3,1,0,1,6.0,1,0
TRL018528,cns,0,4.25,9.71,clinical,1201,0.659,small_biotech,0,1,1,1,0,10.2,0,0
TRL018529,infectious_disease,0,2.94,5.73,hard_survival,156,0.721,mid_pharma,0,1,1,1,1,7.0,0,1
TRL018530,oncology,1,3.87,4.08,surrogate,372,0.865,large_pharma,0,4,1,1,1,6.3,0,0
TRL018531,oncology,0,7.92,8.9,clinical,1523,0.846,large_pharma,1,2,1,1,1,5.9,1,1
TRL018532,cardiovascular,0,8.18,8.08,surrogate,864,0.891,large_pharma,1,2,0,1,1,10.9,0,1
TRL018533,infectious_disease,0,6.2,10.0,hard_survival,256,0.81,small_biotech,0,1,1,1,0,4.8,1,0
TRL018534,immunology,0,6.87,8.66,clinical,349,0.644,large_pharma,0,2,0,0,1,7.8,0,0
TRL018535,immunology,1,4.48,8.7,hard_survival,276,0.825,large_pharma,1,0,1,1,1,1.0,0,1
TRL018536,cardiovascular,0,3.68,9.94,clinical,1448,0.852,mid_pharma,0,3,1,1,0,5.8,1,0
TRL018537,oncology,0,0.67,6.32,hard_survival,154,0.734,academic,1,1,1,1,0,6.6,0,0
TRL018538,metabolic,1,8.46,8.93,hard_survival,213,0.967,small_biotech,0,0,1,1,1,9.2,0,0
TRL018539,infectious_disease,1,7.23,5.09,clinical,433,0.941,large_pharma,1,1,0,1,0,6.3,0,1
TRL018540,rare_disease,0,4.22,4.97,hard_survival,408,0.742,large_pharma,1,2,1,0,1,8.4,0,0
TRL018541,infectious_disease,1,4.98,8.91,surrogate,454,0.834,small_biotech,1,1,1,1,1,3.1,0,0
TRL018542,cns,0,5.13,10.0,surrogate,691,0.826,academic,1,2,0,0,1,4.1,0,1
TRL018543,cns,0,3.19,1.74,clinical,281,0.713,mid_pharma,0,1,1,1,1,7.6,1,1
TRL018544,vaccine,0,7.63,9.67,hard_survival,262,0.79,small_biotech,0,2,1,1,0,6.8,1,0
TRL018545,vaccine,1,3.53,4.9,hard_survival,365,0.92,academic,0,2,1,0,0,5.9,0,1
TRL018546,rare_disease,1,2.34,7.15,hard_survival,814,0.898,small_biotech,1,3,1,1,1,6.9,0,1
TRL018547,oncology,0,4.14,6.17,clinical,951,0.881,small_biotech,0,1,1,0,1,7.4,1,1
TRL018548,metabolic,1,4.56,6.17,surrogate,373,0.669,mid_pharma,0,0,0,1,0,10.0,0,1
TRL018549,metabolic,0,5.54,5.97,surrogate,101,0.866,small_biotech,0,3,1,1,0,8.2,0,1
TRL018550,respiratory,0,6.29,7.03,surrogate,353,0.735,small_biotech,1,4,1,0,0,5.1,0,1
TRL018551,oncology,1,4.75,5.77,surrogate,1152,0.983,mid_pharma,0,1,0,1,1,3.8,0,0
TRL018552,metabolic,1,6.05,10.0,surrogate,227,0.858,academic,1,2,1,1,0,11.7,0,1
TRL018553,oncology,0,5.08,7.06,clinical,486,0.808,small_biotech,0,1,1,0,0,7.3,0,0
TRL018554,respiratory,0,3.99,7.69,hard_survival,278,0.707,large_pharma,0,3,1,0,1,7.1,0,1
TRL018555,oncology,1,3.11,6.87,clinical,97,0.788,large_pharma,1,1,1,0,0,9.1,0,0
TRL018556,oncology,1,6.02,2.64,clinical,1408,0.99,small_biotech,1,0,1,1,1,6.5,0,1
TRL018557,cns,0,5.56,8.99,clinical,289,0.823,small_biotech,1,0,1,1,1,7.2,0,1
TRL018558,metabolic,0,7.01,9.0,surrogate,590,0.812,large_pharma,0,0,1,1,0,8.7,0,1
TRL018559,immunology,1,5.36,8.61,surrogate,218,0.718,small_biotech,1,2,1,1,1,3.4,0,1
TRL018560,oncology,1,5.58,10.0,clinical,329,0.886,small_biotech,0,0,0,0,1,6.3,1,0
TRL018561,oncology,0,8.18,5.68,clinical,315,0.831,large_pharma,1,1,1,0,0,5.4,0,1
TRL018562,oncology,1,4.8,6.83,clinical,1433,0.697,large_pharma,1,2,1,1,1,8.8,0,0
TRL018563,metabolic,1,4.15,4.64,hard_survival,1220,0.868,mid_pharma,0,1,1,1,1,6.9,0,1
TRL018564,metabolic,0,1.32,8.47,clinical,775,0.793,small_biotech,1,3,1,0,0,2.7,0,0
TRL018565,oncology,1,6.85,5.59,clinical,239,0.637,large_pharma,0,1,1,1,1,9.6,0,0
TRL018566,immunology,1,3.68,5.64,clinical,967,0.873,mid_pharma,0,1,1,1,0,6.3,0,1
TRL018567,infectious_disease,0,4.66,6.2,surrogate,2258,0.74,academic,1,1,1,0,0,3.9,0,1
TRL018568,cns,1,4.99,4.82,hard_survival,687,0.777,academic,0,2,1,1,0,4.2,0,0
TRL018569,metabolic,1,5.56,8.87,clinical,186,0.833,small_biotech,1,1,1,1,1,4.6,0,0
TRL018570,oncology,1,3.82,3.72,clinical,1149,0.905,mid_pharma,1,1,1,1,0,9.6,0,0
TRL018571,oncology,1,6.46,6.76,surrogate,722,0.91,small_biotech,0,0,1,1,1,4.6,0,1
TRL018572,vaccine,1,2.62,8.44,clinical,1469,0.795,mid_pharma,0,0,1,1,0,8.8,1,1
TRL018573,oncology,1,6.0,7.9,hard_survival,739,0.956,academic,1,1,1,1,1,7.3,1,0
TRL018574,cns,0,5.3,6.7,clinical,694,0.99,small_biotech,0,1,1,0,0,5.1,1,0
TRL018575,infectious_disease,1,5.32,9.35,surrogate,205,0.814,mid_pharma,0,2,1,1,1,9.9,0,1
TRL018576,vaccine,0,8.1,5.99,hard_survival,110,0.743,mid_pharma,0,1,1,1,1,8.4,0,1
TRL018577,cns,1,3.66,4.76,hard_survival,669,0.856,large_pharma,0,0,1,1,0,4.5,0,1
TRL018578,oncology,1,9.26,7.78,hard_survival,75,0.816,small_biotech,0,2,1,1,0,6.3,0,0
TRL018579,immunology,1,4.69,6.76,hard_survival,420,0.785,mid_pharma,1,2,1,1,0,2.7,0,1
TRL018580,oncology,1,4.62,5.64,surrogate,632,0.859,small_biotech,0,1,1,1,0,7.8,0,1
TRL018581,immunology,0,2.43,8.42,hard_survival,208,0.877,large_pharma,1,1,1,1,1,6.2,1,1
TRL018582,oncology,1,4.66,5.61,clinical,511,0.823,small_biotech,1,0,1,1,0,6.7,0,0
TRL018583,oncology,1,3.0,7.83,hard_survival,101,0.711,mid_pharma,0,2,1,1,0,8.6,0,1
TRL018584,rare_disease,0,2.63,3.51,surrogate,955,0.73,small_biotech,1,0,1,0,1,8.0,0,0
TRL018585,respiratory,0,5.1,9.18,hard_survival,784,0.922,large_pharma,1,1,1,0,1,2.7,1,0
TRL018586,infectious_disease,0,6.43,8.02,clinical,424,0.742,academic,1,2,1,1,0,9.5,0,1
TRL018587,vaccine,1,6.35,9.54,clinical,470,0.898,large_pharma,0,1,1,1,1,3.8,0,1
TRL018588,cardiovascular,1,6.58,4.01,clinical,489,0.837,small_biotech,1,0,1,1,0,5.9,0,1
TRL018589,cns,1,4.65,2.2,hard_survival,831,0.783,mid_pharma,0,3,0,1,1,7.5,0,0
TRL018590,oncology,0,2.26,3.32,clinical,1522,0.916,large_pharma,1,2,1,1,1,9.4,0,0
TRL018591,respiratory,0,6.12,8.86,surrogate,451,0.902,small_biotech,0,1,1,0,0,8.1,0,1
TRL018592,oncology,0,3.9,8.52,clinical,523,0.914,large_pharma,0,0,0,0,0,3.4,1,1
TRL018593,vaccine,1,4.33,10.0,clinical,448,0.836,small_biotech,0,3,1,1,1,7.6,0,1
TRL018594,immunology,0,3.61,6.57,clinical,555,0.892,large_pharma,1,3,1,1,0,6.1,0,1
TRL018595,respiratory,0,1.14,6.79,surrogate,344,0.78,mid_pharma,1,3,1,0,0,6.7,0,0
TRL018596,vaccine,0,3.39,4.77,clinical,726,0.895,large_pharma,1,2,1,0,0,7.0,0,1
TRL018597,respiratory,0,7.08,4.3,clinical,501,0.847,large_pharma,0,0,1,1,0,5.5,0,0
TRL018598,cns,0,2.24,3.61,surrogate,562,0.962,large_pharma,1,2,1,0,0,5.6,1,0
TRL018599,oncology,1,4.77,7.38,surrogate,635,0.99,academic,0,0,1,1,0,7.2,0,0
TRL018600,oncology,0,2.49,5.98,hard_survival,81,0.723,small_biotech,0,2,1,1,1,7.6,0,0
TRL018601,cardiovascular,0,7.37,6.23,hard_survival,318,0.664,small_biotech,0,1,0,1,0,5.1,0,0
TRL018602,cardiovascular,0,8.57,6.31,hard_survival,3006,0.969,large_pharma,1,1,1,0,1,5.6,0,1
TRL018603,vaccine,1,6.0,7.71,surrogate,1462,0.792,small_biotech,0,0,1,0,0,5.3,1,1
TRL018604,oncology,0,4.5,4.44,surrogate,202,0.77,mid_pharma,0,2,0,1,1,3.0,0,0
TRL018605,vaccine,1,2.73,7.03,surrogate,864,0.769,small_biotech,1,3,0,0,1,7.8,0,0
TRL018606,oncology,0,0.0,4.16,surrogate,128,0.762,large_pharma,1,1,1,1,0,6.2,0,0
TRL018607,cns,1,5.58,6.7,clinical,481,0.885,small_biotech,1,2,1,1,1,5.8,0,0
TRL018608,oncology,1,4.64,8.44,clinical,169,0.706,small_biotech,1,0,1,0,1,9.3,0,0
TRL018609,metabolic,0,4.27,5.68,hard_survival,334,0.653,small_biotech,0,1,1,0,0,6.9,1,1
TRL018610,vaccine,0,7.12,7.14,surrogate,493,0.716,large_pharma,1,1,1,1,1,9.4,0,1
TRL018611,cns,0,4.96,7.0,hard_survival,887,0.862,small_biotech,0,2,1,0,1,7.4,0,0
TRL018612,respiratory,0,9.31,7.01,surrogate,83,0.816,academic,0,0,1,1,0,6.7,0,0
TRL018613,immunology,0,6.37,9.73,clinical,152,0.951,large_pharma,0,0,0,0,1,7.6,0,1
TRL018614,infectious_disease,1,4.95,4.12,surrogate,2001,0.819,academic,1,0,1,1,1,1.1,1,1
TRL018615,rare_disease,0,2.76,7.46,surrogate,376,0.85,small_biotech,0,1,1,0,0,7.4,0,1
TRL018616,oncology,0,3.16,5.72,clinical,131,0.99,large_pharma,1,4,1,0,0,8.7,0,0
TRL018617,rare_disease,1,8.88,9.0,hard_survival,213,0.917,large_pharma,1,0,1,1,0,9.8,1,1
TRL018618,cardiovascular,1,7.52,6.15,clinical,1342,0.614,large_pharma,1,0,1,1,1,7.7,0,1
TRL018619,rare_disease,1,3.88,2.87,surrogate,295,0.905,small_biotech,0,1,1,0,0,7.2,0,1
TRL018620,metabolic,1,5.31,5.39,hard_survival,432,0.772,large_pharma,0,2,1,1,0,7.2,0,1
TRL018621,oncology,0,9.05,10.0,surrogate,901,0.794,academic,0,3,1,1,1,6.0,0,1
TRL018622,oncology,0,6.34,5.51,clinical,645,0.9,academic,0,3,0,1,1,5.8,0,0
TRL018623,respiratory,1,7.3,6.94,surrogate,734,0.911,mid_pharma,1,2,1,0,0,5.4,0,1
TRL018624,rare_disease,1,4.3,9.61,surrogate,445,0.752,mid_pharma,0,2,1,1,1,5.4,0,1
TRL018625,infectious_disease,0,0.46,2.83,clinical,724,0.766,mid_pharma,0,2,1,1,0,4.3,0,1
TRL018626,cardiovascular,1,4.19,5.1,hard_survival,449,0.805,small_biotech,1,3,1,0,0,5.3,1,1
TRL018627,oncology,1,8.89,9.16,clinical,1362,0.99,small_biotech,1,0,0,1,1,9.3,0,1
TRL018628,infectious_disease,0,2.15,6.77,surrogate,891,0.93,mid_pharma,0,0,1,1,0,7.4,1,1
TRL018629,oncology,1,5.14,5.95,clinical,289,0.845,academic,1,0,1,1,1,6.5,0,0
TRL018630,vaccine,0,6.67,2.89,surrogate,1271,0.893,mid_pharma,0,2,1,0,0,3.7,0,0
TRL018631,cns,0,1.0,3.49,hard_survival,312,0.832,small_biotech,1,1,1,0,0,5.6,0,0
TRL018632,oncology,1,5.05,8.36,hard_survival,338,0.749,small_biotech,1,3,1,0,1,6.8,0,1
TRL018633,respiratory,1,6.71,7.72,clinical,1019,0.794,large_pharma,0,0,1,0,1,9.0,0,0
TRL018634,oncology,0,5.59,7.68,surrogate,718,0.852,small_biotech,0,1,1,1,1,9.3,0,1
TRL018635,infectious_disease,0,4.15,2.16,hard_survival,85,0.88,academic,0,0,1,1,1,3.5,0,0
TRL018636,oncology,0,7.4,6.8,hard_survival,949,0.859,small_biotech,0,2,1,1,1,10.1,0,1
TRL018637,oncology,1,0.93,6.38,hard_survival,80,0.757,small_biotech,0,2,1,1,0,6.9,1,1
TRL018638,oncology,0,7.05,6.74,clinical,124,0.836,mid_pharma,1,3,1,1,0,6.1,0,1
TRL018639,oncology,1,4.74,5.72,hard_survival,612,0.99,small_biotech,1,3,0,1,0,11.3,0,0
TRL018640,oncology,1,3.3,9.82,clinical,601,0.68,small_biotech,0,1,1,1,1,6.8,0,1
TRL018641,cns,1,1.32,2.51,surrogate,151,0.62,small_biotech,1,2,1,0,0,8.6,0,0
TRL018642,infectious_disease,0,5.71,5.91,hard_survival,683,0.806,mid_pharma,0,0,0,1,0,6.5,0,1
TRL018643,vaccine,0,4.87,8.19,clinical,750,0.684,mid_pharma,0,1,0,0,0,10.0,0,1
TRL018644,infectious_disease,0,4.41,7.56,hard_survival,1969,0.868,small_biotech,0,1,1,1,1,7.7,0,0
TRL018645,immunology,1,4.83,10.0,surrogate,1813,0.617,mid_pharma,0,1,1,0,0,6.6,1,1
TRL018646,cns,1,3.78,6.22,hard_survival,66,0.664,small_biotech,1,1,1,1,1,6.1,0,0
TRL018647,oncology,0,0.66,2.96,clinical,467,0.783,large_pharma,0,1,1,1,0,5.4,0,0
TRL018648,oncology,1,2.93,2.78,clinical,574,0.814,mid_pharma,1,1,1,1,0,6.3,1,1
TRL018649,infectious_disease,0,6.14,8.52,clinical,355,0.782,large_pharma,1,0,1,1,1,8.9,0,1
TRL018650,cns,0,7.14,8.79,surrogate,775,0.814,large_pharma,0,2,1,1,0,6.4,0,1
TRL018651,oncology,1,5.6,3.4,clinical,224,0.863,academic,1,0,1,1,0,7.0,0,0
TRL018652,rare_disease,1,4.75,2.28,clinical,1045,0.99,academic,1,0,1,1,1,8.0,0,0
TRL018653,vaccine,0,4.22,6.3,surrogate,523,0.909,academic,1,0,1,0,0,4.8,1,0
TRL018654,vaccine,0,5.79,6.9,hard_survival,514,0.892,large_pharma,0,1,0,0,0,6.1,0,0
TRL018655,metabolic,1,5.0,9.46,hard_survival,422,0.749,academic,1,1,1,0,0,4.0,0,0
TRL018656,oncology,0,5.45,7.65,clinical,721,0.547,large_pharma,1,2,1,0,0,10.6,0,0
TRL018657,oncology,1,6.84,10.0,hard_survival,281,0.573,academic,0,2,1,1,0,9.2,0,0
TRL018658,infectious_disease,1,4.98,5.44,clinical,516,0.808,mid_pharma,1,1,1,1,1,7.4,0,1
TRL018659,infectious_disease,1,6.04,3.27,hard_survival,345,0.908,mid_pharma,1,1,1,1,0,8.8,1,0
TRL018660,metabolic,0,2.8,1.85,hard_survival,1282,0.759,large_pharma,1,2,1,1,1,6.1,1,0
TRL018661,cardiovascular,0,2.95,6.01,clinical,301,0.927,large_pharma,0,2,1,1,0,7.2,0,1
TRL018662,cns,0,2.16,8.38,clinical,2080,0.841,small_biotech,0,0,1,1,0,5.1,0,1
TRL018663,immunology,1,4.16,3.52,clinical,385,0.728,academic,0,2,1,1,0,7.9,0,1
TRL018664,oncology,1,6.45,6.91,hard_survival,335,0.84,small_biotech,1,1,1,0,0,4.3,0,0
TRL018665,rare_disease,1,3.84,5.3,hard_survival,756,0.851,academic,0,0,1,1,0,8.4,0,0
TRL018666,infectious_disease,0,2.92,6.68,clinical,501,0.804,mid_pharma,1,1,1,0,1,8.3,0,0
TRL018667,respiratory,0,4.16,7.22,surrogate,163,0.72,large_pharma,0,2,0,0,0,4.8,0,0
TRL018668,metabolic,0,4.28,5.31,hard_survival,992,0.95,large_pharma,1,3,0,1,1,5.2,0,0
TRL018669,infectious_disease,0,4.7,6.85,clinical,1461,0.99,academic,1,1,1,0,0,7.0,0,1
