call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0005064,15,1315,5,1.0,146,48.65,73,74.39,66.22,68.72,173,22,29.57,1
CALL0005065,997,751,9,1.0,150,64.04,86,44.12,62.76,67.2,291,0,36.79,1
CALL0005066,177,687,599,786.4,64,8.59,1,14.34,5.2,6.37,279,1,43.1,0
CALL0005067,487,27,632,629.2,4,8.32,1,35.61,5.27,16.27,104,0,79.82,0
CALL0005068,1215,4,191,163.7,8,9.82,1,19.89,4.87,8.77,38,0,74.47,0
CALL0005069,522,10,263,298.6,8,6.86,2,31.22,8.73,19.29,68,0,69.71,0
CALL0005070,879,15,436,315.2,11,2.89,1,59.53,5.63,12.3,254,1,72.5,0
CALL0005071,1185,7,184,186.3,8,2.89,2,32.43,58.51,27.58,41,0,83.02,0
CALL0005072,1629,18,170,297.8,12,12.11,2,42.72,7.4,7.69,19,0,88.95,0
CALL0005073,577,396,476,598.1,73,6.82,1,36.9,12.6,6.39,79,0,60.63,0
CALL0005074,11,548,10,19.3,74,44.92,71,79.09,41.02,57.72,292,24,63.43,1
CALL0005075,297,5,132,161.5,12,2.26,2,13.23,11.09,16.39,41,0,63.09,0
CALL0005076,756,4,184,156.6,5,3.52,0,27.87,11.89,12.07,117,0,71.12,0
CALL0005077,1564,7,158,205.6,6,5.02,2,51.18,19.58,21.3,77,1,89.11,0
CALL0005078,410,9,341,337.5,11,5.43,3,8.38,12.77,13.23,22,0,71.16,0
CALL0005079,1325,2,57,41.7,4,65.9,84,27.12,85.63,67.58,16,1,40.54,1
CALL0005080,1766,13,240,303.4,10,4.64,1,17.82,7.95,12.6,94,0,80.52,0
CALL0005081,424,6,359,366.2,2,27.94,2,51.37,35.98,12.3,33,0,65.6,0
CALL0005082,1437,328,19,11.4,208,52.83,78,82.89,60.47,89.62,448,28,33.08,1
CALL0005083,714,714,34,38.4,240,38.02,83,80.6,48.96,69.88,105,25,25.41,1
CALL0005084,600,8,247,211.5,5,8.5,0,21.07,10.78,16.77,157,0,64.67,0
CALL0005085,361,16,306,424.9,11,17.44,2,6.9,26.7,5.42,79,7,84.81,0
CALL0005086,523,32,677,509.1,7,9.59,0,35.6,17.83,20.06,38,0,68.81,0
CALL0005087,1702,2,267,227.3,7,18.61,2,32.04,4.86,8.73,39,0,75.21,0
CALL0005088,651,7,171,230.3,9,3.49,1,43.83,25.29,1.06,167,0,77.61,0
CALL0005089,778,7,181,88.3,3,3.79,1,30.24,6.5,13.86,223,0,48.79,0
CALL0005090,2134,6,514,355.5,12,15.99,2,25.7,3.13,46.85,79,0,82.7,0
CALL0005091,1670,8,454,421.2,6,4.83,1,16.11,2.98,24.26,98,0,95.78,0
CALL0005092,339,16,280,265.1,4,5.58,4,14.18,11.01,5.11,46,0,64.57,0
CALL0005093,1185,8,318,318.9,6,17.56,0,58.19,41.76,30.35,114,0,95.07,0
CALL0005094,39,746,18,16.1,64,72.67,94,37.66,47.56,70.17,142,19,30.43,1
CALL0005095,365,12,372,359.0,12,5.79,2,16.26,23.46,16.58,75,1,97.85,0
CALL0005096,24,786,255,78.1,24,84.27,1,25.55,62.49,48.18,649,18,9.8,1
CALL0005097,314,15,478,308.8,6,8.06,1,15.67,38.43,17.42,120,0,84.53,0
CALL0005098,1326,57,344,427.8,9,3.71,1,49.18,14.61,13.99,74,1,71.02,0
CALL0005099,541,11,250,286.8,14,28.44,1,55.27,16.29,26.88,68,1,93.92,0
CALL0005100,1321,11,183,156.9,6,7.26,2,43.0,15.04,27.87,47,0,82.06,0
CALL0005101,595,12,208,173.8,6,9.34,1,68.75,21.48,11.17,167,0,59.36,0
CALL0005102,421,555,32,9.8,81,65.6,1,56.25,23.55,80.52,543,18,3.74,1
CALL0005103,1288,1067,27,39.0,234,70.53,1,77.7,30.52,68.93,408,0,23.27,1
CALL0005104,921,4,192,158.9,5,12.24,3,17.59,18.09,33.0,66,1,44.99,0
CALL0005105,915,14,455,437.2,9,6.38,1,30.74,10.85,29.87,78,0,87.91,0
CALL0005106,3337,8,330,352.7,10,6.45,1,36.15,38.37,14.9,127,0,95.35,0
CALL0005107,761,10,225,225.7,9,7.83,5,73.17,8.15,11.55,73,0,77.32,0
CALL0005108,469,9,172,233.8,3,3.69,3,39.77,25.26,23.61,123,1,92.36,0
CALL0005109,1114,674,32,28.2,147,66.3,86,54.65,29.46,94.98,243,21,26.17,1
CALL0005110,806,14,299,345.7,9,13.43,1,50.38,40.82,24.16,121,0,72.22,0
CALL0005111,1023,6,589,426.5,9,16.77,5,19.04,45.15,26.08,99,0,74.84,0
CALL0005112,48,771,6,1.0,88,47.06,5,65.02,44.3,41.78,128,29,28.1,1
CALL0005113,826,1376,45,42.0,210,50.63,85,57.63,73.32,59.63,282,26,27.3,1
CALL0005114,539,14,305,392.1,3,8.58,2,28.98,34.34,8.25,99,0,64.19,0
CALL0005115,809,4,11,10.2,2,53.27,83,74.76,38.38,61.27,14,30,24.64,1
CALL0005116,16,1470,29,17.9,93,75.06,89,70.09,41.07,59.34,185,32,25.99,1
CALL0005117,210,21,301,337.6,7,5.4,0,13.48,16.56,6.07,60,0,77.62,0
CALL0005118,910,12,244,218.6,6,0.68,2,16.71,58.53,20.3,111,1,77.43,0
CALL0005119,1366,11,237,233.7,12,16.4,2,11.46,14.42,16.89,98,0,64.3,0
CALL0005120,803,715,29,36.2,221,33.57,65,55.97,60.82,46.05,232,0,57.86,1
CALL0005121,2221,14,94,74.2,9,6.86,2,33.41,17.24,35.35,119,1,88.95,0
CALL0005122,2103,18,217,186.0,7,6.66,1,16.45,21.01,4.77,36,0,80.52,0
CALL0005123,300,3,471,214.5,5,3.98,1,42.71,25.68,4.36,60,0,89.49,0
CALL0005124,626,27,339,193.2,7,13.61,0,33.95,6.88,24.78,144,0,86.62,0
CALL0005125,448,8,122,127.9,9,2.41,4,54.02,34.2,11.45,99,7,85.98,0
CALL0005126,1380,945,32,31.7,63,27.13,101,60.9,38.79,65.77,301,2,41.74,1
CALL0005127,249,7,496,400.5,13,15.5,3,66.38,15.67,11.35,52,1,93.29,0
CALL0005128,552,4,323,355.1,3,4.64,1,11.96,22.35,6.22,34,0,69.77,0
CALL0005129,726,16,424,682.5,8,13.82,1,17.96,11.86,25.58,98,0,90.0,0
CALL0005130,1211,1476,23,18.7,198,75.09,85,43.33,83.89,91.59,461,0,37.2,1
CALL0005131,56,667,195,166.3,97,61.37,72,76.78,56.55,76.61,201,1,37.19,1
CALL0005132,1504,4,430,510.7,7,12.13,2,40.89,24.81,1.91,110,0,70.37,0
CALL0005133,323,3,269,221.7,11,12.59,0,30.65,15.14,21.99,40,1,87.61,0
CALL0005134,18,20,297,318.8,8,77.5,68,75.02,51.51,90.75,10,21,39.14,1
CALL0005135,637,15,215,293.0,12,13.86,1,66.22,15.81,21.53,110,0,71.29,0
CALL0005136,22,503,59,47.9,120,84.2,72,72.02,20.37,62.58,344,2,14.83,1
CALL0005137,1134,1226,42,23.0,218,60.89,3,57.93,82.28,47.27,237,27,54.53,1
CALL0005138,526,9,437,186.2,11,9.81,4,11.85,27.42,26.5,208,2,66.58,0
CALL0005139,1158,4,319,436.9,12,7.49,1,13.62,19.12,3.94,33,0,90.88,0
CALL0005140,21,5,6,13.5,7,25.2,87,55.37,54.21,96.58,93,28,48.35,1
CALL0005141,1673,7,210,70.8,13,15.78,1,18.2,45.34,11.33,141,0,82.93,0
CALL0005142,66,122,7,13.5,68,62.17,65,61.26,50.0,99.07,417,14,20.74,1
CALL0005143,1444,7,669,344.8,4,6.39,1,15.99,40.92,14.24,58,0,93.11,0
CALL0005144,13,1171,26,29.2,233,44.64,76,72.67,49.4,91.25,412,31,16.8,1
CALL0005145,230,678,213,143.5,67,5.65,0,23.72,31.54,2.57,293,0,79.77,0
CALL0005146,208,14,242,344.7,7,13.89,2,20.26,20.37,24.35,52,0,59.26,0
CALL0005147,761,9,247,256.5,13,17.91,3,33.45,34.21,5.3,188,0,78.62,0
CALL0005148,2316,4,263,129.2,12,5.35,0,22.25,17.73,22.08,132,0,71.14,0
CALL0005149,150,6,41,22.8,2,88.34,82,62.65,40.49,84.57,40,16,31.16,1
CALL0005150,854,376,449,538.9,68,16.72,2,60.5,12.69,7.68,183,0,91.75,0
CALL0005151,1857,7,494,359.2,10,8.81,3,10.27,3.96,38.1,63,0,51.53,0
CALL0005152,1426,541,45,29.0,91,60.19,76,47.61,48.86,63.56,265,31,37.59,1
CALL0005153,277,7,287,227.7,8,11.12,3,40.18,10.48,5.17,26,0,77.95,0
CALL0005154,333,153,215,211.0,190,45.5,91,57.55,49.67,89.66,475,1,31.27,1
CALL0005155,272,448,25,22.6,154,66.31,1,48.19,80.49,68.45,282,21,26.01,1
CALL0005156,927,18,173,104.6,6,5.41,2,16.87,14.08,22.64,168,0,79.26,0
CALL0005157,28,564,23,17.0,149,54.01,93,48.04,39.37,66.24,294,0,29.71,1
CALL0005158,10,474,72,86.8,146,52.76,80,78.2,58.41,78.17,351,21,52.04,1
CALL0005159,636,5,453,528.2,3,2.35,2,34.69,17.57,23.09,73,0,93.93,0
CALL0005160,2699,7,57,48.4,9,24.73,2,19.66,17.67,23.72,58,0,97.34,0
CALL0005161,356,8,486,642.9,5,5.47,0,25.51,9.05,25.01,148,0,68.23,0
CALL0005162,1698,5,199,167.7,7,4.62,1,24.83,24.1,4.94,87,8,95.76,0
CALL0005163,81,107,11,8.5,181,64.9,69,69.02,74.07,92.08,138,3,42.16,1
CALL0005164,1369,1473,36,14.6,140,46.53,1,60.95,75.05,85.6,239,25,43.87,1
CALL0005165,483,4,124,90.3,7,16.78,1,42.04,6.17,10.51,156,0,82.44,0
CALL0005166,18,748,58,27.5,201,66.87,79,54.83,64.5,51.79,298,1,36.05,1
CALL0005167,1217,8,168,100.2,15,18.54,2,22.72,24.68,4.47,19,0,75.02,0
CALL0005168,397,8,97,75.3,8,9.0,1,27.08,15.21,23.36,48,0,48.25,0
CALL0005169,255,5,265,216.7,9,5.53,1,20.49,28.77,11.39,116,1,38.02,0
CALL0005170,811,24,156,129.7,10,12.62,3,18.74,9.8,21.11,47,1,94.13,0
CALL0005171,26,679,263,217.2,111,68.01,90,55.44,45.48,81.22,298,19,31.99,1
CALL0005172,568,14,123,75.9,6,13.5,2,27.47,12.95,4.31,68,0,89.13,0
CALL0005173,515,9,291,439.0,9,11.86,1,33.71,7.85,11.1,34,10,61.55,0
CALL0005174,1157,7,299,323.4,11,9.7,2,27.57,11.22,11.64,170,0,57.72,0
CALL0005175,1396,6,261,220.1,4,13.63,2,26.0,11.09,16.02,141,0,67.08,0
CALL0005176,416,5,160,242.5,1,22.82,0,38.67,23.63,20.21,87,0,97.22,0
CALL0005177,775,474,183,260.0,77,8.33,2,28.66,4.91,24.16,316,9,91.1,0
CALL0005178,70,12,19,17.3,1,84.99,77,70.73,62.35,73.85,37,28,38.57,1
CALL0005179,686,12,527,579.7,6,9.57,1,23.59,19.27,29.78,15,5,88.93,0
CALL0005180,1305,35,180,216.8,7,3.57,3,61.61,22.94,25.15,54,0,87.5,0
CALL0005181,592,3,253,310.7,10,0.65,1,35.1,11.85,10.57,66,0,91.0,0
CALL0005182,305,13,111,85.8,5,12.72,3,49.51,32.14,15.42,83,0,47.11,0
CALL0005183,1945,3,479,554.4,10,6.15,2,22.11,7.06,13.65,92,0,82.55,0
CALL0005184,1827,3,81,70.3,11,4.41,0,60.7,10.04,20.49,43,0,70.84,0
CALL0005185,975,19,351,176.6,5,5.23,0,60.99,40.97,20.37,147,1,68.27,0
CALL0005186,77,964,266,214.8,408,74.39,95,34.64,66.17,39.94,449,21,20.68,1
CALL0005187,1147,11,156,96.5,9,9.22,3,39.68,17.87,3.37,71,1,57.41,0
CALL0005188,1570,9,176,247.5,8,5.51,7,59.76,31.54,14.65,98,0,68.89,0
CALL0005189,34,18,9,3.7,9,91.15,82,38.99,71.34,90.44,55,18,29.39,1
CALL0005190,901,16,186,120.0,5,8.24,4,44.67,12.39,17.15,203,0,78.56,0
CALL0005191,1020,15,88,128.9,11,4.72,1,22.5,14.97,18.61,57,0,86.18,0
CALL0005192,6,6,32,20.0,6,58.54,90,87.7,59.49,73.41,36,19,30.06,1
CALL0005193,207,5,313,318.3,6,5.47,2,4.12,32.36,5.62,72,0,69.14,0
CALL0005194,241,11,423,559.7,10,17.79,4,14.22,25.88,17.06,74,0,52.65,0
CALL0005195,130,606,438,74.7,72,18.42,0,8.91,20.75,22.56,164,0,34.97,0
CALL0005196,421,28,316,169.3,5,3.04,2,47.79,13.08,24.78,156,0,77.19,0
CALL0005197,1041,2,113,74.0,5,11.91,0,12.04,31.6,2.35,171,0,77.6,0
CALL0005198,2287,126,198,155.2,68,3.8,0,24.34,19.23,24.46,133,0,76.41,0
CALL0005199,423,11,190,130.5,11,1.95,2,41.65,25.87,5.13,85,0,66.22,0
CALL0005200,694,3,257,285.1,10,10.94,1,41.29,26.78,4.16,95,0,66.72,0
CALL0005201,466,425,434,235.0,73,11.99,2,27.23,15.21,14.92,219,0,81.2,0
CALL0005202,181,15,381,321.4,10,1.21,2,13.75,18.3,13.11,70,0,80.17,0
CALL0005203,61,1078,145,100.4,41,72.55,79,41.88,24.18,47.87,586,11,46.13,1
CALL0005204,997,170,38,26.1,131,55.7,83,74.05,84.43,84.51,318,15,7.58,1
CALL0005205,524,4,519,482.9,6,2.29,1,14.22,8.19,4.41,51,0,90.04,0
CALL0005206,732,25,200,179.1,7,5.73,1,27.82,15.12,16.34,40,1,88.5,0
CALL0005207,380,481,187,131.1,70,10.23,1,7.82,5.62,13.51,260,0,95.98,0
CALL0005208,462,20,183,221.7,10,7.71,0,12.0,13.32,27.46,82,0,94.27,0
CALL0005209,1897,6,96,91.4,5,4.15,1,27.59,27.95,10.56,73,0,77.89,0
CALL0005210,349,1,96,75.0,10,0.94,2,9.59,4.67,5.66,28,0,95.58,0
CALL0005211,1518,7,247,196.3,7,9.92,0,21.02,15.34,12.15,152,1,86.11,0
CALL0005212,1028,792,293,262.4,62,4.78,0,6.07,12.37,2.3,164,0,61.51,0
CALL0005213,791,33,227,279.4,12,10.95,1,29.58,2.21,25.74,57,0,92.31,0
CALL0005214,308,11,248,309.2,11,14.41,0,25.22,7.57,7.17,134,0,70.87,0
CALL0005215,712,7,299,212.8,10,7.39,4,19.09,20.27,5.94,194,0,88.09,0
CALL0005216,1586,36,293,307.5,5,3.51,2,19.66,9.86,5.06,87,0,60.99,0
CALL0005217,54,126,20,13.8,101,83.74,81,67.14,54.37,56.7,336,29,27.39,1
CALL0005218,1761,22,277,280.9,4,17.14,2,16.12,30.09,21.57,73,2,48.67,0
CALL0005219,1419,380,19,19.1,302,50.13,88,50.11,22.77,64.05,461,28,62.12,1
CALL0005220,416,3,111,161.2,2,2.52,1,13.03,11.18,7.72,147,0,82.89,0
CALL0005221,673,4,182,214.4,10,6.8,1,1.56,17.09,33.0,60,0,71.37,0
CALL0005222,468,4,445,464.6,9,11.19,3,36.85,8.38,21.11,65,0,84.39,0
CALL0005223,1339,20,216,345.5,4,4.73,1,25.76,9.49,16.27,63,0,81.0,0
CALL0005224,7,1363,7,3.9,209,47.5,70,85.82,65.18,55.79,520,1,35.33,1
CALL0005225,409,41,361,400.1,6,3.89,1,11.8,33.04,14.76,110,0,58.63,0
CALL0005226,13,1474,25,11.3,38,77.09,77,27.72,66.19,48.3,121,27,21.71,1
CALL0005227,652,9,223,148.9,7,3.66,3,10.62,8.13,17.77,298,0,59.32,0
CALL0005228,403,17,188,210.9,6,15.39,4,9.02,16.0,6.06,104,0,78.37,0
CALL0005229,1139,6,212,239.6,9,5.76,4,2.78,19.39,19.57,40,1,65.82,0
CALL0005230,473,26,229,111.9,5,6.22,1,13.72,13.48,25.96,167,0,81.9,0
CALL0005231,9,471,22,22.2,274,71.73,3,54.93,50.77,91.35,207,22,33.98,1
CALL0005232,100,570,296,254.2,65,7.4,0,26.56,23.81,15.54,199,0,84.55,0
CALL0005233,939,6,230,417.3,12,10.9,0,6.92,12.78,19.32,81,0,69.24,0
CALL0005234,171,863,8,5.4,120,66.43,85,58.26,27.23,71.63,325,0,33.43,1
CALL0005235,703,6,509,500.6,12,3.93,2,37.15,8.93,27.88,38,2,62.02,0
CALL0005236,79,1160,1,6.2,107,67.16,3,79.01,24.32,69.61,693,0,41.22,1
CALL0005237,1234,5,140,119.8,4,11.61,1,44.93,9.46,10.43,76,0,51.56,0
CALL0005238,662,2,165,171.6,9,13.04,1,12.44,10.95,6.5,98,0,76.91,0
CALL0005239,960,8,324,280.1,4,15.13,2,33.51,21.16,12.22,54,0,92.49,0
CALL0005240,6,1079,36,35.2,176,59.83,60,80.5,64.14,32.24,425,17,60.82,1
CALL0005241,394,24,133,104.8,6,5.9,3,12.03,11.97,3.27,116,0,87.06,0
CALL0005242,309,9,128,79.3,10,2.34,1,6.41,25.85,4.01,59,1,92.33,0
CALL0005243,627,8,413,423.6,10,11.47,1,23.94,10.03,19.09,46,1,50.33,0
CALL0005244,327,12,353,297.5,7,7.83,0,25.2,24.65,14.23,39,0,79.7,0
CALL0005245,1862,5,97,71.7,9,12.39,0,23.94,8.57,27.71,54,0,60.59,0
CALL0005246,194,1376,23,5.7,34,38.01,80,76.13,87.71,87.03,303,22,40.53,1
CALL0005247,1956,8,231,237.0,5,12.49,2,13.47,8.56,22.11,78,0,80.45,0
CALL0005248,1719,23,117,95.0,7,2.13,2,25.24,24.29,0.6,76,1,76.96,0
CALL0005249,667,585,41,32.3,142,79.45,72,69.61,46.56,62.85,204,21,70.12,1
CALL0005250,6,928,4,16.1,69,72.22,64,46.41,61.41,87.89,198,18,11.53,1
CALL0005251,2935,6,156,166.3,12,21.41,2,25.85,22.63,4.38,237,1,84.77,0
CALL0005252,27,695,55,28.0,105,44.02,0,72.53,86.41,84.47,128,1,70.22,1
CALL0005253,523,9,419,429.3,7,5.67,2,30.69,25.82,20.3,28,0,95.0,0
CALL0005254,3,274,45,30.7,269,81.56,77,30.76,54.53,83.69,250,17,52.77,1
CALL0005255,874,7,383,418.1,3,14.68,3,18.56,3.51,10.83,163,0,76.7,0
CALL0005256,781,16,17,1.0,7,7.23,1,35.33,45.69,16.72,103,0,90.77,0
CALL0005257,76,756,60,20.9,239,74.44,67,67.31,77.53,90.22,301,22,29.7,1
CALL0005258,1249,2,319,245.1,10,4.55,2,25.29,34.28,33.34,74,1,93.62,0
CALL0005259,99,653,47,32.9,70,40.95,71,58.44,50.13,88.41,268,18,20.34,1
CALL0005260,1076,28,203,237.2,5,10.98,3,59.98,35.6,19.48,82,0,73.74,0
CALL0005261,2202,9,295,197.8,10,14.82,2,33.91,22.0,24.46,94,0,81.17,0
CALL0005262,423,5,138,126.2,10,10.28,1,39.09,13.0,19.88,61,0,90.27,0
CALL0005263,3650,17,632,738.3,9,2.38,2,33.35,1.14,19.05,90,0,82.07,0
CALL0005264,1049,43,438,378.6,8,4.71,3,17.58,32.39,36.61,116,1,93.66,0
CALL0005265,1412,14,289,204.2,7,9.84,0,34.53,12.05,23.9,50,0,92.82,0
CALL0005266,315,3,478,415.1,6,6.35,1,28.04,7.19,40.19,45,0,79.07,0
CALL0005267,470,8,58,74.5,13,15.49,3,55.61,6.6,19.06,60,1,87.68,0
CALL0005268,1113,11,386,186.5,6,12.87,2,15.23,9.33,8.3,44,1,94.91,0
CALL0005269,27,508,32,25.6,206,62.5,80,37.69,42.15,62.65,434,23,11.93,1
CALL0005270,1100,14,620,567.2,8,6.03,2,20.54,19.49,23.98,114,0,73.52,0
CALL0005271,62,2,34,56.5,8,57.07,78,54.13,31.57,94.73,5,20,41.79,1
CALL0005272,1194,7,192,237.0,6,7.32,0,22.96,15.24,18.13,87,0,48.98,0
CALL0005273,1012,16,186,181.9,9,8.3,2,48.92,7.56,32.5,74,0,90.82,0
CALL0005274,27,1446,4,4.0,28,68.44,95,85.69,43.91,66.33,229,19,26.69,1
CALL0005275,1406,14,307,342.8,11,9.81,3,11.09,29.47,16.52,41,0,73.38,0
CALL0005276,2971,5,147,179.9,7,1.45,0,57.82,6.12,25.41,75,1,58.56,0
CALL0005277,1215,768,461,280.5,69,8.18,1,5.54,41.67,3.97,256,0,66.16,0
CALL0005278,1895,12,291,328.9,11,11.35,0,4.08,28.11,16.77,169,0,85.15,0
CALL0005279,319,5,518,422.5,7,8.97,1,18.46,25.77,4.76,94,1,75.16,0
CALL0005280,54,988,16,3.5,120,52.59,74,58.93,54.79,54.73,252,2,29.24,1
CALL0005281,1639,4,417,416.2,8,12.53,1,25.48,19.47,12.68,61,0,88.41,0
CALL0005282,58,1391,33,24.4,76,39.52,77,52.95,47.86,45.78,286,1,57.84,1
CALL0005283,13,13,18,22.0,4,49.48,1,72.03,51.57,96.52,23,23,58.24,1
CALL0005284,831,28,641,682.2,7,7.68,1,11.58,16.03,18.14,47,0,89.32,0
CALL0005285,878,9,256,262.7,10,3.98,2,9.13,20.59,11.7,60,1,73.71,0
CALL0005286,12,9,2,1.0,2,80.44,87,44.26,50.36,89.63,66,1,53.02,1
CALL0005287,53,839,26,7.8,171,28.6,2,42.24,24.02,84.19,251,18,12.78,1
CALL0005288,72,275,1,8.4,144,63.72,71,32.53,24.26,63.46,146,2,3.65,1
CALL0005289,876,585,216,127.8,48,17.81,2,48.29,1.24,10.0,342,0,80.14,0
CALL0005290,690,4,51,23.3,10,50.4,102,51.2,85.28,99.41,22,22,25.58,1
CALL0005291,451,32,409,536.2,9,17.85,2,28.61,7.31,20.73,85,0,46.47,0
CALL0005292,38,3,29,31.2,3,59.66,69,73.42,34.09,61.63,56,0,10.54,1
CALL0005293,217,6,180,144.3,10,10.57,1,29.14,36.53,15.7,162,0,69.53,0
CALL0005294,422,3,421,335.9,8,5.16,1,27.1,25.92,23.77,109,0,76.67,0
CALL0005295,416,9,137,203.9,4,17.61,4,16.73,19.93,18.08,110,0,69.01,0
CALL0005296,737,3,306,335.9,10,2.82,0,28.54,37.38,20.46,182,0,87.95,0
CALL0005297,1984,3,514,432.4,6,4.3,0,41.11,39.54,4.02,165,0,79.92,0
CALL0005298,46,1239,20,12.0,165,82.3,64,66.53,71.82,72.89,456,24,10.33,1
CALL0005299,370,11,272,328.8,7,6.57,0,26.19,11.41,2.04,38,1,79.21,0
CALL0005300,647,15,305,261.6,12,7.33,1,5.67,32.29,17.65,33,0,85.95,0
CALL0005301,946,15,176,205.3,7,7.35,1,10.7,4.81,19.37,80,0,65.76,0
CALL0005302,346,3,285,164.9,7,7.27,0,7.0,9.72,31.97,62,0,59.68,0
CALL0005303,674,6,191,146.6,7,4.97,5,49.0,12.97,21.35,70,0,85.68,0
CALL0005304,21,999,43,85.1,411,42.16,84,27.26,76.6,70.73,263,20,39.2,1
CALL0005305,43,391,22,1.0,121,76.35,85,50.29,48.54,83.02,232,19,43.97,1
CALL0005306,376,4,306,253.3,8,2.66,0,3.52,33.0,16.19,195,0,95.93,0
CALL0005307,43,1088,44,4.8,202,53.51,68,80.28,73.24,74.07,254,17,37.1,1
CALL0005308,735,5,174,102.7,8,9.93,1,36.43,14.1,40.49,88,7,82.03,0
CALL0005309,9,375,61,36.9,146,40.09,70,66.75,80.82,65.02,324,16,8.17,1
CALL0005310,444,3,144,150.0,7,5.52,3,24.25,48.28,14.68,81,0,62.64,0
CALL0005311,370,6,109,61.1,4,8.75,2,25.85,4.16,22.74,76,0,88.17,0
CALL0005312,3,1040,8,9.6,134,85.66,80,81.26,54.99,87.0,213,24,13.58,1
CALL0005313,3650,14,460,320.2,3,8.8,2,13.67,21.85,8.92,20,1,80.69,0
CALL0005314,582,6,27,9.8,9,66.05,68,59.76,64.61,77.26,78,0,6.57,1
CALL0005315,1119,14,242,296.8,4,2.03,1,20.29,18.45,8.94,61,0,87.78,0
CALL0005316,3650,15,219,199.2,9,8.72,1,31.4,6.83,5.8,68,0,84.96,0
CALL0005317,676,41,388,331.9,6,6.87,0,11.21,37.41,4.66,186,0,95.52,0
CALL0005318,533,8,309,402.7,14,20.78,0,30.1,21.41,9.26,29,1,81.78,0
CALL0005319,11,1073,202,292.8,211,64.24,82,66.32,39.99,68.1,160,16,35.9,1
CALL0005320,1932,23,338,362.6,11,19.68,3,23.41,22.26,27.92,123,1,73.74,0
CALL0005321,20,672,17,14.1,164,56.25,4,49.57,82.81,89.64,417,21,56.47,1
CALL0005322,462,630,189,174.2,71,5.66,0,40.45,9.46,14.88,325,0,85.75,0
CALL0005323,546,17,189,166.5,11,11.59,1,57.53,11.72,16.58,212,0,86.93,0
CALL0005324,1855,27,376,270.0,7,5.29,1,51.31,9.45,16.16,80,0,62.37,0
CALL0005325,238,1013,50,51.5,272,58.48,94,58.1,51.0,62.72,96,19,21.26,1
CALL0005326,61,255,14,14.9,217,70.5,75,40.69,40.01,89.94,359,21,12.64,1
CALL0005327,553,7,98,156.6,5,5.18,1,45.52,22.91,18.46,91,0,96.04,0
CALL0005328,26,1,22,17.0,3,79.75,81,54.15,80.74,57.55,58,21,25.66,1
CALL0005329,1815,3,271,192.0,7,9.28,3,34.1,10.0,17.59,80,0,84.03,0
CALL0005330,575,26,294,399.9,14,7.6,1,20.69,4.6,38.12,100,0,68.65,0
CALL0005331,1200,1463,9,12.7,36,74.44,73,94.56,71.48,80.65,106,21,20.46,1
CALL0005332,924,8,91,96.5,5,12.08,1,2.69,6.38,8.24,92,0,67.6,0
CALL0005333,163,7,318,418.0,5,3.55,2,15.92,21.72,23.71,128,1,88.59,0
CALL0005334,2451,10,547,460.4,4,10.68,1,17.43,51.12,20.04,46,0,76.79,0
CALL0005335,1554,11,144,137.3,9,5.5,3,32.57,14.0,5.84,22,1,86.98,0
CALL0005336,353,7,281,207.0,15,9.22,1,27.86,15.12,21.49,97,1,62.3,0
CALL0005337,11,587,6,1.0,96,90.34,90,44.42,57.27,78.58,315,18,39.71,1
CALL0005338,472,10,239,247.2,7,8.77,0,43.2,22.49,20.47,23,0,93.58,0
CALL0005339,11,7,94,47.0,2,79.5,3,51.37,29.51,55.1,9,26,14.36,1
CALL0005340,1075,11,171,89.6,12,24.97,3,48.07,32.02,27.38,150,0,59.1,0
CALL0005341,152,2,218,280.4,5,20.17,0,18.14,6.32,12.1,165,0,65.12,0
CALL0005342,293,9,377,284.6,8,27.22,1,32.51,9.08,11.46,68,0,69.42,0
CALL0005343,304,1086,305,378.5,234,69.68,0,53.75,66.01,46.2,679,26,14.67,1
CALL0005344,112,457,15,5.1,184,62.86,85,62.57,66.1,44.17,234,34,31.87,1
CALL0005345,523,5,175,242.9,12,5.94,1,21.09,34.96,21.03,25,1,73.82,0
CALL0005346,3650,20,173,180.1,8,5.55,2,51.0,60.27,6.7,78,0,96.11,0
CALL0005347,15,1329,19,26.5,117,49.29,79,69.54,14.9,84.76,309,1,13.14,1
CALL0005348,383,33,345,313.8,6,7.74,0,12.34,17.82,14.76,34,0,81.92,0
CALL0005349,507,32,213,260.3,9,33.85,0,9.21,5.69,18.29,79,0,88.14,0
CALL0005350,611,5,399,433.0,9,1.46,2,37.98,9.18,20.46,39,1,97.14,0
CALL0005351,11,16,9,18.5,2,59.67,1,64.52,66.6,94.79,21,25,19.87,1
CALL0005352,1390,9,185,160.4,16,15.61,2,19.04,13.3,9.15,156,0,67.71,0
CALL0005353,817,6,1,14.1,8,3.4,2,44.2,17.75,1.66,64,0,80.81,0
CALL0005354,1160,3,282,212.7,11,5.27,1,4.73,20.74,6.24,124,0,84.58,0
CALL0005355,1163,32,137,106.8,10,6.67,3,58.13,18.06,37.48,102,0,94.68,0
