Company_ID,Industry,Company_Size,Primary_AI_Agent_Role,Autonomous_Agents_Deployed,Avg_Agent_Cost_Per_Month_USD,Human_Roles_Replaced,Human_Roles_Augmented,Productivity_Gain_Percent,Cybersecurity_Incidents_YTD,Employee_Sentiment_Score_1_to_10,Months_To_Positive_ROI,Has_Strict_AI_Governance
COMP-2026-1341,Logistics,Small (1-50),Legal & Compliance,1,156.06,0,3,26.98,0,6.4,32.2,False
COMP-2026-1342,Healthcare,Medium (51-500),Data Analytics,21,600.79,2,44,35.41,0,5.6,34.9,True
COMP-2026-1343,Healthcare,Medium (51-500),Sales & Marketing,10,578.28,1,35,54.22,1,10.0,25.7,True
COMP-2026-1344,Retail,Small (1-50),Software Engineering,2,269.64,0,14,55.0,1,6.7,6.1,True
COMP-2026-1345,Finance,Enterprise (5000+),HR & Recruitment,254,859.95,36,954,33.18,1,6.3,18.5,True
COMP-2026-1346,Healthcare,Medium (51-500),Sales & Marketing,22,887.2,8,113,43.18,0,7.2,29.8,False
COMP-2026-1347,Technology,Small (1-50),Sales & Marketing,0,906.94,0,0,35.17,0,7.1,21.5,True
COMP-2026-1348,Logistics,Medium (51-500),Data Analytics,14,914.89,0,62,19.17,0,9.7,6.5,True
COMP-2026-1349,Logistics,Large (501-5000),Legal & Compliance,68,150.06,20,530,32.68,1,7.6,7.8,True
COMP-2026-1350,Retail,Small (1-50),Sales & Marketing,1,1151.62,0,3,26.24,0,4.4,31.4,False
COMP-2026-1351,Education,Medium (51-500),Supply Chain Optimization,6,1004.92,1,33,31.72,1,5.6,19.9,True
COMP-2026-1352,Education,Large (501-5000),Customer Support,123,1099.18,18,520,21.93,0,6.6,26.0,False
COMP-2026-1353,Manufacturing,Medium (51-500),Software Engineering,10,166.43,2,18,34.42,1,8.6,14.7,False
COMP-2026-1354,Retail,Medium (51-500),Supply Chain Optimization,21,1130.55,6,98,36.29,0,4.0,20.1,False
COMP-2026-1355,Manufacturing,Medium (51-500),Legal & Compliance,25,1000.28,9,169,41.23,0,7.6,35.2,True
COMP-2026-1356,Education,Small (1-50),HR & Recruitment,1,1029.08,0,2,36.34,0,8.1,13.2,True
COMP-2026-1357,Retail,Small (1-50),Customer Support,2,247.95,0,3,52.77,0,8.4,24.9,True
COMP-2026-1358,Retail,Medium (51-500),Supply Chain Optimization,21,925.72,4,52,59.68,0,6.7,7.9,True
COMP-2026-1359,Retail,Small (1-50),Customer Support,1,1157.91,0,6,27.48,0,8.7,6.1,False
COMP-2026-1360,Education,Small (1-50),Software Engineering,2,862.47,0,12,44.53,1,5.3,28.6,True
COMP-2026-1361,Manufacturing,Large (501-5000),Legal & Compliance,61,749.09,4,315,58.72,2,8.5,30.7,True
COMP-2026-1362,Manufacturing,Enterprise (5000+),Sales & Marketing,385,1142.91,37,1749,44.85,1,6.4,24.7,False
COMP-2026-1363,Retail,Large (501-5000),HR & Recruitment,118,615.08,26,858,41.39,0,6.7,7.4,True
COMP-2026-1364,Healthcare,Large (501-5000),Legal & Compliance,72,779.26,6,466,9.91,1,6.8,10.2,True
COMP-2026-1365,Finance,Small (1-50),Customer Support,1,650.16,0,6,25.58,0,8.0,33.0,True
COMP-2026-1366,Education,Enterprise (5000+),Supply Chain Optimization,329,1129.49,33,2232,27.39,1,4.5,11.8,False
COMP-2026-1367,Finance,Small (1-50),Software Engineering,2,229.89,0,11,49.7,0,8.4,29.8,True
COMP-2026-1368,Finance,Enterprise (5000+),Software Engineering,564,676.18,215,2525,23.44,1,6.5,11.7,False
COMP-2026-1369,Manufacturing,Enterprise (5000+),Legal & Compliance,372,871.3,148,2648,31.44,3,5.0,33.9,True
COMP-2026-1370,Manufacturing,Large (501-5000),Sales & Marketing,107,981.5,19,804,42.92,0,6.6,33.1,True
COMP-2026-1371,Healthcare,Enterprise (5000+),Supply Chain Optimization,551,762.17,143,911,22.88,1,4.0,3.5,False
COMP-2026-1372,Finance,Medium (51-500),Sales & Marketing,7,1104.36,2,12,35.96,1,4.7,28.2,False
COMP-2026-1373,Finance,Medium (51-500),Sales & Marketing,10,1139.09,0,77,34.34,1,7.2,7.8,True
COMP-2026-1374,Retail,Medium (51-500),Supply Chain Optimization,22,217.54,6,72,43.38,0,7.1,9.3,False
COMP-2026-1375,Manufacturing,Medium (51-500),Customer Support,25,572.49,4,179,40.67,0,6.2,17.6,True
COMP-2026-1376,Finance,Small (1-50),Legal & Compliance,2,174.63,0,8,40.28,0,4.6,21.6,False
COMP-2026-1377,Logistics,Medium (51-500),Legal & Compliance,15,495.89,2,34,34.99,1,7.6,13.1,False
COMP-2026-1378,Healthcare,Enterprise (5000+),Data Analytics,144,713.71,11,291,11.72,4,6.0,21.6,True
COMP-2026-1379,Logistics,Small (1-50),Legal & Compliance,1,1106.33,0,2,34.23,0,5.5,7.8,False
COMP-2026-1380,Logistics,Large (501-5000),Software Engineering,53,1038.88,7,165,33.19,0,9.0,2.8,True
COMP-2026-1381,Education,Enterprise (5000+),Customer Support,245,283.87,38,1145,42.01,1,4.7,21.4,False
COMP-2026-1382,Education,Enterprise (5000+),Supply Chain Optimization,486,247.68,44,2945,27.26,4,7.4,19.6,False
COMP-2026-1383,Healthcare,Enterprise (5000+),Legal & Compliance,137,768.73,48,1083,33.02,0,3.7,25.4,True
COMP-2026-1384,Logistics,Medium (51-500),Customer Support,25,708.72,5,109,33.41,0,4.2,24.1,True
COMP-2026-1385,Finance,Enterprise (5000+),Legal & Compliance,313,429.7,78,1523,23.66,1,7.0,32.5,False
COMP-2026-1386,Manufacturing,Large (501-5000),Supply Chain Optimization,99,1094.43,24,484,18.2,1,6.0,17.6,True
COMP-2026-1387,Healthcare,Small (1-50),HR & Recruitment,0,1123.73,0,0,37.24,0,4.7,2.3,False
COMP-2026-1388,Retail,Medium (51-500),Supply Chain Optimization,13,572.74,1,63,45.0,0,8.5,23.4,True
COMP-2026-1389,Logistics,Large (501-5000),Supply Chain Optimization,36,1084.82,11,56,24.75,1,7.4,25.0,False
COMP-2026-1390,Healthcare,Small (1-50),Supply Chain Optimization,2,553.15,0,3,29.8,0,3.0,19.7,True
COMP-2026-1391,Technology,Medium (51-500),Legal & Compliance,25,923.66,2,53,42.79,1,8.5,25.4,True
COMP-2026-1392,Technology,Large (501-5000),Data Analytics,82,649.74,24,177,43.99,0,4.7,13.0,False
COMP-2026-1393,Education,Small (1-50),Supply Chain Optimization,1,278.71,0,6,35.37,1,3.7,7.1,False
COMP-2026-1394,Manufacturing,Medium (51-500),Software Engineering,28,1124.33,4,79,37.64,0,5.3,24.6,True
COMP-2026-1395,Finance,Large (501-5000),Software Engineering,68,626.8,14,497,39.1,0,6.6,10.3,True
COMP-2026-1396,Manufacturing,Medium (51-500),Customer Support,9,921.21,1,67,41.32,1,6.9,17.5,False
COMP-2026-1397,Manufacturing,Small (1-50),Data Analytics,1,535.53,0,7,19.21,0,3.9,18.7,False
COMP-2026-1398,Manufacturing,Small (1-50),Customer Support,2,169.82,0,15,56.27,0,4.3,18.2,False
COMP-2026-1399,Manufacturing,Medium (51-500),Software Engineering,5,255.56,1,16,35.9,1,5.4,22.3,False
COMP-2026-1400,Retail,Enterprise (5000+),Sales & Marketing,219,671.03,65,1054,41.55,2,4.9,3.0,True
COMP-2026-1401,Retail,Small (1-50),Software Engineering,2,874.46,0,5,23.05,0,8.2,35.6,False
COMP-2026-1402,Education,Medium (51-500),HR & Recruitment,9,501.47,1,60,30.19,0,6.1,26.4,False
COMP-2026-1403,Healthcare,Small (1-50),Supply Chain Optimization,0,880.26,0,0,37.17,1,8.1,16.5,True
COMP-2026-1404,Technology,Medium (51-500),Sales & Marketing,19,883.57,2,133,10.13,1,8.8,8.5,True
COMP-2026-1405,Manufacturing,Large (501-5000),Software Engineering,132,889.13,52,569,21.33,1,7.3,4.7,True
COMP-2026-1406,Education,Large (501-5000),Legal & Compliance,84,667.15,28,540,23.51,0,1.0,24.9,False
COMP-2026-1407,Healthcare,Small (1-50),Legal & Compliance,2,1110.63,0,4,16.64,2,6.3,12.8,False
COMP-2026-1408,Technology,Medium (51-500),Customer Support,21,663.66,1,36,33.82,0,6.5,9.8,False
COMP-2026-1409,Logistics,Small (1-50),Sales & Marketing,0,622.78,0,0,31.58,0,6.7,14.9,True
COMP-2026-1410,Finance,Medium (51-500),Customer Support,29,359.35,3,123,50.15,1,3.1,22.2,False
COMP-2026-1411,Retail,Large (501-5000),Supply Chain Optimization,75,473.04,6,597,18.6,0,5.3,24.8,False
COMP-2026-1412,Logistics,Small (1-50),Supply Chain Optimization,1,194.45,0,2,35.41,0,4.3,23.9,True
COMP-2026-1413,Technology,Medium (51-500),HR & Recruitment,18,815.21,6,127,21.59,1,5.0,31.4,True
COMP-2026-1414,Logistics,Medium (51-500),Data Analytics,12,410.96,3,55,11.21,0,6.3,9.4,False
COMP-2026-1415,Finance,Enterprise (5000+),Customer Support,143,469.36,17,983,39.79,1,5.3,23.6,False
COMP-2026-1416,Education,Enterprise (5000+),Supply Chain Optimization,100,959.36,18,681,40.82,2,5.1,5.4,True
COMP-2026-1417,Technology,Small (1-50),Customer Support,1,493.58,0,7,39.35,0,6.4,20.6,True
COMP-2026-1418,Logistics,Large (501-5000),Supply Chain Optimization,129,404.31,43,443,16.18,2,5.5,21.9,True
COMP-2026-1419,Retail,Medium (51-500),Software Engineering,19,327.51,6,145,33.54,1,7.1,9.4,True
COMP-2026-1420,Retail,Medium (51-500),Customer Support,29,963.6,10,72,39.91,0,5.9,15.3,True
COMP-2026-1421,Healthcare,Large (501-5000),Software Engineering,60,286.19,13,121,44.31,1,3.9,30.1,True
COMP-2026-1422,Logistics,Enterprise (5000+),Customer Support,240,626.44,70,1033,40.29,0,4.3,7.0,False
COMP-2026-1423,Manufacturing,Enterprise (5000+),Data Analytics,179,682.28,15,1232,44.47,3,6.1,16.8,False
COMP-2026-1424,Logistics,Medium (51-500),HR & Recruitment,9,871.76,2,41,45.74,1,6.0,33.7,True
COMP-2026-1425,Education,Medium (51-500),Legal & Compliance,12,814.95,1,82,33.8,0,4.3,19.1,False
COMP-2026-1426,Technology,Large (501-5000),Legal & Compliance,124,1001.26,24,774,38.68,0,7.8,26.7,False
COMP-2026-1427,Technology,Medium (51-500),Legal & Compliance,27,196.99,7,77,44.9,0,7.3,30.1,True
COMP-2026-1428,Education,Medium (51-500),Software Engineering,29,461.26,4,222,37.34,0,5.7,8.9,True
COMP-2026-1429,Logistics,Medium (51-500),Sales & Marketing,10,444.14,0,18,47.37,0,6.5,9.4,False
COMP-2026-1430,Education,Large (501-5000),Supply Chain Optimization,135,303.32,7,990,43.34,1,4.8,27.8,False
COMP-2026-1431,Finance,Small (1-50),Legal & Compliance,1,453.64,0,3,24.66,0,8.3,27.6,True
COMP-2026-1432,Education,Small (1-50),Data Analytics,0,475.25,0,0,16.31,0,10.0,4.0,True
COMP-2026-1433,Retail,Enterprise (5000+),Legal & Compliance,535,697.98,47,2271,32.74,1,5.2,13.0,False
COMP-2026-1434,Education,Small (1-50),Customer Support,2,846.89,0,5,17.85,1,9.0,15.6,True
COMP-2026-1435,Technology,Medium (51-500),Software Engineering,9,550.16,1,34,33.53,1,5.3,30.2,False
COMP-2026-1436,Retail,Small (1-50),Sales & Marketing,1,905.44,0,2,32.41,0,5.8,16.3,False
COMP-2026-1437,Technology,Small (1-50),Customer Support,1,502.97,0,2,48.63,0,9.4,33.5,True
COMP-2026-1438,Healthcare,Small (1-50),Sales & Marketing,2,454.8,0,5,38.76,0,6.6,35.9,True
COMP-2026-1439,Manufacturing,Small (1-50),Customer Support,1,718.25,0,4,44.63,0,8.0,28.5,True
COMP-2026-1440,Technology,Large (501-5000),Customer Support,148,174.9,51,989,26.43,0,5.8,24.7,True
COMP-2026-1441,Retail,Medium (51-500),HR & Recruitment,6,233.78,1,31,51.47,1,3.6,15.3,True
COMP-2026-1442,Healthcare,Enterprise (5000+),HR & Recruitment,277,588.87,42,2023,43.58,1,9.6,4.3,False
COMP-2026-1443,Technology,Medium (51-500),Supply Chain Optimization,17,1140.06,4,95,37.8,0,6.4,21.5,True
COMP-2026-1444,Finance,Medium (51-500),Software Engineering,17,907.59,5,101,10.1,0,7.1,14.3,True
COMP-2026-1445,Education,Medium (51-500),Data Analytics,12,242.53,3,70,47.12,0,5.5,13.9,False
COMP-2026-1446,Manufacturing,Medium (51-500),Data Analytics,23,1038.63,6,101,54.49,1,8.1,25.4,False
COMP-2026-1447,Technology,Large (501-5000),Data Analytics,134,918.92,47,801,32.64,0,7.7,17.8,False
COMP-2026-1448,Healthcare,Medium (51-500),Customer Support,28,791.49,9,54,32.89,0,3.9,27.6,True
COMP-2026-1449,Finance,Medium (51-500),HR & Recruitment,25,1011.31,6,177,26.09,0,7.0,15.5,True
COMP-2026-1450,Logistics,Large (501-5000),Software Engineering,131,574.32,26,858,12.27,1,8.2,7.1,True
COMP-2026-1451,Healthcare,Enterprise (5000+),Customer Support,375,382.58,102,1160,25.53,1,8.1,17.7,True
COMP-2026-1452,Education,Large (501-5000),Sales & Marketing,128,687.62,43,831,53.08,0,7.6,34.3,False
COMP-2026-1453,Healthcare,Medium (51-500),HR & Recruitment,12,726.28,0,18,45.88,1,8.1,29.3,True
COMP-2026-1454,Finance,Large (501-5000),HR & Recruitment,74,715.24,29,215,22.92,0,5.5,9.0,False
COMP-2026-1455,Healthcare,Medium (51-500),Legal & Compliance,12,743.33,1,23,25.33,0,4.6,15.3,True
COMP-2026-1456,Finance,Medium (51-500),Legal & Compliance,16,1146.14,3,105,58.98,1,6.2,33.5,True
COMP-2026-1457,Technology,Small (1-50),Software Engineering,1,1097.36,0,6,19.85,0,4.5,6.2,False
COMP-2026-1458,Finance,Medium (51-500),Sales & Marketing,29,1069.5,3,196,23.63,0,5.5,10.6,True
COMP-2026-1459,Finance,Small (1-50),Software Engineering,1,991.49,0,1,27.17,0,5.4,10.9,True
COMP-2026-1460,Manufacturing,Medium (51-500),Software Engineering,7,1140.6,0,33,15.66,0,5.1,21.4,True
COMP-2026-1461,Finance,Large (501-5000),Customer Support,90,253.42,16,547,25.83,0,7.7,16.0,False
COMP-2026-1462,Finance,Small (1-50),Supply Chain Optimization,0,428.38,0,0,26.02,0,5.0,4.7,True
COMP-2026-1463,Logistics,Small (1-50),Software Engineering,0,669.81,0,0,21.31,0,10.0,23.4,True
COMP-2026-1464,Technology,Small (1-50),Legal & Compliance,1,1038.86,0,2,48.97,0,8.6,5.4,False
COMP-2026-1465,Education,Enterprise (5000+),Supply Chain Optimization,332,680.42,132,889,18.03,3,7.7,22.6,False
COMP-2026-1466,Manufacturing,Medium (51-500),Customer Support,15,935.44,5,68,30.74,0,5.6,19.2,False
COMP-2026-1467,Logistics,Medium (51-500),Supply Chain Optimization,24,295.91,2,137,21.63,0,7.2,18.8,True
COMP-2026-1468,Retail,Large (501-5000),Data Analytics,117,415.03,35,286,29.9,1,4.6,4.3,False
COMP-2026-1469,Technology,Large (501-5000),Sales & Marketing,78,918.36,5,210,21.05,0,7.2,23.7,False
COMP-2026-1470,Technology,Medium (51-500),Supply Chain Optimization,13,322.97,0,36,33.44,1,3.6,16.7,True
COMP-2026-1471,Retail,Large (501-5000),Software Engineering,64,518.92,5,195,36.49,0,8.7,16.0,True
COMP-2026-1472,Education,Large (501-5000),Customer Support,121,428.11,46,359,49.89,0,5.2,22.3,False
COMP-2026-1473,Finance,Large (501-5000),Sales & Marketing,31,517.35,11,126,25.2,0,7.2,22.6,False
COMP-2026-1474,Logistics,Small (1-50),Software Engineering,0,893.74,0,0,52.56,0,7.7,2.5,False
COMP-2026-1475,Healthcare,Large (501-5000),Sales & Marketing,124,536.24,13,539,22.49,1,5.7,6.3,False
COMP-2026-1476,Manufacturing,Medium (51-500),Legal & Compliance,16,733.03,2,104,29.55,0,5.4,10.0,True
COMP-2026-1477,Healthcare,Medium (51-500),Data Analytics,8,254.93,1,49,54.38,1,6.6,25.1,True
COMP-2026-1478,Retail,Medium (51-500),Legal & Compliance,10,995.27,2,23,68.5,0,8.2,21.6,True
COMP-2026-1479,Technology,Small (1-50),Software Engineering,2,538.38,0,3,53.41,0,6.5,27.8,True
COMP-2026-1480,Education,Small (1-50),Software Engineering,2,830.96,0,14,29.73,1,7.9,27.2,True
COMP-2026-1481,Technology,Large (501-5000),Software Engineering,113,911.66,17,228,38.88,0,8.0,31.0,True
COMP-2026-1482,Manufacturing,Small (1-50),HR & Recruitment,1,370.14,0,2,40.96,0,6.5,14.8,False
COMP-2026-1483,Technology,Medium (51-500),Data Analytics,18,1078.91,5,29,36.78,0,6.6,13.7,True
COMP-2026-1484,Technology,Medium (51-500),Sales & Marketing,29,797.04,5,161,20.0,0,7.0,30.3,True
COMP-2026-1485,Manufacturing,Small (1-50),Software Engineering,2,600.16,0,10,35.41,0,8.9,10.1,False
COMP-2026-1486,Logistics,Enterprise (5000+),Software Engineering,207,341.45,69,1638,26.23,0,5.6,17.7,False
COMP-2026-1487,Logistics,Small (1-50),Sales & Marketing,2,1139.42,0,14,20.49,0,8.8,8.6,True
COMP-2026-1488,Manufacturing,Medium (51-500),Legal & Compliance,9,942.82,1,37,28.64,0,7.3,33.1,False
COMP-2026-1489,Education,Medium (51-500),Legal & Compliance,10,368.43,3,39,36.41,0,5.5,15.9,False
COMP-2026-1490,Retail,Small (1-50),Software Engineering,2,504.6,0,6,44.92,0,6.7,9.2,True
COMP-2026-1491,Technology,Small (1-50),Customer Support,1,1000.16,0,2,29.35,3,4.8,25.5,True
COMP-2026-1492,Education,Large (501-5000),HR & Recruitment,141,880.46,29,338,31.53,0,4.1,10.3,True
COMP-2026-1493,Technology,Enterprise (5000+),Legal & Compliance,144,954.07,47,339,42.47,0,7.5,34.1,False
COMP-2026-1494,Retail,Small (1-50),Customer Support,1,613.26,0,2,33.38,0,8.2,14.5,True
COMP-2026-1495,Logistics,Large (501-5000),HR & Recruitment,139,902.3,51,425,37.23,0,6.2,24.6,True
COMP-2026-1496,Education,Large (501-5000),Software Engineering,138,555.82,32,482,33.47,0,6.6,13.7,False
COMP-2026-1497,Finance,Large (501-5000),Data Analytics,44,371.83,3,341,35.01,0,5.8,29.4,True
COMP-2026-1498,Finance,Medium (51-500),Supply Chain Optimization,14,814.31,3,73,19.12,0,7.1,32.5,True
COMP-2026-1499,Finance,Medium (51-500),Supply Chain Optimization,20,1174.81,6,158,34.02,0,9.9,28.8,True
COMP-2026-1500,Logistics,Medium (51-500),Software Engineering,8,476.13,0,31,50.21,0,8.6,30.8,True
COMP-2026-1501,Logistics,Large (501-5000),Legal & Compliance,146,634.02,16,653,34.6,0,6.6,5.5,False
COMP-2026-1502,Retail,Large (501-5000),Customer Support,139,857.7,7,501,22.16,0,6.4,33.4,False
COMP-2026-1503,Technology,Small (1-50),Data Analytics,0,718.58,0,0,50.81,1,6.1,23.2,True
COMP-2026-1504,Retail,Medium (51-500),Sales & Marketing,8,1035.6,2,19,41.45,0,4.3,31.6,True
COMP-2026-1505,Retail,Enterprise (5000+),HR & Recruitment,142,949.83,40,1085,42.02,4,5.5,25.3,True
COMP-2026-1506,Logistics,Large (501-5000),Software Engineering,138,211.21,54,1092,41.68,0,7.5,8.9,False
COMP-2026-1507,Finance,Enterprise (5000+),Data Analytics,196,1198.34,14,351,18.53,1,5.0,22.7,False
COMP-2026-1508,Healthcare,Large (501-5000),Data Analytics,77,940.02,28,190,40.53,0,6.0,5.1,True
COMP-2026-1509,Technology,Medium (51-500),Legal & Compliance,16,1057.1,5,68,49.67,0,4.8,25.7,True
COMP-2026-1510,Logistics,Medium (51-500),HR & Recruitment,19,833.76,3,51,26.55,0,8.2,15.9,True
COMP-2026-1511,Finance,Large (501-5000),Data Analytics,33,1049.1,12,127,8.59,0,4.4,7.2,True
COMP-2026-1512,Education,Small (1-50),Legal & Compliance,1,268.0,0,2,37.03,1,7.9,35.3,False
COMP-2026-1513,Healthcare,Medium (51-500),Customer Support,28,515.12,10,125,32.91,0,8.6,32.6,False
COMP-2026-1514,Healthcare,Large (501-5000),Legal & Compliance,138,1070.24,49,450,13.31,0,5.8,32.4,False
COMP-2026-1515,Logistics,Small (1-50),Customer Support,2,361.74,0,7,40.01,0,5.6,28.8,True
COMP-2026-1516,Manufacturing,Large (501-5000),Customer Support,27,232.15,6,57,39.08,1,7.6,25.5,True
COMP-2026-1517,Technology,Medium (51-500),Sales & Marketing,13,977.52,1,55,14.32,1,9.7,24.3,True
COMP-2026-1518,Healthcare,Enterprise (5000+),Sales & Marketing,413,1027.26,97,3259,55.93,1,8.3,5.6,True
COMP-2026-1519,Logistics,Small (1-50),Data Analytics,1,320.78,0,3,41.81,0,6.7,32.6,True
COMP-2026-1520,Logistics,Medium (51-500),Legal & Compliance,27,1047.06,8,194,9.06,1,5.1,32.0,True
COMP-2026-1521,Finance,Medium (51-500),Sales & Marketing,20,871.11,6,139,42.65,0,6.3,27.4,True
COMP-2026-1522,Education,Medium (51-500),Customer Support,6,696.09,2,46,42.29,1,3.8,33.5,True
COMP-2026-1523,Manufacturing,Large (501-5000),Sales & Marketing,138,1021.76,7,915,50.05,0,5.7,20.8,False
COMP-2026-1524,Technology,Large (501-5000),HR & Recruitment,144,590.21,47,833,24.76,0,7.2,17.2,False
COMP-2026-1525,Retail,Small (1-50),Data Analytics,0,353.69,0,0,42.83,0,6.1,34.9,True
COMP-2026-1526,Education,Medium (51-500),Legal & Compliance,18,449.1,5,35,29.57,1,5.7,17.8,True
COMP-2026-1527,Education,Medium (51-500),Legal & Compliance,12,680.42,1,54,25.6,0,6.7,23.8,True
COMP-2026-1528,Finance,Medium (51-500),Supply Chain Optimization,14,707.9,1,111,21.77,0,6.3,14.7,False
COMP-2026-1529,Healthcare,Enterprise (5000+),Legal & Compliance,189,995.86,10,1228,8.9,1,8.1,23.6,False
COMP-2026-1530,Healthcare,Large (501-5000),Data Analytics,97,980.92,26,752,39.2,0,4.2,26.5,False
COMP-2026-1531,Finance,Large (501-5000),HR & Recruitment,144,760.43,38,945,29.11,0,7.4,23.2,False
COMP-2026-1532,Logistics,Large (501-5000),Legal & Compliance,87,969.82,34,625,0.0,0,6.4,19.5,True
COMP-2026-1533,Healthcare,Medium (51-500),Supply Chain Optimization,7,351.36,1,42,33.43,0,7.6,12.2,True
COMP-2026-1534,Manufacturing,Enterprise (5000+),Data Analytics,410,202.57,68,2641,46.86,0,3.7,23.9,True
COMP-2026-1535,Technology,Large (501-5000),Customer Support,67,1067.32,17,328,16.29,0,8.2,32.9,False
COMP-2026-1536,Education,Large (501-5000),Software Engineering,131,229.33,44,983,23.66,0,7.4,2.2,True
COMP-2026-1537,Education,Large (501-5000),Software Engineering,79,409.02,29,542,37.97,0,9.5,6.6,False
COMP-2026-1538,Manufacturing,Medium (51-500),Customer Support,9,880.08,2,62,0.77,0,5.3,6.1,False
COMP-2026-1539,Healthcare,Large (501-5000),Sales & Marketing,48,579.92,9,281,25.88,0,5.6,33.4,True
COMP-2026-1540,Education,Small (1-50),Legal & Compliance,2,1070.13,0,6,36.8,0,3.6,24.5,False
COMP-2026-1541,Retail,Medium (51-500),Software Engineering,11,462.88,3,19,25.54,0,5.3,34.4,True
COMP-2026-1542,Technology,Medium (51-500),Sales & Marketing,24,162.46,5,181,16.4,1,9.4,21.8,False
COMP-2026-1543,Technology,Enterprise (5000+),Software Engineering,202,465.69,25,1072,17.0,2,7.1,17.7,False
COMP-2026-1544,Education,Large (501-5000),Customer Support,65,756.98,7,223,12.51,0,5.4,28.9,True
COMP-2026-1545,Finance,Large (501-5000),Legal & Compliance,83,544.74,4,204,24.65,0,7.0,7.5,True
COMP-2026-1546,Education,Large (501-5000),Legal & Compliance,142,711.62,42,978,45.6,2,6.3,15.0,True
COMP-2026-1547,Finance,Medium (51-500),Sales & Marketing,28,1070.43,2,194,61.79,0,3.4,17.9,False
COMP-2026-1548,Education,Enterprise (5000+),Customer Support,203,1108.11,27,1379,32.95,3,3.5,12.1,True
COMP-2026-1549,Retail,Medium (51-500),Sales & Marketing,13,429.27,2,74,42.03,1,8.8,14.6,False
COMP-2026-1550,Logistics,Medium (51-500),Legal & Compliance,8,635.25,1,31,20.83,0,8.1,4.7,True
COMP-2026-1551,Technology,Small (1-50),Legal & Compliance,1,726.6,0,3,6.56,3,4.1,8.7,False
COMP-2026-1552,Education,Large (501-5000),Data Analytics,82,1146.57,23,127,55.46,0,6.4,13.4,False
COMP-2026-1553,Retail,Large (501-5000),Sales & Marketing,137,1198.55,9,947,25.12,0,5.4,29.1,False
COMP-2026-1554,Finance,Medium (51-500),Data Analytics,28,397.18,2,57,41.41,0,8.8,8.2,True
COMP-2026-1555,Finance,Small (1-50),Customer Support,1,913.33,0,5,34.46,0,7.6,13.8,True
COMP-2026-1556,Technology,Large (501-5000),HR & Recruitment,86,546.93,14,410,44.83,0,4.7,4.2,True
COMP-2026-1557,Manufacturing,Small (1-50),Software Engineering,2,158.51,0,9,44.33,0,7.0,20.9,True
COMP-2026-1558,Education,Large (501-5000),Data Analytics,125,159.72,9,940,35.94,0,6.6,22.8,True
COMP-2026-1559,Healthcare,Enterprise (5000+),Software Engineering,101,633.59,36,172,37.31,1,6.4,31.4,True
COMP-2026-1560,Finance,Medium (51-500),Supply Chain Optimization,13,662.75,3,84,47.54,0,5.9,29.8,False
COMP-2026-1561,Logistics,Small (1-50),Customer Support,1,173.7,0,1,27.42,1,6.8,11.7,True
COMP-2026-1562,Logistics,Large (501-5000),HR & Recruitment,53,871.27,3,92,51.79,0,5.3,6.7,False
COMP-2026-1563,Finance,Large (501-5000),Supply Chain Optimization,49,458.7,19,210,23.72,1,4.5,7.3,True
COMP-2026-1564,Manufacturing,Medium (51-500),Supply Chain Optimization,5,737.89,1,9,33.45,0,4.6,34.9,True
COMP-2026-1565,Manufacturing,Enterprise (5000+),Legal & Compliance,421,465.97,82,2790,40.3,3,4.2,24.9,True
COMP-2026-1566,Retail,Small (1-50),Supply Chain Optimization,1,325.49,0,4,12.3,0,7.6,3.4,True
COMP-2026-1567,Logistics,Medium (51-500),Customer Support,6,577.53,1,10,49.63,2,7.6,6.7,True
COMP-2026-1568,Retail,Large (501-5000),Data Analytics,53,393.89,17,93,38.4,0,9.2,18.5,False
COMP-2026-1569,Logistics,Large (501-5000),Customer Support,125,711.54,27,685,73.43,0,6.2,9.1,False
COMP-2026-1570,Education,Small (1-50),Data Analytics,2,358.77,0,13,58.3,0,8.1,29.3,True
COMP-2026-1571,Education,Large (501-5000),Supply Chain Optimization,85,683.83,4,369,32.36,0,6.9,21.5,True
COMP-2026-1572,Healthcare,Medium (51-500),Supply Chain Optimization,15,315.25,5,76,54.64,1,7.3,22.8,True
COMP-2026-1573,Education,Medium (51-500),HR & Recruitment,29,854.52,7,194,43.01,0,8.2,17.7,False
COMP-2026-1574,Healthcare,Small (1-50),Data Analytics,1,941.63,0,5,35.37,0,7.8,10.7,False
COMP-2026-1575,Education,Large (501-5000),Supply Chain Optimization,51,265.91,18,151,11.92,0,6.8,22.0,False
COMP-2026-1576,Technology,Small (1-50),Legal & Compliance,1,641.19,0,5,14.85,0,5.7,26.4,True
COMP-2026-1577,Education,Medium (51-500),Software Engineering,9,224.42,3,50,32.55,0,7.3,14.6,True
COMP-2026-1578,Retail,Medium (51-500),HR & Recruitment,14,778.09,4,87,26.36,0,9.3,19.2,True
COMP-2026-1579,Finance,Large (501-5000),Customer Support,138,427.62,55,763,35.29,1,6.6,30.5,False
COMP-2026-1580,Retail,Large (501-5000),HR & Recruitment,101,704.01,13,787,49.52,0,6.0,7.1,True
COMP-2026-1581,Finance,Large (501-5000),Software Engineering,76,693.33,26,211,43.23,0,8.1,20.5,False
COMP-2026-1582,Manufacturing,Medium (51-500),Data Analytics,28,1120.57,9,215,23.87,0,4.2,13.8,True
