user_id,session_id,customer_tier,account_age_days,past_purchases_count,total_lifetime_value,average_order_value,days_since_last_purchase,days_since_last_discount,device_type,browser,traffic_source,user_location_region,day_of_week,hour_of_day,is_weekend,is_holiday,session_duration_seconds,pages_viewed,distinct_categories_viewed,pdp_views_count,images_viewed_count,reviews_read_count,scroll_depth_average_pct,add_to_cart_count,remove_from_cart_count,wishlist_add_count,cart_value_abandoned,shipping_cost_displayed,exit_intent_triggered,did_convert_organically,should_receive_discount
CUST_09000,SESS_009000,Prime,535,4,371.35,92.84,298,25,Mobile,Chrome,Organic Search,North America,4,8,0,0,637,24,2,14,50,15,0.33,2,0,0,220.62,4.99,0,1,0
CUST_09001,SESS_009001,Prime,1585,2,298.48,149.24,75,24,Mobile,Edge,Organic Search,Asia,0,15,0,0,373,16,1,12,50,11,0.43,2,0,0,33.61,0.0,0,0,0
CUST_09002,SESS_009002,Standard,1060,25,2397.84,95.91,185,71,Desktop,Edge,Organic Search,Asia,3,17,0,0,892,23,2,7,27,10,0.33,0,0,0,0.0,0.0,0,0,0
CUST_09003,SESS_009003,Prime,1204,3,376.3,125.43,243,54,Mobile,Edge,Direct,North America,2,22,0,0,138,2,3,1,2,1,0.88,1,0,0,282.65,0.0,0,0,0
CUST_09004,SESS_009004,Standard,1788,8,510.36,63.8,128,86,Mobile,Chrome,Organic Search,North America,5,18,1,0,1090,23,2,17,50,15,0.53,0,0,0,0.0,0.0,0,0,0
CUST_09005,SESS_009005,Standard,24,2,61.78,30.89,232,32,Mobile,Safari,Direct,Europe,1,7,0,0,254,9,1,4,16,0,0.69,1,0,0,116.81,4.99,1,0,1
CUST_09006,SESS_009006,Standard,348,3,348.62,116.21,351,26,Mobile,Safari,Direct,Asia,2,11,0,0,1499,19,1,14,24,8,0.22,4,0,0,58.65,0.0,0,0,1
CUST_09007,SESS_009007,Standard,636,22,1177.94,53.54,226,66,Mobile,Chrome,Organic Search,Asia,0,6,0,0,636,16,2,10,27,4,0.97,0,0,0,0.0,0.0,0,0,1
CUST_09008,SESS_009008,Standard,1566,10,1313.98,131.4,75,85,Mobile,Chrome,Direct,North America,3,4,0,0,811,11,1,3,3,4,0.45,1,0,0,141.15,9.99,0,1,0
CUST_09009,SESS_009009,Standard,1772,0,0.0,0.0,-1,-1,Desktop,Chrome,Email,Asia,5,8,1,0,350,19,1,11,16,9,0.51,0,0,0,0.0,0.0,0,0,0
CUST_09010,SESS_009010,Standard,226,0,0.0,0.0,-1,-1,Desktop,Chrome,Organic Search,Europe,3,1,0,0,384,8,2,3,7,3,0.18,1,0,0,143.63,0.0,0,0,0
CUST_09011,SESS_009011,Guest,1371,4,192.08,48.02,50,51,Mobile,Chrome,Direct,Europe,6,21,1,0,848,8,2,3,10,0,0.49,1,0,0,186.66,4.99,0,0,0
CUST_09012,SESS_009012,Standard,37,27,1890.1,70.0,217,75,Desktop,Chrome,Email,Europe,2,20,0,0,701,22,2,6,6,11,0.44,1,2,0,0.0,0.0,0,1,1
CUST_09013,SESS_009013,Guest,1406,12,541.84,45.15,8,61,Mobile,Safari,Organic Search,South America,2,3,0,0,1569,14,1,9,41,9,0.24,0,0,0,0.0,0.0,0,0,0
CUST_09014,SESS_009014,Guest,569,4,214.12,53.53,29,44,Tablet,Chrome,Social,North America,4,9,0,1,315,18,2,7,19,3,0.62,0,0,0,0.0,0.0,0,0,0
CUST_09015,SESS_009015,Guest,235,5,220.21,44.04,361,7,Mobile,Chrome,Organic Search,South America,2,16,0,0,772,13,1,9,16,15,0.79,1,0,0,74.06,4.99,1,0,1
CUST_09016,SESS_009016,Guest,1204,12,887.92,73.99,248,83,Desktop,App,Direct,Europe,5,12,1,0,2753,27,1,8,28,0,0.42,0,0,3,0.0,0.0,0,0,0
CUST_09017,SESS_009017,Guest,113,2,227.98,113.99,64,76,Mobile,App,Paid Ad,North America,2,4,0,0,1794,20,2,14,34,9,0.4,1,0,1,51.06,0.0,0,1,1
CUST_09018,SESS_009018,Prime,305,21,1869.22,89.01,120,65,Desktop,Safari,Organic Search,North America,5,4,1,0,251,3,3,1,4,0,0.63,1,0,0,111.85,4.99,0,0,0
CUST_09019,SESS_009019,Guest,131,4,115.79,28.95,67,17,Mobile,App,Organic Search,North America,1,20,0,0,1753,20,3,8,37,3,0.2,0,0,0,0.0,0.0,0,0,0
CUST_09020,SESS_009020,Standard,347,2,83.64,41.82,162,6,Desktop,Chrome,Social,North America,5,0,1,0,507,18,1,8,38,7,0.79,2,0,0,101.69,0.0,0,1,0
CUST_09021,SESS_009021,Guest,1203,13,1937.65,149.05,255,27,Mobile,Chrome,Paid Ad,Europe,6,7,1,0,372,5,1,3,11,4,0.85,0,0,0,0.0,0.0,1,0,0
CUST_09022,SESS_009022,Prime,414,1,102.84,102.84,8,84,Mobile,Chrome,Organic Search,Europe,4,2,0,0,30,2,2,1,4,1,0.24,0,0,2,0.0,0.0,0,0,0
CUST_09023,SESS_009023,Standard,982,2,156.68,78.34,51,88,Tablet,Edge,Direct,Europe,5,9,1,0,346,19,2,10,37,4,0.49,2,0,0,251.91,0.0,1,0,1
CUST_09024,SESS_009024,Standard,1613,11,1587.21,144.29,35,9,Mobile,Safari,Organic Search,North America,4,4,0,0,950,13,1,6,12,0,0.74,0,0,0,0.0,0.0,0,0,0
CUST_09025,SESS_009025,Standard,731,0,0.0,0.0,-1,-1,Desktop,Edge,Direct,North America,4,21,0,0,1401,12,2,8,31,12,0.46,0,0,2,0.0,0.0,0,0,0
CUST_09026,SESS_009026,Standard,653,11,1378.91,125.36,285,25,Tablet,Chrome,Direct,Asia,4,19,0,0,699,7,2,4,11,4,0.95,2,2,1,0.0,0.0,0,0,0
CUST_09027,SESS_009027,Standard,384,11,855.86,77.81,103,11,Mobile,Chrome,Organic Search,North America,5,7,1,0,1665,20,1,7,33,11,0.98,2,1,0,61.36,4.99,0,1,0
CUST_09028,SESS_009028,Guest,511,26,3512.4,135.09,113,31,Tablet,Safari,Email,North America,4,22,0,0,1782,20,3,7,23,8,0.92,1,0,0,284.97,4.99,0,0,0
CUST_09029,SESS_009029,Prime Student,1066,32,3087.65,96.49,344,81,Tablet,Chrome,Paid Ad,North America,2,7,0,0,2074,20,1,12,46,13,0.88,0,0,0,0.0,0.0,0,0,0
CUST_09030,SESS_009030,Standard,1503,0,0.0,0.0,-1,-1,Desktop,Chrome,Social,North America,4,23,0,0,197,12,2,6,27,4,0.69,1,0,0,67.64,0.0,0,1,0
CUST_09031,SESS_009031,Standard,1141,2,239.87,119.94,193,27,Desktop,Chrome,Paid Ad,North America,5,18,1,0,683,10,3,6,16,1,0.61,0,0,0,0.0,0.0,0,0,1
CUST_09032,SESS_009032,Prime,1594,3,288.26,96.09,37,8,Desktop,App,Organic Search,North America,3,8,0,1,1269,13,1,4,19,7,0.65,1,0,3,286.43,4.99,0,1,0
CUST_09033,SESS_009033,Standard,60,23,860.05,37.39,194,60,Desktop,App,Direct,Asia,2,8,0,0,768,22,2,17,50,15,0.67,0,0,0,0.0,0.0,0,0,0
CUST_09034,SESS_009034,Prime,552,27,1686.01,62.44,255,89,Desktop,Chrome,Organic Search,North America,5,16,1,0,1478,23,1,15,45,3,0.7,1,0,0,240.52,0.0,0,1,0
CUST_09035,SESS_009035,Standard,187,16,359.33,22.46,133,29,Mobile,Edge,Organic Search,Europe,1,5,0,0,757,11,2,8,13,10,0.94,1,1,0,0.0,0.0,0,0,0
CUST_09036,SESS_009036,Prime,452,1,23.01,23.01,275,17,Mobile,Edge,Social,North America,5,4,1,0,2488,25,1,16,18,15,0.11,1,0,2,144.51,0.0,0,1,0
CUST_09037,SESS_009037,Guest,846,7,741.75,105.96,168,14,Mobile,Chrome,Social,Asia,0,17,0,0,504,21,2,6,25,0,0.94,2,0,0,113.18,9.99,0,0,0
CUST_09038,SESS_009038,Prime,186,2,287.5,143.75,132,42,Mobile,Safari,Paid Ad,Europe,0,7,0,0,971,28,1,18,25,7,0.48,1,0,0,248.66,4.99,1,0,1
CUST_09039,SESS_009039,Prime,937,11,551.26,50.11,309,64,Tablet,Safari,Paid Ad,North America,0,4,0,0,614,21,2,8,9,2,0.97,2,0,0,62.62,0.0,0,1,0
CUST_09040,SESS_009040,Guest,1487,14,1605.49,114.68,87,40,Mobile,Chrome,Direct,North America,4,5,0,0,1373,13,1,5,23,7,0.94,4,0,0,123.3,0.0,0,0,0
CUST_09041,SESS_009041,Guest,1763,31,2860.13,92.26,78,78,Desktop,Chrome,Paid Ad,North America,5,18,1,0,660,14,1,8,10,5,0.76,0,0,0,0.0,0.0,0,0,0
CUST_09042,SESS_009042,Standard,163,8,743.66,92.96,260,4,Desktop,Chrome,Email,Europe,0,22,0,0,2031,18,1,10,49,10,0.4,0,0,0,0.0,0.0,0,0,0
CUST_09043,SESS_009043,Prime Student,1447,15,1918.14,127.88,58,9,Mobile,Safari,Social,Europe,3,0,0,0,600,21,1,16,50,3,0.2,1,0,0,73.63,0.0,1,0,1
CUST_09044,SESS_009044,Guest,101,4,378.62,94.66,16,89,Desktop,Chrome,Email,Asia,4,1,0,0,1474,13,1,3,6,2,0.5,2,0,1,260.33,4.99,0,0,1
CUST_09045,SESS_009045,Standard,1290,0,0.0,0.0,-1,-1,Mobile,App,Direct,Asia,0,9,0,0,343,4,1,2,6,1,0.44,1,0,0,275.01,0.0,0,1,0
CUST_09046,SESS_009046,Guest,1659,6,879.11,146.52,208,50,Tablet,Safari,Social,Oceania,3,10,0,0,1133,13,1,9,33,15,0.65,0,0,0,0.0,0.0,1,0,0
CUST_09047,SESS_009047,Standard,1176,10,1164.46,116.45,225,79,Tablet,Chrome,Organic Search,Asia,5,2,1,0,188,2,2,1,3,0,0.82,0,0,0,0.0,0.0,0,0,0
CUST_09048,SESS_009048,Standard,1452,25,778.31,31.13,113,40,Desktop,App,Paid Ad,Asia,1,15,0,0,1094,13,2,8,39,6,0.7,2,1,0,263.24,9.99,1,0,1
CUST_09049,SESS_009049,Prime Student,690,15,1630.24,108.68,359,45,Mobile,Edge,Social,Asia,0,22,0,0,1994,17,2,13,23,7,0.98,3,1,0,29.96,4.99,1,0,1
CUST_09050,SESS_009050,Standard,1450,12,1723.09,143.59,295,77,Mobile,App,Organic Search,Asia,4,9,0,1,986,14,1,7,20,7,0.61,1,0,2,276.68,4.99,0,0,0
CUST_09051,SESS_009051,Prime,577,2,277.96,138.98,351,75,Desktop,Chrome,Direct,North America,0,18,0,0,619,12,1,3,13,5,0.55,1,1,0,0.0,0.0,0,1,0
CUST_09052,SESS_009052,Standard,610,1,46.44,46.44,30,53,Mobile,Chrome,Email,Oceania,1,2,0,0,2422,27,2,11,31,4,0.48,0,0,0,0.0,0.0,0,0,0
CUST_09053,SESS_009053,Guest,535,7,955.15,136.45,69,82,Mobile,App,Direct,North America,1,12,0,0,208,7,2,4,4,5,0.7,0,0,0,0.0,0.0,0,0,0
CUST_09054,SESS_009054,Standard,1356,9,369.04,41.0,185,23,Mobile,Safari,Social,North America,1,13,0,0,581,11,1,8,30,1,0.38,0,0,0,0.0,0.0,0,0,0
CUST_09055,SESS_009055,Standard,760,30,906.05,30.2,266,40,Mobile,Chrome,Email,South America,4,15,0,0,403,11,3,5,19,8,0.93,3,0,0,213.47,9.99,1,0,1
CUST_09056,SESS_009056,Prime Student,1700,3,74.55,24.85,144,-1,Mobile,Safari,Social,Europe,4,0,0,0,200,11,1,4,4,1,0.32,1,0,0,112.54,4.99,0,0,0
CUST_09057,SESS_009057,Prime,895,0,0.0,0.0,-1,-1,Desktop,Chrome,Paid Ad,Europe,4,11,0,0,113,2,1,1,1,1,0.52,0,0,0,0.0,0.0,0,0,1
CUST_09058,SESS_009058,Guest,1463,2,100.76,50.38,186,24,Mobile,Safari,Organic Search,Asia,5,20,1,0,2810,27,2,20,30,12,0.41,0,0,0,0.0,0.0,0,0,0
CUST_09059,SESS_009059,Guest,1629,14,575.21,41.09,80,32,Mobile,Edge,Direct,North America,6,14,1,0,1112,10,3,5,17,3,0.22,1,0,0,140.97,4.99,0,0,0
CUST_09060,SESS_009060,Guest,970,2,102.13,51.06,210,79,Desktop,Safari,Social,Europe,3,19,0,0,1500,22,1,15,38,15,0.22,0,0,0,0.0,0.0,0,0,0
CUST_09061,SESS_009061,Prime,123,4,424.89,106.22,292,3,Desktop,App,Social,North America,0,22,0,0,1511,24,1,18,29,10,0.85,0,0,0,0.0,0.0,0,0,1
CUST_09062,SESS_009062,Prime,1325,1,40.4,40.4,296,9,Tablet,Chrome,Direct,Europe,3,8,0,1,1918,17,2,10,13,7,0.9,0,0,0,0.0,0.0,0,0,0
CUST_09063,SESS_009063,Prime,667,11,1121.21,101.93,71,43,Mobile,Safari,Organic Search,Europe,5,15,1,0,1123,16,1,12,28,14,0.64,1,0,0,160.59,4.99,0,0,0
CUST_09064,SESS_009064,Standard,348,2,45.35,22.68,48,61,Mobile,Chrome,Organic Search,Europe,4,14,0,0,219,5,1,2,4,3,0.13,1,0,0,22.61,0.0,0,0,0
CUST_09065,SESS_009065,Standard,248,7,498.82,71.26,259,14,Mobile,Chrome,Organic Search,North America,4,2,0,0,113,6,2,3,12,2,0.37,0,0,0,0.0,0.0,0,0,0
CUST_09066,SESS_009066,Standard,1294,28,3326.03,118.79,150,77,Mobile,Chrome,Organic Search,Europe,6,7,1,1,1539,20,2,9,27,3,0.26,4,0,0,146.01,0.0,0,1,0
CUST_09067,SESS_009067,Guest,1452,0,0.0,0.0,-1,-1,Mobile,Safari,Organic Search,North America,1,21,0,0,532,18,1,13,38,7,0.41,4,0,0,63.39,0.0,0,0,1
CUST_09068,SESS_009068,Standard,1593,45,2891.0,64.24,337,85,Desktop,App,Direct,Europe,4,1,0,0,2493,25,1,13,50,15,0.6,0,0,0,0.0,0.0,0,0,0
CUST_09069,SESS_009069,Guest,706,3,100.9,33.63,269,2,Mobile,Safari,Organic Search,South America,6,20,1,0,975,13,1,6,9,10,0.32,0,0,0,0.0,0.0,0,0,0
CUST_09070,SESS_009070,Guest,712,19,2056.72,108.25,327,49,Mobile,Chrome,Paid Ad,North America,1,9,0,0,444,5,3,1,4,0,0.2,0,0,1,0.0,0.0,0,0,0
CUST_09071,SESS_009071,Prime,1607,20,1315.82,65.79,320,50,Mobile,Edge,Direct,Europe,4,18,0,0,241,3,1,1,1,0,0.49,4,1,0,180.63,4.99,0,0,0
CUST_09072,SESS_009072,Prime,1006,3,129.61,43.2,190,33,Mobile,Edge,Organic Search,South America,0,9,0,0,439,7,2,5,24,3,0.4,1,0,0,150.5,4.99,0,0,0
CUST_09073,SESS_009073,Standard,246,18,391.42,21.75,334,24,Mobile,Chrome,Paid Ad,Asia,0,1,0,0,1385,13,2,9,24,13,0.58,0,0,0,0.0,0.0,1,0,1
CUST_09074,SESS_009074,Standard,480,6,593.69,98.95,43,76,Mobile,Chrome,Social,North America,1,2,0,0,212,4,1,1,2,0,0.2,0,0,0,0.0,0.0,0,0,0
CUST_09075,SESS_009075,Standard,97,0,0.0,0.0,-1,-1,Desktop,Chrome,Email,South America,6,16,1,0,523,13,1,6,11,9,0.3,0,0,0,0.0,0.0,0,0,1
CUST_09076,SESS_009076,Prime,328,2,224.98,112.49,116,76,Mobile,Safari,Organic Search,Asia,6,17,1,0,1900,26,4,13,35,12,0.55,4,0,0,141.69,4.99,0,0,0
CUST_09077,SESS_009077,Prime,1616,17,1468.25,86.37,161,11,Mobile,Safari,Social,North America,2,17,0,0,1709,19,2,9,16,8,0.18,1,0,0,156.49,0.0,0,1,0
CUST_09078,SESS_009078,Prime,1448,6,435.53,72.59,257,35,Mobile,App,Organic Search,Asia,1,18,0,0,142,2,1,1,2,0,0.22,0,0,0,0.0,0.0,1,0,0
CUST_09079,SESS_009079,Prime,1600,19,2562.99,134.89,176,60,Mobile,Edge,Direct,Europe,6,13,1,0,755,8,1,3,5,1,0.29,0,0,2,0.0,0.0,0,0,0
CUST_09080,SESS_009080,Guest,1447,1,91.53,91.53,109,10,Desktop,Safari,Organic Search,Oceania,6,23,1,0,2283,24,1,10,42,9,0.24,2,0,0,37.77,4.99,1,0,1
CUST_09081,SESS_009081,Standard,1028,36,4467.93,124.11,359,20,Desktop,Chrome,Direct,Europe,2,7,0,0,874,8,3,5,15,3,0.77,3,2,2,122.99,0.0,0,0,0
CUST_09082,SESS_009082,Standard,458,8,1066.38,133.3,295,32,Desktop,App,Email,Europe,3,9,0,0,392,16,3,11,50,14,0.85,0,0,0,0.0,0.0,1,0,1
CUST_09083,SESS_009083,Standard,795,11,963.14,87.56,79,80,Mobile,Edge,Social,North America,6,23,1,0,803,23,1,6,20,2,0.67,0,0,0,0.0,0.0,0,0,0
CUST_09084,SESS_009084,Prime,592,6,379.73,63.29,190,45,Desktop,Safari,Organic Search,North America,5,5,1,0,475,13,1,9,37,12,0.32,1,0,0,242.18,0.0,0,0,0
CUST_09085,SESS_009085,Standard,497,2,81.68,40.84,261,28,Tablet,Safari,Paid Ad,Asia,3,11,0,0,853,25,2,14,23,13,0.13,2,0,0,108.33,0.0,0,0,1
CUST_09086,SESS_009086,Guest,86,11,575.26,52.3,1,54,Mobile,Edge,Organic Search,North America,4,9,0,1,2178,20,2,11,50,5,0.9,2,2,0,0.0,0.0,1,0,0
CUST_09087,SESS_009087,Standard,401,4,142.23,35.56,166,16,Desktop,Safari,Direct,North America,3,16,0,0,2119,28,1,13,31,15,0.54,1,1,0,0.0,0.0,0,0,0
CUST_09088,SESS_009088,Prime Student,1316,2,236.25,118.12,197,84,Desktop,App,Email,Asia,4,8,0,0,2680,27,1,13,25,13,0.58,0,0,0,0.0,0.0,0,0,0
CUST_09089,SESS_009089,Guest,1304,18,1099.39,61.08,236,64,Mobile,Chrome,Paid Ad,North America,6,9,1,0,403,18,4,8,34,14,0.26,0,0,0,0.0,0.0,0,0,0
CUST_09090,SESS_009090,Standard,196,11,1480.16,134.56,27,16,Desktop,Chrome,Paid Ad,Europe,3,11,0,0,380,6,1,2,3,0,0.91,0,0,1,0.0,0.0,0,0,0
CUST_09091,SESS_009091,Standard,763,2,224.81,112.4,216,67,Desktop,Edge,Paid Ad,Europe,3,22,0,0,482,5,1,3,14,0,0.68,0,0,1,0.0,0.0,0,0,0
CUST_09092,SESS_009092,Guest,1106,5,532.45,106.49,237,15,Mobile,Safari,Organic Search,Europe,5,3,1,0,46,3,1,1,1,0,0.75,1,1,0,0.0,0.0,1,0,0
CUST_09093,SESS_009093,Standard,26,25,1347.45,53.9,228,75,Mobile,App,Paid Ad,South America,4,5,0,0,1349,27,1,11,17,6,0.19,1,0,0,196.68,4.99,0,0,0
CUST_09094,SESS_009094,Prime,1717,13,332.17,25.55,125,89,Mobile,Safari,Social,North America,3,18,0,0,441,6,3,4,6,6,0.34,1,0,0,194.83,9.99,1,0,1
CUST_09095,SESS_009095,Standard,134,1,102.6,102.6,263,75,Mobile,Chrome,Email,North America,0,10,0,0,1419,12,2,5,19,4,0.17,0,0,0,0.0,0.0,0,0,0
CUST_09096,SESS_009096,Prime,1113,11,240.46,21.86,288,83,Desktop,Chrome,Social,South America,3,7,0,1,668,22,1,8,29,1,0.71,0,0,0,0.0,0.0,0,0,0
CUST_09097,SESS_009097,Guest,205,3,189.21,63.07,175,18,Mobile,Safari,Organic Search,Europe,0,3,0,0,1199,10,1,4,15,4,0.87,2,0,0,226.14,4.99,0,1,0
CUST_09098,SESS_009098,Guest,1050,1,145.24,145.24,94,64,Desktop,Edge,Organic Search,Asia,5,11,1,0,1429,22,3,17,40,15,0.24,1,0,1,191.87,0.0,0,0,0
CUST_09099,SESS_009099,Prime,1401,3,272.14,90.71,268,14,Tablet,Chrome,Social,Europe,1,12,0,0,1951,27,1,8,27,2,0.44,0,0,0,0.0,0.0,0,0,0
CUST_09100,SESS_009100,Standard,1594,12,1217.13,101.43,118,2,Mobile,App,Organic Search,Europe,2,18,0,0,1157,14,2,4,16,2,0.92,1,0,3,81.77,4.99,1,1,0
CUST_09101,SESS_009101,Standard,1607,0,0.0,0.0,-1,-1,Desktop,Edge,Organic Search,North America,3,8,0,0,901,25,2,17,25,15,0.66,1,1,3,0.0,0.0,0,0,0
CUST_09102,SESS_009102,Prime,1438,3,80.24,26.75,149,41,Mobile,Chrome,Organic Search,Asia,5,0,1,0,270,14,2,4,12,4,0.62,1,0,0,102.58,0.0,0,0,0
CUST_09103,SESS_009103,Standard,1250,1,81.7,81.7,204,7,Desktop,Safari,Social,North America,5,12,1,0,2118,22,2,10,17,7,0.41,0,0,3,0.0,0.0,0,0,0
CUST_09104,SESS_009104,Prime,602,10,1110.92,111.09,226,22,Mobile,Safari,Direct,Asia,5,14,1,0,1065,28,1,11,30,14,0.63,0,0,0,0.0,0.0,0,0,0
CUST_09105,SESS_009105,Guest,1091,3,332.85,110.95,191,4,Mobile,Chrome,Organic Search,North America,4,9,0,0,1283,23,1,11,44,14,0.11,1,0,0,277.06,4.99,0,0,0
CUST_09106,SESS_009106,Guest,361,24,3178.48,132.44,21,2,Desktop,Safari,Direct,North America,5,7,1,0,1847,18,1,6,23,10,0.34,0,0,2,0.0,0.0,0,0,0
CUST_09107,SESS_009107,Guest,1283,4,428.23,107.06,68,79,Mobile,Chrome,Email,North America,1,15,0,0,88,3,2,1,3,1,0.53,0,0,0,0.0,0.0,0,1,0
CUST_09108,SESS_009108,Prime,657,53,1079.15,20.36,303,46,Mobile,Chrome,Social,North America,6,16,1,0,1494,26,2,14,50,15,0.61,1,0,3,88.85,4.99,0,0,1
CUST_09109,SESS_009109,Guest,1086,4,465.14,116.28,218,7,Mobile,Safari,Organic Search,Europe,2,5,0,0,1668,19,2,12,36,15,0.71,0,0,0,0.0,0.0,0,0,0
CUST_09110,SESS_009110,Prime,971,1,146.46,146.46,148,50,Desktop,Chrome,Social,Asia,2,20,0,0,380,12,2,6,18,4,0.28,3,2,0,156.33,0.0,0,1,0
CUST_09111,SESS_009111,Prime,1715,1,24.22,24.22,125,49,Mobile,Safari,Direct,North America,5,12,1,0,1498,20,1,10,12,14,0.71,2,0,0,41.5,0.0,0,0,0
CUST_09112,SESS_009112,Standard,979,34,1250.98,36.79,13,78,Mobile,Safari,Organic Search,Europe,5,19,1,0,1521,19,1,6,21,6,0.78,1,0,0,169.89,0.0,0,0,0
CUST_09113,SESS_009113,Standard,1646,2,119.07,59.54,119,44,Mobile,Safari,Direct,North America,1,23,0,0,258,15,2,8,35,5,0.61,1,0,0,122.33,9.99,0,1,0
CUST_09114,SESS_009114,Standard,1726,17,2057.74,121.04,114,52,Mobile,Chrome,Organic Search,North America,1,22,0,0,459,16,1,8,24,11,0.59,0,0,1,0.0,0.0,0,0,0
CUST_09115,SESS_009115,Standard,940,4,346.49,86.62,114,23,Desktop,Safari,Email,Europe,5,11,1,0,187,5,1,2,4,0,0.12,1,0,1,136.37,4.99,0,0,1
CUST_09116,SESS_009116,Standard,907,21,2361.49,112.45,270,58,Mobile,Chrome,Paid Ad,North America,3,22,0,0,241,5,3,2,9,0,0.75,2,0,0,220.68,9.99,0,0,0
CUST_09117,SESS_009117,Standard,1415,6,154.81,25.8,261,60,Desktop,Safari,Organic Search,Europe,1,10,0,0,2111,18,3,9,34,11,0.7,4,0,1,51.6,4.99,1,0,1
CUST_09118,SESS_009118,Prime Student,245,3,190.46,63.49,170,15,Mobile,Edge,Direct,North America,4,10,0,0,1965,19,1,14,20,15,0.66,0,0,1,0.0,0.0,0,0,0
CUST_09119,SESS_009119,Prime,277,17,787.5,46.32,100,51,Mobile,Safari,Paid Ad,Asia,5,18,1,0,410,13,2,8,25,2,0.39,3,1,0,235.7,9.99,1,0,1
CUST_09120,SESS_009120,Prime,346,17,2136.88,125.7,91,0,Desktop,Safari,Paid Ad,North America,2,9,0,0,128,3,1,2,2,2,0.29,0,0,0,0.0,0.0,0,0,0
CUST_09121,SESS_009121,Prime,371,8,320.12,40.02,187,46,Desktop,Chrome,Email,North America,0,0,0,0,756,8,3,5,19,0,0.96,1,0,0,237.79,0.0,0,0,0
CUST_09122,SESS_009122,Standard,808,6,462.71,77.12,266,62,Tablet,App,Organic Search,North America,4,16,0,0,575,5,3,3,5,2,0.51,0,0,0,0.0,0.0,0,0,0
CUST_09123,SESS_009123,Standard,848,19,435.62,22.93,165,86,Desktop,Chrome,Organic Search,North America,1,22,0,0,1833,28,1,9,9,6,0.87,1,0,0,133.8,9.99,0,1,0
CUST_09124,SESS_009124,Prime,122,5,476.21,95.24,105,80,Tablet,Chrome,Paid Ad,North America,1,23,0,0,2675,26,2,9,30,0,0.59,1,0,0,188.64,4.99,0,0,1
CUST_09125,SESS_009125,Standard,1080,4,94.42,23.6,364,67,Mobile,Edge,Social,Europe,2,22,0,0,989,22,2,9,27,10,0.19,0,0,1,0.0,0.0,1,0,0
CUST_09126,SESS_009126,Prime Student,159,8,1086.48,135.81,97,42,Mobile,App,Email,Asia,3,11,0,0,735,16,1,11,27,4,0.4,0,0,0,0.0,0.0,0,0,0
CUST_09127,SESS_009127,Standard,1150,4,151.83,37.96,284,49,Mobile,Chrome,Email,North America,6,3,1,0,2292,24,2,11,22,15,0.49,1,0,0,147.5,0.0,0,1,1
CUST_09128,SESS_009128,Standard,736,2,71.96,35.98,219,44,Desktop,Safari,Organic Search,South America,3,21,0,0,259,11,2,7,34,10,0.39,2,0,0,286.62,0.0,0,0,0
CUST_09129,SESS_009129,Prime,1630,2,40.8,20.4,320,81,Mobile,Chrome,Organic Search,North America,0,20,0,0,584,20,1,8,17,13,0.57,0,0,1,0.0,0.0,0,0,0
CUST_09130,SESS_009130,Prime Student,1334,9,206.21,22.91,167,18,Desktop,App,Email,North America,2,12,0,0,184,4,1,3,6,3,0.95,1,0,0,271.19,4.99,0,1,0
CUST_09131,SESS_009131,Guest,517,2,76.98,38.49,251,78,Desktop,Safari,Organic Search,North America,2,6,0,0,1450,17,1,10,49,15,0.84,2,0,0,224.62,9.99,1,0,1
CUST_09132,SESS_009132,Prime,934,12,653.09,54.42,185,73,Desktop,App,Organic Search,Asia,2,11,0,0,918,9,1,5,13,8,0.49,1,0,0,146.04,0.0,0,1,0
CUST_09133,SESS_009133,Standard,1288,9,914.86,101.65,174,47,Mobile,Safari,Direct,South America,3,8,0,0,715,8,4,5,7,8,0.77,1,0,0,112.93,4.99,0,0,0
CUST_09134,SESS_009134,Guest,745,5,721.77,144.35,79,65,Desktop,Edge,Paid Ad,North America,1,8,0,0,215,2,2,1,4,1,0.81,0,0,0,0.0,0.0,0,0,0
CUST_09135,SESS_009135,Prime,287,5,575.56,115.11,78,42,Desktop,Safari,Social,North America,2,10,0,0,350,9,2,6,22,5,0.88,0,0,1,0.0,0.0,0,1,1
CUST_09136,SESS_009136,Standard,419,21,2314.14,110.2,201,61,Mobile,Safari,Email,North America,6,13,1,1,1159,20,3,12,28,15,0.79,1,1,0,0.0,0.0,1,0,0
CUST_09137,SESS_009137,Standard,1551,0,0.0,0.0,-1,-1,Mobile,Safari,Social,North America,0,13,0,0,3122,27,1,9,18,14,0.57,1,0,0,188.68,4.99,0,0,0
CUST_09138,SESS_009138,Standard,139,2,257.24,128.62,42,31,Mobile,Edge,Direct,North America,6,7,1,0,1234,20,2,11,34,15,0.97,0,0,0,0.0,0.0,0,0,0
CUST_09139,SESS_009139,Standard,706,10,220.32,22.03,66,88,Mobile,App,Social,Asia,2,19,0,0,230,10,2,5,19,0,0.34,1,2,0,0.0,0.0,0,0,0
CUST_09140,SESS_009140,Standard,697,5,301.17,60.23,273,53,Desktop,Edge,Direct,Europe,2,7,0,0,374,16,1,9,44,3,0.3,3,0,0,144.19,4.99,0,0,0
CUST_09141,SESS_009141,Standard,986,22,2556.68,116.21,41,25,Mobile,App,Paid Ad,South America,4,9,0,0,1480,16,3,11,46,2,0.69,0,0,0,0.0,0.0,0,0,0
