AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,year,at_phase,ap_phase,ah_phase,afdp_phase,gtep_phase,in_pocket,target_real,target
26.38,1012.8,70.81,4.0351,25.269,1089.9,550.15,133.15,11.992,2013,2.22406,0.0956659,-1.28333,0.309921,0.192738,0,0,0
25.825,1012.4,73.035,4.0231,25.125,1089.1,550.15,132.85,11.978,2013,2.13953,-0.0818856,-1.00857,0.285101,0.00435338,1,0,0
24.449,1012.6,76.172,3.9619,25.449,1090.4,549.91,134,12.138,2013,1.77569,-0.0331796,-0.605818,0.0388783,0.437332,0,0,0
23.675,1012.5,78,3.9482,25.471,1091.1,549.45,134.64,12.171,2013,1.57881,-0.0361298,-0.37256,0.0105367,0.461687,0,0,0
23.787,1011.5,75.147,3.9506,25.385,1090.3,549.58,133.82,12.189,2013,1.59703,-0.50137,-0.729899,0.036346,0.387445,0,0,0
24.937,1010.9,64.866,4.0225,25.74,1091.6,549.73,134.14,12.111,2013,1.88076,-0.76579,-1.8811,0.272267,0.7182,1,0,1
25.884,1010.4,66.129,3.9942,25.395,1089.7,549.91,132.78,12.104,2013,2.10808,-0.993374,-1.80239,0.169373,0.32406,1,0,1
25.721,1010.5,71.204,3.9994,25.401,1089.9,549.92,133.32,12.055,2013,2.10419,-0.979838,-1.22835,0.181875,0.353046,0,0,0
23.745,1010.4,73.749,3.9284,25.328,1089.5,549.95,133.76,12.091,2013,1.58992,-1.04556,-0.946573,-0.0341972,0.234387,0,0,0
22.191,1010.3,77.982,3.8915,25.106,1088.6,549.89,133.45,12.046,2013,1.19955,-1.03334,-0.375794,-0.163013,-0.00590242,0,0,0
20.784,1010.5,83.119,3.8984,25.106,1088.7,549.89,133.94,12.085,2013,0.785233,-0.97582,0.427462,-0.129066,0.0281821,0,0,0
19.653,1010.3,88.248,3.8407,24.766,1087.5,549.8,133.42,11.993,2013,0.510651,-0.982972,1.34742,-0.338075,-0.377143,0,0,0
18.867,1010.2,90.065,3.8279,24.67,1086.9,549.87,133.01,11.971,2013,0.32537,-1.05918,1.68153,-0.338968,-0.41558,0,0,0
18.354,1010,91.055,3.8579,24.817,1087.7,550.01,133.63,12.046,2013,0.153148,-1.12924,1.87175,-0.242128,-0.261557,0,0,0
18.314,1009.6,90.012,3.8343,24.792,1087.4,550.01,133.46,11.905,2013,0.135385,-1.26066,1.70825,-0.34687,-0.321109,0,0,0
17.915,1009.3,90.624,3.3949,21.72,1069.7,550.05,120.31,11.145,2013,0.0334015,-1.39388,1.77728,-1.44604,-1.88792,0,0,0
17.532,1009,92.739,3.5534,22.661,1075.4,549.92,124.65,11.474,2013,-0.099641,-1.47595,2.19409,-1.11415,-1.67569,0,0,0
17.331,1009,93.253,3.4223,21.788,1070.3,549.98,120.94,11.128,2013,-0.0887664,-1.48655,2.26382,-1.40974,-1.8712,0,0,0
17.678,1009,93.404,3.2296,20.44,1061.6,549.97,114.11,10.64,2013,-0.0266188,-1.48667,2.31467,-1.86169,-2.15004,0,1,1
18.756,1009,96.095,3.0141,18.799,1050.8,549.92,105.58,10.178,2013,0.227556,-1.50546,2.67992,-2.41267,-3.04797,0,1,1
20.673,1009.2,92.132,2.9995,18.56,1049.1,550.03,104.02,10.081,2013,0.739071,-1.39084,2.07911,-2.39541,-3.03412,0,1,1
22.01,1009.5,87.221,4.0284,25.412,1090.1,550.14,134.11,12.062,2013,1.14374,-1.32072,1.18585,0.30066,0.3889,0,0,0
23.017,1009.6,82.27,4.0395,25.431,1090.4,549.94,133.9,12.173,2013,1.37766,-1.28143,0.290619,0.332242,0.406786,0,0,0
24.237,1009.7,76.215,4.0174,25.434,1090.5,549.98,133.69,12.142,2013,1.7066,-1.25209,-0.60109,0.257146,0.423775,0,0,0
25.004,1009.4,69.98,4.0543,25.634,1091,549.96,133.73,12.094,2013,1.91714,-1.38291,-1.35817,0.434358,0.63063,0,0,0
25.521,1009,66.57,4.0934,25.62,1091.5,549.97,133.59,12.219,2013,2.05483,-1.49478,-1.74045,0.52454,0.62529,1,0,1
24.971,1008.7,67.34,4.0699,25.604,1091.3,550.13,133.79,12.18,2013,1.89901,-1.60396,-1.66331,0.425666,0.594381,0,0,0
24.962,1008.4,65.867,4.0788,25.736,1091.6,550.02,133.81,12.185,2013,1.8945,-1.68274,-1.79856,0.469584,0.761442,0,0,0
25.806,1008,62.333,4.0926,25.867,1092.3,550.05,134.26,12.168,2013,2.11664,-1.85006,-2.0923,0.522489,0.912334,0,0,0
25.951,1007.7,60.724,4.1165,25.943,1092.8,549.9,134.52,12.132,2013,2.18022,-1.90941,-2.27126,0.602115,0.932368,0,0,0
25.962,1007.8,59.582,4.0605,25.613,1091.6,549.9,133.61,12.084,2013,2.16897,-1.87529,-2.31476,0.429575,0.614742,0,0,0
24.812,1008.4,66.115,4.0361,25.504,1090.8,549.65,133.73,12.036,2013,1.89139,-1.70275,-1.80032,0.3144,0.530128,0,0,0
23.176,1008.8,74.702,3.9562,25.241,1089.6,550.08,133.58,11.981,2013,1.41385,-1.60003,-0.772619,0.0608112,0.15287,0,0,0
21.743,1008.7,82.242,3.9414,25.066,1089.2,549.99,133.64,12.063,2013,1.05489,-1.6068,0.278539,-0.00868309,-0.0216882,0,0,0
20.893,1009.2,87.965,3.4828,22.047,1072,549.87,121.1,11.189,2013,0.833028,-1.43736,1.31691,-1.29655,-1.83811,0,0,0
20.162,1009.4,91.169,3.7855,24.07,1083.5,550.1,129.89,11.802,2013,0.643231,-1.34948,1.91069,-0.512642,-0.949726,0,0,0
19.547,1009.6,92.896,3.835,24.553,1086.2,549.96,132.07,11.96,2013,0.479526,-1.28105,2.21338,-0.33233,-0.522862,0,0,0
19.327,1009.6,93.804,3.8716,24.669,1087.4,549.96,133.1,11.935,2013,0.422143,-1.28109,2.38503,-0.213039,-0.437585,0,0,0
18.813,1009.5,94.422,3.8103,24.044,1083.6,549.8,130.48,11.816,2013,0.265041,-1.33495,2.41882,-0.431859,-0.980872,0,0,0
18.31,1009.4,95.731,3.1136,19.268,1055.1,550.13,109.3,10.434,2013,0.140054,-1.32954,2.6541,-2.17845,-2.82985,0,1,1
17.872,1009.3,96.423,3.1213,19.31,1055.3,550.11,109.6,10.423,2013,0.0219398,-1.39718,2.69077,-2.13727,-2.77348,0,1,1
17.685,1009.7,98.851,3.1363,19.278,1052.6,548.54,108.98,10.434,2013,-0.043947,-1.25072,2.94505,-2.13201,-2.80288,0,1,1
18.654,1010.1,99.937,3.121,19.248,1054.2,549.95,108.3,10.357,2013,0.197593,-1.13823,3.06384,-2.12051,-2.83462,0,1,1
20.528,1010.6,96.055,3.0011,18.606,1049.8,549.96,104.16,10.169,2013,0.732436,-0.888122,2.66067,-2.375,-3.03252,0,1,1
22.466,1011,82,3.8245,24.193,1082.8,549.84,128.04,11.788,2013,1.25149,-0.736809,0.226585,-0.379998,-0.835116,0,0,0
24.069,1011.5,72.415,4.0249,25.459,1090.2,550.43,132.94,12.023,2013,1.65789,-0.542568,-1.06921,0.279916,0.458902,0,0,0
25.194,1011.8,66.432,4.0324,25.507,1090.7,550.02,132.97,12.017,2013,1.95373,-0.371887,-1.71932,0.325642,0.514486,0,0,0
26.236,1011.7,63.045,4.0625,25.557,1091.2,550.29,133.15,12.06,2013,2.21583,-0.441228,-2.04105,0.437605,0.562826,1,0,1
26.659,1011.4,63.324,4.0681,25.549,1091.3,550.4,133.25,12.075,2013,2.34772,-0.609973,-2.07055,0.433007,0.545473,1,0,1
26.838,1011.2,64.541,4.0136,25.225,1089.4,550.46,131.82,12.125,2013,2.35887,-0.664198,-1.92595,0.228519,0.14503,1,0,0
27.113,1010.9,61.463,4.0672,25.393,1090.6,550.2,132.36,12.055,2013,2.40108,-0.796135,-2.18668,0.378817,0.379873,1,0,1
27.023,1010.8,61.267,4.0755,25.508,1091.4,550.31,133.12,12.119,2013,2.36492,-0.837647,-2.22099,0.455878,0.497066,0,0,0
26.088,1010.6,62.899,3.8867,24.22,1083.8,550.01,127.51,11.743,2013,2.19834,-0.953905,-2.05516,-0.179827,-0.805634,0,0,0
25.408,1010.6,65.677,3.2674,20.116,1059.1,550.05,109.91,10.531,2013,1.9843,-0.9056,-1.81861,-1.82366,-2.31469,0,1,1
24.655,1011.1,67.758,3.2115,20.001,1058.1,550.01,109.52,10.511,2013,1.84469,-0.689615,-1.57845,-1.90702,-2.34727,0,1,1
23.874,1011.4,70.995,3.4361,21.969,1069.5,550.1,118.42,11.033,2013,1.62088,-0.586402,-1.25606,-1.37523,-1.8766,0,1,1
22.846,1011.9,75.586,3.9178,25.369,1090,549.69,133.83,12.088,2013,1.32955,-0.323501,-0.687118,-0.0794514,0.357697,0,0,0
21.754,1012.1,81.329,3.4511,22.097,1071.3,549.94,120.2,11.261,2013,1.09288,-0.251374,0.163023,-1.35602,-1.81249,0,0,0
20.705,1012,86.452,3.7523,24.134,1083.3,550.08,129.39,11.791,2013,0.777003,-0.296807,1.03557,-0.565132,-0.923394,0,0,0
20.035,1012.1,89.639,3.8476,24.768,1087.1,550,132.54,11.876,2013,0.625675,-0.198555,1.63793,-0.291268,-0.281326,0,0,0
19.111,1012.1,91.837,3.7509,23.998,1082.8,549.91,129.52,11.743,2013,0.321073,-0.236721,2.01166,-0.580505,-1.035,0,0,0
18.273,1012.1,93.364,3.7041,23.663,1080,549.6,128.38,11.599,2013,0.124694,-0.272574,2.26343,-0.754654,-1.30512,0,0,0
17.734,1012,94.972,3.1088,19.332,1055.2,550.1,109.47,10.408,2013,-0.0214178,-0.320782,2.54619,-2.23514,-2.74565,0,1,1
17.171,1012.1,95.599,3.1107,19.353,1055.1,550.11,109.7,10.455,2013,-0.187113,-0.186564,2.63261,-2.16864,-2.7711,0,1,1
16.81,1012.1,96.161,3.078,19.141,1054.1,550.06,109.03,10.443,2013,-0.276648,-0.259407,2.67431,-2.23378,-2.88746,0,1,1
16.623,1012.2,97.208,3.1107,19.225,1054.6,550.08,109.3,10.461,2013,-0.322745,-0.185182,2.80579,-2.16197,-2.85088,0,1,1
17.587,1012.1,98.966,3.1176,19.375,1054.5,549.89,108.7,10.352,2013,-0.0590547,-0.205142,2.9587,-2.1505,-2.76209,0,1,1
22.209,1012.3,86.316,3.9447,25.074,1087.2,549.43,132.26,11.931,2013,1.16629,-0.113561,0.999726,0.027471,-0.010785,0,0,0
23.985,1012.3,80.629,4.0215,25.51,1091.1,549.93,134.12,12.052,2013,1.65481,-0.132672,0.019492,0.267509,0.502675,0,0,0
25.994,1012.5,68.028,4.0013,25.636,1091.7,549.87,134.33,12.091,2013,2.17621,-0.0247981,-1.58253,0.206699,0.643822,0,0,0
26.489,1012.3,61.112,4.0045,25.46,1090.7,550.02,133.15,12.085,2013,2.26575,-0.156327,-2.2263,0.232301,0.467625,0,0,0
26.921,1011.9,56.987,4.0074,25.376,1090.3,549.62,132.64,12.178,2013,2.39115,-0.35238,-2.48175,0.233549,0.31817,1,0,1
27.263,1011.5,55.069,4.076,25.871,1092.9,549.81,134.45,12.285,2013,2.45367,-0.557063,-2.58751,0.465877,0.889056,1,0,1
27.919,1011.1,46.135,4.0984,25.984,1093.2,549.96,134.24,12.187,2013,2.56178,-0.6703,-2.99949,0.541709,0.98015,1,0,1
29.188,1010.6,35.853,4.1941,26.095,1093.8,550.17,134.23,12.322,2013,2.77839,-0.934517,-3.10677,0.937627,1.07291,1,1,1
29.835,1009.9,32.792,4.1837,26.154,1093.9,550.33,134.05,12.315,2013,2.88659,-1.21954,-3.13398,0.899952,1.10001,1,1,1
29.782,1009.4,34.641,4.1372,26.081,1093.2,550.13,133.77,12.162,2013,2.88281,-1.35362,-3.11792,0.692842,1.05719,0,1,1
28.906,1009.1,41.773,4.1117,26.129,1093.5,550.39,134.38,12.141,2013,2.73815,-1.47271,-3.04594,0.604103,1.08202,1,1,1
26.876,1009,54.735,4.0005,25.74,1091.2,549.86,133.7,12.064,2013,2.40112,-1.51453,-2.64101,0.197685,0.735402,0,1,1
24.996,1009.1,60.979,3.9326,25.475,1090,549.92,133.72,12.039,2013,1.95623,-1.44266,-2.19092,0.014615,0.4947,0,1,1
23.297,1009.3,62.577,3.6712,23.787,1080.8,550.07,127.15,11.659,2013,1.49672,-1.39824,-2.12473,-0.819877,-1.20341,0,1,1
21.827,1009.3,64.572,3.8269,25.094,1088.3,549.99,133.45,12.022,2013,1.09825,-1.38313,-1.92833,-0.356825,-0.00725704,0,1,1
20.485,1009.6,70.277,3.8266,24.964,1087.6,549.98,133.36,11.943,2013,0.7085,-1.31176,-1.36751,-0.352102,-0.150229,0,1,1
19.67,1009.8,76.099,3.8313,24.988,1088,550.2,133.65,12.034,2013,0.466615,-1.26601,-0.626116,-0.381015,-0.136672,0,1,1
19.176,1009.8,79.708,3.0865,19.696,1056.6,549.91,110.25,10.508,2013,0.33437,-1.2439,-0.124067,-2.20961,-2.54681,0,1,1
19.023,1009.3,79.755,3.0625,19.638,1056,550.05,109.86,10.443,2013,0.323562,-1.38501,-0.121751,-2.24587,-2.60947,0,1,1
19.471,1008.9,76.844,3.0606,19.67,1055.9,549.9,109.65,10.48,2013,0.432491,-1.55879,-0.484763,-2.29899,-2.57551,0,1,1
19.2,1008.4,79.226,3.084,19.641,1056,549.91,109.84,10.472,2013,0.361064,-1.69106,-0.19076,-2.22091,-2.59206,0,1,1
19.24,1008.1,82.748,3.0864,19.728,1056.4,549.99,110.09,10.456,2013,0.360133,-1.79771,0.388775,-2.19423,-2.56551,0,1,1
19.971,1008.1,85.921,3.4066,21.726,1067.8,550,118.27,11.031,2013,0.594548,-1.78159,0.93503,-1.44222,-1.91084,0,1,1
21.716,1007.9,86.566,3.9417,25.21,1088.4,549.91,132.87,11.917,2013,1.06463,-1.90211,1.07512,-0.00637904,0.106176,0,1,1
23.386,1007.6,89.019,4.0202,25.249,1089,550,132.73,11.944,2013,1.48282,-1.95219,1.50118,0.283813,0.171077,0,1,1
25.329,1007.5,83.614,4.0545,25.45,1090.1,549.93,133.43,12.058,2013,2.01283,-1.96434,0.570582,0.398107,0.467209,0,1,1
26.992,1007.5,73.09,4.0661,25.495,1090.1,549.93,133.26,12.078,2013,2.38216,-2.01537,-0.96624,0.410025,0.501742,0,1,1
26.953,1007.5,67.34,4.0569,25.596,1090.8,549.8,133.55,12.002,2013,2.36212,-1.96079,-1.65253,0.398122,0.593748,1,1,1
27.214,1007,58.25,4.0512,25.52,1090,549.7,132.46,12.025,2013,2.42386,-2.08473,-2.40068,0.407316,0.503795,0,1,1
28.358,1006.5,43.381,4.181,26.168,1093.4,549.61,133.87,12.194,2013,2.66703,-2.27224,-3.01916,0.875412,1.1013,0,1,1
29.906,1006.1,35.884,4.2099,26.324,1094.1,550.19,133.87,12.249,2013,2.86431,-2.37301,-3.11708,1.02171,1.19722,0,1,1
30.724,1005.6,30.899,4.2401,26.281,1093.8,550.14,133.71,12.298,2013,2.98206,-2.47409,-3.1394,1.12443,1.18909,0,1,1
31.06,1005,27.504,4.2391,26.519,1094.9,550.15,133.95,12.403,2013,3.02206,-2.61316,-3.1326,1.09004,1.29801,0,1,1
30.164,1004.5,31.204,4.1627,26.316,1093.7,550.24,133.67,12.214,2013,2.92168,-2.67405,-3.12354,0.834201,1.2004,1,1,1
28.069,1004.3,45.102,4.1205,25.96,1092.4,549.98,133.69,12.149,2013,2.57735,-2.72982,-2.99434,0.637301,0.936596,1,1,1
26.06,1004.2,51.171,4.0611,25.766,1091.6,549.86,134.16,12.06,2013,2.17968,-2.71772,-2.80997,0.3867,0.805511,0,1,1
24.186,1004,61.366,3.9999,25.522,1090.2,549.76,133.78,12.155,2013,1.66724,-2.72262,-2.17758,0.197068,0.524296,0,1,1
23.292,1004.1,68.132,4.0308,25.712,1091.3,549.66,134.8,12.19,2013,1.49139,-2.70291,-1.55519,0.282218,0.732668,0,1,1
22.768,1003.8,74.161,3.9731,25.425,1089.5,549.56,133.69,12.13,2013,1.29857,-2.78391,-0.84539,0.0863088,0.416303,0,1,1
22.521,1003.3,74.431,3.9701,25.335,1089.1,549.56,133.36,12.081,2013,1.27399,-2.8407,-0.814016,0.092643,0.285136,0,1,1
22.069,1002.7,76.987,3.9744,25.399,1089.7,549.85,134.16,12.132,2013,1.1331,-2.90106,-0.47396,0.118754,0.383828,0,1,1
21.628,1002.8,81.238,3.9819,25.396,1089.9,549.98,134.55,12.123,2013,1.05432,-2.84615,0.127089,0.163387,0.365705,0,1,1
21.407,1002.9,88.839,3.9581,25.174,1088.7,550.11,133.53,12.076,2013,0.962887,-2.87343,1.49061,0.0563021,0.103245,0,1,1
21.285,1003.7,91.732,3.9341,24.987,1088.2,549.92,133.13,12.046,2013,0.988174,-2.7595,1.97573,0.00205377,-0.14488,0,1,1
21.083,1005,94.184,3.4971,22.194,1071.1,549.75,120.54,11.178,2013,0.89506,-2.57716,2.41087,-1.28206,-1.79163,0,1,1
20.812,1004.6,96.491,3.9166,24.997,1088,549.91,133.48,11.984,2013,0.794897,-2.66873,2.68678,-0.0432119,-0.124812,0,1,1
20.737,1004.9,90.079,3.888,25.239,1089.8,549.87,134.82,11.984,2013,0.793217,-2.62955,1.68282,-0.114291,0.192661,0,1,1
21.115,1005.2,90.368,3.9873,25.369,1090,550.1,134.6,12.064,2013,0.857116,-2.55793,1.74216,0.161095,0.322747,0,1,1
21.598,1004.1,94.777,4.0238,25.391,1089.9,549.69,134.54,11.983,2013,1.01219,-2.73965,2.54358,0.266565,0.372373,0,1,1
22.993,1004.3,86.113,4.0086,25.318,1089.1,550.22,133.24,12.116,2013,1.40963,-2.71267,0.989589,0.208257,0.261583,0,1,1
24.318,1004.4,76.647,4.0615,25.715,1091.4,549.94,134.61,12.193,2013,1.71314,-2.69034,-0.553192,0.389237,0.71941,0,1,1
24.861,1004.7,73.883,4.1404,25.846,1092.4,550.09,135.23,12.267,2013,1.91011,-2.61673,-0.90723,0.724523,0.845328,0,1,1
25.105,1005.1,72.298,4.1372,25.684,1091.7,550.06,134.49,12.156,2013,1.94365,-2.55872,-1.08115,0.753577,0.657452,0,1,1
25.374,1004.7,71.609,4.1552,25.732,1091.9,550.07,134.56,12.127,2013,1.97562,-2.65953,-1.21076,0.792408,0.768261,0,1,1
25.893,1003.9,64.392,4.1484,25.996,1093,549.88,135.12,12.216,2013,2.15409,-2.74278,-1.91647,0.767927,0.98448,0,1,1
25.803,1004,66.539,4.1396,25.932,1092.6,549.98,134.97,12.241,2013,2.06287,-2.73598,-1.75786,0.724618,0.9474,0,1,1
25.446,1004.1,68.23,4.1564,25.99,1092.9,549.98,135.28,12.139,2013,2.0645,-2.71388,-1.57424,0.776639,0.965571,0,1,1
24.74,1004.3,72.909,4.1272,25.987,1092.4,550.02,135.26,12.154,2013,1.80246,-2.69042,-0.998397,0.698003,1.01179,0,1,1
24.522,1004.6,72.399,4.1003,25.868,1092.1,550.11,135.06,12.117,2013,1.8074,-2.66512,-1.0941,0.546633,0.908289,0,1,1
24.264,1004.9,74.833,4.1093,25.943,1092.9,549.73,135.91,12.126,2013,1.70801,-2.62834,-0.810808,0.584174,0.936316,0,1,1
23.462,1005,78.308,3.9093,24.695,1077.6,545.32,128.13,11.796,2013,1.52219,-2.6024,-0.293357,-0.108778,-0.39463,0,1,1
22.597,1005,83.104,3.9304,25.074,1088.9,550.05,133.56,12.103,2013,1.24273,-2.57342,0.446705,0.00635513,-0.0444474,0,1,1
21.588,1004.9,88.358,3.8651,24.697,1087,549.91,132.38,11.916,2013,1.01531,-2.61986,1.37504,-0.28496,-0.397447,0,1,1
21.389,1005.2,90.723,3.952,25.065,1088.6,549.82,133.54,12.042,2013,0.960358,-2.55238,1.82148,0.0491595,-0.0502354,0,1,1
21.412,1005.5,91.49,3.2415,20.276,1059.3,549.97,111.68,10.684,2013,0.960442,-2.51272,1.99143,-1.86574,-2.22029,0,1,1
21.516,1005.3,92.899,3.2773,20.539,1060.6,550.05,112.9,10.712,2013,1.0029,-2.55907,2.21128,-1.74115,-2.14682,0,1,1
21.342,1004.7,91.867,3.1528,19.595,1055.7,549.95,109.31,10.443,2013,0.950462,-2.64905,2.02553,-2.05747,-2.61587,0,1,1
21.055,1004.6,86.223,3.1379,19.762,1056.6,549.88,109.87,10.567,2013,0.871456,-2.65388,0.957664,-2.112,-2.52871,0,1,1
20.754,1004.9,90.912,3.1635,19.713,1056.9,549.92,110.21,10.571,2013,0.781845,-2.6051,1.80754,-2.04464,-2.52883,0,1,1
20.557,1004.9,92.855,3.1387,19.572,1056.1,549.96,109.6,10.53,2013,0.720901,-2.62573,2.22649,-2.1325,-2.63778,0,1,1
20.912,1005,93.546,3.2179,20.047,1059,549.99,111.61,10.605,2013,0.829865,-2.59964,2.32734,-1.91042,-2.3935,0,1,1
21.57,1005.3,90.924,3.4182,21.395,1067.2,549.93,117.58,10.927,2013,0.973276,-2.51358,1.89497,-1.44949,-1.95328,0,1,1
22.768,1005.4,86.212,4.002,25.365,1089.9,549.93,133.96,12.044,2013,1.31898,-2.52532,0.982239,0.216097,0.310614,0,1,1
22.548,1005.6,91.892,4.0322,25.236,1089.1,549.9,133.79,12.01,2013,1.28672,-2.48512,2.04546,0.315497,0.145631,0,1,1
21.575,1005.3,98.05,4.0285,25.397,1089.4,549.79,133.85,12.14,2013,1.03087,-2.54904,2.88995,0.326146,0.403707,0,1,1
23.07,1005.1,89.441,4.1065,25.781,1091.8,549.98,134.73,12.23,2013,1.40598,-2.61339,1.59626,0.609225,0.80272,0,1,1
24.726,1005.3,77.41,4.0672,25.507,1090.2,549.86,133.1,12.037,2013,1.86223,-2.566,-0.404252,0.406927,0.497375,0,1,1
24.751,1005.6,73.835,4.0797,25.552,1090.6,549.72,133.56,12.035,2013,1.8649,-2.49098,-0.868451,0.468049,0.52387,0,1,1
24.671,1005.9,75.445,4.0688,25.609,1090.7,549.93,133.86,12.038,2013,1.80062,-2.40428,-0.71791,0.453854,0.63408,0,1,1
24.543,1006.3,76.671,4.0714,25.55,1090.2,550.11,133.53,12.047,2013,1.80137,-2.31818,-0.521609,0.414378,0.562713,0,1,1
24.111,1006.8,81.063,4.0326,25.341,1089.4,549.8,133.01,11.986,2013,1.6895,-2.18953,0.100606,0.274933,0.283704,0,1,1
23.489,1007.5,83.185,4.003,25.225,1088.9,549.74,133.05,12.075,2013,1.54472,-1.95363,0.455468,0.229803,0.144551,0,1,1
22.755,1007.5,87.58,4.0145,25.506,1090.6,549.66,134.66,12.166,2013,1.32048,-1.97751,1.22963,0.243667,0.536791,0,1,1
22.179,1007,91.588,3.935,25.007,1088.2,549.54,132.9,12.02,2013,1.19337,-2.10784,1.95376,-0.0430893,-0.0945777,0,1,1
21.903,1007.3,93.634,3.4529,21.473,1067.2,549.97,117.33,11.052,2013,1.1251,-2.03726,2.36371,-1.39463,-1.96001,0,1,1
21.754,1007.7,93.639,3.9684,25.086,1088.2,549.87,133.1,12.034,2013,1.10311,-1.90015,2.34193,0.0813382,-0.0377565,0,1,1
21.796,1007.4,95.068,3.8583,24.408,1084.6,550.28,130.24,11.824,2013,1.07787,-2.00525,2.53359,-0.260337,-0.60949,0,1,1
21.56,1007.4,95.205,3.153,19.632,1055.7,550,108.84,10.452,2013,1.02714,-2.02202,2.59548,-2.08114,-2.56737,0,1,1
21.298,1007.2,94.492,3.1594,19.57,1055.6,549.97,108.99,10.407,2013,0.927824,-2.04105,2.48442,-2.04509,-2.62659,0,1,1
21.019,1007.3,93.995,3.1604,19.575,1055.8,550.06,109.23,10.391,2013,0.86574,-2.05745,2.40474,-2.06533,-2.63776,0,1,1
20.934,1007.5,94.678,3.1208,19.387,1054.7,549.94,108.41,10.313,2013,0.82075,-1.94229,2.49052,-2.12738,-2.71424,0,1,1
20.871,1007.8,96.596,3.6242,22.71,1075.1,550.01,123.45,11.36,2013,0.83276,-1.90007,2.71692,-0.93915,-1.64869,0,1,1
20.518,1008.3,98.149,3.6297,22.69,1075.5,549.98,123.66,11.313,2013,0.716896,-1.76581,2.89583,-0.926521,-1.67078,0,1,1
20.081,1008.8,98.428,3.9956,25.092,1088.7,549.74,133.77,11.997,2013,0.631314,-1.55853,2.93977,0.200471,-0.00258627,0,1,1
19.359,1009.2,99.091,3.9315,24.742,1087.6,549.94,133.27,12.044,2013,0.422762,-1.42766,2.97977,-0.0358425,-0.377791,0,1,1
19.345,1009.5,100.08,4.0192,24.997,1088.9,550.33,133.95,12.114,2013,0.423279,-1.33492,3.07424,0.293303,-0.144764,0,1,1
18.966,1009.6,100.08,3.8297,24.224,1084.3,549.96,130.91,11.858,2013,0.303959,-1.2887,3.09873,-0.338599,-0.850714,0,1,1
19.64,1009.2,100.06,3.484,21.719,1068.8,549.89,118.92,11.116,2013,0.501676,-1.41719,3.07702,-1.28249,-1.89898,0,1,1
20.752,1009.4,95.797,3.962,25.089,1089.5,549.83,133.93,12.106,2013,0.818353,-1.33716,2.64461,0.0711964,-0.0305521,0,1,1
20.016,1009.5,96.555,3.928,24.909,1087.9,549.83,133.38,11.948,2013,0.616932,-1.32805,2.73287,-0.0592818,-0.231537,0,1,1
20.098,1009.2,99.48,3.9762,25.079,1088.9,549.83,133.73,12.085,2013,0.584284,-1.40818,3.0333,0.115945,0.00505005,0,1,1
21.278,1009.1,98.227,4.0606,25.479,1090.8,549.63,134.86,12.121,2013,0.926769,-1.49558,2.88046,0.391728,0.477367,0,1,1
22.173,1009,96.122,3.1073,18.948,1051.6,549.97,105.22,10.289,2013,1.18835,-1.49191,2.73701,-2.18507,-2.96668,0,1,1
22.773,1009,94.606,4.0333,25.366,1089.8,549.81,133.85,11.982,2013,1.35123,-1.50013,2.47424,0.346722,0.308931,0,1,1
22.615,1009.1,93.198,3.0755,18.785,1050,550.02,104.19,10.15,2013,1.31737,-1.46856,2.23615,-2.25161,-3.03938,0,1,1
22.369,1009.9,92.244,3.8104,23.745,1080.5,549.91,126.84,11.664,2013,1.23971,-1.19719,2.07783,-0.36333,-1.24508,0,1,1
21.828,1010.3,93.436,3.997,24.967,1087.7,550.1,132.58,11.987,2013,1.11651,-1.02093,2.28808,0.209247,-0.156729,0,1,1
20.678,1010.2,96.673,3.4275,21.062,1065.2,550,116.05,10.977,2013,0.755853,-1.11336,2.74574,-1.38971,-2.02397,0,1,1
20.423,1010.1,97.187,3.9794,24.993,1088.2,550,133.43,12.054,2013,0.726021,-1.11054,2.79646,0.12798,-0.11106,0,1,1
20.053,1009.9,96.94,4.0046,25.057,1088.6,549.97,133.89,12.066,2013,0.640125,-1.20986,2.79412,0.247207,-0.0696799,0,1,1
19.309,1009.6,97.516,4.0004,24.857,1087.8,550.12,133.49,11.927,2013,0.398106,-1.31359,2.847,0.189051,-0.247451,0,1,1
19.107,1009.5,99.17,3.6313,22.374,1072.9,549.98,122.25,11.278,2013,0.342868,-1.29982,3.00381,-0.954183,-1.76852,0,1,1
19.09,1009.5,98.618,3.1734,19.356,1054.8,549.99,108.83,10.301,2013,0.360186,-1.33373,2.89705,-1.98072,-2.7657,0,1,1
18.706,1009.5,98.381,3.1704,19.236,1054.1,549.97,108.56,10.332,2013,0.197767,-1.34729,2.91129,-1.99513,-2.85789,0,1,1
18.994,1009.6,98.941,3.1654,19.312,1054.5,550.13,108.67,10.427,2013,0.300171,-1.28852,2.95914,-2.03148,-2.8027,0,1,1
19.705,1009.9,98.616,3.5063,21.683,1069,549.97,119.06,11.081,2013,0.445881,-1.14958,2.92389,-1.23087,-1.88585,0,1,1
20.931,1009.9,94.045,3.5348,22.045,1070.6,549.84,119.73,11.11,2013,0.868463,-1.19112,2.42155,-1.18477,-1.83474,0,1,1
22.582,1010,82.294,4.0418,25.506,1090.3,549.59,133.54,12.017,2013,1.28437,-1.13725,0.319343,0.328268,0.539108,0,1,1
