grad_id,major,major_category,institution_tier,institution_selectivity_pctile,gpa,had_internship,completed_on_time,region,net_cost_usd,debt_usd,hs_baseline_10yr_usd,added_earnings_10yr_usd,earnings_10yr_usd,net_roi_usd,roi_pct,positive_roi,high_roi
G019143,communications,social_science,regional,39,3.15,0,1,northeast,59100,0,360900,135500,496500,76500,129.5,1,0
G019144,business_analytics,business,mid_tier,63,3.02,0,1,northeast,109700,68300,329900,892700,1222600,783000,713.6,1,1
G019145,chemical_engineering,STEM,mid_tier,53,3.78,1,1,northeast,68600,40700,356000,1000900,1357000,932300,1359.4,1,1
G019146,fine_arts,arts,top_public,77,2.51,0,1,west,85800,80000,388800,50800,439600,-35000,-40.8,0,0
G019147,fine_arts,arts,ivy_elite,99,3.58,1,1,midwest,146600,142900,385600,70900,456500,-75600,-51.6,0,0
G019148,social_work,social_science,top_public,76,3.23,0,1,west,68100,0,373100,147500,520600,79400,116.5,1,0
G019149,computer_science,STEM,mid_tier,59,2.69,1,1,south,66700,30000,340100,525500,865600,458800,687.6,1,1
G019150,business_analytics,business,for_profit,17,2.84,0,1,west,73100,0,360200,467200,827400,394100,539.2,1,0
G019151,communications,social_science,regional,36,3.34,0,0,south,81300,0,379500,139100,518600,57800,71.2,1,0
G019152,business,business,ivy_elite,90,3.32,0,1,south,156100,122500,347900,735000,1082900,578900,370.9,1,1
G019153,chemical_engineering,STEM,mid_tier,52,3.4,0,0,south,123400,90300,352000,392900,744900,269500,218.3,1,0
G019154,business_analytics,business,top_public,77,3.12,1,1,south,65400,40900,382100,727800,1109900,662400,1012.8,1,1
G019155,computer_science,STEM,mid_tier,52,3.04,1,0,south,101500,94700,305000,1133500,1438500,1032000,1016.3,1,1
G019156,computer_engineering,STEM,top_public,68,3.43,0,0,south,126300,0,350300,536400,886800,410100,324.6,1,0
G019157,electrical_engineering,STEM,regional,46,3.4,1,0,south,73900,0,411400,438200,849600,364300,493.1,1,0
G019158,finance,business,mid_tier,58,2.63,0,0,west,121500,0,366500,299300,665800,177800,146.3,1,0
G019159,finance,business,regional,43,3.08,0,1,northeast,53100,0,306800,183200,490100,130200,245.2,1,0
G019160,business_analytics,business,regional,37,3.29,0,1,south,52900,0,339700,214000,553700,161100,304.7,1,0
G019161,electrical_engineering,STEM,mid_tier,56,3.53,1,1,south,85500,0,347400,621400,968800,535900,626.7,1,1
G019162,fine_arts,arts,ivy_elite,102,2.78,1,0,west,230500,0,376100,84800,460900,-145700,-63.2,0,0
G019163,finance,business,mid_tier,57,2.58,1,0,south,94700,67800,398600,172400,570900,77700,82.0,1,0
G019164,psychology,social_science,mid_tier,58,3.41,1,0,south,127900,0,351600,41900,393500,-86000,-67.3,0,0
G019165,criminal_justice,social_science,for_profit,27,3.58,0,1,south,120500,0,369300,59700,428900,-60800,-50.5,0,0
G019166,business,business,mid_tier,58,3.71,0,0,northeast,102800,0,369700,316000,685700,213200,207.4,1,0
G019167,criminal_justice,social_science,top_public,74,3.08,0,0,northeast,111200,63300,334400,89800,424200,-21300,-19.2,0,0
G019168,computer_science,STEM,mid_tier,60,3.86,1,1,midwest,92200,0,338800,1096400,1435200,1004200,1088.6,1,1
G019169,business_analytics,business,for_profit,23,2.48,0,0,west,154900,104700,265000,462000,727000,307200,198.3,1,0
G019170,communications,social_science,regional,42,3.88,1,1,west,55900,50900,345700,63500,409200,7500,13.5,1,0
G019171,finance,business,mid_tier,52,3.66,0,1,south,83700,40800,359000,330100,689100,246400,294.5,1,0
G019172,electrical_engineering,STEM,for_profit,18,3.12,0,1,west,111200,55900,334200,320300,654500,209100,188.1,1,0
G019173,education,education,regional,48,2.81,1,0,south,91200,59000,404600,79400,484000,-11800,-12.9,0,0
G019174,biology,STEM,regional,45,3.08,0,1,midwest,82300,76300,279200,81400,360500,-900,-1.1,0,0
G019175,education,education,mid_tier,62,3.76,0,1,south,56800,47500,368200,63300,431600,6600,11.5,1,0
G019176,electrical_engineering,STEM,mid_tier,59,2.79,1,1,midwest,78200,63900,424000,558800,982700,480500,614.3,1,1
G019177,fine_arts,arts,mid_tier,54,2.57,0,1,northeast,63600,34200,356100,26100,382200,-37500,-59.0,0,0
G019178,biology,STEM,ivy_elite,100,3.37,1,1,west,130700,110200,342100,421200,763300,290600,222.4,1,0
G019179,social_work,social_science,regional,36,3.51,0,1,south,54900,32800,409300,91600,500900,36800,67.0,1,0
G019180,computer_science,STEM,mid_tier,62,3.38,1,0,northeast,72600,30100,395100,811000,1206100,738400,1016.5,1,1
G019181,business_analytics,business,mid_tier,54,3.3,0,1,west,61000,51800,441500,662200,1103700,601200,985.4,1,1
G019182,business_analytics,business,mid_tier,62,2.58,0,1,northeast,57200,38600,407100,1063200,1470300,1006000,1757.2,1,1
G019183,computer_engineering,STEM,regional,44,3.59,1,1,northeast,43800,0,279900,556000,835900,512200,1169.2,1,1
G019184,marketing,business,mid_tier,53,2.6,0,1,south,66900,40300,369200,136000,505200,69100,103.2,1,0
G019185,business,business,mid_tier,57,3.22,0,1,south,66400,26600,366000,138500,504500,72000,108.4,1,0
G019186,computer_engineering,STEM,top_public,68,2.95,0,1,west,105600,0,420600,318600,739200,213000,201.7,1,0
G019187,humanities,humanities,ivy_elite,95,3.48,0,1,northeast,178300,157600,400100,110400,510500,-67800,-38.0,0,0
G019188,criminal_justice,social_science,mid_tier,54,3.02,0,1,south,50000,0,352300,200800,553200,150800,301.3,1,0
G019189,computer_engineering,STEM,mid_tier,62,3.12,0,1,south,61200,35900,358900,398700,757600,337500,551.1,1,0
G019190,criminal_justice,social_science,regional,39,3.87,0,1,northeast,69200,0,290200,125100,415300,55900,80.7,1,0
G019191,criminal_justice,social_science,top_public,77,3.31,0,1,midwest,90600,0,416600,130500,547200,39900,44.1,1,0
G019192,chemical_engineering,STEM,mid_tier,56,2.21,0,0,south,129400,0,340200,498700,838900,369300,285.4,1,0
G019193,business,business,regional,45,2.41,1,1,west,48100,24200,367200,363000,730200,314900,654.5,1,0
G019194,communications,social_science,mid_tier,59,3.11,1,0,west,202500,174800,368200,126800,495000,-75700,-37.4,0,0
G019195,education,education,ivy_elite,101,3.07,0,1,south,105800,81300,328900,207900,536700,102100,96.4,1,0
G019196,business_analytics,business,regional,41,3.29,1,1,west,69300,0,307800,538800,846600,469500,677.1,1,1
G019197,chemical_engineering,STEM,regional,45,3.32,0,0,northeast,74400,45000,439600,425800,865400,351300,471.9,1,0
G019198,finance,business,regional,46,2.75,1,1,northeast,55500,49600,338700,166400,505100,110900,199.8,1,0
G019199,biology,STEM,regional,42,2.78,1,1,south,69600,0,355700,193100,548800,123500,177.4,1,0
G019200,criminal_justice,social_science,regional,47,3.51,0,0,midwest,52200,0,287300,77500,364900,25300,48.5,1,0
G019201,electrical_engineering,STEM,top_public,68,2.94,0,1,south,106000,99900,355200,754000,1109200,648000,611.5,1,1
G019202,business,business,mid_tier,55,3.55,0,1,midwest,85400,63700,327100,520500,847600,435100,509.5,1,1
G019203,psychology,social_science,mid_tier,54,3.33,0,0,northeast,136000,122800,358700,67600,426300,-68400,-50.3,0,0
G019204,computer_engineering,STEM,for_profit,24,2.99,1,1,west,108600,76900,335600,707500,1043100,598900,551.6,1,1
G019205,computer_engineering,STEM,mid_tier,62,3.11,0,1,west,67800,0,404600,587700,992200,519800,766.2,1,1
G019206,business_analytics,business,regional,45,4.0,1,1,midwest,65300,63000,373000,569600,942600,504300,772.4,1,1
G019207,social_work,social_science,mid_tier,63,2.97,0,1,midwest,59600,48000,302500,55100,357600,-4400,-7.5,0,0
G019208,business_analytics,business,mid_tier,62,2.42,0,1,south,75200,0,349600,524100,873700,448900,597.0,1,1
G019209,electrical_engineering,STEM,mid_tier,63,3.71,0,1,west,64500,54100,311100,1051200,1362300,986700,1529.5,1,1
G019210,nursing,health,regional,36,3.41,1,0,midwest,119600,86700,350600,295700,646300,176100,147.2,1,0
G019211,biology,STEM,mid_tier,64,2.7,0,1,west,79600,0,320300,76400,396800,-3100,-3.9,0,0
G019212,computer_engineering,STEM,regional,36,3.52,1,1,west,63500,58000,376000,547000,922900,483500,761.9,1,1
G019213,business_analytics,business,regional,39,2.86,0,1,midwest,59800,0,337300,244900,582200,185100,309.5,1,0
G019214,economics,business,mid_tier,53,3.62,0,1,south,48700,0,322100,478200,800300,429500,882.2,1,1
G019215,finance,business,mid_tier,58,3.19,0,0,midwest,97300,0,293800,354000,647800,256700,263.9,1,0
G019216,economics,business,regional,37,3.34,1,1,south,50200,42100,367400,708400,1075900,658200,1310.6,1,1
G019217,computer_engineering,STEM,ivy_elite,91,2.17,0,1,midwest,156400,90500,326700,631400,958100,475100,303.8,1,1
G019218,criminal_justice,social_science,ivy_elite,102,2.97,0,1,northeast,166900,76100,336700,293000,629800,126200,75.6,1,0
G019219,nursing,health,top_public,78,2.8,1,1,northeast,72800,41400,400000,487500,887500,414700,569.9,1,0
G019220,criminal_justice,social_science,mid_tier,58,3.35,0,1,west,68300,0,402600,73300,475900,5000,7.4,1,0
G019221,chemical_engineering,STEM,for_profit,17,3.7,0,0,midwest,153700,147900,321900,312000,633900,158300,103.0,1,0
G019222,marketing,business,for_profit,17,3.2,0,1,midwest,117100,0,314500,110700,425300,-6400,-5.5,0,0
G019223,biology,STEM,regional,46,3.2,0,1,west,52000,31100,352200,207300,559500,155300,298.3,1,0
G019224,fine_arts,arts,regional,36,3.19,0,0,south,64900,50300,410000,59700,469800,-5200,-8.0,0,0
G019225,business,business,top_public,79,2.88,0,1,midwest,57100,46900,339900,496900,836800,439800,770.0,1,1
G019226,mechanical_engineering,STEM,mid_tier,58,2.79,1,1,northeast,75300,60000,388400,351300,739700,276100,366.7,1,0
G019227,criminal_justice,social_science,regional,45,3.07,1,1,west,51100,0,371300,243400,614700,192200,376.0,1,0
G019228,humanities,humanities,mid_tier,59,4.0,0,1,south,54800,46700,370200,65800,436000,11000,20.1,1,0
G019229,biology,STEM,top_public,68,2.78,1,0,south,105900,69100,313100,291400,604500,185500,175.1,1,0
G019230,computer_science,STEM,mid_tier,54,3.21,1,1,south,75900,55900,389400,430100,819400,354100,466.4,1,0
G019231,business_analytics,business,top_public,76,3.27,0,0,west,138500,79800,387500,556300,943800,417700,301.5,1,0
G019232,finance,business,top_public,70,2.07,0,1,midwest,84200,39500,359100,342200,701300,258000,306.5,1,0
G019233,social_work,social_science,top_public,74,2.75,0,1,west,106400,0,362400,168600,531000,62200,58.4,1,0
G019234,finance,business,regional,40,3.57,0,0,northeast,86300,73900,315900,313300,629200,226900,262.8,1,0
G019235,criminal_justice,social_science,mid_tier,55,3.18,0,1,west,55800,27400,361600,133900,495500,78200,140.2,1,0
G019236,criminal_justice,social_science,regional,38,3.12,0,0,northeast,62200,0,301300,102700,404100,40600,65.3,1,0
G019237,computer_science,STEM,regional,43,2.3,0,1,south,73100,0,281300,574500,855800,501400,686.0,1,1
G019238,psychology,social_science,regional,41,3.65,0,1,south,57700,0,365900,48100,414000,-9600,-16.6,0,0
G019239,marketing,business,mid_tier,64,3.24,0,0,northeast,121900,0,390100,245900,636000,124000,101.8,1,0
G019240,electrical_engineering,STEM,mid_tier,55,2.76,1,1,northeast,69100,67800,363300,1017200,1380500,948100,1371.5,1,1
G019241,business_analytics,business,regional,42,2.91,1,1,south,67700,39500,381300,459600,840900,391900,578.8,1,0
G019242,electrical_engineering,STEM,top_public,75,2.76,1,0,northeast,111700,51800,318200,599400,917600,487600,436.4,1,1
G019243,finance,business,mid_tier,54,2.78,0,1,south,54400,0,351600,559700,911300,505300,929.4,1,1
G019244,biology,STEM,mid_tier,53,2.57,0,1,northeast,99200,0,376800,209900,586700,110700,111.7,1,0
G019245,business_analytics,business,for_profit,19,2.71,0,1,northeast,98300,79200,319300,511800,831100,413500,420.8,1,0
G019246,business_analytics,business,mid_tier,59,3.57,1,0,south,118300,90100,357900,307300,665200,189000,159.8,1,0
G019247,education,education,top_public,68,2.67,0,1,northeast,70000,36500,355600,61600,417200,-8400,-12.0,0,0
G019248,biology,STEM,mid_tier,62,3.38,1,1,south,74800,0,363900,251900,615900,177200,237.0,1,0
G019249,chemical_engineering,STEM,top_public,74,3.54,0,1,midwest,96400,0,393800,906000,1299800,809600,839.9,1,1
G019250,electrical_engineering,STEM,for_profit,19,2.68,1,1,midwest,131800,123400,411200,221900,633100,90100,68.4,1,0
G019251,chemical_engineering,STEM,regional,41,3.18,1,1,west,53100,0,336300,631300,967600,578200,1089.2,1,1
G019252,chemical_engineering,STEM,mid_tier,55,3.87,1,0,midwest,109700,73800,368800,576600,945400,466900,425.7,1,1
G019253,computer_engineering,STEM,mid_tier,57,3.07,0,0,midwest,78800,0,362300,539900,902200,461100,585.5,1,1
G019254,finance,business,mid_tier,59,2.61,0,0,northeast,99000,53900,363900,366300,730300,267300,270.0,1,0
G019255,economics,business,regional,41,3.47,0,1,west,66300,51300,323000,440000,762900,373700,563.9,1,0
G019256,computer_science,STEM,regional,41,2.28,1,1,west,59900,46800,317600,436900,754500,377000,629.1,1,0
G019257,marketing,business,regional,40,3.79,1,1,northeast,54600,52700,369100,307700,676900,253100,463.9,1,0
G019258,finance,business,top_public,73,3.3,0,0,south,82300,0,328400,359300,687700,277000,336.7,1,0
G019259,business_analytics,business,for_profit,22,3.33,1,0,west,145200,139600,378900,196600,575500,51400,35.4,1,0
G019260,humanities,humanities,regional,45,3.6,1,1,midwest,45300,33500,270000,52700,322700,7400,16.3,1,0
G019261,electrical_engineering,STEM,mid_tier,57,2.34,1,0,midwest,86400,0,365700,439400,805000,352900,408.3,1,0
G019262,computer_engineering,STEM,mid_tier,55,3.23,0,1,northeast,57300,29400,419400,440900,860300,383600,669.1,1,0
G019263,fine_arts,arts,for_profit,27,2.7,0,1,west,80000,34600,381800,21300,403100,-58700,-73.4,0,0
G019264,communications,social_science,mid_tier,56,2.13,0,1,northeast,55400,0,327200,318600,645700,263200,475.2,1,0
G019265,business,business,regional,43,3.74,0,0,northeast,65800,0,294100,355500,649600,289700,440.6,1,0
G019266,communications,social_science,regional,48,3.36,0,1,midwest,53000,0,337600,246200,583900,193200,364.5,1,0
G019267,communications,social_science,mid_tier,62,3.02,1,1,northeast,67300,0,358100,115900,474000,48600,72.2,1,0
G019268,marketing,business,mid_tier,60,2.34,0,1,northeast,70600,0,346900,86000,433000,15400,21.8,1,0
G019269,finance,business,top_public,68,3.73,1,0,midwest,150000,129900,392600,448600,841300,298600,199.1,1,0
G019270,marketing,business,top_public,73,2.74,0,1,northeast,65300,28700,352200,291400,643600,226100,346.0,1,0
G019271,chemical_engineering,STEM,regional,40,2.56,0,0,midwest,72300,51400,314500,271100,585600,198900,275.2,1,0
G019272,mechanical_engineering,STEM,top_public,78,3.03,1,1,south,86600,0,302700,946100,1248700,859400,992.1,1,1
G019273,marketing,business,top_public,73,3.99,0,1,midwest,115900,0,382300,488600,870900,372700,321.7,1,0
G019274,social_work,social_science,mid_tier,53,2.79,0,1,south,67200,0,351300,52800,404100,-14400,-21.4,0,0
G019275,nursing,health,mid_tier,60,2.12,0,1,midwest,89200,46700,361200,491900,853100,402700,451.2,1,0
G019276,finance,business,mid_tier,57,4.0,0,0,northeast,114500,0,342900,418400,761300,303900,265.4,1,0
G019277,mechanical_engineering,STEM,regional,40,2.66,0,0,west,53600,29400,342500,703400,1045900,649800,1212.8,1,1
G019278,business,business,mid_tier,54,3.01,1,1,west,49600,29100,392400,649300,1041700,599800,1209.3,1,1
G019279,fine_arts,arts,regional,39,2.97,0,1,west,61800,0,393700,27400,421000,-34500,-55.8,0,0
G019280,electrical_engineering,STEM,ivy_elite,101,3.54,0,1,northeast,138200,90800,373900,1015800,1389700,877600,635.1,1,1
G019281,marketing,business,mid_tier,59,3.24,0,1,south,68900,43200,344900,229300,574100,160400,232.7,1,0
G019282,electrical_engineering,STEM,regional,47,3.03,1,0,northeast,79300,39700,326200,284800,611000,205500,259.1,1,0
G019283,business_analytics,business,regional,46,2.44,0,0,west,95500,46700,326900,403200,730100,307700,322.2,1,0
G019284,biology,STEM,top_public,70,2.06,0,0,south,138000,0,366300,282600,648900,144600,104.8,1,0
G019285,economics,business,top_public,79,2.78,1,0,west,132900,89900,369600,737500,1107100,604600,455.1,1,1
G019286,psychology,social_science,mid_tier,62,2.59,1,1,south,78000,0,389400,49700,439100,-28300,-36.2,0,0
G019287,electrical_engineering,STEM,mid_tier,53,2.76,1,1,northeast,64800,33100,397100,794900,1192000,730100,1127.1,1,1
G019288,marketing,business,for_profit,22,2.73,1,1,midwest,117400,49500,280600,199200,479800,81800,69.6,1,0
G019289,business_analytics,business,for_profit,18,3.52,0,1,northeast,107800,61500,407600,415600,823200,307800,285.5,1,0
G019290,electrical_engineering,STEM,mid_tier,57,3.36,1,1,northeast,48300,43100,405200,1009200,1414400,960900,1989.9,1,1
G019291,communications,social_science,ivy_elite,94,2.9,0,1,south,170400,77900,365400,144400,509800,-26000,-15.2,0,0
G019292,computer_engineering,STEM,top_public,79,2.69,0,1,south,80000,51600,334900,518100,853000,438100,547.3,1,1
G019293,marketing,business,mid_tier,55,3.46,0,1,south,57500,30600,332300,341800,674100,284300,494.9,1,0
G019294,education,education,top_public,71,2.55,0,0,south,105100,62800,296700,152000,448700,46900,44.6,1,0
G019295,chemical_engineering,STEM,regional,38,2.41,0,0,west,65400,32000,429100,205500,634600,140200,214.4,1,0
G019296,humanities,humanities,regional,38,3.97,0,1,south,62100,28000,293000,63300,356400,1200,2.0,1,0
G019297,humanities,humanities,regional,38,2.81,1,1,south,74600,69700,353900,57500,411400,-17100,-22.9,0,0
G019298,computer_engineering,STEM,mid_tier,61,3.46,1,0,northeast,81000,0,303900,499700,803700,418700,516.8,1,0
G019299,psychology,social_science,regional,37,2.64,0,0,midwest,64500,31400,376500,86800,463400,22400,34.7,1,0
G019300,communications,social_science,for_profit,18,3.07,0,0,south,146900,73600,336500,116700,453200,-30200,-20.5,0,0
G019301,business_analytics,business,mid_tier,60,3.69,1,0,midwest,124000,0,384600,706700,1091300,582700,469.8,1,1
G019302,chemical_engineering,STEM,mid_tier,58,3.11,0,0,west,117100,73400,290200,478600,768800,361500,308.6,1,0
G019303,biology,STEM,ivy_elite,101,3.21,1,1,south,139800,0,376600,260600,637200,120700,86.3,1,0
G019304,chemical_engineering,STEM,mid_tier,57,3.19,1,1,south,56800,32800,360000,577700,937700,520900,917.4,1,1
G019305,criminal_justice,social_science,mid_tier,54,3.43,0,1,south,55600,0,320700,177800,498500,122300,220.0,1,0
G019306,computer_science,STEM,mid_tier,54,4.0,1,1,south,65800,0,409300,1084700,1494000,1018900,1548.5,1,1
G019307,chemical_engineering,STEM,regional,38,3.92,0,0,south,75600,39400,395400,388400,783800,312800,413.7,1,0
G019308,psychology,social_science,ivy_elite,92,3.53,0,0,west,146000,144500,299200,104100,403400,-41800,-28.7,0,0
G019309,fine_arts,arts,top_public,77,3.46,0,1,northeast,72100,46000,371400,56100,427400,-16000,-22.2,0,0
G019310,business_analytics,business,mid_tier,53,3.88,0,1,south,92600,0,364600,847600,1212200,755000,815.6,1,1
G019311,fine_arts,arts,top_public,72,2.58,0,1,south,67000,44300,354200,104500,458600,37500,56.0,1,0
G019312,computer_science,STEM,mid_tier,63,3.71,0,1,west,59500,33300,401400,285200,686600,225700,379.4,1,0
G019313,social_work,social_science,regional,44,2.53,0,1,west,52800,31300,405400,55200,460600,2500,4.6,1,0
G019314,education,education,top_public,73,3.88,1,1,midwest,71100,0,340000,269800,609800,198700,279.6,1,0
G019315,social_work,social_science,regional,43,3.14,0,1,south,43400,0,302700,36300,339000,-7100,-16.3,0,0
G019316,finance,business,mid_tier,55,3.49,0,1,south,89200,0,358800,457000,815800,367800,412.4,1,0
G019317,computer_science,STEM,top_public,79,2.76,0,0,west,131000,0,390500,599000,989500,468000,357.1,1,1
G019318,finance,business,mid_tier,64,2.07,1,0,midwest,132800,131300,448800,453700,902500,320800,241.5,1,0
G019319,business_analytics,business,mid_tier,56,3.53,0,1,northeast,58200,34500,394000,449200,843100,391000,671.6,1,0
G019320,electrical_engineering,STEM,top_public,73,3.37,1,0,northeast,164900,0,480000,872000,1352000,707100,428.9,1,1
G019321,finance,business,top_public,69,3.58,1,1,midwest,96500,0,359600,471000,830600,374500,388.2,1,0
G019322,education,education,ivy_elite,91,2.43,0,1,south,193400,0,362600,80000,442600,-113400,-58.6,0,0
G019323,business_analytics,business,mid_tier,57,2.81,1,0,midwest,80100,68300,343800,621600,965300,541500,676.0,1,1
G019324,nursing,health,regional,37,3.68,1,0,west,72200,62500,327500,557800,885300,485700,672.8,1,1
G019325,communications,social_science,regional,45,3.53,1,1,west,54200,43300,307600,54300,361900,200,0.3,1,0
G019326,biology,STEM,for_profit,23,3.82,0,0,northeast,128100,0,371500,198100,569500,70000,54.6,1,0
G019327,computer_engineering,STEM,regional,48,2.91,1,0,west,67000,28900,287200,229200,516400,162100,241.9,1,0
G019328,computer_science,STEM,regional,41,3.64,1,1,midwest,68200,30100,312400,558100,870600,490000,719.0,1,1
G019329,biology,STEM,top_public,74,3.08,0,0,northeast,81500,60300,340800,160400,501100,78900,96.8,1,0
G019330,biology,STEM,for_profit,17,3.2,0,1,northeast,115400,87300,311900,111900,423800,-3500,-3.0,0,0
G019331,chemical_engineering,STEM,mid_tier,58,2.82,0,0,south,96200,94900,306700,486800,793500,390600,405.8,1,0
G019332,electrical_engineering,STEM,top_public,76,2.75,0,1,northeast,63800,60200,309800,1213500,1523300,1149700,1802.8,1,1
G019333,education,education,mid_tier,56,2.88,1,1,south,80100,33100,399700,138900,538600,58800,73.5,1,0
G019334,computer_engineering,STEM,regional,46,3.13,1,0,northeast,114800,60600,373900,245000,618900,130200,113.3,1,0
G019335,criminal_justice,social_science,ivy_elite,90,3.52,0,1,south,153800,147900,371600,160900,532500,7100,4.6,1,0
G019336,business,business,top_public,79,3.21,0,1,northeast,87100,85900,324900,403800,728600,316700,363.7,1,0
G019337,economics,business,mid_tier,57,3.12,0,1,west,100700,79700,423100,387900,811000,287200,285.2,1,0
G019338,computer_science,STEM,mid_tier,60,2.9,0,1,west,75300,0,361900,182400,544300,107100,142.3,1,0
G019339,humanities,humanities,ivy_elite,97,2.39,0,1,south,163900,94200,427400,92400,519800,-71500,-43.6,0,0
G019340,communications,social_science,mid_tier,60,3.16,1,1,northeast,65000,55500,355500,159800,515300,94800,146.0,1,0
G019341,fine_arts,arts,mid_tier,56,3.42,0,1,south,64800,0,310200,50500,360700,-14300,-22.1,0,0
G019342,mechanical_engineering,STEM,regional,39,2.89,1,1,south,42000,33800,332000,248200,580300,206300,491.2,1,0
G019343,biology,STEM,mid_tier,52,3.13,0,1,northeast,84400,73700,263600,147300,410900,62800,74.4,1,0
G019344,computer_engineering,STEM,regional,37,3.39,0,0,south,79500,0,385500,251700,637200,172200,216.5,1,0
G019345,marketing,business,top_public,79,3.3,1,1,northeast,74900,56600,344000,234700,578700,159800,213.3,1,0
G019346,communications,social_science,regional,43,3.33,1,1,northeast,45400,43400,409000,292300,701300,246800,543.4,1,0
G019347,chemical_engineering,STEM,top_public,77,2.51,0,1,northeast,75600,0,353400,1217300,1570700,1141700,1510.9,1,1
G019348,finance,business,ivy_elite,99,3.03,1,1,northeast,139000,74200,354600,1024500,1379200,885600,637.2,1,1
G019349,nursing,health,top_public,75,3.71,0,0,south,102900,50300,338900,507100,845900,404200,392.8,1,0
G019350,mechanical_engineering,STEM,mid_tier,52,3.68,0,0,south,100000,0,366700,649400,1016100,549400,549.5,1,1
G019351,nursing,health,regional,48,3.43,1,1,northeast,51200,24900,375900,564700,940700,513500,1002.3,1,1
G019352,psychology,social_science,mid_tier,62,3.03,1,0,west,85500,0,383300,50900,434200,-34600,-40.5,0,0
G019353,education,education,mid_tier,54,3.49,0,0,northeast,103000,0,354300,76200,430600,-26700,-26.0,0,0
G019354,communications,social_science,top_public,77,3.13,1,1,south,67100,0,348100,266000,614200,198900,296.4,1,0
G019355,criminal_justice,social_science,regional,37,3.28,1,0,midwest,77800,77000,347200,51900,399100,-25900,-33.3,0,0
G019356,business,business,top_public,77,3.93,1,1,midwest,65600,59300,400000,376100,776200,310600,473.6,1,0
G019357,computer_science,STEM,for_profit,25,2.7,0,1,south,85500,49400,316700,325400,642200,240000,280.8,1,0
G019358,business,business,mid_tier,55,3.56,1,1,northeast,60000,52600,375400,342300,717700,282300,470.2,1,0
G019359,computer_science,STEM,top_public,80,2.33,0,1,west,93400,0,398300,462800,861100,369400,395.4,1,0
G019360,social_work,social_science,regional,45,2.93,1,1,northeast,71900,57800,340000,56000,396000,-15900,-22.2,0,0
G019361,biology,STEM,top_public,79,2.73,1,1,south,58600,30300,301400,149100,450500,90500,154.4,1,0
G019362,social_work,social_science,regional,46,3.32,0,1,south,63100,25300,374400,113700,488100,50600,80.3,1,0
G019363,social_work,social_science,for_profit,18,4.0,0,1,midwest,105500,81200,336600,81800,418400,-23700,-22.5,0,0
G019364,biology,STEM,top_public,72,3.2,0,1,midwest,67500,28500,324200,332500,656700,265000,392.5,1,0
G019365,electrical_engineering,STEM,for_profit,22,3.13,1,1,northeast,74600,31800,372400,751800,1124200,677300,908.2,1,1
G019366,communications,social_science,regional,46,3.92,0,0,midwest,103700,0,318500,108400,426900,4700,4.5,1,0
G019367,biology,STEM,top_public,80,2.77,1,0,northeast,108500,0,369800,160000,529800,51500,47.5,1,0
G019368,fine_arts,arts,mid_tier,57,4.0,0,0,midwest,95900,47700,368300,64600,432900,-31300,-32.6,0,0
G019369,social_work,social_science,regional,44,3.08,1,1,northeast,46900,0,313100,83400,396600,36600,78.0,1,0
G019370,education,education,regional,43,3.43,1,1,west,79200,31700,283200,142400,425600,63300,79.9,1,0
G019371,communications,social_science,regional,39,3.55,0,1,midwest,68800,66800,404500,121800,526300,53000,77.1,1,0
G019372,criminal_justice,social_science,ivy_elite,101,3.09,0,1,midwest,159400,127500,419300,188800,608100,29400,18.4,1,0
G019373,humanities,humanities,top_public,79,3.41,0,1,west,72400,0,381200,107500,488700,35200,48.6,1,0
G019374,marketing,business,regional,36,2.88,1,0,northeast,79900,0,327300,188400,515700,108500,135.9,1,0
G019375,business,business,regional,47,3.18,1,0,northeast,69300,0,282100,184300,466400,115000,166.1,1,0
G019376,social_work,social_science,regional,37,3.24,1,0,midwest,77400,73200,359100,39400,398600,-38000,-49.0,0,0
G019377,psychology,social_science,mid_tier,64,2.7,0,1,midwest,59100,52800,425200,71200,496500,12100,20.5,1,0
G019378,chemical_engineering,STEM,mid_tier,53,2.97,1,1,west,78600,0,354600,447100,801700,368500,468.7,1,0
G019379,electrical_engineering,STEM,mid_tier,54,2.97,0,1,northeast,71400,0,458800,345900,804700,274600,384.8,1,0
G019380,mechanical_engineering,STEM,for_profit,25,3.76,0,1,northeast,110800,46800,308500,294000,602600,183200,165.4,1,0
G019381,electrical_engineering,STEM,regional,46,2.71,0,1,west,66700,0,388600,346500,735100,279800,419.8,1,0
G019382,finance,business,ivy_elite,102,4.0,0,1,west,200700,187800,342600,645200,987800,444600,221.5,1,1
G019383,psychology,social_science,ivy_elite,102,3.83,0,1,south,122000,108600,321400,190300,511700,68300,55.9,1,0
G019384,humanities,humanities,top_public,75,3.95,1,0,south,171000,159400,373500,104200,477800,-66800,-39.1,0,0
G019385,marketing,business,mid_tier,58,2.88,1,1,west,81500,57200,374300,369500,743900,288000,353.4,1,0
G019386,finance,business,regional,48,3.86,1,0,midwest,83500,61800,345500,514100,859600,430700,515.9,1,1
G019387,biology,STEM,regional,45,3.34,1,1,northeast,53800,0,284200,177500,461700,123700,230.0,1,0
G019388,nursing,health,for_profit,22,3.15,1,1,midwest,117300,0,381500,198600,580100,81200,69.3,1,0
G019389,computer_engineering,STEM,regional,38,2.88,0,0,south,79000,65000,274800,581200,856000,502100,635.2,1,1
