Student_ID,Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Is_AI_Assisted
d29bea60,Literature_Review,High_School,Native,1443,18.74,55,0.52,0.12,9.97,1096.77,,31.97,3.97,,0.04,1.27,Calibri,20,0
993e6e62,Lab_Report,Postgraduate,Non_Native,811,18.02,9,0.52,0.21,11.25,256.96,17,43.67,2.2,7,0.07,1.24,Arial,13,0
9695742d,Lab_Report,Undergraduate,Native,1256,17.92,8,0.54,0.33,15.1,227.32,25,66.43,2.46,,0.08,1.93,Arial,15,0
10ab1541,Essay,High_School,Non_Native,1069,17.0,9,0.74,0.19,12.14,207.61,25,53.23,26.12,2,0.09,2.45,Arial,21,0
34869b3a,Lab_Report,Undergraduate,Non_Native,1004,19.79,10,0.75,0.11,10.44,65.0,26,66.95,3.28,3,0.03,1.89,Times New Roman,12,0
b12f9375,Research_Paper,Undergraduate,Non_Native,1068,15.59,9,0.77,0.15,8.66,258.05,,73.02,2.7,20,0.06,1.82,Times New Roman,20,0
65d8c214,Research_Paper,Undergraduate,Native,1094,8.61,13,0.44,0.2,16.49,,,55.93,,21,0.03,2.26,Times New Roman,10,0
2145e56a,Essay,Undergraduate,Native,2302,17.72,8,0.65,0.32,8.87,173.94,21,70.66,3.77,,0.04,1.0,Arial,5,0
fb973460,Essay,Postgraduate,Native,934,14.51,10,0.51,0.08,11.11,235.3,24,41.94,2.21,3,0.04,1.58,Arial,2,0
d10ff1ea,Literature_Review,High_School,Native,1416,16.46,10,0.57,0.21,9.36,82.87,17,43.64,16.57,28,0.06,1.27,Times New Roman,18,0
cfb40e6f,Essay,High_School,Native,1307,15.49,8,0.57,0.14,12.88,93.28,25,50.5,,1,0.06,1.51,Calibri,0,0
6a9975b9,Research_Paper,High_School,Native,1528,15.61,7,0.6,0.14,12.52,251.4,30,56.59,4.62,15,0.04,1.38,Arial,8,0
5c513284,Essay,Undergraduate,Native,1312,22.48,2,0.75,0.34,15.69,16.28,0,1200.0,,0,0.09,2.61,Calibri,4,1
2b2c3b97,Lab_Report,Undergraduate,Native,1414,18.45,8,0.66,0.11,10.2,,23,64.1,2.35,,0.06,2.03,Calibri,6,0
00064511,Research_Paper,High_School,Native,1529,12.73,6,0.56,0.23,9.98,104.6,29,23.83,8.95,,0.01,1.25,Calibri,10,0
d0ef659b,Lab_Report,Undergraduate,Native,948,17.89,5,0.52,0.32,11.51,249.7,24,48.17,0.37,0,0.04,1.43,Helvetica,12,0
d1ecba62,Lab_Report,Undergraduate,Native,582,15.05,7,0.52,0.26,13.5,173.38,29,58.3,3.97,,0.02,2.24,Helvetica,14,0
c227f39f,Essay,Undergraduate,Native,902,16.85,6,0.5,0.11,14.74,162.33,30,41.16,0.72,2,0.06,1.69,Arial,12,0
db93e0ba,Research_Paper,Undergraduate,Native,534,17.43,4,0.69,0.28,11.14,162.69,21,51.23,3.1,17,0.02,2.48,Helvetica,1,0
802cbcea,Lab_Report,Postgraduate,Native,1289,20.57,7,0.56,0.0,13.5,195.79,,68.56,1.39,4,0.07,2.45,Arial,3,0
d24979ec,Essay,Postgraduate,Native,1139,11.35,6,0.59,0.18,12.35,245.13,27,31.63,6.65,3,0.04,1.68,Helvetica,15,0
01dd921d,Essay,High_School,Non_Native,1281,11.6,7,0.64,0.25,7.55,230.55,24,50.53,7.63,0,0.04,1.75,Times New Roman,9,0
d9f923e8,Research_Paper,Postgraduate,Native,1363,19.03,11,0.55,0.23,11.4,93.54,15,,2.09,18,0.05,1.99,Times New Roman,2,0
dc7a4695,Essay,Undergraduate,Native,1866,18.59,8,0.57,0.18,11.92,252.65,23,23.91,4.15,7,0.04,1.71,Calibri,1,0
a95edeee,Lab_Report,Undergraduate,Native,762,20.8,1,0.71,0.4,12.14,56.79,3,1200.0,1.5,0,0.06,2.12,Calibri,21,1
9f81ae42,Essay,Undergraduate,Non_Native,613,15.6,8,0.57,0.18,13.46,169.68,23,59.96,3.91,5,0.06,2.41,Helvetica,4,0
a3bc8d62,Essay,Undergraduate,Non_Native,961,14.85,15,0.5,0.11,10.97,212.07,26,85.02,10.76,1,0.04,1.76,Arial,12,0
29d98cad,Research_Paper,Postgraduate,Native,750,19.53,7,0.66,0.26,12.19,192.65,25,49.14,14.02,17,0.01,2.25,Helvetica,7,0
1241bd9a,Essay,Undergraduate,Native,1258,11.84,9,0.7,0.19,8.35,207.77,30,36.2,1.64,,0.03,1.95,Arial,17,0
57feb3ef,Research_Paper,Undergraduate,Native,1099,15.37,8,0.67,0.14,14.78,217.43,31,24.12,4.32,17,0.05,1.22,Arial,23,0
f0027aac,Research_Paper,Undergraduate,Native,1738,14.16,9,0.47,0.11,8.74,193.7,12,,4.06,20,0.04,1.9,Times New Roman,20,0
cd01e00f,Research_Paper,Undergraduate,Native,944,22.78,1,0.81,0.29,13.19,3.39,,1200.0,1.32,8,0.09,2.42,Helvetica,20,1
ef7b5fab,Essay,Undergraduate,Native,1152,18.83,5,0.56,0.06,14.98,232.23,,21.13,19.99,2,0.06,1.46,Helvetica,3,0
bbe2b4ab,Essay,Undergraduate,Native,1004,23.13,12,0.54,0.14,6.79,303.61,18,60.94,15.6,4,0.05,1.0,Helvetica,8,0
17d1fdd3,Lab_Report,Undergraduate,Native,1105,22.01,9,0.6,0.18,12.31,247.76,,25.22,4.7,3,0.03,1.85,Arial,1,0
fae3a297,Essay,Undergraduate,Native,1137,21.78,1,0.73,0.36,13.05,1.0,2,0.0,4.51,,0.08,2.65,Arial,14,1
f84eebfc,Research_Paper,Postgraduate,Non_Native,1076,17.93,7,0.64,0.11,10.97,213.43,21,14.9,7.29,,0.08,1.92,Helvetica,7,0
50fc1671,Essay,High_School,Native,1216,19.88,6,0.65,0.3,11.59,178.99,17,59.09,9.38,,0.08,1.2,Helvetica,2,0
fa52fc41,Lab_Report,Undergraduate,Native,300,13.29,8,0.67,0.26,8.08,257.95,16,45.33,4.33,2,0.06,2.06,Arial,15,0
9d43afba,Research_Paper,Undergraduate,Native,943,20.19,8,0.58,0.14,10.19,205.41,17,,7.19,16,0.06,1.16,Helvetica,18,0
3d31f47b,Literature_Review,Undergraduate,Native,1739,12.55,6,0.66,0.2,5.0,243.58,20,51.27,0.69,31,0.01,2.37,Calibri,22,0
90062364,Essay,Postgraduate,Native,558,11.95,11,0.7,0.24,10.15,254.76,,62.08,13.55,3,0.06,1.89,Times New Roman,9,0
47ab2498,Research_Paper,Postgraduate,Native,915,7.88,8,0.65,0.1,8.93,187.76,30,46.59,12.6,20,0.03,1.81,Times New Roman,9,0
ed48d495,Lab_Report,Undergraduate,Native,1057,17.91,7,0.63,0.28,8.53,103.61,25,57.26,8.39,2,0.06,1.37,Arial,23,0
45e2854c,Essay,Undergraduate,Non_Native,1728,13.58,8,0.6,0.14,14.08,152.9,29,18.86,41.83,4,0.03,1.54,Arial,15,0
62a7c05f,Literature_Review,Undergraduate,Native,968,23.08,7,0.64,0.24,12.77,210.87,28,26.89,8.2,29,0.08,1.0,Arial,6,0
e6e74cf8,Lab_Report,Undergraduate,Native,1834,12.82,12,0.62,0.12,12.28,210.33,24,59.03,10.22,3,0.04,2.47,Times New Roman,8,0
0ae63ddb,Literature_Review,Undergraduate,Native,833,23.79,7,0.65,0.21,8.86,,,38.24,16.57,,0.08,1.85,Calibri,23,0
65e73c6c,Lab_Report,Undergraduate,Native,1084,12.5,9,0.64,0.26,13.82,196.34,24,,5.36,4,0.06,2.46,Calibri,13,0
ad216566,Research_Paper,High_School,Native,1562,18.67,7,0.53,0.1,10.41,203.11,18,34.11,8.16,17,0.02,1.97,Arial,10,0
7a853ea8,Research_Paper,Undergraduate,Native,592,14.71,12,0.52,0.21,11.25,194.76,29,36.01,1.88,14,0.05,1.76,Helvetica,20,0
072104e8,Lab_Report,Undergraduate,Native,2000,17.35,4,0.63,0.07,10.83,246.32,,69.65,1.0,2,0.06,2.5,Calibri,2,0
d808afe6,Research_Paper,High_School,Native,1257,14.98,7,0.58,0.18,12.85,66.93,,34.87,0.81,17,0.04,2.09,Times New Roman,5,0
728ebf5a,Research_Paper,High_School,Non_Native,1596,16.58,5,0.69,0.04,14.04,189.29,,39.9,9.8,17,0.04,1.35,Helvetica,2,0
2fb344a4,Research_Paper,Postgraduate,Native,1773,18.12,3,0.52,0.08,9.86,184.52,27,32.47,17.82,16,0.04,2.58,Arial,8,0
df10f2e8,Lab_Report,Undergraduate,Non_Native,2096,17.43,5,0.57,0.29,9.71,169.18,34,49.49,0.34,6,0.05,1.09,Times New Roman,0,0
817e1807,Essay,High_School,Native,1095,21.26,10,0.57,0.19,10.16,196.13,21,63.2,2.74,4,0.07,2.79,Arial,18,0
f55a98ba,Essay,Postgraduate,Native,1346,18.87,11,0.53,0.2,7.66,105.85,25,86.85,,1,0.06,1.35,Helvetica,16,0
5c5c9bb5,Essay,Undergraduate,Native,431,16.23,6,0.64,0.19,16.26,98.92,28,35.64,37.8,3,0.09,2.47,Times New Roman,9,0
c0629ca1,Research_Paper,Undergraduate,Non_Native,962,6.97,3,0.43,0.36,11.22,217.26,26,,,16,0.08,3.23,Calibri,6,0
34964102,Lab_Report,Undergraduate,Non_Native,1231,22.05,3,0.76,0.38,13.57,1.0,0,0.0,1.35,,0.08,2.14,Calibri,16,1
f867991c,Literature_Review,Postgraduate,Native,867,21.34,0,0.75,0.41,13.9,40.63,2,1200.0,0.77,13,0.08,2.26,Helvetica,2,1
2d9a62f3,Research_Paper,Undergraduate,Native,473,11.73,9,0.52,0.26,10.79,80.82,39,18.04,5.96,17,0.03,1.48,Arial,9,0
85292b6a,Lab_Report,Undergraduate,Native,734,23.72,10,0.7,0.07,11.15,248.04,28,23.48,,2,0.02,1.65,Times New Roman,12,0
7686eb44,Research_Paper,Undergraduate,Native,1310,17.08,3,0.67,0.13,13.61,115.23,32,79.39,10.23,,0.05,1.35,Calibri,8,0
28bbf22f,Lab_Report,High_School,Native,1289,21.43,8,0.47,0.36,9.43,136.09,40,54.43,22.86,3,0.05,2.81,Arial,1,0
307bc85e,Research_Paper,Undergraduate,Native,1331,14.23,4,0.4,0.16,16.09,158.66,,40.49,1.33,18,0.07,1.84,Arial,22,0
fe5996dc,Essay,Postgraduate,Native,925,19.0,7,0.48,0.23,6.14,228.38,18,42.74,2.49,3,0.11,1.99,Arial,6,0
ce04aec4,Research_Paper,Postgraduate,Native,890,25.08,0,0.74,0.34,14.7,9.25,1,1200.0,1.3,7,0.07,2.65,Times New Roman,7,1
26251ee8,Research_Paper,High_School,Native,819,16.22,13,0.52,0.15,11.19,139.97,25,47.38,0.73,15,0.08,2.06,Helvetica,11,0
504b19ed,Literature_Review,Undergraduate,Non_Native,1090,15.24,13,0.56,0.13,14.04,210.77,26,49.76,0.64,30,0.08,1.18,Arial,0,0
1b2a1a1c,Literature_Review,Undergraduate,Native,1331,23.47,8,0.55,0.28,10.91,99.68,37,43.89,5.47,28,0.05,1.56,Arial,23,0
aa88525f,Essay,High_School,Native,1811,21.26,11,0.58,0.12,8.33,130.48,28,66.63,20.13,4,0.08,1.0,Arial,18,0
30ab9519,Essay,Undergraduate,Native,1213,16.04,15,0.67,0.08,12.9,207.37,29,41.51,,3,0.05,1.36,Calibri,13,0
37aa1543,Research_Paper,Undergraduate,Native,622,14.28,15,0.56,0.21,7.52,246.45,27,33.62,23.16,17,0.08,1.19,Times New Roman,12,0
0b91dd30,Lab_Report,Undergraduate,Native,1293,17.18,14,0.6,0.05,10.26,251.17,29,58.7,8.24,,0.08,2.63,Times New Roman,8,0
6a5fb830,Essay,High_School,Native,1090,19.59,6,0.57,0.22,14.81,263.59,22,70.07,11.13,0,0.05,2.08,Arial,19,0
9cf331dc,Literature_Review,Undergraduate,Non_Native,1311,19.37,4,0.45,0.22,11.57,156.69,,18.16,3.42,,0.08,2.12,Helvetica,18,0
02df2fb8,Essay,Postgraduate,Native,1673,10.28,6,0.71,0.3,11.77,185.28,22,50.43,13.82,4,0.04,1.99,Arial,3,0
ee1c5398,Literature_Review,Undergraduate,Native,1155,10.69,9,0.56,0.17,8.38,179.12,17,18.74,2.05,31,0.02,2.52,Helvetica,3,0
c1cfc1dd,Essay,Postgraduate,Native,1819,20.46,2,0.74,0.35,14.36,,1,1200.0,1.11,0,0.09,2.49,Arial,16,1
1af1640e,Essay,Undergraduate,Native,404,13.04,6,0.54,0.2,11.48,134.12,23,33.53,4.77,3,0.03,2.12,Times New Roman,16,0
34fffc4b,Research_Paper,Undergraduate,Non_Native,1480,20.73,5,0.6,0.16,11.81,276.1,32,22.82,13.42,14,0.07,1.01,Helvetica,2,0
f1cb5c42,Literature_Review,Undergraduate,Non_Native,1431,23.08,1,0.76,0.36,14.32,15.61,1,1200.0,2.9,7,0.09,2.23,Times New Roman,8,1
5b17b975,Research_Paper,Undergraduate,Native,792,20.21,11,0.66,0.06,10.37,245.48,29,33.67,8.38,17,0.06,2.03,Times New Roman,4,0
8aba7557,Research_Paper,Undergraduate,Native,1350,9.8,12,0.51,0.2,11.63,194.96,26,6.9,1.33,15,0.05,2.66,Helvetica,11,0
2e68c793,Essay,Undergraduate,Native,1711,11.87,7,0.59,0.09,13.59,185.92,20,33.89,4.3,2,0.04,2.64,Calibri,16,0
86ac45e4,Lab_Report,Undergraduate,Native,1392,19.65,7,0.6,0.13,10.36,,,53.02,2.02,3,0.07,2.11,Calibri,10,0
b926bb0b,Essay,Undergraduate,Native,1302,21.43,8,0.44,0.09,14.28,148.55,,41.96,20.15,,0.04,1.56,Calibri,5,0
01310334,Lab_Report,Undergraduate,Native,1215,22.43,2,0.74,0.34,16.15,19.76,1,1200.0,7.34,2,0.09,2.4,Times New Roman,17,1
84a72308,Literature_Review,Undergraduate,Non_Native,1171,22.5,6,0.63,0.18,10.78,160.0,26,59.42,0.24,27,0.05,2.19,Calibri,20,0
f58270bc,Essay,Undergraduate,Native,1357,14.05,13,0.54,0.2,9.12,203.05,,41.97,5.56,,0.04,1.72,Calibri,7,0
a194cdb4,Essay,Undergraduate,Native,1368,16.51,6,0.68,0.16,8.62,266.49,,31.28,,5,0.06,2.3,Times New Roman,14,0
b3438ad7,Lab_Report,High_School,Native,1254,20.08,7,0.56,0.06,7.32,156.12,32,51.62,6.69,5,0.07,2.42,Calibri,1,0
109cd2d8,Lab_Report,Undergraduate,Native,1275,7.97,10,0.61,0.29,9.97,,29,50.08,23.72,0,0.08,1.76,Times New Roman,13,0
96a8d57f,Lab_Report,Undergraduate,Non_Native,896,12.34,9,0.64,0.12,11.72,88.79,34,40.68,12.84,,0.05,2.4,Times New Roman,13,0
1c43d700,Essay,Undergraduate,Non_Native,1653,19.37,4,0.71,0.17,12.58,254.02,27,53.8,13.06,1,0.02,1.9,Times New Roman,12,0
0cf46e9c,Essay,Postgraduate,Native,1085,10.26,7,0.62,0.23,10.03,84.68,23,49.02,2.64,5,0.04,1.89,Helvetica,18,0
b4f17993,Essay,Undergraduate,Native,1629,23.19,2,0.77,0.36,13.96,1.14,4,,0.76,0,0.09,3.01,Times New Roman,13,1
a6901013,Research_Paper,Postgraduate,Native,1695,17.81,6,0.64,0.3,5.0,230.37,,57.35,4.64,20,0.05,1.78,Calibri,16,0
698c3fe7,Research_Paper,Undergraduate,Native,657,16.2,12,0.72,0.33,13.9,214.3,29,49.96,2.18,17,0.08,1.69,Times New Roman,23,0
3d8650b2,Essay,High_School,Non_Native,2281,10.68,9,0.68,0.11,14.18,164.74,26,33.58,2.83,5,0.04,1.65,Calibri,11,0
19070b61,Lab_Report,Undergraduate,Native,1498,15.74,8,0.7,0.17,6.79,218.69,27,45.31,1.93,3,0.03,2.71,Helvetica,3,0
72b7490e,Essay,Undergraduate,Native,1184,20.68,10,0.59,0.2,13.35,,28,,17.82,,0.05,1.88,Calibri,23,0
49a39840,Research_Paper,Undergraduate,Non_Native,820,20.69,10,0.62,0.25,10.23,178.92,18,26.08,4.99,17,0.06,1.0,Calibri,13,0
6fffad63,Essay,Undergraduate,Native,1128,24.96,8,0.51,0.12,6.35,195.7,32,24.23,0.79,1,0.02,2.28,Helvetica,11,0
6d5e584e,Essay,Postgraduate,Native,1482,15.29,8,0.55,0.15,7.05,160.15,31,52.07,,5,0.06,2.17,Times New Roman,10,0
329907a6,Essay,High_School,Non_Native,699,14.45,11,0.7,0.07,8.74,,19,22.65,1.86,5,0.07,2.36,Calibri,11,0
da822012,Research_Paper,Undergraduate,Native,817,12.62,6,0.44,0.25,13.45,126.11,22,28.67,13.62,18,0.09,2.42,Helvetica,13,0
8bf7c13d,Research_Paper,Postgraduate,Native,1097,15.19,6,0.61,0.3,8.7,249.9,27,59.55,3.85,19,0.03,1.0,Arial,17,0
4c231fb3,Essay,Undergraduate,Native,1254,23.48,2,0.76,0.3,13.63,,0,1200.0,8.0,2,0.09,2.46,Calibri,14,1
4b7969d1,Lab_Report,Undergraduate,Native,625,20.65,0,0.75,0.35,12.65,26.33,,1200.0,0.3,1,0.1,2.46,Calibri,0,1
83d152e6,Research_Paper,High_School,Non_Native,1674,18.03,54,0.59,0.18,8.62,1059.01,20,41.53,5.49,16,0.09,1.0,Times New Roman,22,0
2b5a30ab,Research_Paper,Undergraduate,Non_Native,1615,13.86,14,0.62,0.24,10.25,184.21,27,27.7,0.11,15,0.04,2.22,Helvetica,17,0
dac647b6,Lab_Report,Undergraduate,Non_Native,619,21.16,7,0.6,0.18,10.26,113.13,15,,15.39,3,0.04,2.35,Times New Roman,3,0
80fda4f2,Essay,Undergraduate,Native,1152,11.62,5,0.67,0.22,11.29,34.34,26,53.26,2.81,4,0.03,2.17,Calibri,4,0
274ceec1,Research_Paper,Undergraduate,Native,856,15.43,5,0.52,0.09,17.62,196.8,32,16.63,4.43,16,0.06,1.75,Times New Roman,14,0
845a2ca3,Literature_Review,Undergraduate,Non_Native,1106,19.93,41,0.51,0.13,9.08,1332.21,29,26.13,0.08,30,0.05,1.0,Times New Roman,18,0
94f23e29,Essay,Undergraduate,Native,1464,17.19,7,0.49,0.21,12.85,244.27,,36.07,10.16,4,0.03,1.0,Helvetica,18,0
feb2e426,Essay,High_School,Native,1584,18.82,5,0.47,0.15,17.09,206.96,25,58.81,20.15,0,0.03,1.0,Arial,3,0
28becbed,Literature_Review,High_School,Native,1533,16.23,11,0.75,0.11,12.24,193.11,23,67.5,7.55,30,0.06,2.63,Calibri,23,0
49169a20,Research_Paper,High_School,Native,1034,20.38,9,0.68,0.25,9.31,116.71,,35.81,6.73,15,0.06,1.59,Calibri,13,0
68bd46bb,Literature_Review,Undergraduate,Non_Native,846,19.95,6,0.61,0.23,13.56,295.52,27,43.99,,30,0.04,2.15,Arial,18,0
fc4bba3b,Essay,Undergraduate,Native,1199,13.89,15,0.48,0.25,8.01,,28,36.8,15.65,2,0.02,1.93,Helvetica,10,0
4e5c3aa7,Essay,Postgraduate,Non_Native,1017,12.98,6,0.68,0.15,10.29,142.45,23,46.99,2.04,4,0.04,1.0,Helvetica,19,0
1fd54ec9,Lab_Report,Postgraduate,Native,1213,16.48,5,0.67,0.03,11.34,104.83,28,48.36,0.5,1,0.05,2.09,Helvetica,11,0
9fa1a530,Lab_Report,Undergraduate,Native,1687,14.22,9,0.56,0.28,12.73,193.8,,62.08,12.74,1,0.08,2.24,Calibri,2,0
14964179,Essay,Undergraduate,Native,1641,18.31,2,0.57,0.32,14.52,205.82,18,47.84,1.99,,0.04,1.67,Calibri,5,0
427345ab,Essay,High_School,Native,1028,23.9,2,0.68,0.42,14.48,29.67,3,1200.0,1.62,4,0.08,2.4,Helvetica,6,1
a2b40763,Research_Paper,Undergraduate,Native,1478,23.7,4,0.68,0.38,14.5,6.44,3,1200.0,,10,0.08,2.75,Helvetica,7,1
200aa8fc,Lab_Report,Undergraduate,Non_Native,913,25.34,6,0.66,0.2,12.82,,17,29.83,2.49,0,0.05,1.78,Helvetica,19,0
f36245a1,Research_Paper,Undergraduate,Native,712,15.57,10,0.35,0.04,11.12,300.66,30,8.98,10.79,18,0.08,1.0,Calibri,4,0
2fca54f3,Essay,Undergraduate,Native,793,19.4,6,0.47,0.21,9.85,132.22,18,67.06,2.08,3,0.07,1.69,Helvetica,9,0
725d031d,Essay,Undergraduate,Native,1190,7.1,8,0.7,0.17,12.81,179.18,14,48.42,8.32,1,0.02,1.49,Calibri,20,0
b50a44f8,Essay,High_School,Native,1374,7.64,6,0.56,0.32,7.29,140.42,25,47.91,3.79,3,0.08,1.0,Calibri,3,0
07c903fc,Research_Paper,Undergraduate,Non_Native,1155,20.42,8,0.59,0.2,8.89,,24,42.36,3.02,17,0.05,2.09,Arial,13,0
8c0657fb,Essay,Undergraduate,Non_Native,787,18.47,6,0.65,0.29,10.16,190.49,23,29.5,13.03,3,0.02,1.54,Calibri,10,0
e1e346a5,Research_Paper,Undergraduate,Native,1687,9.8,6,0.52,0.27,12.96,226.0,27,55.32,0.06,19,0.05,1.76,Times New Roman,5,0
34313d95,Research_Paper,High_School,Native,1482,18.83,5,0.64,0.15,11.22,217.06,,64.06,,19,0.02,2.39,Helvetica,20,0
5466e6ba,Lab_Report,Undergraduate,Native,1016,17.29,13,0.51,0.06,13.0,,20,37.79,0.48,4,0.02,1.44,Helvetica,22,0
8ec42625,Research_Paper,Undergraduate,Non_Native,1479,16.61,11,0.69,0.16,10.52,167.53,26,,5.1,20,0.06,2.31,Helvetica,20,0
1da875dd,Essay,Undergraduate,Native,1182,21.7,1,0.73,0.28,13.4,1.47,0,,10.54,3,0.08,2.49,Helvetica,16,1
026a8947,Lab_Report,High_School,Native,1518,20.22,10,0.67,0.27,11.3,138.98,32,33.22,1.56,4,0.03,1.0,Arial,7,0
e845ceaf,Essay,Undergraduate,Native,861,15.21,10,0.44,0.18,14.71,235.97,,37.15,0.66,4,0.07,2.76,Helvetica,19,0
0790e28e,Research_Paper,Postgraduate,Native,1549,20.76,7,0.67,0.03,7.34,,24,55.38,0.05,20,0.03,1.53,Helvetica,5,0
85c68a4d,Lab_Report,Undergraduate,Non_Native,1639,24.31,12,0.74,0.26,11.93,206.06,23,59.89,,2,0.06,2.4,Arial,20,0
0e2740d1,Research_Paper,Undergraduate,Non_Native,1524,21.1,4,0.59,0.17,10.0,165.58,21,52.75,0.04,16,0.04,1.0,Arial,2,0
baad5e9b,Essay,Undergraduate,Non_Native,1184,15.29,9,0.69,0.15,12.62,74.03,24,58.66,4.68,3,0.08,1.15,Calibri,6,0
b7b55ee1,Research_Paper,Undergraduate,Non_Native,655,23.82,4,0.54,0.31,10.34,185.56,28,40.39,10.29,,0.03,2.33,Calibri,19,0
88b148ca,Research_Paper,Undergraduate,Native,1123,11.78,9,0.55,0.37,8.22,93.6,36,36.84,3.87,,0.03,1.18,Helvetica,15,0
489b59c3,Literature_Review,Undergraduate,Native,1125,11.92,10,0.72,0.13,7.48,143.35,22,51.62,9.59,30,0.07,1.0,Helvetica,18,0
56891e15,Research_Paper,Undergraduate,Native,1031,25.68,9,0.51,0.22,10.19,216.49,27,,2.82,17,0.03,1.88,Helvetica,22,0
0ee9ca56,Literature_Review,Postgraduate,Non_Native,876,14.99,4,0.56,0.22,10.62,,,37.66,5.2,29,0.05,2.09,Times New Roman,22,0
d24e6789,Lab_Report,Undergraduate,Native,969,14.08,8,0.75,0.09,9.65,216.97,23,,1.36,4,0.04,1.53,Helvetica,21,0
d391eecc,Essay,High_School,Native,1127,18.35,8,0.69,0.21,14.09,290.98,22,51.39,6.33,4,0.07,1.14,Helvetica,7,0
1c943361,Essay,Undergraduate,Native,1032,23.65,2,0.71,0.39,13.27,1.0,1,1200.0,5.31,3,0.07,2.38,Helvetica,23,1
337b8299,Essay,Undergraduate,Native,1048,16.27,4,0.52,0.15,11.47,199.97,22,,0.28,4,0.03,3.12,Times New Roman,9,0
a2b9daf0,Lab_Report,Undergraduate,Native,694,8.92,8,0.72,0.08,12.04,226.94,18,45.75,4.39,3,0.05,1.95,Helvetica,15,0
ffd8044e,Lab_Report,High_School,Native,1230,13.38,7,0.68,0.13,11.84,203.47,15,18.54,20.13,4,0.04,1.83,Helvetica,5,0
f1766ae2,Essay,High_School,Native,1375,14.88,8,0.6,0.15,14.41,80.94,16,49.32,1.3,,0.06,1.88,Times New Roman,21,0
439e2690,Essay,Undergraduate,Native,1663,12.76,4,0.67,0.28,7.41,156.49,30,29.48,4.88,3,0.03,1.94,Calibri,16,0
dc4283fa,Research_Paper,High_School,Non_Native,1884,22.95,2,0.71,0.37,12.87,13.45,,1200.0,7.39,5,0.07,2.7,Helvetica,9,1
dcbe51f8,Essay,Undergraduate,Native,1037,19.61,7,0.71,0.1,10.22,,30,47.25,,1,0.04,2.46,Arial,9,0
bee30368,Lab_Report,Undergraduate,Non_Native,1071,19.35,16,0.52,0.12,12.68,174.69,23,45.68,3.27,5,0.05,1.81,Arial,6,0
6cc7c421,Essay,Undergraduate,Native,1326,14.01,8,0.65,0.25,10.61,164.53,17,56.18,17.33,3,0.03,1.43,Helvetica,20,0
09aac6ae,Essay,Undergraduate,Native,902,17.04,9,0.66,0.2,11.27,111.75,19,65.19,14.59,,0.08,1.51,Arial,3,0
73f21400,Lab_Report,High_School,Native,1651,17.27,5,0.49,0.21,10.04,181.07,21,50.37,22.95,2,0.04,2.2,Calibri,2,0
e5bd7f9d,Research_Paper,Undergraduate,Non_Native,1045,10.46,5,0.63,0.26,6.75,116.33,32,45.41,8.23,19,0.05,1.0,Times New Roman,5,0
adb5fb2b,Essay,Postgraduate,Native,1699,20.02,8,0.69,0.23,10.13,232.76,30,36.46,0.71,1,0.04,1.2,Helvetica,16,0
b2da6300,Research_Paper,Undergraduate,Non_Native,640,18.33,3,0.57,0.18,10.8,253.97,19,48.38,0.49,17,0.06,1.53,Helvetica,0,0
bc19cf16,Research_Paper,Postgraduate,Native,1163,14.22,11,0.53,0.24,9.88,235.36,20,,9.02,19,0.02,2.52,Times New Roman,9,0
f4f7b23c,Essay,High_School,Native,1403,20.72,4,0.58,0.2,8.59,246.76,28,41.66,8.7,8,0.08,2.09,Times New Roman,19,0
72637dbb,Research_Paper,Undergraduate,Native,1737,14.64,9,0.56,0.24,10.21,207.48,25,24.69,1.55,16,0.09,1.43,Arial,18,0
53b4b887,Essay,Undergraduate,Native,1598,19.37,12,0.61,0.2,10.72,,22,29.57,0.52,6,0.08,1.62,Arial,22,0
af1d7224,Essay,High_School,Native,523,18.52,7,0.55,0.33,11.26,137.46,20,54.63,7.42,3,0.02,2.07,Times New Roman,19,0
1f61cad8,Literature_Review,Postgraduate,Native,1306,16.77,9,0.57,0.13,11.25,164.83,20,50.63,5.58,27,0.09,1.56,Calibri,16,0
9d939134,Essay,Undergraduate,Native,1513,16.91,9,0.57,0.08,11.12,176.07,37,58.88,0.32,0,0.04,2.18,Times New Roman,20,0
083f5045,Lab_Report,Undergraduate,Native,1219,13.65,11,0.53,0.26,10.59,174.87,26,25.44,54.07,4,0.04,2.41,Times New Roman,4,0
2ab47609,Essay,Undergraduate,Native,961,22.11,9,0.52,0.31,7.68,241.98,26,67.49,4.99,0,0.03,2.05,Calibri,14,0
af8f140a,Research_Paper,High_School,Non_Native,1595,14.72,12,0.58,0.13,12.42,167.52,27,40.42,6.48,17,0.05,2.12,Calibri,21,0
3818fe1a,Essay,Postgraduate,Native,1128,26.02,10,0.46,0.3,11.82,171.57,21,37.69,4.17,2,0.07,2.56,Times New Roman,3,0
a8504834,Research_Paper,Undergraduate,Native,1211,23.2,0,0.71,0.35,14.75,5.12,3,1200.0,1.31,3,0.09,2.96,Arial,17,1
