call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,seconds_of_use_phase,frequency_of_use_phase,frequency_of_sms_phase,distinct_called_numbers_phase,customer_value_phase,in_pocket,target_real,target
12,0,35,3,9410,125,158,56,3,1,1,30,1013.4,2.34474,2.12998,1.98224,2.87804,2.2202,1,0,1
6,0,36,1,14068,173,14,57,3,1,1,30,625.64,2.7264,2.69677,-0.600041,2.87665,1.24802,1,0,0
6,0,36,2,4810,87,16,38,3,1,1,30,259.88,1.05329,1.25173,-0.338455,2.01796,0.328245,0,0,0
5,0,36,1,6213,99,21,25,2,1,1,25,378.54,1.41705,1.72038,-0.0218256,0.526637,0.942258,0,0,0
8,0,36,0,2533,58,22,30,3,1,2,30,191.64,-0.510661,0.201766,0.0814969,1.19732,-0.378431,0,0,0
24,0,36,4,15435,229,68,45,3,2,1,30,898.56,2.9367,2.96186,1.42513,2.54172,1.9373,1,0,1
3,0,36,2,3390,31,497,21,3,1,1,30,2124.84,0.29972,-1.33275,3.11928,-0.0277681,3.12716,0,0,0
8,0,35,1,15780,186,164,43,2,1,1,25,1456.47,3.0048,2.84077,2.0371,2.40338,2.69373,1,0,0
2,0,35,2,6795,90,200,39,3,1,1,30,1075.4,1.764,1.38217,2.35448,2.06926,2.33189,0,0,0
0,0,35,0,1170,18,14,24,2,1,2,25,116.46,-1.864,-2.07525,-0.598188,0.372898,-1.52572,0,0,0
1,0,36,0,1005,18,27,21,2,1,2,25,167.535,-2.05345,-2.073,0.37397,-0.0117528,-0.765075,0,0,0
0,1,35,0,295,4,14,13,2,1,2,25,76.455,-2.73056,-2.72789,-0.562432,-1.1945,-2.08037,0,1,1
2,0,35,1,7803,131,398,56,2,1,1,25,2148.03,2.08998,2.22727,3.01893,2.87169,3.12384,1,0,0
6,0,35,2,11760,158,25,60,3,1,1,30,576.72,2.61115,2.49511,0.270884,2.8714,1.14839,1,0,0
7,0,35,2,7013,79,122,50,2,1,1,25,868.14,1.86994,0.986078,1.75428,2.74629,1.82421,0,0,0
22,0,31,0,1250,51,30,30,2,1,2,25,193.545,-1.78482,-0.119418,0.547102,1.22319,-0.381038,0,1,1
20,0,34,9,10730,97,15,55,4,1,1,45,308.175,2.46974,1.62517,-0.501253,2.83931,0.659688,1,0,1
12,0,34,2,6113,102,40,37,2,1,1,25,459.675,1.3523,1.78732,0.967544,1.83482,1.04824,0,0,0
0,0,32,1,3135,26,14,27,3,1,1,30,182.44,0.13291,-1.63544,-0.596944,0.885463,-0.542418,0,0,0
8,0,33,0,3285,45,23,29,2,1,2,25,253.35,0.224256,-0.51525,0.109678,1.07692,0.259119,0,1,1
8,1,34,0,2563,48,48,44,3,1,2,30,296.44,-0.48022,-0.279054,1.18235,2.44806,0.586755,0,1,1
0,0,34,0,428,6,14,15,3,1,2,30,73.36,-2.593,-2.62111,-0.554134,-0.912099,-2.12252,0,1,1
0,0,34,1,1963,29,14,19,3,1,1,30,135.68,-1.0412,-1.4712,-0.569359,-0.306033,-1.26274,0,0,0
2,0,31,2,7080,101,28,35,4,1,1,45,249.525,1.92063,1.73328,0.415654,1.68401,0.216734,0,0,0
0,0,34,0,923,11,23,17,4,1,2,45,80.85,-2.12206,-2.38858,0.131703,-0.606319,-1.99185,0,1,1
0,0,34,2,633,8,18,15,5,1,1,55,36.615,-2.37381,-2.52546,-0.19905,-0.881872,-2.5689,0,0,0
24,0,29,4,16370,242,14,93,2,1,1,25,810.54,3.10788,3.13124,-0.535536,3.11927,1.62477,1,0,1
5,0,32,4,7260,120,285,46,2,2,1,25,1614.6,1.97767,2.03584,2.64582,2.64286,2.84496,0,0,0
1,0,34,1,4013,86,16,41,2,1,1,25,256.455,0.649118,1.27404,-0.380597,2.26387,0.295357,0,0,0
2,1,33,0,1960,48,52,33,3,1,2,30,288.32,-1.04633,-0.324219,1.25006,1.5447,0.578486,0,1,1
5,0,34,1,3075,57,189,36,2,1,1,25,991.44,0.0407673,0.156377,2.21821,1.79796,2.16598,0,0,0
3,0,25,2,1610,40,207,24,2,2,1,25,1005.75,-1.34775,-0.76294,2.39817,0.506404,2.23621,0,0,0
3,0,24,1,1863,43,44,81,4,1,1,45,157.65,-1.12246,-0.63431,1.04893,3.08219,-0.931215,0,0,0
10,0,25,0,995,29,24,20,2,1,2,25,154.08,-2.04772,-1.46656,0.143401,-0.110566,-1.0198,0,0,0
0,0,24,0,1120,14,35,16,4,1,2,45,115.85,-1.90658,-2.26617,0.740267,-0.769537,-1.51721,0,0,0
9,0,23,1,1520,36,33,26,2,1,1,25,218.52,-1.46499,-1.09046,0.662269,0.724064,-0.0825203,0,0,0
1,0,23,1,3520,65,22,36,3,1,1,30,231.4,0.396964,0.479783,0.069636,1.80104,0.0612966,0,0,0
1,0,16,1,1990,30,42,27,2,1,1,25,279.9,-1.00443,-1.42607,0.987044,0.815622,0.488658,0,0,0
15,0,15,2,6688,145,99,55,1,2,1,15,920.315,1.73916,2.35837,1.63038,2.83995,2.00781,1,0,1
11,0,13,1,9228,175,87,53,4,1,1,45,452.575,2.27203,2.73592,1.57148,2.83183,1.05903,1,0,0
7,0,14,4,3148,49,45,32,3,1,1,30,307.88,0.14264,-0.221062,1.08363,1.47112,0.678287,0,0,0
1,0,7,2,4685,44,229,23,3,1,1,30,1105.16,1.00254,-0.572255,2.46322,0.333299,2.37709,0,0,0
2,1,7,2,1783,23,14,20,3,1,1,30,128.24,-1.21969,-1.81022,-0.641402,-0.202052,-1.35597,0,1,1
0,0,36,0,3465,55,0,10,2,1,1,25,158.4,0.36423,0.0471811,-2.83962,-1.64211,-0.895884,0,0,0
0,0,37,0,0,0,0,0,2,1,2,25,0,-2.98339,-2.96899,-2.87272,-2.88831,-3.08069,0,0,0
1,0,35,0,1548,44,331,7,2,1,1,25,1561.14,-1.4266,-0.560062,2.79278,-2.04408,2.81831,0,0,0
1,0,36,0,3293,50,0,18,1,1,1,15,183.865,0.2426,-0.195735,-2.88914,-0.420509,-0.542744,0,0,0
0,0,36,0,1488,42,0,16,1,1,1,15,84.15,-1.44526,-0.713005,-2.95267,-0.812993,-1.95503,0,0,0
2,0,36,0,2870,66,4,11,2,1,1,25,150.12,-0.0935981,0.501844,-1.6604,-1.42942,-1.03948,0,0,0
0,0,36,0,1455,23,257,1,3,1,1,30,1087.12,-1.45709,-1.79848,2.50091,-2.7962,2.33809,0,0,0
4,0,35,0,8210,105,116,26,3,1,1,30,796.6,2.13905,1.822,1.70087,0.609189,1.59565,0,0,0
0,0,36,0,12868,153,0,27,3,1,1,30,520.84,2.63816,2.38246,-2.91844,0.827383,1.12978,1,0,0
0,0,36,0,3610,67,0,8,3,1,1,30,147.08,0.451519,0.54178,-2.94011,-1.8839,-1.08328,0,0,0
0,0,36,0,5013,79,0,13,2,1,1,25,229.14,1.12094,0.967008,-2.957,-1.18625,0.0231051,0,0,0
0,0,36,0,1333,38,0,4,3,1,2,30,54.84,-1.66076,-0.972547,-2.95998,-2.51178,-2.31058,0,0,0
16,0,36,0,14235,209,26,15,3,1,1,30,681.76,2.75729,2.88078,0.338698,-0.854063,1.32917,1,0,1
0,0,36,0,2190,11,455,5,3,1,1,30,1908.04,-0.823042,-2.40313,2.99891,-2.41226,2.95251,0,0,0
0,0,35,0,14580,166,122,13,2,1,1,25,1212.57,2.82074,2.62456,1.75316,-1.16127,2.46236,1,0,0
0,0,35,0,5595,70,158,9,3,1,1,30,858.6,1.22004,0.634602,1.94506,-1.75133,1.7977,0,0,0
0,0,35,0,0,0,0,0,2,1,2,25,0,-2.94551,-3.12795,-2.9161,-2.90328,-2.92735,0,0,0
0,0,36,0,0,0,0,0,2,1,2,25,0,-2.9485,-3.1185,-2.46349,-2.86765,-3.09386,0,0,0
0,0,35,0,0,0,0,0,2,1,2,25,0,-3.00914,-2.90089,-2.92149,-2.85454,-3.09563,0,1,1
0,0,35,0,6603,111,356,26,2,1,1,25,1904.13,1.66576,1.93927,2.81635,0.667906,2.96521,0,0,0
0,0,35,0,10560,138,0,30,3,1,1,30,427.92,2.48594,2.3047,-2.98539,1.22214,1.04631,1,0,0
0,0,35,0,5813,59,80,20,2,1,1,25,624.24,1.27554,0.252153,1.50606,-0.172701,1.23691,0,0,0
7,0,31,0,50,2,0,1,2,1,2,25,2.34,-2.83364,-2.83268,-2.94798,-2.83973,-2.85838,0,1,1
12,0,34,5,9530,77,0,25,4,1,1,45,240.175,2.38098,0.914361,-2.91857,0.489306,0.139606,0,0,0
4,0,34,0,4913,82,0,7,2,1,1,25,224.775,1.11563,1.12556,-3.14159,-2.05152,-0.00262903,0,1,1
0,0,32,0,1935,6,0,2,3,1,1,30,77.64,-1.02751,-2.73015,-2.97057,-2.70773,-2.06838,0,0,0
0,0,33,0,2085,25,0,9,2,1,2,25,94.95,-0.867861,-1.71599,-2.93457,-1.77901,-1.87309,0,1,1
0,1,34,0,1363,28,6,14,3,1,2,30,79.64,-1.63648,-1.54027,-1.54692,-1.06027,-2.04319,0,1,1
0,0,34,0,0,0,0,0,2,1,2,25,0,-2.96685,-2.92671,-3.02204,-2.89002,-3.0297,0,1,1
0,0,34,0,0,0,0,0,3,1,1,30,0,-2.99622,-2.87555,-2.95462,-2.83864,-3.01102,0,0,0
0,0,31,0,5880,81,0,5,4,1,1,45,149.025,1.26904,1.02331,-2.92574,-2.38343,-1.06787,0,0,0
0,1,34,0,0,0,0,0,4,1,2,45,0,-2.9666,-3.08315,-2.9855,-2.85419,-3.00603,0,1,1
0,0,34,0,0,0,0,0,4,1,1,45,0,-2.95727,-3.0825,-2.94438,-2.90272,-3.03739,0,0,0
16,0,29,0,15170,222,0,63,2,1,1,25,692.64,2.87252,2.92607,-2.92329,2.88534,1.31503,1,0,0
0,0,32,0,6060,100,243,16,2,2,1,25,1370.7,1.34016,1.71612,2.51892,-0.704801,2.59166,0,0,0
0,0,34,0,2813,66,0,11,2,1,1,25,129.555,-0.20397,0.555678,-2.94163,-1.41811,-1.34,0,0,0
0,0,33,0,760,28,10,3,3,1,2,30,71.52,-2.23698,-1.55697,-0.908455,-2.57249,-2.11035,0,0,0
0,0,34,0,1875,37,147,6,2,1,1,25,747.54,-1.09025,-0.979953,1.87398,-2.12543,1.49883,0,0,0
0,0,25,0,1903,20,165,8,2,2,1,25,829.035,-1.07131,-1.9317,2.04312,-1.92211,1.71215,0,0,0
0,0,24,0,663,23,2,51,4,1,1,45,22.15,-2.31921,-1.83678,-1.82969,2.83247,-2.70188,0,0,0
0,0,25,0,0,0,0,0,2,1,2,25,0,-2.99135,-2.93873,-2.90653,-2.88733,-3.06016,0,0,0
0,0,24,0,0,0,0,0,4,1,2,45,0,-2.99031,-3.02367,-2.91345,-2.89287,-3.09975,0,0,0
0,0,23,0,0,0,0,0,2,1,1,25,0,-2.99084,-2.97493,-2.90295,-2.89059,-3.10136,0,0,0
0,0,23,0,2320,45,0,6,3,1,1,30,94.6,-0.67188,-0.524187,-2.88276,-2.19407,-1.83695,0,0,0
0,0,16,0,0,0,0,0,2,1,1,25,0,-3.01036,-3.07054,-2.89136,-2.89927,-3.08903,0,0,0
7,0,15,0,5488,125,57,25,1,2,1,15,622.215,1.17396,2.14352,1.3185,0.55042,1.23576,1,0,0
3,0,13,0,8028,155,45,23,4,1,1,45,317.075,2.1452,2.48325,1.09501,0.356368,0.712173,1,0,1
0,0,14,0,1948,29,3,2,3,1,1,30,91.08,-1.06946,-1.48942,-1.71966,-2.70876,-1.9265,0,0,0
0,0,7,0,3485,24,187,21,3,1,1,30,888.36,0.380658,-1.78232,2.26512,-0.00514785,1.8905,0,0,0
0,0,7,0,0,0,0,0,2,1,1,25,0,-3.02866,-3.07517,-2.90969,-2.9323,-3.11322,0,1,1
3,0,37,0,4180,71,30,19,3,1,1,30,290.04,0.743696,0.733738,0.531258,-0.362784,0.550645,0,0,0
0,0,38,0,128,5,32,6,3,1,2,30,133.32,-2.83193,-2.67438,0.616633,-2.10203,-1.29863,0,0,0
5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,-0.738544,0.329378,2.90604,0.634996,2.88181,0,0,0
5,0,37,0,4008,66,26,37,1,1,1,15,367.07,0.649374,0.537521,0.310247,1.89965,0.891728,0,0,0
0,0,37,0,2203,58,27,35,2,1,1,25,223.245,-0.758876,0.211618,0.37145,1.67887,-0.0111813,0,0,0
6,0,37,1,3585,82,57,30,3,1,1,30,374.68,0.415038,1.11464,1.29917,1.15595,0.903426,0,0,0
0,0,37,0,2170,39,310,20,3,1,1,30,1328.36,-0.824516,-0.891921,2.71932,-0.204104,2.55547,0,0,0
8,0,36,2,8925,121,169,45,3,1,1,30,1037.84,2.25953,2.04581,2.06889,2.57181,2.2981,1,0,1
2,0,37,0,13583,169,25,46,3,1,1,30,650.08,2.68028,2.62564,0.285739,2.60018,1.2647,1,0,0
2,0,37,1,4325,83,27,27,3,1,1,30,284.32,0.815584,1.13119,0.369541,0.821015,0.52772,0,0,0
1,0,37,0,5728,95,32,14,3,1,1,30,360.92,1.2523,1.5818,0.668275,-1.11504,0.900031,0,0,0
4,0,37,0,2048,54,33,19,3,1,2,30,216.08,-0.941511,0.0176125,0.681793,-0.339136,-0.138675,0,0,0
20,0,37,3,14950,225,79,34,3,1,1,30,923,2.7705,2.96977,1.51089,1.57484,1.99711,1,0,0
0,0,37,1,2905,27,508,10,3,1,1,30,2149.28,-0.031127,-1.58061,3.12773,-1.57654,3.12374,0,0,0
4,0,36,0,15295,182,175,32,2,1,1,25,1483.96,2.88896,2.79338,2.10343,1.42023,2.72976,1,0,0
0,0,36,1,6310,86,211,28,3,1,1,30,1099.84,1.46744,1.24782,2.41689,0.905259,2.37262,0,0,0
0,0,36,0,685,14,25,13,2,1,2,25,143.955,-2.35015,-2.29258,0.25386,-1.15544,-1.14908,0,0,0
0,0,37,0,520,14,38,10,3,1,2,30,173.36,-2.49745,-2.26431,0.853386,-1.66924,-0.679668,0,0,0
0,0,36,0,0,0,25,0,2,1,2,25,112.5,-2.93229,-3.0802,0.23006,-2.88869,-1.56851,0,1,1
0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,2.0124,2.18833,3.01593,2.54975,2.97133,1,0,0
2,0,36,1,11275,154,36,49,4,1,1,45,375.725,2.6026,2.46636,0.801771,2.7725,0.926821,1,0,0
3,0,36,1,6528,75,133,39,2,1,1,25,895.635,1.65916,0.839668,1.82562,2.04462,1.92298,0,0,0
18,0,32,0,765,47,41,19,3,1,2,30,196.48,-2.2158,-0.337022,0.990617,-0.31578,-0.298258,0,1,1
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,2.43699,1.51369,0.369615,2.45753,-0.385491,1,0,1
8,1,35,1,5628,98,51,26,2,1,1,25,487.17,1.19916,1.66954,1.21477,0.724176,1.10614,0,1,1
0,0,33,0,2650,22,25,16,3,1,1,30,206.88,-0.369075,-1.87314,0.232628,-0.698518,-0.21965,0,0,0
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,-0.158965,-0.719695,0.702584,-0.361443,0.192237,0,1,1
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,-0.898451,-0.583965,1.32457,1.46354,0.700191,0,1,1
0,0,35,0,0,0,25,0,3,1,2,30,100,-2.86896,-2.90583,0.286765,-2.90011,-1.76361,0,1,1
0,0,35,0,1478,25,25,8,4,1,1,45,100.075,-1.47602,-1.6917,0.267732,-1.84901,-1.77054,0,0,0
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,1.63755,1.64226,0.924257,0.457287,-0.894586,0,0,0
0,0,35,0,438,7,34,6,4,1,2,45,96.125,-2.56814,-2.59051,0.736917,-2.17293,-1.8423,0,1,1
0,0,35,1,148,4,29,4,5,1,1,55,45.78,-2.84198,-2.73621,0.465879,-2.45171,-2.40789,0,0,0
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,3.02734,3.0811,0.268733,3.10273,1.73345,1,0,0
1,0,33,3,6775,116,296,35,2,2,1,25,1642.1,1.73904,2.03217,2.7231,1.64528,2.85753,1,0,0
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0.410828,1.08114,0.39963,1.20707,0.285694,0,0,0
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,-1.5148,-0.574184,1.33774,0.137082,0.689695,0,0,0
1,0,35,0,2590,53,200,25,2,1,1,25,1018.93,-0.399556,-0.0314592,2.3415,0.556214,2.23695,0,0,0
0,0,26,1,1125,36,218,13,2,2,1,25,1033.24,-1.88156,-1.06686,2.46325,-1.09239,2.28828,0,0,0
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,-1.62285,-0.886167,1.28696,2.97117,-0.662562,0,0,0
6,0,26,0,510,25,35,9,3,1,2,30,161.4,-2.50138,-1.71397,0.769783,-1.76744,-0.870842,0,0,0
0,0,25,0,635,10,46,5,4,1,2,45,131.125,-2.38815,-2.4106,1.13352,-2.28108,-1.2979,0,0,0
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,-1.95485,-1.29949,1.05662,-0.876315,0.132154,0,0,0
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0.0392591,0.361212,0.683155,0.53385,0.303601,0,0,0
0,0,17,0,1505,26,53,16,2,1,1,25,307.395,-1.46936,-1.64524,1.29618,-0.662805,0.661773,0,0,0
11,0,16,1,6203,141,110,44,2,2,1,25,780.48,1.43517,2.33809,1.70625,2.49614,1.57412,0,0,0
7,0,14,0,8743,171,98,42,5,1,1,55,280.71,2.16876,2.66726,1.64773,2.3311,0.498177,1,0,1
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,-0.35085,-0.500678,1.31658,-0.0285123,0.781074,0,0,0
0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,0.763703,-0.819448,2.52369,-1.27201,2.36209,0,0,0
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,-1.68285,-2.05001,0.2765,-1.78516,-1.01419,0,1,1
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0.626819,0.258225,-2.91306,-1.51967,-0.548002,0,0,0
0,0,36,0,0,0,0,0,2,1,2,25,0,-2.93085,-2.92012,-2.92587,-2.90247,-3.10383,0,0,0
5,0,34,0,2033,48,320,18,2,1,1,25,1533.64,-0.964114,-0.332147,2.74768,-0.408189,2.7885,0,0,0
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0.539279,0.0666384,-2.8763,1.08548,-0.184773,0,0,0
0,0,35,0,1973,46,0,27,1,1,1,15,111.045,-0.965179,-0.397437,-2.91576,0.750241,-1.6092,0,0,0
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0.276362,0.642769,-2.89943,0.0622579,-1.03915,0,0,0
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,-1.05213,-1.58187,2.53092,-1.29903,2.32875,0,0,0
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,2.18511,1.87571,1.64154,1.87207,1.54642,0,0,0
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,2.6668,2.51401,-2.91366,1.92016,1.16018,1,0,1
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0.733342,0.679258,-2.94357,-0.342731,-0.772878,0,0,0
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,1.1509,1.12591,-2.9296,-2.20731,0.205654,0,0,0
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,-1.17278,-0.701856,-2.92961,-1.57035,-2.06563,0,0,0
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,2.7639,2.89699,-0.5689,0.630917,1.41866,1,0,0
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,-0.31602,-2.22631,3.03478,-2.71639,2.92506,0,0,0
4,0,34,0,15065,170,111,24,2,1,1,25,1185.08,2.83123,2.68022,1.67659,0.369869,2.42425,1,0,1
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,1.36159,0.791659,1.89888,-0.195195,1.71601,0,0,0
0,0,34,0,455,2,0,5,2,1,2,25,20.565,-2.55915,-2.80739,-2.95259,-2.3074,-2.74216,0,0,0
0,0,35,0,290,2,0,2,2,1,2,25,13.14,-2.75629,-2.78524,-2.91568,-2.68461,-2.77227,0,0,0
0,0,34,0,0,0,0,0,2,1,2,25,0,-2.97848,-2.98061,-2.92546,-2.92887,-2.95993,0,1,1
0,0,34,0,7088,115,345,37,2,1,1,25,1876.63,1.92253,1.99978,2.81529,1.84456,2.93949,0,0,0
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,2.53999,2.37367,-2.47676,2.19995,1.06608,1,0,1
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,1.47636,0.402385,1.4218,1.33232,1.20863,0,0,0
18,0,30,0,535,35,0,11,2,1,2,25,25.65,-2.49556,-1.10515,-2.46728,-1.52351,-2.72137,0,1,1
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,2.41383,1.05813,-2.01197,1.79314,0.246439,1,0,1
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,1.13864,1.26605,-2.04807,-0.349355,0.225488,0,1,1
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,-0.607184,-2.47651,-2.0531,-1.89777,-1.8125,0,0,0
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,-0.458765,-1.45785,-2.0858,-1.6615,-1.49829,0,1,1
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,-1.15013,-1.22372,-2.01474,0.546964,-2.0965,0,1,1
0,0,33,0,0,0,0,0,2,1,2,25,0,-2.95583,-3.09213,-2.05057,-2.91707,-2.88359,0,1,1
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,-1.78036,-2.33625,-2.06837,-2.53409,-2.38768,0,0,0
0,0,30,0,6365,85,0,16,4,1,1,45,161.25,1.5024,1.18861,-2.01316,-0.769048,-0.849584,0,0,0
0,0,33,0,0,0,0,0,3,1,2,30,0,-2.95567,-2.9802,-2.10573,-2.92867,-2.95148,0,1,1
0,0,33,0,0,0,0,0,4,1,1,45,0,-2.98778,-2.94403,-2.08038,-3.01695,-3.00132,0,0,0
20,0,28,1,15655,226,0,74,2,1,1,25,714.645,2.99724,2.97803,-1.98633,3.01174,1.34614,1,0,1
1,0,31,1,6545,104,232,27,2,2,1,25,1343.2,1.63729,1.78794,2.51353,0.79288,2.55045,0,0,0
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0.2206,0.670298,-2.03509,0.108883,-1.03159,0,0,0
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,-1.75192,-1.26959,-1.96845,-1.05634,-2.36744,0,0,0
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,-0.688143,-0.74391,1.81585,-0.634708,1.34702,0,0,0
0,0,24,0,895,24,154,5,2,2,1,25,734.355,-2.15509,-1.76053,1.96611,-2.27276,1.42282,0,0,0
0,0,23,0,1148,27,0,62,4,1,1,45,29.375,-1.8633,-1.55326,-2.02098,2.89819,-2.66489,0,0,0
6,0,24,0,280,13,0,1,2,1,2,25,13.185,-2.74082,-2.31438,-1.98076,-2.79836,-2.78455,0,0,0
0,0,23,0,0,0,0,0,4,1,2,45,0,-2.91206,-2.94522,-1.98707,-2.90734,-2.95146,0,0,0
5,0,22,0,805,20,0,7,1,1,1,15,45.375,-2.20664,-1.93904,-1.93572,-2.02801,-2.50489,0,0,0
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,-0.182147,-0.308948,-1.96521,-0.655459,-1.56101,0,0,0
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,-1.70974,-2.28636,-1.96772,-1.88739,-2.32756,0,0,0
11,0,14,0,5973,129,46,36,1,2,1,15,588.61,1.31818,2.20082,1.12232,1.83446,1.21129,0,0,0
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,2.17572,2.50775,0.699826,1.60641,0.630258,1,0,0
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,-0.582784,-1.23849,-2.1207,-1.13134,-1.8034,0,0,0
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,0.627077,-1.5458,2.12147,-2.48262,2.13637,0,0,0
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,-1.9179,-2.54521,-2.11073,-2.79364,-2.41514,0,1,1
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0.804701,0.532594,-1.22806,-0.400491,-0.0646606,0,0,0
0,0,37,0,0,0,9,0,2,1,2,25,40.5,-2.9615,-2.82091,-1.00013,-3.01547,-2.52004,0,0,0
7,0,35,0,2338,55,361,25,2,1,1,25,1732.18,-0.66814,0.0569289,2.84258,0.499183,2.85304,0,0,0
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,0.700937,0.331093,-1.78458,1.84425,0.167518,0,0,0
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,-0.709539,-0.0383083,-1.68096,1.62941,-1.07316,0,0,0
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0.455086,0.941045,0.754257,1.09019,0.706642,0,0,0
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,-0.741226,-1.18534,2.67794,-0.383861,2.52127,0,0,0
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,2.2769,1.97108,1.85327,2.42995,2.0772,0,0,0
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,2.69789,2.55502,-1.88388,2.51998,1.19695,1,0,0
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0.886054,0.942287,-1.65994,0.709431,-0.392331,0,0,0
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,1.25889,1.37753,-0.940308,-1.11148,0.61337,0,0,0
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,-0.857169,-0.238582,-0.932889,-0.429173,-1.32195,0,0,0
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,2.79864,2.92331,1.2672,1.47314,1.66106,1,0,1
1,0,36,0,2980,22,485,9,3,1,1,30,2060.08,-0.0451832,-1.88706,3.09082,-1.78942,3.08645,0,0,0
6,0,35,0,15370,177,152,31,2,1,1,25,1383.62,2.92902,2.76066,1.94763,1.26583,2.61035,1,0,0
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,1.57854,1.07395,2.25261,0.890517,2.24777,0,0,0
0,0,35,0,760,9,2,12,2,1,2,25,43.605,-2.25947,-2.45658,-1.84603,-1.28577,-2.45029,0,0,0
0,0,36,0,595,9,15,9,2,1,2,25,94.68,-2.47386,-2.48982,-0.565955,-1.8116,-1.85045,0,0,0
0,0,35,0,0,0,2,0,2,1,2,25,9,-3.10023,-3.07595,-1.85575,-3.08339,-2.86532,0,1,1
0,0,35,0,7393,122,386,44,2,1,1,25,2075.18,2.02135,2.06153,2.9674,2.47624,3.10777,0,0,0
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,2.5534,2.394,-0.630606,2.73522,1.08207,1,0,0
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,1.65983,0.613407,1.70113,1.9333,1.56852,0,0,0
20,0,31,0,840,42,18,18,2,1,2,25,120.69,-2.17422,-0.661929,-0.199348,-0.417166,-1.42132,0,1,1
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,2.46521,1.28884,-1.76905,2.45402,0.388659,1,0,0
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,1.23626,1.5113,0.415265,0.597402,0.934836,0,1,1
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,-0.291239,-2.13372,-1.82125,-0.916997,-1.50081,0,0,0
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,-0.0946474,-1.0466,-0.780448,-0.613619,-0.579553,0,1,1
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,-0.837151,-0.860722,0.859967,1.39819,-0.000467692,0,1,1
0,0,34,0,0,0,2,0,3,1,2,30,8,-3.08319,-2.88341,-1.82993,-3.05874,-2.84862,0,1,1
