Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status
16020D8E,HealthTech,2022,USA,Austin,Series A,4.07,48.22,1.69,0.5,6.8,28,12,16,Tier 3 (Angel/Seed),Medium,Closed
591A8B4B,FinTech,2015,USA,Miami,Series A,11.04,113.72,7.63,0.73,13.3,48,0,48,Corporate VC (e.g. Google Ventures),High,Independent
321D64DD,Web3/Crypto,2020,USA,San Francisco,Series A,0.0,46.03,2.73,0.47,0.0,45,0,45,Bootstrapped,Medium,Acquired
5B5281DA,Generative AI,2018,USA,New York,Series A,13.89,84.0,9.44,0.59,20.1,48,0,48,Tier 3 (Angel/Seed),None,Independent
106B67C7,FinTech,2018,USA,New York,Series B,55.31,626.26,41.23,2.45,21.7,193,0,193,Tier 3 (Angel/Seed),High,Acquired
57D75A1E,Robotics,2019,USA,San Francisco,Series A,11.26,68.75,2.74,0.29,28.9,28,0,28,Tier 3 (Angel/Seed),High,Independent
1ABAD4A0,ClimateTech,2013,Japan,Kyoto,Pre-IPO,89.89,941.8,34.84,6.95,12.8,419,0,419,Corporate VC (e.g. Google Ventures),Low,Independent
AF180ECB,Generative AI,2013,USA,Seattle,Seed,0.6,19.06,2.26,0.17,2.2,10,0,10,Corporate VC (e.g. Google Ventures),High,Acquired
E397AEAA,ClimateTech,2016,USA,San Francisco,Seed,0.0,17.95,1.01,0.29,0.0,20,0,20,Bootstrapped,None,Independent
4312C13D,Generative AI,2018,UK,Oxford,Seed,3.18,41.0,1.55,0.84,3.4,48,0,48,Tier 2 (Mid-size VC),High,Closed
F65BDF2B,Robotics,2021,USA,Austin,Seed,1.87,25.75,0.89,0.26,5.2,13,0,13,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired
8C55E923,HealthTech,2020,India,Hyderabad,Series B,19.66,153.89,6.2,0.52,31.7,35,0,35,Tier 3 (Angel/Seed),None,Independent
BA7C84C3,ClimateTech,2020,India,Mumbai,Series A,14.55,131.81,13.67,0.66,19.1,46,0,46,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
E7FD9DEE,FinTech,2018,USA,Boston,Series A,11.21,111.2,7.0,0.67,14.6,37,10,27,Tier 3 (Angel/Seed),Low,Independent
8D2384DE,Robotics,2014,Canada,Vancouver,Post-IPO,500.44,1887.49,66.4,19.77,25.2,1256,0,1256,Tier 2 (Mid-size VC),High,Independent
52CEB953,Generative AI,2019,Germany,Berlin,Series A,37.78,328.18,31.62,1.63,21.8,159,0,159,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
3ADBB35E,Generative AI,2022,China,Beijing,Seed,2.66,29.54,1.03,0.4,5.3,29,17,12,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale)
D0B430CA,HealthTech,2023,USA,Miami,Series B,39.29,473.08,21.87,1.5,24.6,127,0,127,Tier 2 (Mid-size VC),High,Independent
36C05BD0,Generative AI,2021,Singapore,Singapore,Seed,2.36,27.61,3.58,0.61,3.3,31,0,31,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
05FBCABE,FinTech,2015,China,Beijing,Series A,2.14,30.97,1.41,0.37,4.6,22,9,13,Tier 2 (Mid-size VC),High,Independent
1DC776E4,FinTech,2019,USA,New York,Series B,62.18,382.97,20.02,2.98,20.2,171,0,171,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
0C54BB40,Robotics,2021,USA,Seattle,Series B,42.96,507.74,23.85,3.34,12.5,190,0,190,Corporate VC (e.g. Google Ventures),High,Independent
FE0D690C,Cybersecurity,2022,USA,Seattle,Series A,61.53,361.8,40.04,1.39,41.3,134,0,134,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
03FF0049,Robotics,2015,China,Shenzhen,Series B,35.91,250.98,33.96,2.23,15.4,186,0,186,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
6846D045,Autonomous Vehicles,2019,India,Mumbai,Series C+,74.91,635.02,30.76,5.08,14.5,358,118,240,Tier 2 (Mid-size VC),Medium,Independent
1F4E5F14,Robotics,2016,France,Lyon,Pre-IPO,0.0,12.08,1.03,0.82,0.0,42,24,18,Bootstrapped,High,Closed
34002ECF,Generative AI,2017,Canada,Toronto,Post-IPO,659.83,2875.17,100.15,17.1,38.4,1309,0,1309,Tier 2 (Mid-size VC),Medium,Independent
D858B0E6,Autonomous Vehicles,2020,China,Hangzhou,Seed,1.46,30.41,1.91,0.42,2.8,29,13,16,Corporate VC (e.g. Google Ventures),Low,Independent
F3090183,FinTech,2020,Germany,Berlin,Series A,50.53,300.08,10.91,3.38,14.5,256,39,217,Tier 2 (Mid-size VC),High,Independent
CEE694E2,Web3/Crypto,2020,China,Shanghai,Seed,2.35,35.96,1.81,0.78,2.7,41,23,18,Tier 3 (Angel/Seed),High,Closed
7415F186,Generative AI,2020,India,Hyderabad,Series B,99.49,356.99,30.64,3.72,26.0,353,0,353,Tier 2 (Mid-size VC),Low,Independent
1EF539B2,FinTech,2021,USA,Austin,Seed,1.11,23.34,1.48,0.3,2.8,23,8,15,Tier 2 (Mid-size VC),Low,Closed
3C9233FE,FinTech,2014,China,Hangzhou,Series B,22.72,104.42,10.71,1.92,11.2,152,83,69,"Tier 1 (e.g. Sequoia, a16z)",None,Acquired (Fire Sale)
64EC443A,Generative AI,2016,Japan,Kyoto,Seed,1.99,34.15,3.24,0.48,3.4,35,0,35,Tier 3 (Angel/Seed),Medium,Acquired
E8FEE541,Web3/Crypto,2020,UK,Cambridge,Series B,146.49,585.73,29.02,3.67,38.9,267,152,115,Corporate VC (e.g. Google Ventures),High,Closed
E1787EAF,EdTech,2023,Germany,Munich,Series C+,40.06,340.5,17.28,1.23,30.1,67,0,67,Tier 3 (Angel/Seed),Medium,Independent
88AD94FB,ClimateTech,2017,USA,Austin,Series A,0.34,21.88,2.82,0.88,0.3,49,0,49,Tier 3 (Angel/Seed),High,Independent
78C5530B,SpaceTech,2020,Israel,Jerusalem,Series A,9.53,53.14,3.64,0.35,21.2,27,0,27,Tier 2 (Mid-size VC),High,Independent
E7129693,EdTech,2020,UK,London,Series A,2.5,20.35,0.81,0.48,4.3,48,29,19,Corporate VC (e.g. Google Ventures),Medium,Closed
56E566DC,SpaceTech,2023,Germany,Berlin,Series A,19.49,91.85,3.38,0.6,27.8,43,0,43,Corporate VC (e.g. Google Ventures),Medium,Independent
EFED22E9,EdTech,2019,China,Beijing,Series A,1.29,22.94,3.62,0.27,3.5,15,0,15,Corporate VC (e.g. Google Ventures),Low,Closed
F4F6FCEC,ClimateTech,2016,UK,Cambridge,Seed,0.0,2.18,0.11,0.63,0.0,45,0,45,Bootstrapped,Low,Independent
D688F69F,FinTech,2018,USA,Miami,Seed,0.51,16.73,1.26,0.49,0.9,25,14,11,Tier 3 (Angel/Seed),High,Closed
093A28D6,FinTech,2020,Singapore,Singapore,Seed,0.65,11.13,0.39,0.26,1.8,24,0,24,Corporate VC (e.g. Google Ventures),High,Independent
7C4DC61A,Generative AI,2021,China,Hangzhou,Series B,0.0,23.77,1.82,0.12,0.0,8,0,8,Bootstrapped,Medium,Independent
F27CD48B,Cybersecurity,2023,Israel,Jerusalem,Series A,1.13,26.47,1.05,0.76,1.3,41,19,22,Corporate VC (e.g. Google Ventures),Medium,Independent
E7D7A84C,Robotics,2020,Germany,Berlin,Series B,6.67,69.37,11.8,0.22,20.8,20,0,20,Tier 3 (Angel/Seed),Low,Closed
DF409B02,HealthTech,2019,China,Shenzhen,Series B,106.52,972.99,126.68,5.64,18.6,445,92,353,Tier 3 (Angel/Seed),High,Independent
6C461062,Cybersecurity,2018,USA,San Francisco,Seed,0.54,18.58,2.94,0.29,1.4,17,6,11,Tier 3 (Angel/Seed),Low,Independent
5780EAB8,Autonomous Vehicles,2018,USA,San Francisco,Seed,0.7,20.76,1.32,0.29,1.8,20,0,20,Tier 2 (Mid-size VC),Low,Independent
8BDA670B,SpaceTech,2015,China,Shenzhen,Series A,8.03,80.56,8.25,0.61,11.3,42,17,25,Tier 3 (Angel/Seed),Low,Independent
8BBACBF1,EdTech,2020,USA,Miami,Seed,1.97,22.53,0.94,0.14,8.2,10,0,10,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
C605E58F,Cybersecurity,2015,China,Shanghai,Seed,1.5,27.41,0.94,0.55,2.3,41,18,23,Tier 2 (Mid-size VC),Low,Independent
8D5995DD,FinTech,2014,Canada,Vancouver,Seed,0.89,13.81,0.69,0.85,0.9,46,23,23,Corporate VC (e.g. Google Ventures),Medium,Closed
60E5C466,HealthTech,2018,USA,Seattle,Series A,2.6,18.81,1.69,0.65,3.5,37,0,37,Tier 3 (Angel/Seed),High,Independent
1536507E,FinTech,2019,China,Shanghai,Seed,0.69,18.72,0.93,0.45,1.3,36,17,19,Tier 3 (Angel/Seed),High,IPO
DAB21000,FinTech,2019,Israel,Jerusalem,Seed,0.83,24.87,2.23,0.71,1.0,37,19,18,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale)
BB3BCE39,HealthTech,2021,Germany,Berlin,Seed,0.95,29.52,1.66,0.27,2.6,20,0,20,Tier 3 (Angel/Seed),Medium,Acquired
447B7863,FinTech,2018,Israel,Tel Aviv,Series A,27.36,147.14,5.43,3.62,7.4,188,111,77,Tier 2 (Mid-size VC),Medium,Closed
7F78405D,FinTech,2020,USA,Austin,Series A,5.55,47.26,2.01,0.31,13.5,19,0,19,Tier 3 (Angel/Seed),Medium,Closed
EF3F7F8F,SpaceTech,2020,USA,New York,Series B,32.75,357.4,12.0,1.3,23.4,124,0,124,Tier 3 (Angel/Seed),None,Independent
EECC2FE6,SpaceTech,2020,Singapore,Singapore,Pre-IPO,69.98,450.22,36.97,4.97,13.8,286,0,286,Tier 2 (Mid-size VC),High,Independent
3C697C4F,Generative AI,2021,UK,Cambridge,Series C+,228.3,1749.32,225.7,19.68,11.5,1166,0,1166,Tier 3 (Angel/Seed),High,Independent
57F84FE2,HealthTech,2020,USA,Miami,Series B,37.16,326.13,17.58,1.56,22.4,125,0,125,Tier 2 (Mid-size VC),None,Independent
31162F03,Generative AI,2013,USA,San Francisco,Series A,14.54,57.59,4.43,0.49,24.6,47,0,47,Tier 3 (Angel/Seed),Medium,Acquired
3EB95557,Web3/Crypto,2021,USA,New York,Series C+,173.23,1994.23,86.93,5.0,34.0,484,0,484,Tier 3 (Angel/Seed),Low,Independent
C1774728,FinTech,2021,Singapore,Singapore,Series B,0.0,23.28,0.78,0.37,0.0,24,0,24,Bootstrapped,Low,IPO
D37275E3,Cybersecurity,2012,China,Hangzhou,Seed,0.76,17.34,2.87,0.07,4.5,6,0,6,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
5E04637C,HealthTech,2021,Germany,Munich,Series B,5.9,48.19,4.27,0.42,11.3,25,0,25,Tier 3 (Angel/Seed),Medium,Independent
8495A60F,EdTech,2019,USA,Boston,Seed,0.47,14.28,0.51,0.28,1.2,18,0,18,Tier 3 (Angel/Seed),High,Closed
42B6445C,ClimateTech,2021,China,Shanghai,Series A,13.15,79.38,3.87,0.85,13.8,58,16,42,Tier 3 (Angel/Seed),Medium,Acquired
D11B52BE,ClimateTech,2018,USA,Miami,Series A,9.34,86.9,4.0,1.07,8.0,69,36,33,Tier 2 (Mid-size VC),Low,Closed
287D07D1,Web3/Crypto,2017,USA,San Francisco,Series B,10.99,59.84,4.27,0.3,27.5,21,0,21,Tier 2 (Mid-size VC),High,Closed
63A32C18,Robotics,2022,India,Delhi NCR,Series A,3.36,36.73,2.07,0.65,4.5,40,24,16,Tier 2 (Mid-size VC),High,Closed
EFAF69D0,Autonomous Vehicles,2020,USA,Seattle,Seed,1.71,30.98,1.04,0.31,4.2,21,0,21,Tier 2 (Mid-size VC),High,Independent
160D59C1,Generative AI,2021,USA,Miami,Seed,2.48,41.49,3.54,0.23,7.5,17,7,10,Tier 3 (Angel/Seed),Low,Closed
40B5A5BB,Web3/Crypto,2020,USA,Boston,Pre-IPO,169.63,1991.7,86.56,4.65,35.7,455,0,455,Tier 3 (Angel/Seed),Low,Independent
272F667B,EdTech,2019,France,Paris,Series A,26.32,307.64,24.39,1.54,16.0,99,29,70,Corporate VC (e.g. Google Ventures),High,Independent
41663FAC,Generative AI,2014,USA,San Francisco,Series A,14.69,65.62,2.78,0.77,16.9,53,0,53,Tier 2 (Mid-size VC),Low,Independent
9544BF3B,Cybersecurity,2022,UK,Cambridge,Series A,8.85,63.13,3.28,0.65,11.8,54,24,30,Tier 3 (Angel/Seed),Medium,Independent
A7B4B63C,HealthTech,2019,France,Lyon,Series C+,63.51,326.18,52.76,3.92,15.8,227,82,145,Tier 2 (Mid-size VC),High,Independent
08E0864B,Generative AI,2020,China,Shanghai,Seed,4.52,60.59,2.29,0.62,6.3,48,0,48,Tier 3 (Angel/Seed),Medium,Independent
AF398082,HealthTech,2017,Israel,Jerusalem,Series A,3.41,58.95,2.99,0.67,4.4,34,0,34,Tier 2 (Mid-size VC),High,Independent
6296AE97,Generative AI,2020,USA,Seattle,Series B,136.81,1037.39,53.06,12.84,10.6,688,0,688,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
368B63C7,SpaceTech,2013,France,Lyon,Series C+,0.0,29.27,1.35,0.44,0.0,40,0,40,Bootstrapped,Medium,Closed
02DECA7E,Robotics,2021,USA,Miami,Seed,0.95,13.37,0.56,0.47,1.7,25,0,25,Tier 3 (Angel/Seed),None,Independent
52B50DEC,Generative AI,2019,China,Shenzhen,Series B,45.78,295.41,11.36,4.08,11.0,241,110,131,Tier 3 (Angel/Seed),Medium,Independent
8C5B1248,Generative AI,2019,China,Hangzhou,Seed,1.67,26.59,3.48,0.28,4.4,15,0,15,Tier 2 (Mid-size VC),High,IPO
7BE099DE,Robotics,2014,France,Lyon,Series B,20.96,174.89,10.88,1.33,14.7,127,54,73,Tier 2 (Mid-size VC),High,Independent
5A6C1F51,HealthTech,2022,USA,Austin,Series C+,98.25,901.73,90.07,6.87,14.1,533,0,533,Tier 3 (Angel/Seed),None,Independent
D51A84F8,ClimateTech,2020,Israel,Jerusalem,Pre-IPO,261.96,1405.62,76.78,14.01,18.6,1255,0,1255,Tier 2 (Mid-size VC),High,Independent
8436447D,Autonomous Vehicles,2013,UK,Cambridge,Post-IPO,794.41,4639.96,190.81,43.57,18.2,2225,0,2225,Tier 3 (Angel/Seed),High,Acquired
4AA10C96,Robotics,2020,India,Hyderabad,Series B,17.84,153.68,23.41,0.81,19.6,45,0,45,Tier 3 (Angel/Seed),High,Independent
D84513DE,Cybersecurity,2020,China,Shenzhen,Seed,2.13,33.15,4.48,0.79,2.4,53,0,53,Tier 3 (Angel/Seed),High,Independent
0BEEB5C2,SpaceTech,2020,France,Paris,Series A,13.33,73.43,3.65,0.27,36.0,19,0,19,Corporate VC (e.g. Google Ventures),High,Independent
69E76D6D,Cybersecurity,2019,USA,Boston,Seed,1.87,22.64,4.02,0.25,5.3,16,0,16,Corporate VC (e.g. Google Ventures),Medium,Acquired
328EB3A4,Generative AI,2019,USA,Boston,Series A,7.82,92.54,4.99,0.59,11.3,55,0,55,Tier 3 (Angel/Seed),Low,Independent
91F6BADB,Cybersecurity,2019,Israel,Jerusalem,Series A,7.23,39.18,7.42,0.6,10.3,52,0,52,Tier 2 (Mid-size VC),Medium,Independent
2205C331,SpaceTech,2023,Germany,Munich,Series C+,57.65,640.7,27.9,2.28,24.2,147,0,147,Tier 2 (Mid-size VC),Low,Independent
1B94D27C,ClimateTech,2013,USA,New York,Seed,2.15,35.92,1.64,0.66,2.8,43,22,21,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
744EED77,ClimateTech,2019,India,Mumbai,Seed,0.0,22.98,1.46,0.52,0.0,29,14,15,Bootstrapped,Medium,Closed
4137EC4D,FinTech,2024,Germany,Berlin,Seed,1.06,13.46,1.35,0.34,2.4,33,0,33,Tier 2 (Mid-size VC),Medium,Acquired
729DBAD6,Robotics,2020,USA,Miami,Series A,5.18,39.95,1.53,1.03,4.6,54,25,29,Tier 3 (Angel/Seed),High,Independent
D0192608,Generative AI,2019,Singapore,Singapore,Series A,78.13,613.95,65.07,3.06,24.7,285,0,285,Tier 3 (Angel/Seed),Medium,Independent
6E4BE845,FinTech,2021,USA,Austin,Seed,1.64,30.72,1.27,0.46,2.9,31,0,31,Corporate VC (e.g. Google Ventures),High,Independent
1EA0721D,Web3/Crypto,2020,UK,London,Series A,8.57,48.42,3.38,0.5,14.3,44,26,18,Tier 3 (Angel/Seed),Low,Closed
251CBCBD,Cybersecurity,2017,Canada,Toronto,Seed,1.81,19.07,0.98,0.74,2.2,41,17,24,"Tier 1 (e.g. Sequoia, a16z)",None,Closed
CECEBF16,FinTech,2024,UK,London,Series C+,177.53,822.18,36.16,7.85,22.3,394,0,394,Corporate VC (e.g. Google Ventures),Medium,Acquired
5D26F0D6,ClimateTech,2022,Germany,Berlin,Seed,0.0,21.18,1.26,0.18,0.0,11,6,5,Bootstrapped,Medium,Closed
B09E35D0,Generative AI,2019,USA,Seattle,Series C+,505.33,2599.32,187.75,48.55,10.4,2713,0,2713,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
D663F686,EdTech,2018,India,Hyderabad,Series B,4.71,59.43,3.02,0.75,5.5,51,0,51,Tier 2 (Mid-size VC),High,IPO
DE1160DA,FinTech,2020,India,Delhi NCR,Series A,1.26,14.83,0.7,0.58,1.9,41,16,25,Tier 2 (Mid-size VC),Medium,Independent
37376F0B,EdTech,2018,USA,Seattle,Series B,31.7,193.51,9.99,2.53,12.1,153,0,153,Corporate VC (e.g. Google Ventures),High,Independent
637B0E91,Robotics,2022,China,Shenzhen,Series B,41.72,423.51,51.27,2.73,14.7,227,42,185,Tier 3 (Angel/Seed),High,Independent
38F1FF30,ClimateTech,2020,UK,Cambridge,Series B,11.84,130.68,5.27,1.1,9.9,68,31,37,Tier 2 (Mid-size VC),High,Acquired
AAD79984,EdTech,2014,USA,Seattle,Series C+,57.28,389.11,61.4,2.15,25.5,178,0,178,Corporate VC (e.g. Google Ventures),High,Closed
E2D08608,EdTech,2020,USA,Miami,Seed,2.97,24.68,0.83,0.14,12.4,11,0,11,Tier 3 (Angel/Seed),Low,Independent
213B2687,Generative AI,2021,India,Bengaluru,Series A,52.29,195.92,16.53,3.73,13.7,239,0,239,Corporate VC (e.g. Google Ventures),High,Independent
833BC742,Robotics,2019,Israel,Tel Aviv,Series B,20.13,183.46,8.23,1.37,13.7,79,8,71,Tier 3 (Angel/Seed),High,Independent
B34FF290,Web3/Crypto,2020,Israel,Tel Aviv,Series A,15.11,155.07,7.09,0.88,15.4,47,25,22,Tier 3 (Angel/Seed),Low,Closed
34AEBDA3,FinTech,2019,France,Lyon,Seed,1.64,21.14,1.64,0.52,2.6,30,16,14,Tier 3 (Angel/Seed),Medium,Closed
4427A88E,Web3/Crypto,2019,USA,Austin,Series B,49.11,218.01,13.94,4.12,11.6,223,154,69,Tier 2 (Mid-size VC),High,Closed
5A062E24,ClimateTech,2021,USA,Seattle,Series A,1.69,30.49,3.76,0.83,1.8,46,0,46,Tier 2 (Mid-size VC),High,Independent
D6E9E7C4,FinTech,2016,China,Shenzhen,Seed,0.3,18.34,0.69,0.43,0.6,38,10,28,Tier 2 (Mid-size VC),High,Independent
B9F42A26,Robotics,2020,Israel,Jerusalem,Seed,0.62,11.88,0.55,0.85,0.7,45,23,22,Corporate VC (e.g. Google Ventures),Low,Closed
2D2868D6,Robotics,2013,Singapore,Singapore,Series A,6.04,41.78,4.02,0.59,8.8,32,0,32,Tier 3 (Angel/Seed),High,Independent
ED0889E4,EdTech,2019,Germany,Berlin,Series B,44.41,483.16,30.68,1.91,22.1,137,0,137,Tier 2 (Mid-size VC),High,Independent
6FCDCF5A,SpaceTech,2015,Canada,Toronto,Series A,140.82,1050.1,77.39,12.1,11.5,653,344,309,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired (Fire Sale)
1BC09F5D,Generative AI,2024,India,Hyderabad,Series A,40.01,207.91,15.84,0.86,41.7,65,0,65,Tier 3 (Angel/Seed),Medium,Independent
2BD9DACE,Cybersecurity,2018,India,Delhi NCR,Series B,36.11,262.43,33.61,1.35,24.9,68,0,68,Tier 2 (Mid-size VC),Low,Independent
11BA8974,ClimateTech,2019,France,Paris,Series A,1.19,20.2,1.19,0.45,2.2,26,0,26,Tier 3 (Angel/Seed),High,Closed
EE55C051,EdTech,2024,USA,Boston,Series B,4.76,21.89,2.2,0.42,9.2,22,10,12,Tier 3 (Angel/Seed),High,Acquired
641364EC,EdTech,2018,Canada,Toronto,Series C+,18.76,200.19,7.16,1.07,16.0,81,0,81,Tier 2 (Mid-size VC),Medium,Independent
112F2D59,HealthTech,2021,USA,Austin,Series B,71.68,569.27,60.62,3.98,17.6,288,0,288,Tier 3 (Angel/Seed),High,Acquired
3FE3C341,Robotics,2020,Israel,Tel Aviv,Series A,2.3,24.38,2.99,0.52,3.7,41,0,41,Tier 3 (Angel/Seed),High,IPO
274764F2,Autonomous Vehicles,2019,USA,Boston,Seed,0.0,48.64,2.38,0.45,0.0,33,16,17,Bootstrapped,Medium,Acquired
6A5C7434,Generative AI,2016,USA,Austin,Series A,0.0,7.57,1.06,0.3,0.0,16,0,16,Bootstrapped,High,Independent
20C37635,Autonomous Vehicles,2020,UK,London,Seed,3.94,46.15,3.12,0.74,4.7,46,25,21,Tier 3 (Angel/Seed),Medium,Closed
2A49B4DF,HealthTech,2020,Canada,Montreal,Pre-IPO,105.26,1201.49,96.65,4.63,22.3,443,0,443,Tier 3 (Angel/Seed),Medium,Independent
E37635D0,Autonomous Vehicles,2013,USA,Austin,Seed,0.5,15.08,0.53,0.22,1.6,21,11,10,Tier 3 (Angel/Seed),Low,Closed
360FBDBA,Generative AI,2020,Singapore,Singapore,Series A,11.41,56.04,5.52,0.81,12.5,55,0,55,Tier 2 (Mid-size VC),Medium,Acquired
0B943C85,HealthTech,2018,USA,Boston,Series A,15.31,139.05,4.67,0.5,25.5,27,0,27,Corporate VC (e.g. Google Ventures),High,Acquired
10A5717B,Robotics,2019,India,Mumbai,Seed,0.63,13.97,1.14,0.43,1.2,36,0,36,Tier 3 (Angel/Seed),Low,Independent
544954A1,Web3/Crypto,2013,France,Lyon,Series C+,71.65,233.25,13.22,2.93,23.6,207,87,120,Tier 3 (Angel/Seed),Medium,Acquired
530BBDD8,Cybersecurity,2020,USA,Seattle,Seed,1.84,25.4,0.88,0.1,9.2,8,0,8,Tier 2 (Mid-size VC),High,Closed
03EBD6FD,Web3/Crypto,2018,Israel,Tel Aviv,Seed,0.88,16.61,0.7,0.33,2.0,25,19,6,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
59E628B9,HealthTech,2021,USA,San Francisco,Seed,1.42,16.16,1.21,0.41,2.8,36,0,36,Corporate VC (e.g. Google Ventures),Low,Independent
4DD6121B,FinTech,2021,China,Hangzhou,Seed,2.83,38.01,5.46,0.49,4.8,35,0,35,Tier 3 (Angel/Seed),High,Independent
D7A47533,ClimateTech,2018,Singapore,Singapore,Series A,0.0,35.61,2.65,0.45,0.0,41,0,41,Bootstrapped,Low,Closed
6A827DD8,FinTech,2018,USA,San Francisco,Seed,3.37,40.15,2.12,0.23,10.2,13,0,13,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
D8DB6C5A,Robotics,2019,Israel,Jerusalem,Seed,0.76,19.85,1.55,0.77,0.9,42,18,24,Tier 2 (Mid-size VC),Medium,Acquired
704BC25B,Generative AI,2021,Japan,Tokyo,Seed,3.43,25.23,1.29,0.42,6.6,23,0,23,Tier 2 (Mid-size VC),High,Independent
2EF34718,Cybersecurity,2016,India,Bengaluru,Pre-IPO,260.81,2406.99,121.5,10.34,25.0,712,0,712,Tier 3 (Angel/Seed),Low,Acquired
B0CC72D7,SpaceTech,2021,USA,Seattle,Seed,9.96,105.75,6.23,0.43,18.8,36,0,36,Tier 2 (Mid-size VC),Medium,Acquired
D7F1BD77,Robotics,2013,India,Bengaluru,Seed,1.14,13.3,0.97,0.19,3.9,13,0,13,Tier 2 (Mid-size VC),High,Independent
D729A607,Generative AI,2020,USA,San Francisco,Seed,4.97,46.1,1.7,0.39,10.1,36,0,36,Tier 3 (Angel/Seed),High,Independent
1FCF7DD0,Web3/Crypto,2015,USA,Miami,Series C+,479.14,2011.84,326.85,20.69,23.0,1743,0,1743,Tier 3 (Angel/Seed),High,Acquired
446FFC2B,FinTech,2017,India,Bengaluru,Seed,1.96,20.21,0.72,0.37,4.2,20,6,14,Corporate VC (e.g. Google Ventures),High,Closed
9888B1EE,ClimateTech,2020,Japan,Tokyo,Series A,8.79,66.85,3.61,0.54,13.7,42,11,31,Tier 2 (Mid-size VC),None,Closed
31903A9F,FinTech,2018,Japan,Kyoto,Seed,1.18,21.04,3.29,0.41,2.3,21,9,12,Tier 2 (Mid-size VC),High,Independent
BC05BD13,Robotics,2018,USA,New York,Seed,1.16,18.95,1.62,0.79,1.3,41,16,25,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired
040FED6E,Robotics,2019,USA,New York,Series A,6.94,44.03,3.71,0.44,12.9,23,0,23,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
EB5EEF51,HealthTech,2020,Canada,Montreal,Series A,35.28,247.82,32.62,5.32,6.5,291,0,291,Tier 2 (Mid-size VC),Medium,Independent
61E06902,HealthTech,2015,USA,Boston,Seed,1.31,13.14,1.4,0.46,2.3,27,0,27,Tier 3 (Angel/Seed),High,Independent
C267566B,Autonomous Vehicles,2020,USA,San Francisco,Series A,45.63,421.0,14.75,2.45,17.9,161,21,140,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
1B8A36A6,Cybersecurity,2020,China,Shanghai,Series B,11.8,55.54,5.14,0.39,24.1,32,0,32,Tier 2 (Mid-size VC),Medium,Independent
B720256B,Generative AI,2021,USA,New York,Series C+,186.86,903.88,63.22,14.63,12.7,1059,274,785,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired
FD696A95,Generative AI,2016,USA,Miami,Pre-IPO,734.03,3128.69,140.2,23.92,30.6,2355,0,2355,Tier 3 (Angel/Seed),Low,IPO
39BFCD1C,FinTech,2023,USA,Austin,Series B,7.66,31.22,4.15,0.46,13.7,25,0,25,Tier 2 (Mid-size VC),High,Closed
A5B6653A,Generative AI,2023,Singapore,Singapore,Series A,17.16,81.45,3.53,0.68,22.0,61,0,61,Tier 3 (Angel/Seed),High,Independent
F9DD61C4,Generative AI,2018,USA,Austin,Series B,42.41,313.75,23.48,1.59,25.1,148,38,110,Tier 3 (Angel/Seed),High,Independent
8BBC4354,Web3/Crypto,2013,USA,Austin,Series C+,64.22,652.3,34.72,5.44,11.6,399,240,159,"Tier 1 (e.g. Sequoia, a16z)",None,Acquired (Fire Sale)
D93740D3,Autonomous Vehicles,2019,India,Mumbai,Series A,8.29,89.79,3.13,0.38,17.3,34,7,27,Tier 2 (Mid-size VC),Medium,IPO
81A084AF,Web3/Crypto,2020,USA,New York,Series B,18.43,73.39,3.07,0.7,23.0,37,17,20,Tier 3 (Angel/Seed),Low,Independent
0A539D55,Robotics,2022,India,Mumbai,Seed,0.24,10.9,0.47,0.79,0.3,46,21,25,Tier 2 (Mid-size VC),Medium,Independent
5160B77E,FinTech,2020,India,Hyderabad,Pre-IPO,83.32,503.26,21.88,2.98,27.1,269,0,269,Tier 3 (Angel/Seed),High,Closed
48D9A828,Generative AI,2020,China,Hangzhou,Series B,95.14,380.76,24.24,2.58,35.5,243,0,243,Tier 3 (Angel/Seed),Low,Closed
