position_id,asset,position_side,leverage,margin_mode,notional_usd,initial_margin,init_margin_rate,maint_margin_rate,liq_distance_pct,vol_regime,hourly_volatility,funding_rate_8h,adds_margin,uses_stop_loss,intended_hold_hours,time_to_liquidation_hours,pnl_pct,got_liquidated,survived
POS036224,AVAX,long,17,isolated,7483.0,440.18,0.0588,0.0294,2.941,normal,0.016,-0.00021,1,0,25,25.0,-100.0,1,0
POS036225,ETH,short,12,cross,10394.0,866.17,0.0833,0.0417,4.167,normal,0.01,0.00026,0,0,20,,11.1,0,1
POS036226,ETH,short,69,isolated,4307.0,62.42,0.0145,0.0072,0.725,calm,0.006,9e-05,1,0,25,16.0,-100.0,1,0
POS036227,AVAX,short,11,cross,2765.0,251.36,0.0909,0.0455,4.545,calm,0.0096,-0.0002,0,0,13,,-22.2,0,1
POS036228,ETH,short,47,cross,10635.0,226.28,0.0213,0.0106,1.064,crash,0.032,0.00054,1,1,20,,-74.2,0,1
POS036229,altcoin_smallcap,long,87,cross,778.0,8.94,0.0115,0.0057,0.575,calm,0.018,6e-05,0,0,7,1.0,-100.0,1,0
POS036230,altcoin_smallcap,long,13,cross,15172.0,1167.08,0.0769,0.0385,3.846,calm,0.018,0.00036,0,1,3,,33.3,0,1
POS036231,BTC,long,24,isolated,1958.0,81.58,0.0417,0.0208,2.083,calm,0.0048,-0.00015,0,0,30,,194.5,0,1
POS036232,DOGE,long,14,isolated,6144.0,438.86,0.0714,0.0357,3.571,normal,0.022,0.00079,0,0,8,2.0,-100.0,1,0
POS036233,ETH,short,17,cross,2121.0,124.76,0.0588,0.0294,2.941,volatile,0.018,0.00073,0,0,24,4.0,-100.0,1,0
POS036234,DOGE,long,15,isolated,7123.0,474.87,0.0667,0.0333,3.333,volatile,0.0396,0.00037,0,1,18,,-100.0,0,1
POS036235,BTC,short,71,isolated,20783.0,292.72,0.0141,0.007,0.704,volatile,0.0144,0.00033,1,0,10,,393.7,0,1
POS036236,AVAX,long,30,cross,8100.0,270.0,0.0333,0.0167,1.667,normal,0.016,-0.00031,1,0,14,,324.8,0,1
POS036237,ARB,long,64,isolated,3970.0,62.03,0.0156,0.0078,0.781,normal,0.018,0.00055,0,0,12,5.0,-100.0,1,0
POS036238,ETH,long,11,cross,11216.0,1019.64,0.0909,0.0455,4.545,volatile,0.018,0.0002,0,0,25,9.0,-100.0,1,0
POS036239,ETH,long,30,isolated,5633.0,187.77,0.0333,0.0167,1.667,normal,0.01,-0.00034,0,1,1,,-11.2,0,1
POS036240,DOGE,short,24,cross,1718.0,71.58,0.0417,0.0208,2.083,normal,0.022,-0.00049,0,0,32,4.0,-100.0,1,0
POS036241,AVAX,short,50,isolated,8514.0,170.28,0.02,0.01,1.0,calm,0.0096,-0.00079,0,0,14,1.0,-100.0,1,0
POS036242,HYPE,short,32,cross,30505.0,953.28,0.0312,0.0156,1.562,volatile,0.036,0.00029,0,1,20,,-100.0,0,1
POS036243,BTC,long,50,cross,19239.0,384.78,0.02,0.01,1.0,normal,0.008,0.0006,1,1,31,,-79.1,0,1
POS036244,ETH,long,29,cross,2707.0,93.34,0.0345,0.0172,1.724,volatile,0.018,1e-05,0,0,24,1.0,-100.0,1,0
POS036245,SOL,long,40,isolated,9680.0,242.0,0.025,0.0125,1.25,volatile,0.027,0.00033,0,1,14,,-100.0,0,1
POS036246,BTC,long,69,isolated,925.0,13.41,0.0145,0.0072,0.725,normal,0.008,8e-05,0,0,7,,278.5,0,1
POS036247,SOL,short,56,cross,1498.0,26.75,0.0179,0.0089,0.893,volatile,0.027,0.00024,0,1,9,,303.9,0,1
POS036248,HYPE,long,34,cross,4204.0,123.65,0.0294,0.0147,1.471,crash,0.064,0.00203,0,1,14,9.0,-100.0,1,0
POS036249,ETH,short,10,cross,6783.0,678.3,0.1,0.05,5.0,normal,0.01,0.00017,0,1,4,,17.8,0,1
POS036250,AVAX,long,92,isolated,942.0,10.24,0.0109,0.0054,0.543,calm,0.0096,0.00107,0,1,9,,-58.8,0,1
POS036251,AVAX,short,17,cross,5545.0,326.18,0.0588,0.0294,2.941,calm,0.0096,7e-05,0,0,3,,-2.6,0,1
POS036252,ETH,long,38,isolated,5504.0,144.84,0.0263,0.0132,1.316,crash,0.032,0.00091,1,0,38,1.0,-100.0,1,0
POS036253,DOGE,long,15,isolated,8276.0,551.73,0.0667,0.0333,3.333,normal,0.022,0.0004,0,1,12,3.0,-100.0,1,0
POS036254,ETH,long,65,cross,4693.0,72.2,0.0154,0.0077,0.769,normal,0.01,0.00066,1,1,20,,-59.6,0,1
POS036255,altcoin_smallcap,long,15,cross,26371.0,1758.07,0.0667,0.0333,3.333,normal,0.03,0.00103,0,1,5,,-44.3,0,1
POS036256,ETH,short,13,isolated,3084.0,237.23,0.0769,0.0385,3.846,volatile,0.018,0.0001,1,0,4,,-20.1,0,1
POS036257,BTC,long,20,isolated,6409.0,320.45,0.05,0.025,2.5,volatile,0.0144,0.0002,0,0,4,,13.7,0,1
POS036258,ETH,long,38,cross,7073.0,186.13,0.0263,0.0132,1.316,calm,0.006,4e-05,0,0,18,,188.4,0,1
POS036259,AVAX,long,42,isolated,9757.0,232.31,0.0238,0.0119,1.19,normal,0.016,8e-05,0,0,19,7.0,-100.0,1,0
POS036260,BTC,short,51,isolated,4184.0,82.04,0.0196,0.0098,0.98,normal,0.008,-0.00026,0,0,16,2.0,-100.0,1,0
POS036261,ETH,short,48,isolated,5751.0,119.81,0.0208,0.0104,1.042,normal,0.01,0.00061,0,0,73,33.0,-100.0,1,0
POS036262,ETH,long,13,cross,3276.0,252.0,0.0769,0.0385,3.846,normal,0.01,-8e-05,0,0,16,4.0,-100.0,1,0
POS036263,ETH,long,32,isolated,11214.0,350.44,0.0312,0.0156,1.562,volatile,0.018,0.0004,1,1,13,,420.6,0,1
POS036264,DOGE,short,40,cross,19368.0,484.2,0.025,0.0125,1.25,normal,0.022,0.00079,1,0,54,,451.1,0,1
POS036265,altcoin_smallcap,short,35,cross,2921.0,83.46,0.0286,0.0143,1.429,calm,0.018,0.00048,1,1,1,,-9.9,0,1
POS036266,ARB,long,26,isolated,4806.0,184.85,0.0385,0.0192,1.923,normal,0.018,-0.0003,0,0,27,18.0,-100.0,1,0
POS036267,AVAX,long,30,cross,2723.0,90.77,0.0333,0.0167,1.667,calm,0.0096,0.00042,0,0,3,,-21.6,0,1
POS036268,SOL,short,103,cross,1548.0,15.03,0.0097,0.0049,0.485,normal,0.015,-9e-05,0,1,16,,-100.0,0,1
POS036269,ARB,long,21,isolated,1470.0,70.0,0.0476,0.0238,2.381,calm,0.0108,0.00085,0,0,73,,279.3,0,1
POS036270,BTC,long,34,isolated,3821.0,112.38,0.0294,0.0147,1.471,volatile,0.0144,0.00011,0,1,6,,-59.9,0,1
POS036271,BTC,long,29,isolated,10519.0,362.72,0.0345,0.0172,1.724,volatile,0.0144,0.00035,0,0,47,18.0,-100.0,1,0
POS036272,HYPE,long,56,cross,5196.0,92.79,0.0179,0.0089,0.893,volatile,0.036,0.00094,0,1,27,1.0,-100.0,1,0
POS036273,BTC,short,52,isolated,1215.0,23.37,0.0192,0.0096,0.962,calm,0.0048,7e-05,0,0,34,9.0,-100.0,1,0
POS036274,BTC,long,34,isolated,8255.0,242.79,0.0294,0.0147,1.471,volatile,0.0144,0.00034,1,1,14,12.0,-100.0,1,0
POS036275,ARB,long,65,isolated,2726.0,41.94,0.0154,0.0077,0.769,normal,0.018,5e-05,1,0,3,1.0,-100.0,1,0
POS036276,ETH,long,48,isolated,6227.0,129.73,0.0208,0.0104,1.042,calm,0.006,0.00032,1,1,25,6.0,-100.0,1,0
POS036277,AVAX,short,18,isolated,16991.0,943.94,0.0556,0.0278,2.778,normal,0.016,0.00023,0,0,6,,186.0,0,1
POS036278,BTC,short,18,cross,11985.0,665.83,0.0556,0.0278,2.778,normal,0.008,-5e-05,1,0,24,,44.9,0,1
POS036279,ETH,long,70,isolated,3443.0,49.19,0.0143,0.0071,0.714,volatile,0.018,0.00048,1,1,7,,-29.6,0,1
POS036280,AVAX,short,100,isolated,6181.0,61.81,0.01,0.005,0.5,normal,0.016,-0.00013,1,0,10,1.0,-100.0,1,0
POS036281,DOGE,short,89,cross,9079.0,102.01,0.0112,0.0056,0.562,calm,0.0132,-0.00054,0,1,5,,-100.0,0,1
POS036282,ETH,long,22,isolated,9104.0,413.82,0.0455,0.0227,2.273,calm,0.006,4e-05,0,0,19,,113.8,0,1
POS036283,BTC,long,50,cross,4277.0,85.54,0.02,0.01,1.0,normal,0.008,0.00014,0,0,6,,8.2,0,1
POS036284,BTC,long,40,isolated,17424.0,435.6,0.025,0.0125,1.25,volatile,0.0144,-0.00031,0,1,21,5.0,-100.0,1,0
POS036285,SOL,short,91,cross,7691.0,84.52,0.011,0.0055,0.549,volatile,0.027,0.00019,0,1,9,,-100.0,0,1
POS036286,AVAX,long,7,isolated,2687.0,383.86,0.1429,0.0714,7.143,crash,0.0512,0.00083,1,0,10,8.0,-100.0,1,0
POS036287,DOGE,long,45,isolated,3993.0,88.73,0.0222,0.0111,1.111,normal,0.022,0.00077,0,1,38,,-63.6,0,1
POS036288,ETH,long,19,cross,6864.0,361.26,0.0526,0.0263,2.632,normal,0.01,2e-05,0,0,1,,37.2,0,1
POS036289,SOL,short,52,cross,4745.0,91.25,0.0192,0.0096,0.962,normal,0.015,9e-05,0,1,21,,-99.1,0,1
POS036290,BTC,short,62,cross,4689.0,75.63,0.0161,0.0081,0.806,calm,0.0048,-0.0005,1,1,26,,-53.4,0,1
POS036291,BTC,short,55,isolated,7111.0,129.29,0.0182,0.0091,0.909,calm,0.0048,-0.00037,1,0,14,,162.5,0,1
POS036292,ETH,long,68,isolated,2303.0,33.87,0.0147,0.0074,0.735,volatile,0.018,0.00059,0,0,90,1.0,-100.0,1,0
POS036293,SOL,long,10,cross,973.0,97.3,0.1,0.05,5.0,normal,0.015,0.00027,0,0,13,9.0,-100.0,1,0
POS036294,ETH,short,18,isolated,8073.0,448.5,0.0556,0.0278,2.778,calm,0.006,0.00087,1,0,32,,129.1,0,1
POS036295,ETH,short,46,cross,2748.0,59.74,0.0217,0.0109,1.087,normal,0.01,-0.00016,1,0,1,,-40.6,0,1
POS036296,SOL,long,43,cross,11523.0,267.98,0.0233,0.0116,1.163,normal,0.015,-0.00015,0,0,31,1.0,-100.0,1,0
POS036297,altcoin_smallcap,long,43,isolated,23696.0,551.07,0.0233,0.0116,1.163,calm,0.018,2e-05,0,1,14,,-60.0,0,1
POS036298,ETH,long,26,isolated,23640.0,909.23,0.0385,0.0192,1.923,calm,0.006,0.00042,0,0,20,2.0,-100.0,1,0
POS036299,BTC,long,40,isolated,2934.0,73.35,0.025,0.0125,1.25,normal,0.008,0.00027,0,0,50,,-6.2,0,1
POS036300,BTC,long,72,cross,17960.0,249.44,0.0139,0.0069,0.694,crash,0.0256,0.00062,0,1,40,5.0,-100.0,1,0
POS036301,ETH,short,9,isolated,1327.0,147.44,0.1111,0.0556,5.556,normal,0.01,0.00012,1,0,15,,22.1,0,1
POS036302,ETH,long,30,cross,5048.0,168.27,0.0333,0.0167,1.667,calm,0.006,0.00039,1,1,17,,21.7,0,1
POS036303,ARB,long,30,isolated,9191.0,306.37,0.0333,0.0167,1.667,normal,0.018,-0.0003,0,0,2,,218.2,0,1
POS036304,BTC,long,56,cross,10092.0,180.21,0.0179,0.0089,0.893,normal,0.008,-0.00062,0,1,7,,245.7,0,1
POS036305,altcoin_smallcap,long,17,isolated,3278.0,192.82,0.0588,0.0294,2.941,volatile,0.054,1e-05,0,1,20,1.0,-100.0,1,0
POS036306,DOGE,long,61,isolated,982.0,16.1,0.0164,0.0082,0.82,crash,0.0704,0.00127,0,1,9,,-100.0,0,1
POS036307,SOL,long,6,isolated,7356.0,1226.0,0.1667,0.0833,8.333,crash,0.048,0.00131,0,1,10,,132.7,0,1
POS036308,SOL,short,33,isolated,22405.0,678.94,0.0303,0.0152,1.515,calm,0.009,-0.00065,0,0,33,20.0,-100.0,1,0
POS036309,altcoin_smallcap,short,85,isolated,5567.0,65.49,0.0118,0.0059,0.588,normal,0.03,0.00043,0,0,19,,718.2,0,1
POS036310,BTC,long,18,cross,11452.0,636.22,0.0556,0.0278,2.778,volatile,0.0144,0.00111,1,0,6,,62.7,0,1
POS036311,BTC,long,108,cross,2716.0,25.15,0.0093,0.0046,0.463,normal,0.008,0.0001,1,0,3,,241.4,0,1
POS036312,ETH,short,50,isolated,4764.0,95.28,0.02,0.01,1.0,calm,0.006,-0.00027,0,0,19,,38.6,0,1
POS036313,AVAX,short,28,isolated,1114.0,39.79,0.0357,0.0179,1.786,volatile,0.0288,0.00071,0,1,8,6.0,-100.0,1,0
POS036314,BTC,long,32,isolated,5550.0,173.44,0.0312,0.0156,1.562,normal,0.008,0.00039,1,1,22,3.0,-100.0,1,0
POS036315,ETH,long,40,cross,10244.0,256.1,0.025,0.0125,1.25,calm,0.006,0.00057,0,1,8,,9.7,0,1
POS036316,ARB,long,26,isolated,4122.0,158.54,0.0385,0.0192,1.923,volatile,0.0324,0.00088,0,0,17,14.0,-100.0,1,0
POS036317,SOL,long,37,isolated,2190.0,59.19,0.027,0.0135,1.351,volatile,0.027,0.0007,0,0,14,2.0,-100.0,1,0
POS036318,ETH,long,19,isolated,3200.0,168.42,0.0526,0.0263,2.632,calm,0.006,-2e-05,1,1,3,,15.4,0,1
POS036319,DOGE,long,27,isolated,4871.0,180.41,0.037,0.0185,1.852,volatile,0.0396,0.00063,1,0,4,,-36.9,0,1
POS036320,AVAX,short,17,isolated,2791.0,164.18,0.0588,0.0294,2.941,volatile,0.0288,0.00043,1,1,16,,-88.5,0,1
POS036321,BTC,short,7,isolated,1136.0,162.29,0.1429,0.0714,7.143,volatile,0.0144,0.00073,1,1,12,,-22.5,0,1
POS036322,DOGE,short,45,isolated,112.0,2.49,0.0222,0.0111,1.111,normal,0.022,0.00047,1,1,14,,379.0,0,1
POS036323,HYPE,long,36,isolated,2546.0,70.72,0.0278,0.0139,1.389,normal,0.02,0.00024,1,0,1,1.0,-100.0,1,0
POS036324,ETH,long,106,cross,510.0,4.81,0.0094,0.0047,0.472,crash,0.032,0.0006,0,1,9,1.0,-100.0,1,0
POS036325,altcoin_smallcap,long,30,isolated,679.0,22.63,0.0333,0.0167,1.667,normal,0.03,0.00028,1,1,2,,158.1,0,1
POS036326,ETH,short,25,cross,4218.0,168.72,0.04,0.02,2.0,calm,0.006,0.00028,0,0,17,,24.9,0,1
POS036327,ETH,long,29,cross,14425.0,497.41,0.0345,0.0172,1.724,calm,0.006,-3e-05,0,1,16,4.0,-100.0,1,0
POS036328,DOGE,short,20,cross,6705.0,335.25,0.05,0.025,2.5,calm,0.0132,-0.00033,0,1,19,,-33.4,0,1
POS036329,ETH,short,26,isolated,7822.0,300.85,0.0385,0.0192,1.923,volatile,0.018,0.00088,0,1,11,,383.1,0,1
POS036330,ETH,long,52,isolated,9140.0,175.77,0.0192,0.0096,0.962,normal,0.01,-0.00024,0,0,9,3.0,-100.0,1,0
POS036331,ETH,long,37,isolated,4824.0,130.38,0.027,0.0135,1.351,normal,0.01,0.0003,0,1,22,,142.0,0,1
POS036332,DOGE,long,53,cross,7217.0,136.17,0.0189,0.0094,0.943,calm,0.0132,0.0004,1,0,15,5.0,-100.0,1,0
POS036333,HYPE,short,44,cross,2398.0,54.5,0.0227,0.0114,1.136,volatile,0.036,0.00026,0,0,10,8.0,-100.0,1,0
POS036334,AVAX,long,50,isolated,602.0,12.04,0.02,0.01,1.0,calm,0.0096,-0.00047,0,0,34,,49.4,0,1
POS036335,altcoin_smallcap,long,87,isolated,2374.0,27.29,0.0115,0.0057,0.575,normal,0.03,0.00042,0,1,11,,312.5,0,1
POS036336,DOGE,long,25,isolated,9054.0,362.16,0.04,0.02,2.0,normal,0.022,0.00042,0,1,11,,-41.0,0,1
POS036337,ETH,short,42,isolated,11330.0,269.76,0.0238,0.0119,1.19,calm,0.006,0.00046,0,0,1,,15.7,0,1
POS036338,HYPE,long,19,cross,4355.0,229.21,0.0526,0.0263,2.632,calm,0.012,-0.00039,0,1,45,,-50.7,0,1
POS036339,ETH,long,82,isolated,2907.0,35.45,0.0122,0.0061,0.61,normal,0.01,-0.00031,1,1,13,2.0,-100.0,1,0
POS036340,ETH,long,16,isolated,1041.0,65.06,0.0625,0.0312,3.125,normal,0.01,0.00034,0,0,6,,33.3,0,1
POS036341,BTC,short,10,cross,7653.0,765.3,0.1,0.05,5.0,normal,0.008,0.00033,1,0,4,,-14.9,0,1
POS036342,ETH,long,83,isolated,14603.0,175.94,0.012,0.006,0.602,calm,0.006,6e-05,0,0,26,2.0,-100.0,1,0
POS036343,AVAX,short,22,cross,6655.0,302.5,0.0455,0.0227,2.273,normal,0.016,-2e-05,1,0,5,,24.5,0,1
POS036344,BTC,long,34,cross,3154.0,92.76,0.0294,0.0147,1.471,volatile,0.0144,-0.00019,0,0,19,6.0,-100.0,1,0
POS036345,SOL,long,26,isolated,7812.0,300.46,0.0385,0.0192,1.923,calm,0.009,0.00062,0,1,3,,-4.2,0,1
POS036346,ETH,short,28,isolated,6670.0,238.21,0.0357,0.0179,1.786,volatile,0.018,0.00016,0,0,8,,69.1,0,1
POS036347,BTC,long,24,isolated,15351.0,639.62,0.0417,0.0208,2.083,normal,0.008,0.00024,0,0,9,4.0,-100.0,1,0
POS036348,DOGE,short,11,cross,5205.0,473.18,0.0909,0.0455,4.545,volatile,0.0396,-0.00028,0,0,2,,-45.8,0,1
POS036349,SOL,long,19,isolated,6740.0,354.74,0.0526,0.0263,2.632,volatile,0.027,0.001,0,0,17,1.0,-100.0,1,0
POS036350,BTC,long,71,isolated,10455.0,147.25,0.0141,0.007,0.704,normal,0.008,-8e-05,0,0,27,14.0,-100.0,1,0
POS036351,BTC,long,36,isolated,13226.0,367.39,0.0278,0.0139,1.389,normal,0.008,0.00079,0,1,22,,163.8,0,1
POS036352,BTC,short,59,isolated,14509.0,245.92,0.0169,0.0085,0.847,volatile,0.0144,0.00068,0,1,19,,-100.0,0,1
POS036353,HYPE,short,8,cross,2514.0,314.25,0.125,0.0625,6.25,volatile,0.036,-0.00011,0,0,14,7.0,-100.0,1,0
POS036354,BTC,short,25,isolated,7200.0,288.0,0.04,0.02,2.0,normal,0.008,0.00023,0,0,10,,31.5,0,1
POS036355,BTC,short,13,cross,6611.0,508.54,0.0769,0.0385,3.846,normal,0.008,0.00058,0,0,3,,20.5,0,1
POS036356,AVAX,long,36,cross,3707.0,102.97,0.0278,0.0139,1.389,volatile,0.0288,0.00057,0,0,8,4.0,-100.0,1,0
POS036357,DOGE,long,25,cross,6929.0,277.16,0.04,0.02,2.0,crash,0.0704,0.00115,0,1,2,,-25.0,0,1
POS036358,DOGE,short,54,isolated,11282.0,208.93,0.0185,0.0093,0.926,crash,0.0704,0.00078,0,0,67,4.0,-100.0,1,0
POS036359,SOL,long,33,cross,12309.0,373.0,0.0303,0.0152,1.515,crash,0.048,0.00087,1,0,9,1.0,-100.0,1,0
POS036360,ETH,short,76,isolated,16165.0,212.7,0.0132,0.0066,0.658,volatile,0.018,0.00075,0,1,5,,-100.0,0,1
POS036361,SOL,long,56,isolated,6351.0,113.41,0.0179,0.0089,0.893,normal,0.015,-0.00058,1,1,32,,433.2,0,1
POS036362,altcoin_smallcap,long,66,cross,16486.0,249.79,0.0152,0.0076,0.758,calm,0.018,0.00019,1,0,29,2.0,-100.0,1,0
POS036363,BTC,long,13,cross,1242.0,95.54,0.0769,0.0385,3.846,calm,0.0048,-2e-05,0,1,46,,-7.9,0,1
POS036364,DOGE,long,28,cross,5217.0,186.32,0.0357,0.0179,1.786,volatile,0.0396,0.00038,1,0,44,1.0,-100.0,1,0
POS036365,ETH,short,9,cross,7077.0,786.33,0.1111,0.0556,5.556,normal,0.01,0.00046,0,0,6,,51.2,0,1
POS036366,SOL,long,27,isolated,11687.0,432.85,0.037,0.0185,1.852,calm,0.009,0.00043,1,1,21,18.0,-100.0,1,0
POS036367,altcoin_smallcap,short,40,isolated,13136.0,328.4,0.025,0.0125,1.25,normal,0.03,-9e-05,0,1,15,1.0,-100.0,1,0
POS036368,ARB,short,34,cross,14011.0,412.09,0.0294,0.0147,1.471,calm,0.0108,0.00014,1,0,23,2.0,-100.0,1,0
POS036369,ETH,short,45,cross,2490.0,55.33,0.0222,0.0111,1.111,normal,0.01,0.00011,1,1,3,,42.6,0,1
POS036370,AVAX,long,53,cross,8424.0,158.94,0.0189,0.0094,0.943,calm,0.0096,-0.00015,0,1,1,,47.7,0,1
POS036371,ETH,long,21,isolated,5099.0,242.81,0.0476,0.0238,2.381,volatile,0.018,0.0001,0,1,2,,46.1,0,1
POS036372,DOGE,long,42,cross,3645.0,86.79,0.0238,0.0119,1.19,calm,0.0132,4e-05,0,0,12,,1.2,0,1
POS036373,ETH,short,19,cross,1639.0,86.26,0.0526,0.0263,2.632,calm,0.006,0.00025,1,1,14,,-15.1,0,1
POS036374,HYPE,long,15,cross,5730.0,382.0,0.0667,0.0333,3.333,volatile,0.036,0.00013,0,0,3,,-14.7,0,1
POS036375,SOL,long,28,cross,1659.0,59.25,0.0357,0.0179,1.786,calm,0.009,-0.00065,1,1,13,,60.5,0,1
POS036376,SOL,long,39,isolated,4107.0,105.31,0.0256,0.0128,1.282,normal,0.015,0.00021,0,1,14,11.0,-100.0,1,0
POS036377,DOGE,short,11,cross,9313.0,846.64,0.0909,0.0455,4.545,normal,0.022,0.00045,1,1,16,,213.8,0,1
POS036378,HYPE,long,93,isolated,7530.0,80.97,0.0108,0.0054,0.538,calm,0.012,-0.00053,0,0,1,1.0,-100.0,1,0
POS036379,BTC,long,90,cross,4409.0,48.99,0.0111,0.0056,0.556,volatile,0.0144,0.00053,0,0,12,4.0,-100.0,1,0
POS036380,ETH,long,28,isolated,74.0,2.64,0.0357,0.0179,1.786,calm,0.006,-0.00049,1,1,28,,-47.3,0,1
POS036381,DOGE,long,16,isolated,17828.0,1114.25,0.0625,0.0312,3.125,normal,0.022,0.00047,0,1,21,,52.8,0,1
POS036382,ETH,long,17,cross,2659.0,156.41,0.0588,0.0294,2.941,calm,0.006,-2e-05,0,1,12,,-31.8,0,1
POS036383,BTC,long,76,isolated,5062.0,66.61,0.0132,0.0066,0.658,calm,0.0048,0.00017,1,0,11,2.0,-100.0,1,0
POS036384,AVAX,long,47,isolated,12071.0,256.83,0.0213,0.0106,1.064,calm,0.0096,0.00046,0,1,3,,147.4,0,1
POS036385,BTC,long,66,isolated,14919.0,226.05,0.0152,0.0076,0.758,volatile,0.0144,0.0012,0,0,15,4.0,-100.0,1,0
POS036386,BTC,long,40,cross,2766.0,69.15,0.025,0.0125,1.25,calm,0.0048,0.00093,0,0,7,,53.2,0,1
POS036387,altcoin_smallcap,long,27,isolated,5233.0,193.81,0.037,0.0185,1.852,normal,0.03,-7e-05,0,1,7,,147.8,0,1
POS036388,altcoin_smallcap,short,53,isolated,4858.0,91.66,0.0189,0.0094,0.943,crash,0.096,0.00094,1,1,45,,2000.0,0,1
POS036389,BTC,long,27,isolated,18898.0,699.93,0.037,0.0185,1.852,normal,0.008,0.00052,0,0,21,5.0,-100.0,1,0
POS036390,SOL,long,62,isolated,11481.0,185.18,0.0161,0.0081,0.806,crash,0.048,0.0009,0,0,21,1.0,-100.0,1,0
POS036391,BTC,short,30,cross,1898.0,63.27,0.0333,0.0167,1.667,normal,0.008,0.00058,0,0,6,,57.5,0,1
POS036392,BTC,short,36,cross,5244.0,145.67,0.0278,0.0139,1.389,normal,0.008,0.00049,0,1,17,,91.9,0,1
POS036393,altcoin_smallcap,short,115,cross,8196.0,71.27,0.0087,0.0043,0.435,normal,0.03,0.00051,0,1,31,,-100.0,0,1
POS036394,DOGE,short,93,cross,6438.0,69.23,0.0108,0.0054,0.538,normal,0.022,0.00012,0,0,18,12.0,-100.0,1,0
POS036395,HYPE,short,37,isolated,5464.0,147.68,0.027,0.0135,1.351,normal,0.02,4e-05,0,0,15,1.0,-100.0,1,0
POS036396,altcoin_smallcap,long,26,cross,7279.0,279.96,0.0385,0.0192,1.923,normal,0.03,-0.00032,1,1,11,,-27.2,0,1
POS036397,altcoin_smallcap,short,45,cross,5122.0,113.82,0.0222,0.0111,1.111,calm,0.018,0.00016,0,1,8,3.0,-100.0,1,0
POS036398,BTC,long,20,isolated,6030.0,301.5,0.05,0.025,2.5,normal,0.008,0.00077,1,1,4,,15.8,0,1
POS036399,BTC,short,46,isolated,3974.0,86.39,0.0217,0.0109,1.087,calm,0.0048,-0.00035,0,1,23,6.0,-100.0,1,0
POS036400,HYPE,short,27,cross,2749.0,101.81,0.037,0.0185,1.852,calm,0.012,-0.0003,0,1,7,,-46.0,0,1
POS036401,BTC,long,5,cross,7618.0,1523.6,0.2,0.1,10.0,volatile,0.0144,-3e-05,0,1,4,,1.5,0,1
POS036402,DOGE,long,17,cross,12264.0,721.41,0.0588,0.0294,2.941,volatile,0.0396,0.00063,0,0,15,1.0,-100.0,1,0
POS036403,DOGE,long,24,cross,1140.0,47.5,0.0417,0.0208,2.083,calm,0.0132,0.00037,1,1,14,,56.1,0,1
POS036404,AVAX,short,24,cross,13958.0,581.58,0.0417,0.0208,2.083,normal,0.016,-0.00063,0,0,7,,33.2,0,1
POS036405,SOL,short,29,isolated,3113.0,107.34,0.0345,0.0172,1.724,normal,0.015,0.0009,0,0,55,,171.8,0,1
POS036406,DOGE,long,20,cross,13442.0,672.1,0.05,0.025,2.5,normal,0.022,0.00033,0,0,20,,64.0,0,1
POS036407,BTC,short,61,cross,9880.0,161.97,0.0164,0.0082,0.82,calm,0.0048,0.00015,0,0,43,,24.1,0,1
POS036408,ARB,short,11,cross,5607.0,509.73,0.0909,0.0455,4.545,volatile,0.0324,0.00017,0,0,8,3.0,-100.0,1,0
POS036409,altcoin_smallcap,short,75,isolated,5299.0,70.65,0.0133,0.0067,0.667,normal,0.03,0.00021,0,0,1,1.0,-100.0,1,0
POS036410,BTC,long,21,isolated,1866.0,88.86,0.0476,0.0238,2.381,volatile,0.0144,0.00033,0,1,5,,39.6,0,1
POS036411,BTC,short,26,cross,9435.0,362.88,0.0385,0.0192,1.923,normal,0.008,-3e-05,0,0,15,14.0,-100.0,1,0
POS036412,SOL,short,30,isolated,5370.0,179.0,0.0333,0.0167,1.667,normal,0.015,0.00055,1,0,3,,10.3,0,1
POS036413,ETH,short,30,cross,6541.0,218.03,0.0333,0.0167,1.667,crash,0.032,0.00149,0,0,12,,365.9,0,1
POS036414,SOL,long,14,isolated,12152.0,868.0,0.0714,0.0357,3.571,normal,0.015,0.0002,0,1,1,,24.6,0,1
POS036415,AVAX,long,75,isolated,9687.0,129.16,0.0133,0.0067,0.667,calm,0.0096,0.00079,0,1,19,9.0,-100.0,1,0
POS036416,ETH,short,29,isolated,5140.0,177.24,0.0345,0.0172,1.724,volatile,0.018,-4e-05,0,0,34,1.0,-100.0,1,0
POS036417,ETH,short,43,isolated,3746.0,87.12,0.0233,0.0116,1.163,normal,0.01,0.0005,1,1,8,,-20.7,0,1
POS036418,HYPE,short,32,isolated,6879.0,214.97,0.0312,0.0156,1.562,volatile,0.036,0.00038,0,0,20,1.0,-100.0,1,0
POS036419,HYPE,long,41,cross,8465.0,206.46,0.0244,0.0122,1.22,calm,0.012,-0.00076,0,0,3,1.0,-100.0,1,0
POS036420,ETH,long,59,cross,6684.0,113.29,0.0169,0.0085,0.847,normal,0.01,0.00021,0,1,16,,-68.0,0,1
POS036421,ETH,long,74,cross,4247.0,57.39,0.0135,0.0068,0.676,crash,0.032,0.00081,0,0,31,1.0,-100.0,1,0
POS036422,ETH,short,19,cross,3276.0,172.42,0.0526,0.0263,2.632,normal,0.01,0.0003,0,0,3,,2.4,0,1
