Pokedex_Number,Pokemon_Name,Generation,Type_1,Type_2,Ability_1,Ability_2,Hidden_Ability,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,BST,Sub_Class,Stage
498,Mega_Chimecho,9,Psychic,Steel,Levitate,,,75,50,110,135,120,65,555,Mega_Evolution,2
499,Absol,3,Dark,,Pressure,Super_Luck,Justified,65,130,60,75,60,75,465,Basic,1
500,Mega_Absol,6,Dark,,Magic_Bounce,,,65,150,60,115,60,115,565,Mega_Evolution,1
501,Mega_Absol_Z,9,Dark,Ghost,,,,65,154,60,75,60,151,565,Not_Released,1
502,Snorunt,3,Ice,,Inner_Focus,Ice_Body,Moody,50,50,50,50,50,50,300,Basic,1
503,Glalie,3,Ice,,Inner_Focus,Ice_Body,Moody,80,80,80,80,80,80,480,Basic,2
504,Mega_Glalie,6,Ice,,Refrigerate,,,80,120,80,120,80,100,580,Mega_Evolution,2
505,Froslass,4,Ice,Ghost,Snow_Cloak,,Cursed_Body,70,80,70,80,70,110,480,Basic,2
506,Mega_Froslass,9,Ice,Ghost,Snow_Warning,,,70,80,70,140,100,120,580,Mega_Evolution,2
507,Spheal,3,Ice,Water,Thick_Fat,Ice_Body,Oblivious,70,40,50,55,50,25,290,Basic,1
508,Sealeo,3,Ice,Water,Thick_Fat,Ice_Body,Oblivious,90,60,70,75,70,45,410,Basic,2
509,Walrein,3,Ice,Water,Thick_Fat,Ice_Body,Oblivious,110,80,90,95,90,65,530,Basic,3
510,Clamperl,3,Water,,Shell_Armor,,Rattled,35,64,85,74,55,32,345,Basic,1
511,Huntail,3,Water,,Swift_Swim,,Water_Veil,55,104,105,94,75,52,485,Basic,2
512,Gorebyss,3,Water,,Swift_Swim,,Hydration,55,84,105,114,75,52,485,Basic,2
513,Relicanth,3,Water,Rock,Swift_Swim,Rock_Head,Sturdy,100,90,130,45,65,55,485,Basic,1
514,Luvdisc,3,Water,,Swift_Swim,,Hydration,43,30,55,40,65,97,330,Basic,1
515,Bagon,3,Dragon,,Rock_Head,,Sheer_Force,45,75,60,40,30,50,300,Basic,1
516,Shelgon,3,Dragon,,Rock_Head,,Overcoat,65,95,100,60,50,50,420,Basic,2
517,Salamence,3,Dragon,Flying,Intimidate,,Moxie,95,135,80,110,80,100,600,Pseudo_Legendary,3
518,Mega_Salamence,6,Dragon,Flying,Aerilate,,,95,145,130,120,90,120,700,Pseudo_Legendary_Mega_Evolution,3
519,Beldum,3,Steel,Psychic,Clear_Body,,Light_Metal,40,55,80,35,60,30,300,Basic,1
520,Metang,3,Steel,Psychic,Clear_Body,,Light_Metal,60,75,100,55,80,50,420,Basic,2
521,Metagross,3,Steel,Psychic,Clear_Body,,Light_Metal,80,135,130,95,90,70,600,Pseudo_Legendary,3
522,Mega_Metagross,6,Steel,Psychic,Tough_Claws,,,80,145,150,105,110,110,700,Pseudo_Legendary_Mega_Evolution,3
523,Regirock,3,Rock,,Clear_Body,,Sturdy,80,100,200,50,100,50,580,Sub_Legendary,1
524,Regice,3,Ice,,Clear_Body,,Ice_Body,80,50,100,100,200,50,580,Sub_Legendary,1
525,Registeel,3,Steel,,Clear_Body,,Light_Metal,80,75,150,75,150,50,580,Sub_Legendary,1
526,Latias,3,Dragon,Psychic,Levitate,,,80,80,90,110,130,110,600,Sub_Legendary,1
527,Mega_Latias,3,Dragon,Psychic,Levitate,,,80,100,120,140,150,110,700,Sub_Legendary_Mega_Evolution,1
528,Latios,3,Dragon,Psychic,Levitate,,,80,90,80,130,110,110,600,Sub_Legendary,1
529,Mega_Latios,3,Dragon,Psychic,Levitate,,,80,130,100,160,120,110,700,Legendary_Mega_Evolution,1
530,Kyogre,3,Water,,Drizzle,,,100,100,90,150,140,90,670,Legendary,1
531,Primal_Kyogre,6,Water,,Primordial_Sea,,,100,150,90,180,160,90,770,Legendary_Primal_Reversion,1
532,Groudon,3,Ground,,Drought,,,100,150,140,100,90,90,670,Legendary,1
533,Primal_Groudon,6,Ground,Fire,Desolate_Land,,,100,180,160,150,90,90,770,Legendary_Primal_Reversion,1
534,Rayquaza,3,Dragon,Flying,Air_Lock,,,105,150,90,150,90,95,680,Legendary,1
535,Mega_Rayquaza,6,Dragon,Flying,Delta_Stream,,,105,180,100,180,100,115,780,Legendary_Mega_Evolution,1
536,Jirachi,3,Steel,Psychic,Serene_Grace,,,100,100,100,100,100,100,600,Mythical,1
537,Deoxys_Normal_Forme,3,Psychic,,Pressure,,,50,150,50,150,50,150,600,Mythical,1
538,Deoxys_Attack_Forme,3,Psychic,,Pressure,,,50,180,20,180,20,150,600,Mythical_Alternate,1
539,Deoxys_Defense_Forme,3,Psychic,,Pressure,,,50,70,160,70,160,90,600,Mythical_Alternate,1
540,Deoxys_Speed_Forme,3,Psychic,,Pressure,,,50,95,90,95,90,180,600,Mythical_Alternate,1
541,Turtwig,4,Grass,,Overgrow,,Shell_Armor,55,68,64,45,55,31,318,Starter,1
542,Grotle,4,Grass,,Overgrow,,Shell_Armor,75,89,85,55,65,36,405,Starter,2
543,Torterra,4,Grass,Ground,Overgrow,,Shell_Armor,95,109,105,75,85,56,525,Starter,3
544,Chimchar,4,Fire,,Blaze,,Iron_Fist,44,58,44,58,44,61,309,Starter,1
545,Monferno,4,Fire,Fighting,Blaze,,Iron_Fist,64,78,52,78,52,81,405,Starter,2
546,Infernape,4,Fire,Fighting,Blaze,,Iron_Fist,76,104,71,104,71,108,534,Starter,3
547,Piplup,4,Water,,Torrent,,Competitve,53,51,53,61,56,40,314,Starter,1
548,Prinplup,4,Water,,Torrent,,Competitve,64,66,68,81,76,50,405,Starter,2
549,Empoleon,4,Water,Steel,Torrent,,Competitve,84,86,88,111,101,60,530,Starter,3
550,Starly,4,Normal,Flying,Keen_Eye,,Reckless,40,55,30,30,30,60,245,Basic,1
551,Staravia,4,Normal,Flying,Intimidate,,Reckless,55,75,50,40,40,80,340,Basic,2
552,Staraptor,4,Normal,Flying,Intimidate,,Reckless,85,120,70,50,60,100,485,Basic,3
553,Mega_Staraptor,9,Fighting,Flying,Contrary,,,85,140,100,60,90,110,585,Mega_Evolution,3
554,Bidoof,4,Normal,,Simple,Unaware,Moody,59,45,40,35,40,31,250,Basic,1
555,Bibarel,4,Normal,Water,Simple,Unaware,Moody,79,85,60,55,60,71,410,Basic,2
556,Kricketot,4,Bug,,Shed_Skin,,Run_Away,37,25,41,25,41,25,194,Basic,1
557,Kricketune,4,Bug,,Swarm,,Technician,77,85,51,55,51,65,384,Basic,2
558,Shinx,4,Electric,,Rivalry,Intimidate,Guts,45,65,34,40,34,45,263,Basic,1
559,Luxio,4,Electric,,Rivalry,Intimidate,Guts,60,85,49,60,49,60,363,Basic,2
560,Luxray,4,Electric,,Rivalry,Intimidate,Guts,80,120,79,95,79,70,523,Basic,3
561,Cranidos,4,Rock,,Mold_Breaker,,Sheer_Force,67,125,40,30,30,58,350,Fossil,1
562,Rampardos,4,Rock,,Mold_Breaker,,Sheer_Force,97,165,60,65,50,58,495,Fossil,2
563,Shieldon,4,Rock,Steel,Sturdy,,Soundproof,30,42,118,42,88,30,350,Fossil,1
564,Bastiodon,4,Rock,Steel,Sturdy,,Soundproof,60,52,168,47,138,30,495,Fossil,2
565,Burmy_Plant_Cloak,4,Bug,,Shed_Skin,,Overcoat,40,29,45,29,45,36,224,Basic,1
566,Burmy_Sandy_Cloak,4,Bug,,Shed_Skin,,Overcoat,40,29,45,29,45,36,224,Alternate_Form,1
567,Burmy_Trash_Cloak,4,Bug,,Shed_Skin,,Overcoat,40,29,45,29,45,36,224,Alternate_Form,1
568,Wormadam_Plant_Cloak,4,Bug,Grass,Anticipation,,Overcoat,60,59,85,79,105,36,424,Basic,2
569,Wormadam_Sandy_Cloak,4,Bug,Ground,Anticipation,,Overcoat,60,79,105,59,85,36,424,Basic,2
570,Wormadam_Trash_Cloak,4,Bug,Steel,Anticipation,,Overcoat,60,69,95,69,95,36,424,Basic,2
571,Mothim,4,Bug,Flying,Swarm,,Tinted_Lens,70,94,50,94,50,66,424,Basic,2
572,Combee,4,Bug,Flying,Honey_Gather,,Hustle,30,30,42,30,42,70,244,Basic,1
573,Vespiquen,4,Bug,Flying,Pressure,,Unnerve,70,80,102,80,102,40,474,Basic,2
574,Pachirisu,4,Electric,,Run_Away,Pickup,Volt_Absorb,60,45,70,45,90,95,405,Basic,1
575,Buizel,4,Water,,Swift_Swim,,Water_Veil,55,65,35,60,30,85,330,Basic,1
576,Floatzel,4,Water,,Swift_Swim,,Water_Veil,85,105,55,85,50,115,495,Basic,2
577,Cherubi,4,Grass,,Chlorophyll,,,45,35,45,62,53,35,275,Basic,1
578,Cherrim,4,Grass,,Flower_Gift,,,70,60,70,87,78,85,450,Basic,2
579,Shellos,4,Water,,Sticky_Hold,Storm_Drain,Sand_Force,76,48,48,57,62,34,325,Basic,1
580,Gastrodon,4,Water,Ground,Sticky_Hold,Storm_Drain,Sand_Force,111,83,68,92,82,39,475,Basic,2
581,Drifloon,4,Ghost,Flying,Aftermath,Unburden,Flare_Boost,90,50,34,60,44,70,348,Basic,1
582,Drifblim,4,Ghost,Flying,Aftermath,Unburden,Flare_Boost,150,80,44,90,54,80,498,Basic,2
583,Buneary,4,Normal,,Run_Away,Klutz,Limber,55,66,44,44,56,85,350,Basic,1
584,Lopunny,4,Normal,,Cute_Charm,Klutz,Limber,65,76,84,54,96,105,480,Basic,2
585,Mega_Lopunny,6,Normal,Fighting,Scrappy,,,65,136,94,54,96,135,580,Mega_Evolution,2
586,Glameow,4,Normal,,Limber,Own_Tempo,Keen_Eye,49,55,42,42,37,85,310,Basic,1
587,Purugly,4,Normal,,Thick_Fat,Own_Tempo,Defiant,71,82,64,64,59,112,452,Basic,2
588,Stunky,4,Poison,Dark,Stench,Aftermath,Keen_Eye,63,63,47,41,41,74,329,Basic,1
589,Skuntank,4,Poison,Dark,Stench,Aftermath,Keen_Eye,103,93,67,71,61,84,479,Basic,2
590,Bronzor,4,Steel,Psychic,Levitate,Heatproof,Heavy_Metal,57,24,86,24,86,23,300,Basic,1
591,Bronzong,4,Steel,Psychic,Levitate,Heatproof,Heavy_Metal,67,89,116,79,116,33,500,Basic,2
592,Chatot,4,Normal,Flying,Keen_Eye,Tangled_Feet,Big_Pecks,76,65,45,92,42,91,411,Basic,1
593,Spiritomb,4,Ghost,Dark,Pressure,,Infiltrator,50,92,108,92,108,35,485,Basic,1
594,Gible,4,Dragon,Ground,Sand_Veil,,Rough_Skin,58,70,45,40,45,42,300,Basic,1
595,Gabite,4,Dragon,Ground,Sand_Veil,,Rough_Skin,68,90,65,50,55,82,410,Basic,2
596,Garchomp,4,Dragon,Ground,Sand_Veil,,Rough_Skin,108,130,95,80,85,102,600,Pseudo_Legendary,3
597,Mega_Garchomp,6,Dragon,Ground,Sand_Force,,,108,170,115,120,95,92,700,Pseudo_Legendary_Mega_Evolution,3
598,Mega_Garchomp_Z,9,Dragon,,,,,108,130,85,141,85,151,700,Not_Released,3
599,Riolu,4,Fighting,Steel,Steadfast,Inner_Focus,Prankster,40,70,40,35,40,60,285,Baby,1
600,Lucario,4,Fighting,Steel,Steadfast,Inner_Focus,Justified,70,110,70,115,70,90,525,Basic,2
601,Mega_Lucario,6,Fighting,Steel,Adaptability,,,70,145,88,140,70,112,625,Mega_Evolution,2
602,Mega_Lucario_Z,9,Fighting,Steel,,,,70,100,70,164,70,151,625,Not_Released,2
603,Hippopotas,4,Ground,,Sand_Stream,,Sand_Force,68,72,78,38,42,32,330,Basic,1
604,Hippowdon,4,Ground,,Sand_Stream,,Sand_Force,108,112,118,68,72,47,525,Basic,2
605,Skorupi,4,Poison,Bug,Battle_Armor,Sniper,Keen_Eye,40,50,90,30,55,65,330,Basic,1
606,Drapion,4,Poison,Dark,Battle_Armor,Sniper,Keen_Eye,70,90,110,60,75,95,500,Basic,2
607,Croagunk,4,Poison,Fighting,Anticipation,Dry_Skin,Poison_Touch,48,61,40,61,40,50,300,Basic,1
608,Toxicroak,4,Poison,Fighting,Anticipation,Dry_Skin,Poison_Touch,83,106,65,86,65,85,490,Basic,2
609,Carnivine,4,Grass,,Levitate,,,74,100,72,90,72,46,454,Basic,1
610,Finneon,4,Water,,Swift_Swim,Storm_Drain,Water_Veil,49,49,56,49,61,66,330,Basic,1
611,Lumineon,4,Water,,Swift_Swim,Storm_Drain,Water_Veil,69,69,76,69,86,91,460,Basic,2
612,Snover,4,Grass,Ice,Snow_Warning,,Soundproof,60,62,50,62,60,40,334,Basic,1
613,Abomasnow,4,Grass,Ice,Snow_Warning,,Soundproof,90,92,75,92,85,60,494,Basic,2
614,Mega_Abomasnow,6,Grass,Ice,Snow_Warning,,,90,132,105,132,105,30,594,Mega_Evolution,2
615,Rotom,4,Electric,Ghost,Levitate,,,50,50,77,95,77,91,440,Basic,1
616,Heat_Rotom,4,Electric,Fire,Levitate,,,50,65,107,105,107,86,520,Basic,1
617,Wash_Rotom,4,Electric,Water,Levitate,,,50,65,107,105,107,86,520,Basic,1
618,Frost_Rotom,4,Electric,Ice,Levitate,,,50,65,107,105,107,86,520,Basic,1
619,Fan_Rotom,4,Electric,Flying,Levitate,,,50,65,107,105,107,86,520,Basic,1
620,Mow_Rotom,4,Electric,Grass,Levitate,,,50,65,107,105,107,86,520,Basic,1
621,Uxie,4,Psychic,,Levitate,,,75,75,130,75,130,95,580,Sub_Legendary,1
622,Mesprit,4,Psychic,,Levitate,,,80,105,105,105,105,80,580,Sub_Legendary,1
623,Azelf,4,Psychic,,Levitate,,,75,125,70,125,70,115,580,Sub_Legendary,1
624,Dialga,4,Steel,Dragon,Pressure,,Telepathy,100,120,120,150,100,90,680,Legendary,1
625,Dialga_Origin_Forme,8,Steel,Dragon,Pressure,,Telepathy,100,100,120,150,120,90,680,Legendary_Alternate,1
626,Palkia,4,Water,Dragon,Pressure,,Telepathy,90,120,100,150,120,100,680,Legendary,1
627,Palkia_Origin_Forme,8,Water,Dragon,Pressure,,Telepathy,90,100,100,150,120,120,680,Legendary_Alternate,1
628,Heatran,4,Fire,Steel,Flash_Fire,,Flame_Body,91,90,106,130,106,77,600,Sub_Legendary,1
629,Mega_Heatran,9,Fire,Steel,,,,91,120,106,175,141,67,700,Not_Released,1
630,Regigigas,4,Normal,,Slow_Start,,,110,160,110,80,110,100,670,Legendary,1
631,Giratina,4,Ghost,Dragon,Pressure,,Telepathy,150,100,120,100,120,90,680,Legendary,1
632,Giratina_Origin_Forme,4,Ghost,Dragon,Levitate,,,150,120,100,120,100,90,680,Legendary_Alternate,1
633,Cresselia,4,Psychic,,Levitate,,,120,70,110,75,120,85,580,Sub_Legendary,1
634,Phione,4,Water,,Hydration,,,80,80,80,80,80,80,480,Mythical,1
635,Manaphy,4,Water,,Hydration,,,100,100,100,100,100,100,600,Mythical,1
636,Darkrai,4,Dark,,Bad_Dreams,,,70,90,90,135,90,125,600,Mythical,1
637,Mega_Darkrai,9,Dark,,,,,70,120,130,165,130,85,700,Not_Released,1
638,Shaymin_Land_Forme,4,Grass,,Natural_Cure,,,100,100,100,100,100,100,600,Mythical,1
639,Shaymin_Sky_Forme,4,Grass,Flying,Serene_Grace,,,100,103,75,120,75,127,600,Mythical,1
640,Arceus,4,Normal,,Multitype,,,120,120,120,120,120,120,720,Mythical,1
641,Victini,5,Psychic,Fire,Victory_Star,,,100,100,100,100,100,100,600,Mythical,1
642,Snivy,5,Grass,,Overgrow,,Contrary,45,45,55,45,55,63,308,Starter,1
643,Servine,5,Grass,,Overgrow,,Contrary,60,60,75,60,75,83,413,Starter,2
644,Serperior,5,Grass,,Overgrow,,Contrary,75,75,95,75,95,113,528,Starter,3
645,Tepig,5,Fire,,Blaze,,Thick_Fat,65,63,45,45,45,45,308,Starter,1
646,Pignite,5,Fire,Fighting,Blaze,,Thick_Fat,90,93,55,70,55,55,418,Starter,2
647,Emboar,5,Fire,Fighting,Blaze,,Thick_Fat,110,123,65,100,65,65,528,Starter,3
648,Mega_Emboar,9,Fire,Fighting,Mold_Breaker,,,110,148,75,110,110,75,628,Starter_Mega_Evolution,3
649,Oshawott,5,Water,,Torrent,,Shell_Armor,55,55,45,63,45,45,308,Starter,1
650,Dewott,5,Water,,Torrent,,Shell_Armor,75,75,60,83,60,60,413,Starter,2
651,Samurott,5,Water,,Torrent,,Shell_Armor,90,108,80,100,65,85,528,Starter,3
652,Hisuian_Samurott,8,Water,Dark,Torrent,,Sharpness,95,100,85,108,70,70,528,Starter_Regional_Variant,3
653,Patrat,5,Normal,,Run_Away,Keen_Eye,Analytic,45,55,39,35,39,42,255,Basic,1
654,Watchog,5,Normal,,Illuminate,Keen_Eye,Analytic,60,85,69,60,69,77,420,Basic,2
655,Liilipup,5,Normal,,Vital_Spirit,Pickup,Run_Away,45,60,45,25,45,55,275,Basic,1
656,Herdier,5,Normal,,Intimidate,Sand_Rush,Scrappy,65,80,65,35,65,60,370,Basic,2
657,Stoutland,5,Normal,,Intimidate,Sand_Rush,Scrappy,85,110,90,45,90,80,500,Basic,3
658,Purrloin,5,Dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,281,Basic,1
659,Liepard,5,Dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,446,Basic,2
660,Pansage,5,Grass,,Gluttony,,Overgrow,50,53,48,53,48,64,316,Basic,1
661,Simisage,5,Grass,,Gluttony,,Overgrow,75,98,63,98,63,101,498,Basic,2
662,Pansear,5,Fire,,Gluttony,,Blaze,50,53,48,53,48,64,316,Basic,1
663,Simisear,5,Fire,,Gluttony,,Blaze,75,98,63,98,63,101,498,Basic,2
664,Panpour,5,Water,,Gluttony,,Torrent,50,53,48,53,48,64,316,Basic,1
665,Simipour,5,Water,,Gluttony,,Torrent,75,98,63,98,63,101,498,Basic,2
666,Munna,5,Psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,Basic,1
667,Musharna,5,Psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,Basic,2
668,Pidove,5,Normal,Flying,Big_Pecks,Super_Luck,Rivalry,50,55,50,36,30,43,264,Basic,1
669,Tranquil,5,Normal,Flying,Big_Pecks,Super_Luck,Rivalry,62,77,62,50,42,65,358,Basic,2
670,Unfezant,5,Normal,Flying,Big_Pecks,Super_Luck,Rivalry,80,115,80,65,55,93,488,Basic,3
671,Blitzle,5,Electric,,Lightning_Rod,Motor_Drive,Sap_Sipper,45,60,32,50,32,76,295,Basic,1
672,Zebstrika,5,Electric,,Lightning_Rod,Motor_Drive,Sap_Sipper,75,100,63,80,63,116,497,Basic,2
673,Roggenrola,5,Rock,,Sturdy,Weak_Armor,Sand_Force,55,75,85,25,25,15,280,Basic,1
674,Boldore,5,Rock,,Sturdy,Weak_Armor,Sand_Force,70,105,105,50,40,20,390,Basic,2
675,Gigalith,5,Rock,,Sturdy,Sand_Stream,Sand_Force,85,135,130,60,80,25,515,Basic,3
676,Woobat,5,Psychic,Flying,Unaware,Klutz,Simple,65,45,43,55,43,72,323,Basic,1
677,Swoobat,5,Psychic,Flying,Unaware,Klutz,Simple,67,57,55,77,55,114,425,Basic,2
678,Drilbur,5,Ground,,Sand_Rush,Sand_Force,Mold_Breaker,60,85,40,30,45,68,328,Basic,1
679,Excadrill,5,Ground,Steel,Sand_Rush,Sand_Force,Mold_Breaker,110,135,60,50,65,88,508,Basic,2
680,Mega_Excadrill,9,Ground,Steel,Piercing_Drill,,,110,165,100,65,65,103,608,Mega_Evolution,2
681,Audino,5,Normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,Basic,1
682,Mega_Audino,6,Normal,Fairy,Healer,,,103,60,126,80,126,50,545,Mega_Evolution,1
683,Timburr,5,Fighting,,Guts,Sheer_Force,Iron_Fist,75,80,55,25,35,35,305,Basic,1
684,Gurdurr,5,Fighting,,Guts,Sheer_Force,Iron_Fist,85,105,85,40,50,40,405,Basic,2
685,Conkeldurr,5,Fighting,,Guts,Sheer_Force,Iron_Fist,105,140,95,55,65,45,505,Basic,3
686,Tympole,5,Water,Ground,Swift_Swim,Hydration,Water_Absorb,50,50,40,50,40,64,294,Basic,1
687,Palpitoad,5,Water,Ground,Swift_Swim,Hydration,Water_Absorb,75,65,55,65,55,69,384,Basic,2
688,Seismitoad,5,Water,Ground,Swift_Swim,Poison_Touch,Water_Absorb,105,95,75,85,75,74,509,Basic,3
689,Throh,5,Fighting,,Guts,Inner_Focus,Mold_Breaker,120,100,85,30,85,45,465,Basic,1
690,Sawk,5,Fighting,,Sturdy,Inner_Focus,Mold_Breaker,75,125,75,30,75,85,465,Basic,1
691,Sewaddle,5,Bug,Grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,Basic,1
692,Swadloon,5,Bug,Grass,Leaf_Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,Basic,2
693,Leavanny,5,Bug,Grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,Basic,3
694,Venipede,5,Bug,Poison,Poison_Point,Swarm,Speed_Boost,30,45,59,30,39,57,260,Basic,1
695,Whirlipede,5,Bug,Poison,Poison_Point,Swarm,Speed_Boost,40,55,99,40,79,47,360,Basic,2
696,Scolipede,5,Bug,Poison,Poison_Point,Swarm,Speed_Boost,60,100,89,55,69,112,485,Basic,3
697,Mega_Scolipede,9,Bug,Poison,Shell_Armor,,,60,140,149,75,99,62,585,Mega_Evolution,3
698,Cottonee,5,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,Basic,1
699,Whimsicott,5,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,Basic,2
700,Petilil,5,Grass,,Chlorophyll,Own_Tempo,Leaf_Guard,45,35,50,70,50,30,280,Basic,1
701,Lilligant,5,Grass,,Chlorophyll,Own_Tempo,Leaf_Guard,70,60,75,110,75,90,480,Basic,2
702,Hisuian_Lilligant,8,Grass,Fighting,Chlorophyll,Hustle,Leaf_Guard,70,105,75,50,75,105,480,Regional_Variant,2
703,Red_Striped_Basculin,5,Water,,Reckless,Adaptability,Mold_Breaker,70,92,65,80,55,98,460,Basic,1
704,Blue_Striped_Basculin,5,Water,,Rock_Head,Adaptability,Mold_Breaker,70,92,65,80,55,98,460,Alternate,1
705,White_Striped_Basculin,8,Water,,Rattled,Adaptability,Mold_Breaker,70,92,65,80,55,98,460,Alternate,1
706,Basculegion_M,8,Water,Ghost,Swift_Swim,Adaptability,Mold_Breaker,120,112,65,80,75,78,530,Regional_Evolution,2
707,Basculegion_F,8,Water,Ghost,Swift_Swim,Adaptability,Mold_Breaker,120,92,65,100,75,78,530,Regional_Evolution_Alternate,2
708,Sandile,5,Ground,Dark,Intimidate,Moxie,Anger_Point,50,72,35,35,35,65,292,Basic,1
709,Krokorok,5,Ground,Dark,Intimidate,Moxie,Anger_Point,60,82,45,45,45,74,351,Basic,2
710,Krookodile,5,Ground,Dark,Intimidate,Moxie,Anger_Point,95,117,80,65,70,92,519,Basic,3
711,Darumaka,5,Fire,,Hustle,,Inner_Focus,70,90,45,15,45,50,315,Basic,1
712,Darmanitan,5,Fire,,Sheer_Force,,Zen_Mode,105,140,55,30,55,95,480,Basic,2
713,Darmanitan_Zen_Mode,5,Fire,Psychic,Sheer_Force,,Zen_Mode,105,30,105,140,105,55,540,Basic,2
714,Galarian_Darumaka,8,Ice,,Hustle,,Inner_Focus,70,90,45,15,45,50,315,Regional_Variant,1
715,Galarian_Darmanitan,8,Ice,,Gorilla_Tactics,,Zen_Mode,105,140,55,30,55,95,480,Regional_Variant,2
716,Galarian_Darmanitan_Zen_Mode,8,Ice,Fire,Gorilla_Tactics,,Zen_Mode,105,160,55,30,55,135,540,Regional_Variant,2
717,Maractus,5,Grass,,Water_Absorb,Chlorophyll,Storm_Drain,75,86,67,106,67,60,461,Basic,1
718,Dwebble,5,Bug,Rock,Sturdy,Shell_Armor,Weak_Armor,50,65,85,35,35,55,325,Basic,1
719,Crustle,5,Bug,Rock,Sturdy,Shell_Armor,Weak_Armor,70,105,125,65,75,45,485,Basic,2
720,Scraggy,5,Dark,Fighting,Shed_Skin,Moxie,Intimidate,50,75,70,35,70,48,348,Basic,1
721,Scrafty,5,Dark,Fighting,Shed_Skin,Moxie,Intimidate,65,90,115,45,115,58,488,Basic,2
722,Mega_Scrafty,9,Dark,Fighting,Intimidate,,,65,130,135,55,135,68,588,Mega_Evolution,3
723,Sigilyph,5,Psychic,Flying,Wonder_Skin,Magic_Guard,Tinted_Lens,72,58,80,103,80,97,490,Basic,1
724,Yamask,5,Ghost,,Mummy,,,38,30,85,55,65,30,303,Basic,1
725,Cofagrigus,5,Ghost,,Wandering_Spirit,,,38,55,85,30,65,30,303,Basic,2
726,Galarian_Yamask,8,Ground,Ghost,Mummy,,,58,50,145,95,105,30,483,Regional_Variant,1
727,Runerigas,8,Ground,Ghost,Wandering_Spirit,,,58,95,145,50,105,30,483,Regional_Variant_Evolution,2
728,Tirtouga,5,Water,Rock,Solid_Rock,Sturdy,Swift_Swim,54,78,103,53,45,22,355,Fossil,1
729,Carracosta,5,Water,Rock,Solid_Rock,Sturdy,Swift_Swim,74,108,133,83,65,32,495,Fossil,2
730,Archen,5,Rock,Flying,Defeatist,,,55,112,45,74,45,70,401,Fossil,1
731,Archeops,5,Rock,Flying,Defeatist,,,75,140,65,112,65,110,567,Fossil,2
732,Trubbish,5,Poison,,Stench,Sticky_Hold,Aftermath,50,50,62,40,62,65,329,Basic,1
733,Garbodor,5,Poison,,Stench,Weak_Armor,Aftermath,80,95,82,60,82,75,474,Basic,2
734,Zorua,5,Dark,,Illusion,,,40,65,40,80,40,65,330,Basic,1
735,Zoroark,5,Dark,,Illusion,,,60,105,60,120,60,105,510,Basic,2
736,Hisuian_Zorua,8,Normal,Ghost,Illusion,,,35,60,40,85,40,70,330,Regional_Variant,1
737,Hisuian_Zoroark,8,Normal,Ghost,Illusion,,,55,100,60,125,60,110,510,Regional_Variant,2
738,Minccino,5,Normal,,Cute_Charm,Technician,Skill_Link,55,50,40,40,40,75,300,Basic,1
739,Cinccino,5,Normal,,Cute_Charm,Technician,Skill_Link,75,95,60,65,60,115,470,Basic,2
740,Gothita,5,Psychic,,Frisk,Competitve,Shadow_Tag,45,30,50,55,65,45,290,Basic,1
741,Gothorita,5,Psychic,,Frisk,Competitve,Shadow_Tag,60,45,70,75,85,55,390,Basic,2
742,Gothitelle,5,Psychic,,Frisk,Competitve,Shadow_Tag,70,55,95,95,110,65,490,Basic,3
743,Solosis,5,Psychic,,Overcoat,Magic_Guard,Regenerator,45,30,40,105,50,20,290,Basic,1
744,Duosion,5,Psychic,,Overcoat,Magic_Guard,Regenerator,65,40,50,125,60,30,370,Basic,2
745,Reuniclus,5,Psychic,,Overcoat,Magic_Guard,Regenerator,110,65,75,125,85,30,490,Basic,3
746,Ducklett,5,Water,Flying,Keen_Eye,Big_Pecks,Hydration,62,44,50,44,50,55,305,Basic,1
747,Swanna,5,Water,Flying,Keen_Eye,Big_Pecks,Hydration,75,87,63,87,63,98,473,Basic,2
748,Vanillite,5,Ice,,Ice_Body,Snow_Cloak,Weak_Armor,36,50,50,65,60,44,305,Basic,1
749,Vanillish,5,Ice,,Ice_Body,Snow_Cloak,Weak_Armor,51,65,65,80,75,59,395,Basic,2
750,Vanilluxe,5,Ice,,Ice_Body,Snow_Warning,Weak_Armor,71,95,85,110,95,79,535,Basic,3
751,Deerling,5,Normal,Grass,Chlorophyll,Sap_Sipper,Serene_Grace,60,60,50,40,50,75,335,Basic,1
752,Sawsbuck,5,Normal,Grass,Chlorophyll,Sap_Sipper,Serene_Grace,80,100,70,60,70,95,475,Basic,2
753,Emolga,5,Electric,Flying,Static,,Motor_Drive,55,75,60,75,60,103,428,Basic,1
