item_name,item_category,item_subcategory,brand_name,brand_tier,country,city,city_tier,price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,is_bestseller
Beef Burrito Bowl,Rice/Bowl,Non-Veg,Gordon Ramsay Bar & Grill,premium,USA,Portland,tier-2,44.81,362.9,623.9,16.6,11.3,50.8,662.4,9.8,4.5,0
Black Bean Burger,Burger,Veg,KFC,budget,UK,London,metro,7.97,285.9,693.0,14.5,28.9,52.8,511.9,7.6,4.4,0
Fish Fillet Burger,Burger,Non-Veg,Applebee's,mid,India,Delhi,metro,8.74,218.9,531.9,23.7,47.5,62.3,1066.2,10.0,4.4,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Nobu,premium,India,Chennai,tier-2,22.29,133.1,286.3,5.9,3.7,33.1,492.8,6.3,4.4,0
Oat Milk Latte,Drink,Vegan,Pizza Hut,budget,USA,New York,metro,5.17,501.2,285.3,5.0,3.5,43.9,26.6,37.2,4.7,0
Tiramisu,Dessert,Non-Veg,Subway,budget,USA,Chicago,metro,4.54,97.2,385.3,4.2,20.9,58.6,346.2,54.4,3.6,0
Almond Milk Shake,Drink,Vegan,Pizza Hut,budget,Canada,Kelowna,tier-3,2.72,513.3,382.6,1.9,0.6,56.3,0.0,43.7,3.9,0
Green Detox Juice,Drink,Vegan,McDonald's,budget,USA,Chicago,metro,3.49,415.9,161.6,0.0,3.5,36.4,33.1,34.58,4.2,0
Philly Cheesesteak,Sandwich,Non-Veg,Subway,budget,USA,Eugene,tier-3,5.02,180.5,370.8,23.8,25.2,56.8,1027.4,4.3,3.2,0
Kale Caesar Salad,Salad,Vegan,Wendy's,budget,UK,Manchester,metro,8.95,230.2,284.9,18.0,0.0,23.5,71.3,7.2,3.6,1
Chicken Wings,Sides,Non-Veg,McDonald's,budget,India,Delhi,metro,2.0,130.8,493.1,3.5,10.9,49.6,270.6,3.8,3.1,0
Apple Juice,Drink,Veg,Shake Shack,mid,India,Bangalore,metro,2.41,522.2,302.3,3.5,5.2,66.0,61.6,49.2,3.3,0
Pepsi,Drink,Veg,The Cheesecake Factory,premium,UK,Leeds,tier-2,25.54,288.8,67.6,2.5,3.4,89.8,54.9,37.1,4.1,0
Pasta Salad,Salad,Veg,Applebee's,mid,India,Indore,tier-3,5.02,322.6,184.5,8.4,9.8,8.9,518.1,8.455,4.1,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,KFC,budget,USA,Boise,tier-3,10.36,361.7,591.8,27.3,4.2,67.7,495.4,5.9,3.1,0
Orange Juice,Drink,Veg,Pizza Hut,budget,Canada,Windsor,tier-3,3.06,444.4,154.4,2.6,6.3,60.5,7.8,13.8,3.8,0
Mac and Cheese,Sides,Veg,Subway,budget,India,Indore,tier-3,0.82,191.4,412.8,10.3,17.7,42.4,317.3,0.6,3.8,0
Tiramisu,Dessert,Non-Veg,Subway,budget,Canada,Toronto,metro,2.43,116.0,414.5,4.0,16.0,66.2,216.7,60.7,4.6,0
Iced Tea,Drink,Veg,Burger King,budget,UK,Exeter,tier-3,2.91,395.3,5.0,0.0,2.9,40.2,4.1,28.5,4.2,0
Strawberry Milkshake,Drink,Veg,Pizza Hut,budget,India,Ahmedabad,tier-2,1.05,361.8,92.0,0.2,0.0,35.7,74.5,17.6,4.2,0
Lemonade,Drink,Veg,Chili's,mid,USA,Spokane,tier-3,7.15,526.7,419.7,1.3,0.2,51.6,49.9,28.8,2.8,0
Prawn Avocado Salad,Salad,Non-Veg,Chili's,mid,USA,Chicago,metro,7.46,198.0,265.1,20.8,21.9,32.8,483.3,7.6,3.4,0
Paneer Tikka Pizza,Pizza,Veg,Pizza Hut,budget,India,Hyderabad,metro,2.46,235.5,49.8,17.9,14.5,30.8,924.9,2.5,4.6,1
Kale Caesar Salad,Salad,Vegan,TGI Fridays,mid,India,Coimbatore,tier-3,8.18,245.0,567.5,12.9,16.0,24.1,170.9,10.0,3.3,0
Lemonade,Drink,Veg,KFC,budget,Canada,Montreal,tier-2,3.25,557.6,355.6,2.8,0.0,22.8,85.8,21.66,4.0,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Pizza Hut,budget,USA,Houston,metro,7.45,202.5,223.3,7.7,14.4,30.9,1063.5,6.9,3.3,0
Waffles with Syrup,Dessert,Veg,Taco Bell,budget,Australia,Sydney,metro,4.2,125.1,470.2,4.3,15.6,86.4,103.3,44.6,3.8,0
Halloumi Burger,Burger,Veg,KFC,budget,India,Mumbai,metro,3.07,238.3,744.7,18.9,33.8,68.5,466.4,8.1,3.2,0
Veggie Supreme Pizza,Pizza,Veg,Domino's,budget,USA,Denver,tier-2,4.38,188.7,390.8,10.4,14.1,39.2,690.6,3.6,4.1,0
Pepsi,Drink,Veg,McDonald's,budget,India,Jaipur,tier-2,0.73,325.5,229.8,3.5,5.0,4.5,49.5,4.2749999999999995,4.1,0
Onion Rings,Sides,Veg,Five Guys,mid,USA,Denver,tier-2,12.85,182.9,523.3,6.0,8.3,33.4,235.9,1.1,4.3,0
Pepsi,Drink,Veg,Taco Bell,budget,India,Hyderabad,metro,2.07,432.6,5.0,0.2,0.0,60.2,87.6,53.1,4.2,0
Vegan Chocolate Cake,Dessert,Vegan,Domino's,budget,India,Delhi,metro,0.85,137.4,434.2,9.1,6.9,61.6,267.0,35.9,3.5,0
Grilled Chicken Salad,Salad,Non-Veg,Domino's,budget,Australia,Cairns,tier-3,7.44,232.2,386.3,11.5,9.9,26.4,391.4,7.9,3.6,1
Tiramisu,Dessert,Non-Veg,Taco Bell,budget,India,Jaipur,tier-2,1.09,113.7,538.8,0.0,15.6,26.0,131.7,24.7,4.5,0
Club Sandwich,Sandwich,Non-Veg,Nando's,mid,India,Chennai,tier-2,4.95,186.7,592.9,23.9,27.9,49.6,642.2,5.3,4.5,1
Corn on the Cob,Sides,Veg,Pizza Hut,budget,Australia,Adelaide,tier-2,3.9,74.9,379.0,2.0,4.6,19.8,622.5,2.7,4.6,0
Double Smash Burger,Burger,Non-Veg,Chili's,mid,USA,Los Angeles,metro,13.23,165.0,736.6,20.3,41.3,55.8,766.1,12.5,3.1,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Pizza Hut,budget,India,Jaipur,tier-2,2.12,199.1,209.4,12.5,14.8,38.7,669.6,3.5,3.2,0
Vegan Buddha Bowl,Salad,Vegan,Five Guys,mid,Canada,Saskatoon,tier-3,8.08,222.3,161.2,5.9,12.5,38.4,340.0,15.0,4.5,0
Four Cheese Pizza,Pizza,Veg,Wendy's,budget,India,Bangalore,metro,2.91,166.9,195.8,3.4,13.0,33.9,535.2,9.4,4.8,0
Fanta Orange,Drink,Veg,KFC,budget,India,Delhi,metro,1.9,367.9,149.7,2.6,0.9,54.4,49.4,19.2,1.9,0
Iced Tea,Drink,Veg,TGI Fridays,mid,India,Hyderabad,metro,2.2,513.5,288.4,3.9,0.3,42.3,40.1,25.9,3.1,0
Pasta Salad,Salad,Veg,McDonald's,budget,India,Bangalore,metro,1.17,320.0,296.1,16.1,10.4,26.9,371.9,0.5,3.9,0
Orange Juice,Drink,Veg,Subway,budget,India,Pune,tier-2,1.22,521.3,51.3,1.6,0.0,29.8,42.2,28.31,4.7,1
Vegan Mango Smoothie,Drink,Vegan,McDonald's,budget,Canada,Toronto,metro,1.66,535.0,245.6,3.4,2.5,26.8,24.1,22.8,4.4,0
Veggie Fried Rice,Rice/Bowl,Veg,Taco Bell,budget,India,Pune,tier-2,3.05,331.4,308.4,19.0,16.8,81.8,390.0,6.8,4.2,1
Waffles with Syrup,Dessert,Veg,Domino's,budget,India,Indore,tier-3,1.84,105.0,330.9,4.2,16.7,48.6,219.3,26.7,4.1,1
Chocolate Milkshake,Drink,Veg,Nando's,mid,UK,Leeds,tier-2,11.99,296.3,208.6,3.3,1.5,36.8,46.0,34.959999999999994,4.1,0
Meat Lovers Pizza,Pizza,Non-Veg,Taco Bell,budget,USA,Portland,tier-2,5.85,228.9,374.4,13.2,14.5,32.9,659.4,2.4,4.0,0
Hash Browns,Sides,Veg,Taco Bell,budget,India,Delhi,metro,1.39,121.3,398.8,3.1,16.6,29.5,476.4,3.7,3.9,0
Apple Juice,Drink,Veg,Pizza Hut,budget,India,Ahmedabad,tier-2,1.82,334.1,5.0,0.9,0.0,73.3,29.3,55.5,3.7,0
Cold Coffee,Drink,Veg,Domino's,budget,India,Delhi,metro,1.39,608.7,250.5,0.0,2.6,84.2,5.9,37.9,3.7,0
Vanilla Shake,Drink,Veg,TGI Fridays,mid,USA,New York,metro,12.2,576.6,250.2,3.8,3.0,52.4,68.6,27.6,3.5,0
Kale Caesar Salad,Salad,Vegan,The Cheesecake Factory,premium,USA,Eugene,tier-3,33.27,406.5,317.4,8.8,4.7,20.5,87.6,9.3,4.2,0
Lemonade,Drink,Veg,Pizza Hut,budget,UK,Birmingham,tier-2,2.69,440.6,109.0,3.7,4.2,5.1,39.1,4.845,3.5,0
Crispy Chicken Burger,Burger,Non-Veg,Five Guys,mid,USA,Houston,metro,20.34,203.2,558.9,27.4,28.8,59.6,1084.3,10.0,3.6,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,McDonald's,budget,UK,London,metro,4.82,266.1,434.8,18.7,8.6,69.3,794.2,8.4,4.4,0
Chicken BBQ Pizza,Pizza,Non-Veg,Subway,budget,UK,Manchester,metro,6.8,148.7,312.8,17.1,8.8,33.8,415.4,7.7,3.7,1
Iced Tea,Drink,Veg,Applebee's,mid,Canada,Vancouver,metro,8.53,293.2,38.4,0.0,1.3,67.4,34.5,44.1,3.6,0
Garden Salad,Salad,Veg,Chili's,mid,Australia,Melbourne,metro,9.05,320.8,198.4,12.7,14.1,17.2,725.6,9.3,4.8,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Burger King,budget,India,Mumbai,metro,2.98,371.9,260.0,17.3,15.7,71.1,838.1,5.5,3.5,0
Vegan Ice Cream,Dessert,Vegan,Applebee's,mid,USA,New York,metro,11.53,110.2,367.5,10.1,17.2,69.5,262.9,51.4,2.1,0
Four Cheese Pizza,Pizza,Veg,Applebee's,mid,USA,Los Angeles,metro,15.98,183.5,246.5,12.4,10.9,33.1,573.4,5.4,3.6,0
Margherita Pizza,Pizza,Veg,Five Guys,mid,Australia,Sydney,metro,20.68,145.6,368.5,14.6,10.6,41.4,738.6,2.3,4.0,0
Mozzarella Sticks,Sides,Veg,Ruth's Chris Steakhouse,premium,Canada,Montreal,tier-2,10.6,50.0,331.5,3.9,20.8,42.7,609.4,3.4,3.2,0
Four Cheese Pizza,Pizza,Veg,Burger King,budget,Australia,Melbourne,metro,6.01,147.2,300.5,9.5,9.9,31.1,574.9,5.2,3.1,0
Pepsi,Drink,Veg,Five Guys,mid,USA,Portland,tier-2,8.72,382.3,264.2,0.3,6.5,62.8,0.6,32.7,3.7,0
Tiramisu,Dessert,Non-Veg,Shake Shack,mid,UK,Manchester,metro,10.61,108.4,477.1,10.3,13.2,59.1,207.6,53.8,4.1,0
Garlic Bread,Sides,Veg,KFC,budget,India,Chennai,tier-2,2.1,185.3,356.6,2.2,5.1,48.0,238.6,0.8,4.7,0
Fanta Orange,Drink,Veg,Nando's,mid,India,Bangalore,metro,3.68,598.9,165.5,3.3,2.4,68.2,49.3,31.1,4.3,1
Almond Milk Shake,Drink,Vegan,Nando's,mid,USA,Boise,tier-3,8.2,498.6,266.8,1.3,0.0,44.3,7.4,39.2,4.2,0
Vegan BBQ Pizza,Pizza,Vegan,TGI Fridays,mid,USA,Houston,metro,12.18,149.3,124.7,11.6,11.8,36.7,542.5,3.3,4.2,0
Almond Milk Shake,Drink,Vegan,KFC,budget,UK,Manchester,metro,4.87,458.4,227.8,0.5,0.0,16.5,24.5,15.674999999999999,4.0,0
Vegan Smash Burger,Burger,Vegan,Wendy's,budget,Australia,Sydney,metro,7.72,215.4,520.9,14.9,23.4,38.9,997.1,7.4,3.3,0
Spicy Jalapeño Burger,Burger,Non-Veg,Taco Bell,budget,USA,Boise,tier-3,8.06,222.3,674.0,11.9,20.5,69.0,433.9,11.4,3.5,0
Potato Wedges,Sides,Veg,Taco Bell,budget,USA,Portland,tier-2,6.43,182.4,238.3,1.1,15.7,46.5,271.3,3.7,4.7,1
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Subway,budget,UK,Birmingham,tier-2,3.68,340.4,534.5,25.4,11.4,63.1,573.8,4.6,3.9,0
Prawn Avocado Salad,Salad,Non-Veg,Nando's,mid,USA,Houston,metro,7.4,397.1,213.4,7.5,11.1,11.1,603.9,10.545,3.5,0
Chocolate Brownie,Dessert,Veg,Burger King,budget,USA,Portland,tier-2,3.86,68.9,539.4,6.9,20.8,56.5,132.6,40.7,4.7,0
Iced Tea,Drink,Veg,Shake Shack,mid,USA,Spokane,tier-3,12.31,485.7,226.4,3.8,2.4,40.2,21.3,24.4,4.0,0
Apple Juice,Drink,Veg,Subway,budget,India,Mumbai,metro,1.6,377.7,168.1,0.0,2.6,30.7,31.7,22.7,3.9,0
Egg Fried Rice,Rice/Bowl,Veg,Five Guys,mid,India,Surat,tier-3,7.23,327.0,618.7,12.7,19.3,58.8,952.4,7.0,4.3,0
Pasta Salad,Salad,Veg,Burger King,budget,USA,Austin,tier-2,4.13,301.2,147.0,25.1,11.1,22.3,547.2,4.1,4.3,1
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Pizza Hut,budget,India,Hyderabad,metro,1.76,278.2,526.7,35.7,6.2,62.8,806.3,7.1,4.3,0
BBQ Bacon Burger,Burger,Non-Veg,Domino's,budget,USA,Spokane,tier-3,3.95,266.1,610.8,13.9,33.9,57.3,1198.7,6.2,3.9,0
Spicy Jalapeño Burger,Burger,Non-Veg,Nando's,mid,Australia,Sydney,metro,20.26,196.1,521.1,34.7,21.0,34.0,988.9,8.9,3.7,0
Orange Juice,Drink,Veg,Applebee's,mid,UK,Bristol,tier-2,11.15,338.3,58.6,1.5,3.2,41.2,48.4,39.14,4.5,0
Margherita Pizza,Pizza,Veg,Nando's,mid,India,Jaipur,tier-2,4.88,200.7,354.3,11.2,3.9,36.6,903.5,5.7,4.2,1
Lemonade,Drink,Veg,Taco Bell,budget,Canada,Toronto,metro,4.28,415.9,8.4,3.2,2.7,33.8,84.2,24.4,4.5,0
Vegan Margherita,Pizza,Vegan,Pizza Hut,budget,USA,Boise,tier-3,4.78,128.8,172.7,10.6,6.2,44.4,481.9,6.0,4.3,1
Tiramisu,Dessert,Non-Veg,Taco Bell,budget,USA,Houston,metro,5.77,129.3,468.9,4.6,14.8,81.2,235.0,36.6,3.4,0
Classic Beef Burger,Burger,Non-Veg,Applebee's,mid,India,Ahmedabad,tier-2,7.65,271.8,435.6,11.3,29.2,34.6,1112.3,10.2,3.5,0
Fish Fillet Burger,Burger,Non-Veg,Wendy's,budget,Canada,Kelowna,tier-3,4.38,254.1,498.5,38.2,24.4,58.6,943.2,11.0,3.8,0
Spicy Chicken Pizza,Pizza,Non-Veg,Subway,budget,USA,Fargo,tier-3,4.51,151.4,148.5,8.6,13.0,32.2,660.4,3.2,4.0,0
French Fries,Sides,Veg,Chili's,mid,UK,Manchester,metro,10.47,75.3,338.4,5.7,13.6,43.6,470.2,3.4,2.4,1
Greek Salad,Salad,Veg,Domino's,budget,USA,Eugene,tier-3,8.02,246.3,169.4,9.4,12.2,21.8,468.8,1.9,4.5,0
BBQ Bacon Burger,Burger,Non-Veg,Chili's,mid,UK,London,metro,10.76,195.0,676.7,36.9,12.4,62.5,1206.4,10.3,3.8,0
Hash Browns,Sides,Veg,Chili's,mid,USA,Portland,tier-2,7.49,50.0,137.9,0.0,12.9,21.5,218.1,5.4,3.9,1
Kale Caesar Salad,Salad,Vegan,Domino's,budget,Canada,Kelowna,tier-3,6.72,281.8,225.3,3.9,2.2,29.5,487.4,6.4,4.4,0
Spicy Jalapeño Burger,Burger,Non-Veg,Pizza Hut,budget,India,Indore,tier-3,1.71,255.2,384.3,32.4,37.1,25.0,1009.9,10.1,3.9,0
Club Sandwich,Sandwich,Non-Veg,Pizza Hut,budget,Canada,Edmonton,tier-2,4.13,166.5,692.8,17.7,15.7,37.2,682.6,11.2,4.6,1
Garden Fresh Pizza,Pizza,Veg,Wendy's,budget,India,Indore,tier-3,1.56,163.5,213.1,11.2,10.5,40.4,886.9,6.0,3.5,0
Pepperoni Pizza,Pizza,Non-Veg,Wendy's,budget,USA,Los Angeles,metro,3.06,161.3,315.0,8.7,5.9,33.2,800.0,2.4,4.3,0
Tuna Melt,Sandwich,Non-Veg,Domino's,budget,Australia,Melbourne,metro,8.0,273.6,495.0,24.3,1.0,31.0,711.9,7.2,4.0,0
BBQ Bacon Burger,Burger,Non-Veg,Burger King,budget,Australia,Cairns,tier-3,5.91,202.9,605.2,25.8,32.7,57.8,1229.9,5.7,4.6,0
Molten Lava Cake,Dessert,Veg,Wendy's,budget,Canada,Windsor,tier-3,3.4,237.1,458.5,6.4,21.7,52.6,228.6,45.4,4.5,0
Coconut Pudding,Dessert,Vegan,Subway,budget,USA,Houston,metro,2.27,103.1,621.9,1.5,18.7,61.5,2.0,44.4,3.6,1
BBQ Bacon Burger,Burger,Non-Veg,Five Guys,mid,Australia,Perth,tier-2,12.71,250.7,645.6,24.8,25.8,61.5,660.9,13.5,4.3,1
Chicken BBQ Pizza,Pizza,Non-Veg,Five Guys,mid,India,Nagpur,tier-3,9.62,147.7,264.2,19.2,11.8,33.4,703.8,6.8,4.0,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Five Guys,mid,UK,London,metro,22.78,171.3,414.1,12.1,9.2,33.0,615.8,3.7,4.0,0
Tuna Niçoise Salad,Salad,Non-Veg,Chili's,mid,India,Nagpur,tier-3,4.0,237.3,139.8,8.1,12.3,27.4,493.1,4.0,4.2,0
Crème Brûlée,Dessert,Non-Veg,Wendy's,budget,India,Delhi,metro,2.38,111.2,559.8,2.2,29.0,54.8,169.1,35.4,3.9,0
Four Cheese Pizza,Pizza,Veg,Five Guys,mid,USA,Chicago,metro,8.78,202.8,355.0,8.7,9.3,45.9,822.2,3.5,3.2,0
Meat Lovers Pizza,Pizza,Non-Veg,Pizza Hut,budget,USA,New York,metro,4.12,125.7,356.2,23.5,16.4,29.0,1129.2,6.4,2.5,0
BLT Sandwich,Sandwich,Non-Veg,McDonald's,budget,USA,Eugene,tier-3,4.86,170.2,480.8,21.9,22.2,42.5,1413.8,13.8,4.2,0
Cinnamon Roll,Dessert,Veg,Chili's,mid,India,Coimbatore,tier-3,4.01,98.1,556.3,6.6,14.9,41.8,304.9,39.709999999999994,3.4,0
Classic Beef Burger,Burger,Non-Veg,Burger King,budget,USA,Denver,tier-2,4.31,181.6,661.1,26.9,21.5,47.2,888.1,7.7,3.7,0
Fruit Sorbet,Dessert,Vegan,KFC,budget,India,Jaipur,tier-2,2.3,63.7,318.9,9.1,23.0,74.3,208.6,58.6,4.4,0
Halloumi Burger,Burger,Veg,TGI Fridays,mid,USA,Eugene,tier-3,15.07,260.4,436.7,19.2,12.5,41.1,411.9,9.4,2.0,0
Ice Cream Sundae,Dessert,Veg,Five Guys,mid,USA,Chicago,metro,8.39,117.7,326.8,2.7,17.1,56.1,392.7,36.7,3.0,0
Four Cheese Pizza,Pizza,Veg,Subway,budget,USA,New York,metro,7.52,193.0,466.7,13.8,4.6,28.6,439.8,8.5,4.1,0
Crispy Chicken Burger,Burger,Non-Veg,McDonald's,budget,USA,New York,metro,7.24,238.0,463.1,36.4,25.4,62.3,1547.8,6.4,4.1,0
Black Bean Burger,Burger,Veg,McDonald's,budget,USA,New York,metro,3.13,239.9,523.3,25.7,27.7,55.9,803.3,11.0,3.8,0
Garden Salad,Salad,Veg,The Cheesecake Factory,premium,India,Chennai,tier-2,6.27,258.7,284.0,9.3,5.1,27.7,624.8,4.1,4.0,0
Tuna Melt,Sandwich,Non-Veg,Subway,budget,USA,Austin,tier-2,7.09,144.7,538.3,22.8,23.6,50.8,770.3,10.7,3.2,0
Potato Wedges,Sides,Veg,Domino's,budget,USA,Spokane,tier-3,2.64,147.5,482.0,3.7,4.6,45.0,366.4,4.2,4.2,0
Paneer Tikka Pizza,Pizza,Veg,Nando's,mid,UK,York,tier-3,17.34,93.6,162.7,15.2,10.0,37.0,809.4,3.8,3.6,0
Green Detox Juice,Drink,Vegan,Taco Bell,budget,UK,London,metro,5.25,454.0,5.0,1.8,2.8,21.6,38.7,0.0,4.1,0
Paneer Tikka Pizza,Pizza,Veg,Ruth's Chris Steakhouse,premium,USA,New York,metro,54.67,157.0,165.3,7.5,17.8,40.4,643.3,4.1,5.0,0
Molten Lava Cake,Dessert,Veg,Wendy's,budget,USA,New York,metro,2.65,150.2,340.1,5.9,23.1,73.0,247.5,45.2,4.1,0
Mushroom Swiss Burger,Burger,Veg,Five Guys,mid,India,Delhi,metro,6.64,250.6,653.8,16.7,22.8,56.6,648.3,10.7,4.0,0
Corn on the Cob,Sides,Veg,Shake Shack,mid,USA,Portland,tier-2,14.07,148.0,379.3,0.1,14.4,40.9,423.3,3.4,4.3,0
Onion Rings,Sides,Veg,Burger King,budget,India,Bangalore,metro,1.26,118.1,230.7,7.5,18.3,50.3,461.2,0.5,3.5,0
Potato Wedges,Sides,Veg,Wendy's,budget,USA,Austin,tier-2,3.42,76.3,356.7,0.0,24.3,40.1,669.8,1.5,4.1,0
Grilled Cheese Sandwich,Sandwich,Veg,Nando's,mid,Canada,Vancouver,metro,8.43,224.8,399.1,14.6,4.3,51.0,860.1,7.7,4.1,0
Halloumi Burger,Burger,Veg,KFC,budget,India,Pune,tier-2,3.82,243.2,419.2,29.8,36.1,70.1,902.6,8.2,4.0,0
Corn on the Cob,Sides,Veg,Subway,budget,UK,Leeds,tier-2,2.53,134.9,436.0,6.9,23.4,41.3,281.2,3.0,2.8,0
Mango Smoothie,Drink,Veg,Pizza Hut,budget,Canada,Montreal,tier-2,2.71,459.6,382.3,2.3,1.0,15.6,43.0,13.8,3.0,0
Sweet Potato Fries,Sides,Vegan,Subway,budget,UK,York,tier-3,6.73,75.5,124.3,0.0,13.0,62.5,542.7,2.7,3.1,0
Garlic Bread,Sides,Veg,Applebee's,mid,USA,Fargo,tier-3,9.53,60.4,254.7,0.0,5.5,42.4,363.9,3.8,3.6,1
Spicy Jalapeño Burger,Burger,Non-Veg,Subway,budget,Australia,Adelaide,tier-2,8.18,291.0,592.2,19.5,30.0,22.5,802.4,9.8,3.9,1
Mozzarella Sticks,Sides,Veg,Chili's,mid,USA,Chicago,metro,15.38,92.5,308.4,2.8,11.5,44.8,239.9,0.7,4.3,1
Black Bean Burger,Burger,Veg,Burger King,budget,Australia,Sydney,metro,6.75,216.2,631.6,18.2,19.2,61.8,688.7,9.8,3.2,0
Cold Coffee,Drink,Veg,Five Guys,mid,Canada,Ottawa,tier-2,9.14,482.2,189.8,1.2,0.0,38.2,73.3,36.29,4.7,1
Coconut Water,Drink,Vegan,Burger King,budget,India,Indore,tier-3,1.06,366.9,425.5,2.9,0.0,62.7,22.0,15.6,3.4,0
Corn on the Cob,Sides,Veg,Five Guys,mid,India,Chennai,tier-2,2.77,82.3,291.2,4.9,4.7,52.0,313.6,4.9,4.1,0
Double Smash Burger,Burger,Non-Veg,TGI Fridays,mid,USA,Spokane,tier-3,14.24,255.7,665.2,25.6,40.3,63.8,869.9,9.3,4.1,0
Veggie Sub,Sandwich,Veg,Nobu,premium,India,Ahmedabad,tier-2,20.76,254.6,440.2,15.3,14.2,29.0,550.6,7.2,3.8,0
BLT Sandwich,Sandwich,Non-Veg,McDonald's,budget,UK,London,metro,5.6,173.8,358.0,13.9,11.7,39.9,481.9,1.8,3.4,0
Caprese Salad,Salad,Veg,Taco Bell,budget,USA,Austin,tier-2,3.29,329.1,401.3,11.4,13.1,19.5,428.8,16.7,3.8,0
Double Smash Burger,Burger,Non-Veg,KFC,budget,Canada,Edmonton,tier-2,5.61,256.3,535.2,27.2,34.4,34.2,1126.8,13.1,3.7,0
BBQ Bacon Burger,Burger,Non-Veg,Nando's,mid,USA,Fargo,tier-3,15.7,203.1,651.2,28.2,18.5,40.1,1056.0,10.8,3.3,0
Philly Cheesesteak,Sandwich,Non-Veg,McDonald's,budget,UK,Manchester,metro,8.66,239.0,305.2,16.0,23.8,29.0,1022.4,8.3,4.6,0
Four Cheese Pizza,Pizza,Veg,Taco Bell,budget,UK,London,metro,4.15,152.6,182.0,10.9,17.4,40.6,781.0,5.4,3.4,0
Vanilla Shake,Drink,Veg,TGI Fridays,mid,USA,Denver,tier-2,10.48,258.2,85.5,3.0,0.5,60.4,56.7,36.6,4.4,0
Chicken BBQ Pizza,Pizza,Non-Veg,Taco Bell,budget,USA,Spokane,tier-3,5.32,136.1,292.9,10.5,7.4,33.9,928.4,3.6,4.5,1
Meat Lovers Pizza,Pizza,Non-Veg,Gordon Ramsay Bar & Grill,premium,USA,Spokane,tier-3,51.86,188.8,430.4,15.5,13.2,43.8,815.4,2.6,4.1,1
Classic Beef Burger,Burger,Non-Veg,Pizza Hut,budget,USA,Spokane,tier-3,5.0,199.9,580.3,20.3,27.8,61.1,1155.0,10.4,2.6,0
Fish Fillet Burger,Burger,Non-Veg,McDonald's,budget,USA,Fargo,tier-3,4.06,156.3,565.0,16.4,44.4,35.1,754.2,10.6,4.1,1
Caesar Salad,Salad,Veg,Nobu,premium,India,Jaipur,tier-2,14.72,288.3,294.0,16.8,15.2,13.1,365.0,12.4,3.9,1
Spicy Chicken Pizza,Pizza,Non-Veg,TGI Fridays,mid,UK,Norwich,tier-3,16.51,95.9,243.3,10.4,3.4,42.7,464.6,5.9,3.8,0
Veggie Fried Rice,Rice/Bowl,Veg,Five Guys,mid,USA,New York,metro,12.87,386.7,492.0,17.2,10.2,64.1,911.1,6.1,2.2,0
Cold Coffee,Drink,Veg,TGI Fridays,mid,Australia,Sydney,metro,10.61,219.0,303.2,3.2,3.7,12.7,100.9,12.065,3.9,0
Black Bean Burger,Burger,Veg,Nando's,mid,Australia,Cairns,tier-3,20.11,246.6,479.8,21.1,26.2,70.6,910.5,9.2,3.1,0
Chicken Rice Bowl,Rice/Bowl,Non-Veg,Gordon Ramsay Bar & Grill,premium,India,Delhi,metro,19.23,291.8,728.1,26.8,8.1,97.0,767.8,2.0,3.0,0
Corn on the Cob,Sides,Veg,Subway,budget,USA,Fargo,tier-3,4.23,154.6,359.6,5.0,10.3,21.8,363.7,1.4,3.6,0
Crispy Chicken Burger,Burger,Non-Veg,McDonald's,budget,India,Indore,tier-3,3.88,253.6,482.2,17.4,38.5,60.5,800.2,8.8,3.9,0
Chocolate Brownie,Dessert,Veg,Applebee's,mid,Canada,Montreal,tier-2,8.12,117.2,339.6,9.3,28.5,45.8,170.8,16.4,3.0,0
Veggie Sub,Sandwich,Veg,TGI Fridays,mid,Australia,Sydney,metro,13.0,196.7,577.2,14.1,24.9,50.1,920.6,12.9,3.8,1
Churros,Dessert,Veg,Gordon Ramsay Bar & Grill,premium,UK,York,tier-3,47.26,126.0,587.8,5.9,15.5,73.9,228.2,17.7,4.6,0
Greek Salad,Salad,Veg,Taco Bell,budget,USA,Portland,tier-2,7.3,190.8,102.5,4.2,7.1,13.6,673.3,4.8,4.1,0
Mango Smoothie,Drink,Veg,Wendy's,budget,UK,Birmingham,tier-2,1.98,330.2,197.5,1.5,0.1,68.2,48.6,48.1,3.8,0
Chocolate Milkshake,Drink,Veg,Pizza Hut,budget,India,Ahmedabad,tier-2,1.2,325.1,300.0,0.0,4.4,53.3,51.0,50.635,2.6,0
Paneer Rice Bowl,Rice/Bowl,Veg,Wendy's,budget,USA,Houston,metro,9.22,415.0,692.3,18.4,13.3,91.5,519.9,3.0,3.9,0
