candidate_id,job_role,job_role_display,gender,age_group,edu_level,edu_level_name,years_experience,edu_relevance,P_mcq,P_desc,P_code,S_edu,S_exp,S_skill,S_cv,S_int,CSS,passed_hard_filter,relevance_label,w_edu,w_exp,w_skill,w_mcq,w_desc,w_code,W_CV,W_INT
QA_00142,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,3.2,0.577,0.7965,0.6799,0.9158,0.5908,1.0,0.7067,0.792,0.8034,0.7988,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00143,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,4,PhD,3.8,0.845,1.0,0.5418,1.0,0.938,1.0,0.7837,0.8825,0.8396,0.8568,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00144,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,1.6,0.744,0.7824,0.8443,0.7587,0.6576,0.8,0.7292,0.7432,0.7946,0.774,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00145,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,41-45,2,BSc,3.4,0.88,0.8316,0.7309,0.942,0.712,1.0,0.8371,0.8753,0.8405,0.8544,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00146,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,1.3,0.747,0.7988,0.598,0.9798,0.6588,0.65,0.5735,0.6131,0.8009,0.7258,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00147,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,4,PhD,5.5,0.775,0.9097,0.8812,1.0,0.91,1.0,0.8665,0.9198,0.9358,0.9294,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00148,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,5.6,0.737,0.7983,0.9584,1.0,0.6548,1.0,0.8502,0.8733,0.935,0.9103,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00149,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,0.9,0.516,0.7361,0.5099,0.9669,0.5664,0.45,0.5888,0.5369,0.7492,0.6643,0,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00150,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,36-40,2,BSc,3.8,0.61,0.7537,0.5442,1.0,0.604,1.0,0.8583,0.8698,0.7789,0.8153,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00151,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,2.6,0.678,0.5691,0.8654,0.6309,0.6312,1.0,0.5896,0.7395,0.6975,0.7143,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00152,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,4.9,0.738,0.8615,0.7553,0.9502,0.6552,1.0,0.7304,0.8135,0.8598,0.8413,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00153,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,1.8,0.582,0.8617,0.539,0.7907,0.5928,0.9,0.8092,0.8085,0.7204,0.7556,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00154,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,2.3,0.521,0.8539,0.622,0.8219,0.5684,1.0,0.6966,0.7836,0.7599,0.7694,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00155,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,3.8,0.586,0.8433,0.7363,0.9206,0.5944,1.0,0.8921,0.8852,0.8368,0.8562,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00156,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,4,PhD,5.9,0.838,0.7145,0.8647,1.0,0.9352,1.0,0.805,0.8928,0.8813,0.8859,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00157,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,3,MSc,2.9,0.825,0.7819,0.8604,0.8222,0.81,1.0,0.8344,0.8887,0.8255,0.8508,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00158,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,36-40,2,BSc,4.0,0.602,0.7762,0.8843,0.8134,0.6008,1.0,0.9865,0.9334,0.8289,0.8707,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00159,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,5.9,0.842,0.5882,0.9208,0.9183,0.6968,1.0,0.6071,0.7581,0.8366,0.8052,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00160,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,46+,4,PhD,4.3,0.723,0.9443,0.8543,0.6613,0.8892,1.0,0.6495,0.8081,0.7996,0.803,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00161,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,4.1,0.627,0.6861,0.6017,0.9052,0.6108,1.0,0.5653,0.7243,0.7442,0.7362,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00162,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,2.0,0.683,0.7922,0.8228,0.9014,0.6332,1.0,0.6376,0.7638,0.8466,0.8135,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00163,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,2,BSc,1.2,0.557,0.9989,0.7013,1.0,0.5828,0.6,0.768,0.6814,0.8952,0.8097,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00164,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,1.5,0.743,0.7375,0.8658,0.8047,0.6572,0.75,0.5964,0.6593,0.8093,0.7493,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00165,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,2.4,0.539,0.9336,0.7446,0.944,0.5756,1.0,0.7212,0.7969,0.8716,0.8417,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00166,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,2.4,0.716,0.7112,0.6304,0.9345,0.6464,1.0,0.7686,0.8313,0.7722,0.7958,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00167,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,3.7,0.751,0.6571,0.9735,0.6609,0.6604,1.0,0.6433,0.7707,0.7694,0.7699,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00168,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,36-40,3,MSc,4.0,0.75,0.9488,0.7142,0.9526,0.78,1.0,0.7297,0.8318,0.8682,0.8536,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00169,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,3,MSc,4.6,0.81,0.7811,0.6401,0.8797,0.804,1.0,0.727,0.8341,0.7712,0.7964,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00170,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,36-40,2,BSc,3.6,0.697,0.7632,1.0,0.8947,0.6388,1.0,0.71,0.8008,0.8987,0.8595,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00171,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,0.0,0.686,0.7843,0.7331,0.6557,0.6344,0.0,0.6291,0.4097,0.7149,0.5928,0,0,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00172,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,0.0,0.709,0.6532,0.7547,0.7012,0.6436,0.0,0.7012,0.4471,0.7079,0.6036,0,0,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00173,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,2.1,0.674,0.7043,0.6726,0.7724,0.6296,1.0,0.6458,0.7673,0.7204,0.7392,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00174,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,3.5,0.607,1.0,0.7685,0.9348,0.6028,1.0,0.5642,0.7225,0.8929,0.8247,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00175,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,3.2,0.779,0.753,0.8688,0.711,0.6716,1.0,0.6718,0.7866,0.7767,0.7807,1,1,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00176,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,3,MSc,3.4,0.733,0.7304,0.8455,0.8796,0.7732,1.0,0.7181,0.825,0.8304,0.8282,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00177,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,1.5,0.677,0.7415,0.5316,1.0,0.6308,0.75,0.4814,0.5978,0.7714,0.702,1,1,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00178,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,41-45,3,MSc,0.0,0.706,0.8156,0.7023,0.506,0.7624,0.0,0.6038,0.4163,0.6521,0.5578,0,0,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00179,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,3,MSc,5.8,0.638,0.8996,0.7544,0.8537,0.7352,1.0,0.6285,0.7745,0.8304,0.808,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00180,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,4.1,0.76,0.795,0.6188,0.8902,0.664,1.0,0.6733,0.7863,0.7714,0.7774,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00181,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,3.0,0.689,0.9479,0.6643,0.8165,0.6356,1.0,0.7501,0.8204,0.7961,0.8058,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00182,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,36-40,2,BSc,4.9,0.796,0.718,0.8017,0.8442,0.6784,1.0,0.7085,0.806,0.7978,0.8011,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00183,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,36-40,2,BSc,4.7,0.811,0.6739,0.7756,0.8047,0.6844,1.0,0.6168,0.7611,0.7618,0.7615,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00184,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,2.3,0.684,0.897,0.8544,1.0,0.6336,1.0,0.8715,0.8808,0.9233,0.9063,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00185,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,4.6,0.659,0.577,0.5697,0.7305,0.6236,1.0,0.6874,0.7872,0.6358,0.6964,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00186,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,36-40,3,MSc,2.5,0.717,0.9294,0.6021,0.8587,0.7668,1.0,0.7682,0.8491,0.7866,0.8116,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00187,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,3,MSc,5.2,0.669,0.9448,0.9275,0.9633,0.7476,1.0,0.9271,0.9257,0.9461,0.9379,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00188,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,4.2,0.683,0.8653,0.8562,0.8803,0.6332,1.0,0.7352,0.8126,0.8681,0.8459,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00189,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,4.5,0.752,0.8686,0.6286,1.0,0.6608,1.0,1.0,0.9491,0.8372,0.882,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00190,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,4.2,0.77,0.7868,0.7247,0.9305,0.668,1.0,0.6771,0.7888,0.8225,0.809,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00191,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,2,BSc,6.1,0.638,0.977,0.8928,0.7825,0.6152,1.0,0.8085,0.8465,0.8697,0.8604,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00192,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,36-40,2,BSc,4.1,0.825,0.6783,0.6776,0.7105,0.69,1.0,0.5843,0.7456,0.6909,0.7128,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00193,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,4,PhD,1.9,0.591,1.0,0.5689,0.9373,0.8364,0.95,0.829,0.8725,0.824,0.8434,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00194,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,5.8,0.623,0.7822,1.0,0.84,0.6092,1.0,0.7943,0.8385,0.8816,0.8644,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00195,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,36-40,2,BSc,7.2,0.869,0.9464,0.804,1.0,0.7076,1.0,0.979,0.9456,0.918,0.929,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00196,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,2,BSc,5.7,0.615,0.921,0.5196,1.0,0.606,1.0,0.8769,0.8793,0.8121,0.839,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00197,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,1.8,0.666,0.8696,0.7567,0.6847,0.6264,0.9,0.7552,0.7866,0.7561,0.7683,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00198,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,2.8,0.706,0.6131,0.9055,0.8595,0.6424,1.0,0.8466,0.8697,0.814,0.8363,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00199,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,41-45,2,BSc,0.7,0.563,0.7961,0.4781,0.8799,0.5852,0.35,0.6245,0.5225,0.7183,0.64,0,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00200,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,5.6,0.661,0.9536,0.7654,0.9653,0.6244,1.0,0.7302,0.8088,0.8924,0.859,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00201,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,3.9,0.642,0.819,0.7836,0.772,0.6168,1.0,0.4244,0.6547,0.7878,0.7346,1,1,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00202,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,4.3,0.623,0.7148,0.6737,0.9225,0.6092,1.0,0.7863,0.8345,0.7835,0.8039,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00203,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,3,MSc,1.8,0.658,0.8122,0.6639,1.0,0.7432,0.9,0.699,0.776,0.8354,0.8116,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00204,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,3,MSc,3.7,0.637,0.7956,0.7459,0.7206,0.7348,1.0,0.5727,0.7466,0.7482,0.7476,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00205,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,3,MSc,3.3,0.69,0.9109,0.6615,0.8107,0.756,1.0,0.8567,0.8918,0.7835,0.8268,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00206,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,3.7,0.715,0.7229,0.6905,0.8165,0.646,1.0,0.6477,0.7708,0.749,0.7577,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00207,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,3,MSc,5.5,1.0,1.0,0.8359,0.9562,0.88,1.0,0.7665,0.8652,0.925,0.9011,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00208,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,1.0,0.674,0.6667,0.8894,1.0,0.6296,0.5,0.6387,0.5888,0.878,0.7623,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00209,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,6.3,0.686,0.863,0.7234,0.9186,0.6344,1.0,0.7122,0.8013,0.8364,0.8224,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00210,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,5.8,0.603,0.8316,0.7212,0.898,0.6012,1.0,0.6153,0.7478,0.8195,0.7908,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00211,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,4,PhD,3.4,0.726,0.8555,0.664,1.0,0.8904,1.0,0.8004,0.8838,0.8463,0.8613,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00212,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,3,MSc,6.1,0.693,0.9444,0.8035,0.9266,0.7572,1.0,0.6084,0.7678,0.888,0.8399,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00213,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,3,MSc,5.0,0.731,0.8765,0.8671,0.9089,0.7724,1.0,0.6559,0.7938,0.8862,0.8492,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00214,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,3,MSc,3.0,0.798,0.8964,0.7713,0.8043,0.7992,1.0,0.6939,0.8168,0.8158,0.8162,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00215,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,2.0,0.7,0.8006,0.7891,0.8731,0.64,1.0,0.7271,0.8095,0.8256,0.8192,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00216,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,4,PhD,5.8,0.943,0.8054,0.7865,0.9064,0.9772,1.0,0.7036,0.8484,0.8392,0.8429,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00217,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,1.9,0.74,0.8401,0.9309,0.8807,0.656,0.95,0.734,0.7979,0.8881,0.852,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00218,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,3.2,0.811,0.9071,0.6926,0.5965,0.6844,1.0,0.7176,0.8115,0.7078,0.7493,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00219,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,2.4,0.639,0.9191,0.8001,0.5825,0.6156,1.0,0.6403,0.7625,0.7428,0.7507,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00220,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,3.3,0.803,0.7145,0.7939,0.8883,0.6812,1.0,0.7336,0.819,0.8118,0.8147,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00221,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,2.7,0.732,0.8972,0.8775,0.9321,0.6528,1.0,0.6626,0.7792,0.9043,0.8543,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00222,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,41-45,2,BSc,5.6,0.548,0.9189,0.6833,1.0,0.5792,1.0,0.8504,0.8621,0.8689,0.8662,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00223,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,1.6,0.695,0.8736,0.6873,0.4982,0.638,0.8,0.5113,0.6313,0.6582,0.6474,1,1,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00224,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,41-45,4,PhD,3.1,0.706,0.9301,0.709,0.951,0.8824,1.0,0.7614,0.8631,0.8611,0.8619,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00225,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,3,MSc,5.3,0.697,0.7799,0.8538,0.918,0.7588,1.0,0.8679,0.8978,0.861,0.8757,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00226,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,2,BSc,0.0,0.65,0.6535,0.7588,0.8275,0.62,0.0,0.4933,0.3397,0.76,0.5919,0,0,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00227,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,3,MSc,4.4,0.84,0.7818,0.8864,0.9753,0.816,1.0,0.8785,0.9116,0.8958,0.9021,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00228,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,36-40,2,BSc,2.0,0.684,0.8743,0.7652,0.9889,0.6336,1.0,0.7442,0.8171,0.882,0.856,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00229,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,3,MSc,4.8,1.0,0.7505,0.901,0.7876,0.88,1.0,0.5873,0.7756,0.818,0.801,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00230,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,3,MSc,7.7,0.639,0.9602,0.7672,1.0,0.7356,1.0,0.973,0.9468,0.9086,0.9239,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00231,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,3.0,0.44,0.8768,0.9204,0.8944,0.536,1.0,0.7707,0.8157,0.8991,0.8657,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00232,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,3.3,0.662,0.5624,0.7155,0.5914,0.6248,1.0,0.681,0.7842,0.6276,0.6902,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00233,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,1.7,0.613,0.7257,0.8343,0.8243,0.6052,0.85,0.6781,0.7273,0.8032,0.7728,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00234,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,26-30,2,BSc,4.3,0.662,0.8151,0.6524,0.8472,0.6248,1.0,0.6617,0.7746,0.771,0.7724,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00235,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,26-30,2,BSc,3.5,0.788,0.5872,0.5932,0.7844,0.6752,1.0,0.6891,0.7958,0.6682,0.7192,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00236,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,3,MSc,5.0,0.903,0.7885,0.8338,0.9003,0.8412,1.0,0.8913,0.9218,0.8491,0.8782,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00237,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,1.8,0.459,0.719,0.8655,0.7666,0.5436,0.9,0.6047,0.6989,0.7893,0.7531,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00238,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,4.5,0.663,0.6442,0.9384,1.0,0.6252,1.0,0.8859,0.8867,0.8895,0.8884,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00239,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,22-25,2,BSc,3.9,0.756,0.7302,0.7805,0.9751,0.6624,1.0,0.7822,0.8405,0.8458,0.8437,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00240,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,1,Diploma,0.1,0.485,0.9066,0.5401,0.7986,0.434,0.05,0.9364,0.5508,0.7351,0.6614,0,0,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00241,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,36-40,2,BSc,4.4,0.765,0.7289,0.7201,0.87,0.666,1.0,0.9516,0.9257,0.7823,0.8397,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00242,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,31-35,2,BSc,4.6,0.729,0.8904,0.5253,0.7606,0.6516,1.0,0.5527,0.7241,0.7107,0.7161,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00243,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,22-25,2,BSc,1.5,0.828,0.7399,0.6037,0.671,0.6912,0.75,0.6691,0.7007,0.6647,0.6791,1,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00244,QA_Test_Automation_Engineer,QA/Test Automation Engineer,M,31-35,2,BSc,0.7,0.801,0.6563,0.8191,0.7141,0.6804,0.35,0.666,0.5576,0.7364,0.6649,0,2,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
QA_00245,QA_Test_Automation_Engineer,QA/Test Automation Engineer,F,41-45,2,BSc,7.3,0.634,0.7629,0.8292,0.8333,0.6136,1.0,0.7963,0.8402,0.8143,0.8247,1,3,0.15,0.35,0.5,0.25,0.35,0.4,0.4,0.6
