date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent
2016-11-17,North,14.31,76.94,413.73,1.18,41.89
2016-11-18,North,10.51,59.81,413.97,1.69,67.92
2016-11-19,West,19.03,81.3,413.67,1.07,61.29
2016-11-20,North,19.12,82.87,409.48,1.58,64.27
2016-11-21,West,9.34,61.64,414.44,0.85,50.81
2016-11-22,West,21.59,44.98,414.95,0.9,82.2
2016-11-23,West,26.25,79.49,411.94,1.83,75.28
2016-11-24,North,16.44,58.5,413.03,1.26,82.17
2016-11-25,West,13.7,38.18,411.35,1.1,78.76
2016-11-26,North,27.56,37.0,409.77,1.67,72.11
2016-11-27,West,10.99,23.07,411.59,1.63,51.29
2016-11-28,Central,16.34,47.24,411.9,1.54,87.12
2016-11-29,West,16.98,87.57,412.19,1.09,53.87
2016-11-30,South,21.64,64.45,411.29,1.18,61.78
2016-12-01,West,17.7,46.76,411.64,1.36,73.48
2016-12-02,East,14.27,80.12,412.73,1.47,74.08
2016-12-03,West,12.46,39.19,411.6,1.11,71.87
2016-12-04,South,14.9,62.38,413.58,1.32,60.2
2016-12-05,South,12.24,55.51,413.8,1.35,57.72
2016-12-06,North,16.46,79.48,416.35,1.65,95.41
2016-12-07,Central,14.01,20.57,414.48,1.49,64.53
2016-12-08,West,10.29,38.75,413.17,0.81,63.06
2016-12-09,North,21.29,19.04,411.88,1.2,56.44
2016-12-10,Central,14.28,53.51,413.26,0.99,67.94
2016-12-11,West,11.2,90.29,413.32,1.44,67.38
2016-12-12,East,15.6,47.36,412.07,1.55,64.81
2016-12-13,West,16.54,47.23,414.02,1.3,69.58
2016-12-14,South,9.28,81.79,410.76,1.19,86.16
2016-12-15,South,17.6,86.71,412.5,1.29,57.86
2016-12-16,East,12.08,57.79,413.71,1.33,65.52
2016-12-17,North,23.12,77.12,412.45,1.08,57.23
2016-12-18,Central,18.37,33.08,412.58,0.91,68.54
2016-12-19,West,14.67,94.45,412.69,0.66,58.18
2016-12-20,South,13.29,113.72,411.66,1.65,58.69
2016-12-21,North,15.85,73.03,414.68,1.42,47.49
2016-12-22,East,18.72,7.89,411.4,1.38,66.17
2016-12-23,South,16.17,46.04,413.41,1.65,70.16
2016-12-24,East,15.41,75.32,413.57,0.9,87.33
2016-12-25,West,16.51,49.46,411.53,0.75,70.63
2016-12-26,Central,13.86,91.8,413.07,1.39,59.6
2016-12-27,South,14.9,74.7,411.61,1.36,48.68
2016-12-28,South,7.93,42.34,415.07,0.76,50.34
2016-12-29,West,20.17,60.81,411.28,1.39,49.45
2016-12-30,North,17.47,37.65,412.02,1.16,87.54
2016-12-31,Central,13.18,55.44,411.17,1.04,68.45
2017-01-01,South,23.87,46.14,410.98,1.18,58.0
2017-01-02,Central,16.63,89.37,415.41,0.55,53.48
2017-01-03,South,12.14,112.9,413.85,1.1,54.73
2017-01-04,Central,19.71,24.22,413.26,1.07,57.69
2017-01-05,East,17.87,11.92,412.07,1.45,80.8
2017-01-06,South,17.86,53.87,414.42,1.23,64.64
2017-01-07,Central,14.58,22.04,411.84,1.47,47.63
2017-01-08,North,18.08,61.16,414.27,0.52,92.73
2017-01-09,East,15.24,78.72,411.78,1.03,51.32
2017-01-10,East,18.51,97.35,412.13,1.45,57.91
2017-01-11,North,8.66,65.03,414.25,1.19,80.72
2017-01-12,Central,14.55,55.17,414.41,1.54,69.98
2017-01-13,West,23.17,10.54,414.02,0.74,59.36
2017-01-14,North,13.22,60.65,411.56,1.5,50.22
2017-01-15,Central,13.87,61.78,412.47,1.09,53.4
2017-01-16,North,14.49,75.97,413.39,1.07,54.12
2017-01-17,North,11.43,42.29,411.89,1.58,65.08
2017-01-18,South,7.45,49.12,415.23,1.64,67.29
2017-01-19,Central,15.37,23.05,409.58,1.6,63.22
2017-01-20,West,16.83,2.72,412.02,1.9,64.53
2017-01-21,South,16.08,32.29,412.43,1.67,52.39
2017-01-22,North,15.71,20.74,408.94,1.05,68.52
2017-01-23,North,16.46,68.42,411.12,1.33,80.37
2017-01-24,North,20.38,47.05,414.16,1.18,63.05
2017-01-25,Central,15.53,46.54,413.28,1.9,62.81
2017-01-26,Central,13.99,35.39,415.6,1.62,66.0
2017-01-27,South,15.17,20.81,415.57,1.24,78.42
2017-01-28,West,18.61,97.71,413.91,1.56,54.26
2017-01-29,South,21.94,34.99,413.74,0.92,82.41
2017-01-30,East,13.78,49.69,413.38,1.37,70.05
2017-01-31,North,16.69,23.63,409.31,1.01,65.34
2017-02-01,North,17.65,84.3,411.2,0.79,79.56
2017-02-02,North,12.32,63.59,413.46,1.53,50.82
2017-02-03,South,16.38,39.34,414.24,1.57,71.26
2017-02-04,South,10.43,50.19,413.76,1.43,70.16
2017-02-05,North,9.22,101.95,411.99,1.24,53.77
2017-02-06,South,17.76,58.18,414.75,0.92,70.53
2017-02-07,Central,14.76,55.46,415.57,0.95,68.4
2017-02-08,Central,17.11,36.47,414.77,1.01,62.86
2017-02-09,South,16.23,12.64,414.85,1.23,75.35
2017-02-10,North,12.39,56.0,412.54,1.62,58.14
2017-02-11,South,16.12,68.14,415.0,1.62,68.24
2017-02-12,South,11.37,87.49,413.61,0.81,63.42
2017-02-13,South,21.86,3.79,414.17,1.09,57.62
2017-02-14,East,10.88,31.87,413.96,1.08,71.03
2017-02-15,Central,15.52,45.48,413.24,0.54,62.51
2017-02-16,West,12.13,59.91,412.14,1.47,47.32
2017-02-17,West,18.58,56.37,413.32,1.23,43.39
2017-02-18,East,14.98,56.96,414.93,1.27,74.47
2017-02-19,South,14.23,70.2,412.8,1.71,50.35
2017-02-20,East,19.72,37.42,414.81,1.33,68.35
2017-02-21,East,16.42,83.35,414.58,1.18,65.66
2017-02-22,North,18.37,70.84,413.04,1.48,60.58
2017-02-23,Central,12.38,52.0,415.58,1.62,88.48
2017-02-24,West,10.69,100.02,412.97,1.39,67.16
2017-02-25,South,16.74,98.91,415.78,1.51,74.07
2017-02-26,West,15.03,83.32,414.17,1.26,68.42
2017-02-27,West,18.81,15.46,413.51,1.28,62.22
2017-02-28,Central,15.99,99.47,412.21,1.34,64.77
2017-03-01,West,17.13,79.87,413.42,1.08,82.5
2017-03-02,West,9.82,110.16,413.25,1.14,78.06
2017-03-03,East,23.86,90.94,411.68,1.72,88.42
2017-03-04,Central,15.65,99.46,413.25,1.91,67.66
2017-03-05,North,19.1,81.97,412.38,1.79,54.48
2017-03-06,South,12.97,93.72,414.47,0.91,59.71
2017-03-07,West,17.54,109.85,415.56,0.89,50.75
2017-03-08,South,11.1,65.41,411.77,0.95,74.2
2017-03-09,North,18.12,20.69,416.19,1.35,57.97
2017-03-10,South,14.89,52.31,413.44,0.47,28.34
2017-03-11,North,16.43,69.75,412.18,1.14,94.57
2017-03-12,East,19.11,61.87,414.78,1.74,58.15
2017-03-13,West,11.38,28.84,412.99,1.61,58.08
2017-03-14,North,13.58,19.22,413.54,1.16,85.06
2017-03-15,South,18.14,41.47,413.07,1.19,50.5
2017-03-16,West,24.71,80.19,412.46,1.49,78.64
2017-03-17,East,15.76,99.51,414.78,1.6,57.95
2017-03-18,West,18.68,82.91,413.27,1.16,49.11
2017-03-19,North,15.89,86.44,411.56,1.25,85.47
2017-03-20,East,24.09,57.98,414.55,1.15,76.08
2017-03-21,South,9.33,16.45,411.92,0.92,76.04
2017-03-22,East,16.7,48.62,412.01,1.25,69.41
2017-03-23,East,9.82,53.53,415.54,1.23,72.19
2017-03-24,Central,6.29,47.57,411.96,0.94,50.21
2017-03-25,East,17.51,61.37,410.29,1.51,66.34
2017-03-26,East,16.88,71.04,414.71,1.47,53.85
2017-03-27,West,15.18,81.33,413.33,1.53,48.33
2017-03-28,South,15.9,53.05,413.47,1.09,69.93
2017-03-29,West,28.72,12.41,413.33,0.73,78.9
2017-03-30,West,15.29,47.93,414.16,1.46,60.4
2017-03-31,North,18.36,61.09,412.69,1.12,62.46
2017-04-01,West,13.73,90.57,416.04,1.06,51.34
2017-04-02,Central,17.51,45.8,411.62,0.95,65.09
2017-04-03,Central,15.37,72.81,414.51,1.24,74.12
2017-04-04,North,14.68,67.25,414.82,1.8,74.5
2017-04-05,South,23.6,61.1,412.72,1.17,71.54
2017-04-06,South,21.04,83.26,412.34,1.0,57.58
2017-04-07,West,16.87,43.48,415.41,1.52,57.2
2017-04-08,West,7.11,45.62,412.4,1.38,74.54
2017-04-09,West,14.88,59.7,412.99,0.69,74.74
2017-04-10,South,27.14,44.0,415.24,1.53,62.94
2017-04-11,East,15.41,72.7,413.97,1.97,59.89
2017-04-12,Central,20.74,42.17,411.23,0.55,79.01
2017-04-13,East,22.1,65.66,416.56,0.96,60.68
2017-04-14,East,17.21,57.5,413.15,0.48,73.95
2017-04-15,South,12.96,65.37,413.35,1.31,63.36
2017-04-16,East,6.59,48.51,414.35,1.63,52.43
2017-04-17,North,19.07,51.52,414.91,1.36,84.35
2017-04-18,West,13.07,62.4,416.92,1.75,66.44
2017-04-19,North,17.04,65.05,411.5,1.58,56.47
2017-04-20,Central,11.33,59.89,415.24,1.84,48.31
2017-04-21,West,15.27,102.63,415.12,1.68,49.52
2017-04-22,East,16.47,35.23,413.81,1.21,60.53
2017-04-23,Central,17.41,58.39,415.21,1.35,88.1
2017-04-24,West,11.88,20.66,415.44,1.07,57.98
2017-04-25,East,21.12,69.3,411.97,1.27,82.37
2017-04-26,North,13.95,32.12,416.68,1.35,63.43
2017-04-27,West,9.64,53.04,411.72,1.31,50.83
2017-04-28,East,15.9,50.7,412.37,1.74,59.32
2017-04-29,North,16.48,67.02,413.69,1.24,49.63
2017-04-30,Central,16.98,46.18,416.98,1.06,54.73
2017-05-01,Central,21.79,45.12,413.64,1.08,54.37
2017-05-02,Central,15.39,95.9,414.06,1.54,42.15
2017-05-03,Central,15.86,67.11,416.26,0.92,83.15
2017-05-04,South,11.93,45.97,413.67,1.28,67.53
2017-05-05,West,19.62,53.73,412.37,1.74,56.76
2017-05-06,West,17.08,101.13,413.52,1.43,67.66
2017-05-07,South,14.66,54.12,416.21,1.32,54.97
2017-05-08,East,8.72,42.77,414.27,1.33,32.95
2017-05-09,East,22.12,42.88,417.07,1.03,100.0
2017-05-10,Central,11.43,46.27,415.29,1.09,67.28
2017-05-11,North,13.98,45.14,413.22,1.29,57.93
2017-05-12,East,17.78,28.01,414.27,1.43,41.79
2017-05-13,North,11.56,31.89,412.93,1.63,47.07
2017-05-14,West,10.37,39.27,413.21,1.37,84.85
2017-05-15,North,7.85,74.79,420.94,1.75,83.02
2017-05-16,West,19.23,50.47,415.76,1.83,74.04
2017-05-17,South,14.17,54.82,415.53,1.59,51.62
2017-05-18,South,28.06,91.75,413.32,1.71,83.12
2017-05-19,Central,12.37,92.38,416.61,1.05,70.4
2017-05-20,East,12.66,52.95,415.92,1.0,72.86
2017-05-21,Central,14.09,44.23,417.1,1.5,70.35
2017-05-22,West,17.32,38.39,417.04,0.95,46.92
2017-05-23,Central,14.47,77.32,412.08,1.26,50.62
2017-05-24,North,18.8,54.88,412.64,1.58,58.88
2017-05-25,West,12.44,50.34,412.81,1.77,72.72
2017-05-26,South,10.82,39.66,412.91,1.28,48.43
2017-05-27,East,9.16,40.76,414.82,1.16,62.9
2017-05-28,West,7.46,68.0,413.49,1.45,62.88
2017-05-29,West,14.28,27.11,417.46,1.03,74.51
2017-05-30,North,15.15,84.87,417.22,1.3,73.1
2017-05-31,East,13.83,46.65,414.36,1.35,52.88
2017-06-01,South,21.33,56.26,417.31,1.35,82.36
2017-06-02,West,21.27,26.58,416.62,1.38,51.04
2017-06-03,West,15.02,59.69,413.72,1.1,78.11
2017-06-04,North,9.18,51.79,411.39,1.14,58.4
2017-06-05,Central,14.09,58.75,414.09,1.13,66.97
2017-06-06,South,13.96,96.79,413.45,0.87,67.71
2017-06-07,East,13.73,64.44,414.74,1.46,67.37
2017-06-08,West,13.57,40.13,414.57,1.63,73.09
2017-06-09,West,13.74,42.22,414.54,1.6,69.7
2017-06-10,South,14.81,74.88,415.24,1.28,74.4
2017-06-11,Central,13.82,92.47,412.65,1.12,70.58
2017-06-12,West,17.19,67.05,415.09,1.58,49.83
2017-06-13,South,17.8,77.22,413.83,1.55,68.24
2017-06-14,North,12.72,75.24,414.79,1.43,58.23
2017-06-15,Central,21.45,95.48,415.94,1.88,51.69
2017-06-16,East,12.44,11.26,412.68,1.35,61.52
2017-06-17,West,9.89,76.68,414.1,1.29,67.2
2017-06-18,South,17.89,84.59,414.35,1.24,68.0
2017-06-19,North,13.09,26.53,413.77,0.9,77.67
2017-06-20,East,17.65,37.86,415.9,1.56,80.69
2017-06-21,South,6.75,38.73,413.48,1.33,69.04
2017-06-22,South,21.93,41.78,413.73,1.52,71.21
2017-06-23,East,19.05,47.96,413.51,1.92,66.14
2017-06-24,North,10.36,66.07,416.22,1.25,74.21
2017-06-25,North,10.45,81.64,413.85,0.66,70.84
2017-06-26,Central,23.06,87.03,415.29,1.51,64.35
2017-06-27,West,13.42,39.05,417.57,1.42,90.82
2017-06-28,East,13.03,38.88,414.51,1.15,58.45
2017-06-29,East,7.3,92.9,416.3,1.49,82.45
2017-06-30,East,14.97,76.17,417.14,1.6,48.75
2017-07-01,North,15.46,62.07,416.19,1.09,74.76
2017-07-02,West,19.23,71.83,414.63,1.28,82.24
2017-07-03,Central,10.77,59.25,415.63,1.81,42.11
2017-07-04,South,10.29,73.11,412.74,1.15,66.67
2017-07-05,South,18.18,51.6,413.51,1.39,73.58
2017-07-06,East,20.4,66.72,413.78,0.58,68.02
2017-07-07,West,10.09,22.24,418.06,0.93,69.54
2017-07-08,North,20.7,42.81,413.49,1.42,66.63
2017-07-09,West,16.52,43.07,413.48,1.74,51.87
2017-07-10,West,20.74,50.64,413.16,0.97,93.42
2017-07-11,North,16.09,36.84,415.58,1.4,58.96
2017-07-12,East,6.29,46.66,414.96,1.26,70.21
2017-07-13,West,15.77,22.14,416.39,1.66,57.24
2017-07-14,South,20.62,73.72,415.77,1.01,37.69
2017-07-15,North,12.8,57.94,412.7,1.51,53.91
2017-07-16,Central,14.82,17.37,413.57,1.18,47.63
2017-07-17,East,15.67,39.13,416.84,1.44,78.1
2017-07-18,North,4.78,68.42,414.5,1.4,57.72
2017-07-19,Central,23.06,46.42,416.59,1.3,58.83
2017-07-20,Central,12.77,42.58,414.59,1.52,52.23
2017-07-21,West,18.4,58.14,413.38,1.39,66.13
2017-07-22,West,16.03,68.59,414.38,1.34,56.4
2017-07-23,West,21.41,24.09,413.39,1.27,76.91
2017-07-24,North,18.01,73.75,414.01,1.4,68.62
2017-07-25,North,15.44,39.99,415.16,1.45,58.14
2017-07-26,East,12.81,59.55,415.64,1.09,75.2
2017-07-27,West,19.57,59.11,412.5,1.28,65.1
2017-07-28,Central,8.89,46.82,414.86,1.07,65.26
2017-07-29,South,18.97,34.41,414.02,1.37,47.45
2017-07-30,East,11.99,52.86,413.94,1.21,64.15
2017-07-31,North,21.39,100.63,415.12,1.62,68.86
2017-08-01,East,17.03,25.96,414.1,1.59,81.0
2017-08-02,East,18.96,102.31,417.01,1.11,55.98
2017-08-03,East,16.71,53.51,416.73,1.39,92.34
2017-08-04,East,9.38,60.88,416.73,1.58,71.68
2017-08-05,South,12.94,32.83,414.22,1.33,46.77
2017-08-06,West,19.08,40.72,413.53,1.17,54.86
2017-08-07,Central,17.05,47.43,415.1,1.06,82.05
2017-08-08,East,21.11,33.86,414.76,1.64,79.92
2017-08-09,East,18.0,54.78,414.08,1.66,65.22
2017-08-10,East,12.52,49.82,413.24,1.33,66.8
2017-08-11,West,13.21,106.27,414.95,1.62,51.02
2017-08-12,North,16.8,30.85,414.42,0.5,80.86
2017-08-13,North,7.13,62.57,416.07,1.79,53.15
2017-08-14,South,23.09,66.2,416.04,1.34,75.14
2017-08-15,North,18.16,33.24,416.7,1.43,81.22
2017-08-16,East,21.3,77.17,413.17,1.3,65.58
2017-08-17,East,10.07,50.04,415.67,1.81,76.61
2017-08-18,East,21.37,2.31,413.99,1.08,87.17
2017-08-19,South,25.32,76.5,413.26,1.84,68.22
2017-08-20,East,11.11,32.08,414.45,1.51,62.9
2017-08-21,North,19.48,33.81,416.71,1.58,64.2
2017-08-22,West,16.4,77.2,414.56,1.3,56.08
2017-08-23,West,10.22,51.32,417.47,1.0,55.81
2017-08-24,Central,18.37,82.94,415.96,1.68,70.31
2017-08-25,North,19.73,90.25,414.55,1.49,63.03
2017-08-26,East,13.99,43.88,416.89,1.81,68.93
2017-08-27,West,21.06,79.83,415.83,1.34,47.12
2017-08-28,North,9.73,41.11,413.77,1.27,63.89
2017-08-29,West,10.42,115.83,417.97,1.82,77.36
2017-08-30,East,16.95,42.68,415.58,1.97,51.57
2017-08-31,West,16.5,85.65,415.22,1.4,65.2
2017-09-01,Central,13.53,81.09,413.92,1.17,42.74
2017-09-02,Central,19.64,67.9,416.98,1.64,49.33
2017-09-03,West,18.52,43.24,416.0,1.33,74.69
2017-09-04,North,19.83,56.22,416.18,1.58,61.29
2017-09-05,North,15.91,6.16,414.48,1.32,86.86
2017-09-06,North,18.81,65.61,416.5,1.87,70.19
2017-09-07,West,14.62,68.74,416.63,1.19,71.37
2017-09-08,North,24.62,63.34,414.26,1.55,52.08
2017-09-09,East,13.15,14.33,413.15,1.26,60.38
2017-09-10,Central,24.83,28.36,416.16,1.32,56.21
2017-09-11,East,16.54,41.3,412.94,1.28,52.21
2017-09-12,North,10.9,67.29,415.53,1.63,72.97
2017-09-13,East,21.88,67.23,414.64,1.68,75.37
2017-09-14,North,16.91,55.74,417.15,1.57,69.79
2017-09-15,West,19.81,75.88,414.74,1.37,55.06
2017-09-16,East,21.3,34.34,417.0,1.45,68.97
2017-09-17,West,17.76,75.26,414.58,1.68,42.05
2017-09-18,West,14.04,71.87,416.86,1.69,80.88
2017-09-19,South,20.31,69.44,418.46,0.6,49.42
2017-09-20,North,16.41,55.45,413.77,1.33,51.55
2017-09-21,Central,19.15,105.77,415.82,1.34,66.38
2017-09-22,North,7.8,72.33,419.52,1.61,67.45
2017-09-23,Central,18.2,35.79,415.5,1.39,64.13
2017-09-24,North,13.86,66.21,415.5,1.63,51.68
2017-09-25,West,23.03,78.81,416.6,1.09,78.6
2017-09-26,East,18.91,45.3,415.49,1.49,44.77
2017-09-27,East,17.37,87.23,412.88,1.68,47.2
2017-09-28,South,18.36,69.55,417.15,0.97,63.72
2017-09-29,Central,12.42,1.44,412.45,2.17,49.83
2017-09-30,Central,22.91,67.49,414.84,1.77,79.67
2017-10-01,Central,24.38,49.85,417.29,1.42,50.86
2017-10-02,West,17.99,73.43,414.95,1.17,83.68
2017-10-03,Central,22.78,83.61,414.45,1.36,77.42
2017-10-04,East,14.14,64.88,416.82,1.44,79.82
2017-10-05,West,13.23,101.63,414.23,1.55,87.65
2017-10-06,North,16.58,55.53,413.69,1.87,65.97
2017-10-07,Central,18.16,75.62,415.94,1.28,52.84
2017-10-08,Central,14.84,80.12,415.26,1.59,63.76
2017-10-09,North,18.57,57.57,413.68,1.03,58.2
2017-10-10,Central,17.65,79.47,416.51,1.3,56.49
2017-10-11,North,12.43,45.13,416.26,1.53,66.81
2017-10-12,West,18.5,49.44,415.03,1.63,61.26
2017-10-13,East,19.88,27.19,415.15,1.2,55.97
2017-10-14,North,17.11,66.04,416.3,1.29,62.06
2017-10-15,South,21.03,68.13,417.39,1.86,71.59
2017-10-16,North,11.55,89.48,415.19,1.77,76.48
2017-10-17,Central,18.3,79.78,416.6,1.49,45.76
2017-10-18,West,11.74,52.88,416.48,0.75,61.36
2017-10-19,West,11.97,30.55,416.96,2.18,63.3
2017-10-20,North,13.9,70.82,415.71,1.42,50.81
2017-10-21,East,12.66,87.77,414.29,1.33,63.56
2017-10-22,South,14.23,78.88,414.97,1.27,66.78
2017-10-23,West,15.57,87.11,416.19,1.54,71.23
2017-10-24,Central,19.78,54.7,418.41,1.54,65.93
2017-10-25,Central,15.14,48.33,414.97,1.71,54.43
2017-10-26,East,10.09,41.58,416.91,1.15,89.14
2017-10-27,West,20.99,58.6,415.22,1.33,74.95
2017-10-28,North,13.08,58.04,415.88,2.04,71.63
2017-10-29,Central,16.19,65.17,418.0,1.5,77.06
2017-10-30,East,18.22,56.77,416.88,1.38,67.94
2017-10-31,West,17.23,56.66,413.88,1.15,80.44
2017-11-01,West,20.81,40.58,414.9,1.58,65.68
2017-11-02,West,18.35,83.54,417.65,1.74,65.02
2017-11-03,West,12.99,61.91,415.98,1.69,72.62
2017-11-04,West,25.15,55.64,414.06,1.35,83.92
2017-11-05,Central,17.21,41.31,414.56,1.54,83.14
2017-11-06,East,15.84,26.7,416.85,1.93,72.11
2017-11-07,West,20.29,92.7,417.3,1.76,71.2
2017-11-08,South,17.43,73.87,415.84,1.2,73.35
2017-11-09,South,18.03,19.4,419.54,0.67,76.83
2017-11-10,East,26.4,79.08,417.07,1.52,80.58
2017-11-11,North,15.34,83.06,415.48,1.68,62.16
2017-11-12,North,15.17,63.11,414.63,1.11,80.82
2017-11-13,North,16.9,99.95,414.4,1.43,69.12
2017-11-14,South,20.72,65.42,416.37,1.36,72.81
2017-11-15,North,10.41,24.58,415.15,1.47,81.58
2017-11-16,Central,8.58,69.13,418.4,1.27,73.96
2017-11-17,West,14.09,66.12,418.1,1.83,75.99
2017-11-18,South,9.9,44.92,416.86,1.48,60.33
2017-11-19,East,14.74,74.34,414.15,1.18,82.98
2017-11-20,East,18.45,18.31,414.92,1.72,73.35
2017-11-21,West,12.88,84.76,417.82,1.06,66.51
2017-11-22,South,10.73,38.05,415.1,1.83,78.21
2017-11-23,North,16.72,35.38,417.64,1.74,96.05
2017-11-24,North,19.89,57.15,416.67,1.86,50.97
2017-11-25,Central,9.66,70.82,416.05,1.4,55.36
2017-11-26,Central,19.72,64.1,414.92,1.29,97.22
2017-11-27,North,19.71,41.43,415.85,1.47,70.12
2017-11-28,East,20.26,47.35,416.28,1.42,67.29
2017-11-29,East,21.32,31.67,417.56,1.25,63.62
2017-11-30,Central,25.25,54.38,414.69,1.28,79.5
2017-12-01,West,15.02,86.88,415.63,1.34,96.33
2017-12-02,North,16.88,59.89,416.1,1.1,57.02
2017-12-03,Central,14.78,81.49,417.04,1.65,63.84
2017-12-04,Central,16.46,96.39,414.69,1.43,60.79
2017-12-05,North,22.58,45.3,414.09,1.36,73.79
2017-12-06,North,11.07,55.34,417.08,1.12,79.67
2017-12-07,East,13.0,114.28,413.8,1.1,84.45
2017-12-08,West,21.96,96.11,418.01,2.03,74.2
2017-12-09,West,20.53,18.19,415.86,1.26,95.23
2017-12-10,North,15.0,69.68,413.78,1.63,58.1
2017-12-11,South,19.87,60.01,415.39,1.5,54.99
2017-12-12,Central,17.82,80.66,416.69,0.62,82.63
2017-12-13,Central,22.45,41.38,415.33,1.99,66.47
2017-12-14,North,16.75,39.01,416.17,1.66,48.49
2017-12-15,South,20.56,43.1,417.26,1.22,61.21
2017-12-16,East,27.02,45.7,415.86,1.44,68.07
2017-12-17,North,18.85,80.38,414.76,1.11,57.25
2017-12-18,North,16.65,30.47,415.73,2.0,52.82
2017-12-19,Central,19.34,44.43,418.31,1.18,62.51
2017-12-20,North,14.99,15.27,418.72,1.3,52.23
2017-12-21,North,26.01,85.18,413.17,1.24,72.62
2017-12-22,North,17.18,91.78,417.85,1.48,41.67
2017-12-23,Central,15.37,51.82,416.6,1.87,66.09
2017-12-24,East,13.11,52.55,417.62,1.99,71.23
2017-12-25,East,20.85,71.33,415.41,1.34,63.91
2017-12-26,North,19.93,96.86,413.6,1.57,78.12
2017-12-27,Central,14.47,70.22,417.13,1.48,48.55
2017-12-28,East,18.77,42.56,414.86,1.16,56.59
2017-12-29,East,10.43,19.53,414.19,2.19,61.04
2017-12-30,East,17.2,32.12,414.31,1.87,73.55
2017-12-31,Central,18.27,61.83,417.2,1.52,67.62
2018-01-01,Central,23.29,43.62,416.51,1.94,90.72
2018-01-02,North,13.38,64.87,417.49,1.83,55.33
2018-01-03,West,11.35,46.18,417.32,1.49,48.26
2018-01-04,East,12.88,33.55,415.7,1.56,86.47
2018-01-05,West,11.12,30.57,416.23,1.92,47.83
2018-01-06,Central,21.81,99.06,415.58,1.18,73.2
2018-01-07,Central,22.66,82.22,416.04,1.97,53.26
2018-01-08,Central,17.75,103.26,414.92,1.4,40.17
2018-01-09,West,21.35,73.5,416.96,1.92,60.5
2018-01-10,Central,17.0,49.25,418.0,1.46,75.79
2018-01-11,North,16.09,93.08,415.17,1.57,50.34
2018-01-12,Central,15.13,59.17,418.32,1.46,71.91
2018-01-13,South,15.23,65.52,416.58,1.31,74.15
2018-01-14,West,10.28,58.93,416.78,1.39,49.74
2018-01-15,South,17.53,13.67,413.88,1.88,62.27
2018-01-16,Central,16.31,100.12,413.73,0.77,83.92
2018-01-17,North,19.45,72.28,416.66,1.1,72.81
2018-01-18,East,16.84,68.25,417.64,1.25,61.86
2018-01-19,Central,15.82,58.46,415.46,1.15,69.98
2018-01-20,North,12.99,64.09,418.98,1.92,56.78
2018-01-21,West,16.76,45.07,417.59,1.85,78.36
2018-01-22,South,19.42,75.41,415.13,1.65,78.36
2018-01-23,South,11.9,27.32,416.55,1.28,66.45
2018-01-24,South,16.82,64.65,420.23,1.87,67.77
2018-01-25,West,17.41,74.04,414.66,1.0,53.01
2018-01-26,North,13.6,55.03,417.32,2.12,48.78
2018-01-27,West,14.12,69.27,416.05,1.27,60.48
2018-01-28,South,17.4,35.22,417.61,1.4,63.95
2018-01-29,Central,11.94,35.85,418.46,1.35,77.75
2018-01-30,East,17.88,65.92,415.98,1.15,76.07
2018-01-31,West,12.89,76.96,418.25,2.05,67.22
2018-02-01,West,20.73,13.13,419.91,1.71,79.29
2018-02-02,North,25.83,73.05,416.69,1.84,53.68
2018-02-03,North,13.03,46.42,417.78,1.11,77.93
2018-02-04,West,18.62,55.18,415.72,1.53,55.51
2018-02-05,South,13.57,26.51,416.65,1.64,79.88
2018-02-06,East,20.64,38.71,416.36,1.56,64.84
2018-02-07,North,11.42,84.15,417.83,1.13,41.02
2018-02-08,South,18.4,60.82,418.45,1.8,73.76
2018-02-09,Central,12.99,50.43,416.49,1.52,74.71
2018-02-10,North,15.65,57.09,418.96,1.19,59.52
2018-02-11,South,12.36,72.23,418.97,0.93,60.54
2018-02-12,South,19.77,71.01,417.95,1.66,63.09
2018-02-13,East,13.13,58.12,415.92,2.22,41.9
2018-02-14,East,18.69,87.32,415.78,1.18,36.62
2018-02-15,Central,15.11,84.26,415.49,1.53,80.62
2018-02-16,South,16.03,70.33,418.14,1.82,55.11
2018-02-17,South,17.08,61.37,414.91,1.1,87.26
2018-02-18,East,13.44,76.43,417.75,1.34,81.44
2018-02-19,North,17.33,67.86,415.12,1.23,83.81
2018-02-20,North,22.61,86.52,417.99,1.78,57.2
2018-02-21,West,13.37,82.49,416.79,1.88,45.7
2018-02-22,East,21.17,34.54,418.77,1.54,51.96
2018-02-23,West,22.48,32.85,418.49,1.24,59.64
2018-02-24,East,13.22,42.47,418.94,1.36,36.52
2018-02-25,Central,10.67,84.4,418.99,1.3,59.29
2018-02-26,South,17.7,20.59,417.02,1.2,62.58
2018-02-27,Central,14.3,69.87,415.08,1.46,49.47
2018-02-28,East,23.96,69.06,415.25,1.66,52.51
2018-03-01,South,16.63,89.07,413.7,1.64,62.35
2018-03-02,North,13.28,64.51,415.22,1.49,69.28
2018-03-03,North,11.9,26.42,416.96,1.51,54.31
2018-03-04,West,20.85,36.02,416.02,1.47,68.51
2018-03-05,East,14.21,30.45,416.6,1.1,66.64
2018-03-06,East,16.67,46.55,417.62,1.54,65.56
2018-03-07,North,20.32,55.43,416.43,1.32,57.18
2018-03-08,Central,14.56,30.86,415.21,1.09,49.0
2018-03-09,South,16.31,96.77,416.83,1.61,85.36
