Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact,Age_Group,Usage_to_Sleep_Ratio,Wellbeing_Index,Is_Heavy_User,Sleep_Deficit
415,20,Male,High School,Other,5.5,TikTok,Yes,6.7,6.7,Neutral,Young Adult,0.82,5.72,Yes,Yes
176,18,Male,High School,Other,5.6,YouTube,Yes,4.5,5.6,Negative,Teen,1.24,3.93,Yes,Yes
140,19,Male,Undergraduate,Other,7.5,TikTok,Yes,4.7,4.0,Negative,Young Adult,1.6,2.5,Yes,Yes
58,20,Female,High School,Other,8.2,Instagram,Yes,5.9,5.0,Negative,Young Adult,1.39,3.49,Yes,Yes
715,18,Female,High School,Other,7.5,YouTube,Yes,5.8,4.8,Negative,Teen,1.29,3.53,Yes,Yes
159,18,Female,High School,Australia,6.4,LinkedIn,Yes,5.9,5.4,Negative,Teen,1.08,4.27,Yes,Yes
126,23,Female,High School,Other,2.0,LinkedIn,No,8.1,8.6,Positive,Adult,0.25,8.61,No,No
56,19,Male,High School,Australia,5.6,YouTube,Yes,5.9,5.8,Negative,Young Adult,0.95,4.75,Yes,Yes
646,21,Male,High School,Canada,7.1,TikTok,Yes,4.7,4.5,Negative,Young Adult,1.51,2.92,Yes,Yes
986,23,Male,Graduate,Other,5.3,Snapchat,Yes,5.6,4.0,Negative,Adult,0.95,3.61,Yes,Yes
579,23,Female,High School,Other,7.3,Instagram,Yes,5.9,5.0,Negative,Adult,1.24,3.76,Yes,Yes
801,24,Female,Graduate,India,3.2,Snapchat,Yes,7.3,7.1,Positive,Adult,0.44,6.95,No,No
135,21,Female,High School,Germany,3.9,YouTube,No,8.7,8.6,Positive,Young Adult,0.45,8.34,No,No
874,21,Male,High School,Other,3.6,TikTok,Yes,8.5,7.2,Positive,Young Adult,0.42,7.49,No,No
562,19,Female,High School,Other,5.5,YouTube,No,6.4,6.4,Neutral,Young Adult,0.86,5.39,Yes,Yes
424,23,Male,Undergraduate,Other,2.0,Facebook,No,7.7,7.9,Positive,Adult,0.26,7.99,No,No
304,22,Female,Undergraduate,Other,6.3,TikTok,Yes,5.8,4.1,Negative,Young Adult,1.09,3.47,Yes,Yes
795,21,Female,Graduate,Other,4.7,Instagram,Yes,6.2,6.8,Neutral,Young Adult,0.76,5.77,No,Yes
554,24,Male,Graduate,Other,6.3,Snapchat,No,5.5,4.4,Negative,Adult,1.15,3.5,Yes,Yes
568,23,Female,Undergraduate,Germany,7.8,Instagram,Yes,5.5,5.2,Negative,Adult,1.42,3.53,Yes,Yes
420,24,Female,High School,Other,5.8,TikTok,Yes,4.9,5.3,Negative,Adult,1.18,3.89,Yes,Yes
244,19,Male,Graduate,Other,5.0,YouTube,Yes,6.2,6.2,Neutral,Young Adult,0.81,5.32,No,Yes
534,18,Female,Graduate,UK,6.6,Facebook,Yes,5.9,4.6,Negative,Teen,1.12,3.73,Yes,Yes
511,23,Male,High School,India,7.0,Twitter,Yes,5.1,6.1,Negative,Adult,1.37,4.11,Yes,Yes
837,21,Female,Graduate,India,3.7,LinkedIn,No,7.2,7.6,Positive,Young Adult,0.51,7.05,No,No
412,22,Female,High School,Other,4.4,YouTube,Yes,6.6,6.1,Neutral,Young Adult,0.67,5.64,No,Yes
380,22,Male,Graduate,Other,6.0,Snapchat,No,6.5,6.4,Neutral,Young Adult,0.92,5.29,Yes,Yes
920,22,Female,Undergraduate,Other,6.4,YouTube,Yes,5.6,5.0,Negative,Young Adult,1.14,3.88,Yes,Yes
521,19,Male,Graduate,Other,7.9,LinkedIn,Yes,5.7,4.0,Negative,Young Adult,1.39,2.88,Yes,Yes
291,23,Female,Graduate,Other,5.2,Snapchat,No,6.1,6.6,Neutral,Adult,0.85,5.45,Yes,Yes
447,21,Female,Graduate,Other,3.5,TikTok,Yes,7.5,9.2,Positive,Young Adult,0.47,8.22,No,No
741,22,Female,Graduate,Other,5.1,LinkedIn,Yes,7.1,6.2,Neutral,Young Adult,0.72,5.74,Yes,No
485,19,Female,Graduate,Other,2.9,YouTube,No,8.6,7.7,Positive,Young Adult,0.34,8.05,No,No
899,23,Female,Undergraduate,Other,6.6,Twitter,Yes,5.8,4.6,Negative,Adult,1.14,3.68,Yes,Yes
852,23,Male,Undergraduate,Other,3.9,TikTok,Yes,7.4,7.0,Neutral,Adult,0.53,6.73,No,No
387,23,Male,Graduate,Other,2.4,LinkedIn,No,7.2,7.0,Positive,Adult,0.33,7.08,No,No
833,22,Male,High School,India,5.0,Twitter,Yes,6.2,7.0,Neutral,Young Adult,0.81,5.8,No,Yes
399,18,Male,Undergraduate,Other,5.7,Twitter,Yes,5.9,6.4,Neutral,Teen,0.97,5.08,Yes,Yes
868,19,Female,Undergraduate,Germany,5.8,TikTok,Yes,5.2,4.0,Negative,Young Adult,1.12,3.26,Yes,Yes
586,24,Female,Undergraduate,Other,8.5,Twitter,Yes,5.1,4.7,Negative,Adult,1.67,2.82,Yes,Yes
397,19,Male,Undergraduate,Other,6.7,TikTok,No,5.0,5.7,Negative,Young Adult,1.34,3.91,Yes,Yes
322,21,Male,High School,Other,7.7,Twitter,Yes,5.0,4.0,Negative,Young Adult,1.54,2.59,Yes,Yes
906,19,Male,Undergraduate,UK,1.9,Snapchat,No,7.5,7.7,Positive,Young Adult,0.25,7.8,No,No
184,18,Male,Graduate,Other,3.8,Facebook,Yes,7.2,8.5,Positive,Teen,0.53,7.56,No,No
744,19,Female,High School,Other,4.4,LinkedIn,Yes,6.2,6.3,Neutral,Young Adult,0.71,5.56,No,Yes
803,20,Male,Graduate,Other,3.4,TikTok,Yes,7.2,8.2,Positive,Young Adult,0.47,7.5,No,No
934,18,Male,Graduate,Other,7.3,Twitter,Yes,5.3,5.1,Negative,Teen,1.38,3.52,Yes,Yes
227,21,Female,High School,USA,3.6,Facebook,No,7.5,8.3,Positive,Young Adult,0.48,7.65,No,No
648,23,Male,Undergraduate,USA,4.7,YouTube,Yes,6.9,6.4,Neutral,Adult,0.68,5.88,No,Yes
523,18,Male,High School,Other,5.3,YouTube,Yes,6.9,6.4,Neutral,Teen,0.77,5.7,Yes,Yes
388,20,Male,Graduate,Australia,7.3,Twitter,Yes,5.3,6.0,Negative,Young Adult,1.38,4.06,Yes,Yes
629,19,Female,Graduate,India,3.7,LinkedIn,No,7.6,6.7,Neutral,Young Adult,0.49,6.71,No,No
69,22,Female,Graduate,India,8.3,Instagram,No,6.0,5.5,Negative,Young Adult,1.38,3.81,Yes,Yes
551,19,Female,Undergraduate,Other,8.4,Twitter,No,4.7,4.6,Negative,Young Adult,1.79,2.59,Yes,Yes
309,21,Male,Undergraduate,Other,4.1,Snapchat,No,6.5,7.0,Neutral,Young Adult,0.63,6.22,No,Yes
256,23,Female,Undergraduate,India,7.5,YouTube,Yes,4.8,4.8,Negative,Adult,1.56,3.03,Yes,Yes
121,23,Female,High School,Other,5.3,Facebook,Yes,7.3,6.1,Neutral,Adult,0.73,5.72,Yes,No
149,18,Male,High School,Other,6.0,Snapchat,No,6.1,6.1,Neutral,Teen,0.98,4.91,Yes,Yes
628,22,Female,Undergraduate,Other,3.8,TikTok,No,6.5,7.0,Neutral,Young Adult,0.58,6.31,No,Yes
390,22,Male,High School,Other,5.7,TikTok,Yes,6.2,6.5,Neutral,Young Adult,0.92,5.29,Yes,Yes
908,21,Female,High School,Other,8.3,Facebook,Yes,5.1,5.2,Negative,Young Adult,1.63,3.18,Yes,Yes
251,20,Male,Undergraduate,Australia,5.9,Snapchat,Yes,5.6,5.0,Negative,Young Adult,1.05,4.03,Yes,Yes
645,24,Female,Graduate,Other,8.1,YouTube,Yes,4.6,5.6,Negative,Adult,1.76,3.23,Yes,Yes
771,21,Male,Graduate,Other,4.5,Twitter,Yes,6.5,7.0,Neutral,Young Adult,0.69,6.1,No,Yes
474,21,Female,High School,Germany,7.4,Snapchat,Yes,5.0,5.2,Negative,Young Adult,1.48,3.4,Yes,Yes
271,22,Female,High School,Other,3.1,Twitter,No,8.3,6.9,Positive,Young Adult,0.37,7.36,No,No
365,18,Male,Undergraduate,Other,7.5,Instagram,No,5.5,5.5,Negative,Teen,1.36,3.8,Yes,Yes
509,20,Female,Graduate,Other,3.8,Snapchat,Yes,6.2,6.1,Neutral,Young Adult,0.61,5.62,No,Yes
317,20,Female,Undergraduate,USA,7.2,LinkedIn,Yes,6.1,4.1,Negative,Young Adult,1.18,3.35,Yes,Yes
298,22,Male,Undergraduate,Other,6.1,TikTok,Yes,5.4,6.1,Negative,Young Adult,1.13,4.53,Yes,Yes
729,24,Female,Undergraduate,Other,6.2,LinkedIn,Yes,5.9,4.7,Negative,Adult,1.05,3.91,Yes,Yes
613,21,Female,Graduate,Other,4.7,LinkedIn,Yes,6.8,6.1,Neutral,Young Adult,0.69,5.65,No,Yes
649,18,Male,Graduate,India,2.9,Instagram,Yes,7.8,8.5,Positive,Teen,0.37,8.13,No,No
581,19,Male,Undergraduate,Other,8.0,Twitter,Yes,4.8,5.0,Negative,Young Adult,1.67,3.0,Yes,Yes
401,21,Female,Undergraduate,Other,8.1,Facebook,Yes,5.8,5.1,Negative,Young Adult,1.4,3.53,Yes,Yes
967,18,Female,Undergraduate,Other,5.9,TikTok,Yes,5.7,5.0,Negative,Teen,1.04,4.08,Yes,Yes
252,19,Female,Undergraduate,Other,5.0,YouTube,No,6.7,6.9,Neutral,Young Adult,0.75,5.99,No,Yes
951,24,Female,Graduate,Other,5.2,Instagram,No,6.6,6.7,Neutral,Adult,0.79,5.76,Yes,Yes
556,22,Female,Undergraduate,Other,4.6,Instagram,Yes,6.6,6.9,Neutral,Young Adult,0.7,6.06,No,Yes
616,23,Female,Undergraduate,India,1.5,Twitter,No,6.9,8.8,Positive,Adult,0.22,8.28,No,Yes
601,18,Male,Graduate,Germany,6.2,YouTube,Yes,4.5,5.3,Negative,Teen,1.38,3.57,Yes,Yes
217,18,Male,Graduate,Canada,2.1,Twitter,No,7.3,9.0,Positive,Teen,0.29,8.42,No,No
700,21,Male,Undergraduate,Other,7.3,Instagram,No,5.9,5.0,Negative,Young Adult,1.24,3.76,Yes,Yes
513,21,Female,Undergraduate,Other,6.8,Instagram,Yes,5.2,5.8,Negative,Young Adult,1.31,4.04,Yes,Yes
448,24,Male,Graduate,Other,6.0,Twitter,Yes,6.1,4.4,Negative,Adult,0.98,3.89,Yes,Yes
598,20,Male,Graduate,Australia,2.4,YouTube,No,8.6,7.2,Positive,Young Adult,0.28,7.9,No,No
346,18,Male,High School,Other,6.6,LinkedIn,Yes,5.0,5.1,Negative,Teen,1.32,3.58,Yes,Yes
202,20,Male,Graduate,Other,2.5,LinkedIn,Yes,8.7,8.5,Positive,Young Adult,0.29,8.7,No,No
525,20,Male,Graduate,Other,6.9,TikTok,Yes,5.3,5.0,Negative,Young Adult,1.3,3.58,Yes,Yes
165,19,Female,Graduate,Germany,5.4,Snapchat,Yes,7.4,6.5,Neutral,Young Adult,0.73,5.98,Yes,No
18,21,Male,Graduate,Australia,4.9,Instagram,Yes,7.4,6.6,Neutral,Young Adult,0.66,6.19,No,No
992,21,Male,High School,Other,2.9,Facebook,Yes,8.4,9.0,Positive,Young Adult,0.35,8.73,No,No
480,21,Male,High School,Other,1.8,Instagram,No,8.1,7.7,Positive,Young Adult,0.22,8.13,No,No
80,23,Female,High School,Other,6.1,TikTok,Yes,6.0,4.3,Negative,Adult,1.02,3.75,Yes,Yes
216,23,Male,Graduate,Other,5.5,TikTok,Yes,5.5,4.2,Negative,Adult,1.0,3.62,Yes,Yes
768,19,Female,Graduate,Other,4.4,TikTok,Yes,6.6,6.6,Neutral,Young Adult,0.67,5.94,No,Yes
810,24,Female,Graduate,Other,8.1,Snapchat,No,5.5,6.2,Negative,Adult,1.47,4.04,Yes,Yes
210,21,Male,High School,Australia,3.4,Twitter,Yes,7.5,6.8,Neutral,Young Adult,0.45,6.81,No,No
306,22,Male,Undergraduate,Canada,4.8,Twitter,No,7.0,6.1,Neutral,Young Adult,0.69,5.72,No,No
796,24,Female,Undergraduate,Other,2.6,YouTube,No,8.6,8.4,Positive,Adult,0.3,8.56,No,No
316,22,Male,Graduate,Other,8.1,LinkedIn,Yes,4.5,5.4,Negative,Young Adult,1.8,3.06,Yes,Yes
10,22,Male,Graduate,Other,6.6,Snapchat,Yes,5.1,5.2,Negative,Young Adult,1.29,3.69,Yes,Yes
846,22,Male,Graduate,Other,1.8,TikTok,Yes,8.2,8.6,Positive,Young Adult,0.22,8.72,No,No
624,22,Female,Graduate,Canada,6.7,Instagram,Yes,5.4,4.4,Negative,Young Adult,1.24,3.33,Yes,Yes
937,19,Male,Graduate,UK,1.5,TikTok,No,7.6,8.4,Positive,Young Adult,0.2,8.39,No,No
417,20,Female,Undergraduate,Other,3.7,TikTok,No,8.7,8.6,Positive,Young Adult,0.43,8.4,No,No
268,24,Male,High School,Other,6.4,Snapchat,No,5.4,5.5,Negative,Adult,1.19,4.08,Yes,Yes
825,23,Male,Undergraduate,Other,7.7,Twitter,Yes,5.6,5.8,Negative,Adult,1.38,3.97,Yes,Yes
747,20,Female,Graduate,Other,5.0,TikTok,Yes,7.3,6.8,Neutral,Young Adult,0.68,6.23,No,No
83,18,Female,Undergraduate,Other,7.9,Facebook,No,4.6,6.1,Negative,Teen,1.72,3.59,Yes,Yes
947,21,Female,Undergraduate,Other,1.7,Instagram,No,8.6,7.7,Positive,Young Adult,0.2,8.41,No,No
794,22,Female,High School,Other,5.8,LinkedIn,No,6.8,6.4,Neutral,Young Adult,0.85,5.5,Yes,Yes
472,21,Male,High School,India,6.5,Snapchat,No,5.5,5.9,Negative,Young Adult,1.18,4.34,Yes,Yes
341,22,Female,Undergraduate,Other,2.2,Snapchat,No,7.8,8.4,Positive,Young Adult,0.28,8.28,No,No
491,24,Male,Graduate,Germany,5.2,YouTube,Yes,6.4,6.5,Neutral,Adult,0.81,5.54,Yes,Yes
563,23,Male,Undergraduate,Other,5.3,TikTok,Yes,6.9,6.8,Neutral,Adult,0.77,5.94,Yes,Yes
829,20,Female,Graduate,Germany,6.6,TikTok,Yes,5.0,5.1,Negative,Young Adult,1.32,3.58,Yes,Yes
360,22,Female,Undergraduate,Other,7.3,LinkedIn,Yes,6.0,4.0,Negative,Young Adult,1.22,3.21,Yes,Yes
282,21,Female,High School,Canada,4.8,Facebook,No,7.1,6.3,Neutral,Young Adult,0.68,5.89,No,No
540,19,Male,Undergraduate,Canada,7.6,Facebook,Yes,5.5,4.4,Negative,Young Adult,1.38,3.11,Yes,Yes
580,21,Female,High School,Other,2.7,LinkedIn,No,8.9,8.1,Positive,Young Adult,0.3,8.5,No,No
625,19,Female,Undergraduate,Other,6.5,TikTok,Yes,4.9,4.9,Negative,Young Adult,1.33,3.44,Yes,Yes
946,22,Male,Undergraduate,Australia,5.7,Snapchat,Yes,7.5,6.7,Neutral,Young Adult,0.76,6.06,Yes,No
615,20,Female,Graduate,USA,2.9,Twitter,No,7.5,7.1,Positive,Young Adult,0.39,7.14,No,No
798,19,Female,High School,Other,4.1,Facebook,Yes,7.0,6.5,Neutral,Young Adult,0.59,6.17,No,No
54,21,Male,Graduate,Canada,3.7,YouTube,Yes,9.0,8.5,Positive,Young Adult,0.41,8.49,No,No
222,23,Female,Graduate,India,3.7,Instagram,No,7.5,8.1,Positive,Adult,0.49,7.5,No,No
952,24,Female,Undergraduate,Other,2.0,Instagram,No,7.9,8.7,Positive,Adult,0.25,8.57,No,No
875,23,Female,High School,Other,4.7,Twitter,No,7.4,5.9,Neutral,Adult,0.64,5.83,No,No
687,24,Male,High School,Other,7.6,LinkedIn,Yes,5.8,4.4,Negative,Adult,1.31,3.26,Yes,Yes
754,23,Female,High School,Other,7.3,Facebook,No,5.7,4.6,Negative,Adult,1.28,3.42,Yes,Yes
226,23,Male,Graduate,India,8.5,Twitter,No,5.7,5.7,Negative,Adult,1.49,3.72,Yes,Yes
655,22,Female,Graduate,India,5.0,Instagram,No,6.8,6.2,Neutral,Young Adult,0.74,5.62,No,Yes
181,21,Female,Graduate,India,2.5,TikTok,Yes,8.8,7.6,Positive,Young Adult,0.28,8.21,No,No
59,20,Male,Undergraduate,Other,8.1,Twitter,Yes,4.5,4.4,Negative,Young Adult,1.8,2.46,Yes,Yes
366,19,Male,High School,Other,6.2,TikTok,Yes,5.4,4.8,Negative,Young Adult,1.15,3.72,Yes,Yes
171,20,Male,Graduate,Other,7.5,LinkedIn,Yes,4.6,5.0,Negative,Young Adult,1.63,3.05,Yes,Yes
582,20,Female,High School,Other,6.2,YouTube,Yes,5.3,4.2,Negative,Young Adult,1.17,3.31,Yes,Yes
34,24,Female,Graduate,Other,3.4,Facebook,No,7.5,7.3,Positive,Adult,0.45,7.11,No,No
99,23,Female,Undergraduate,Other,6.8,TikTok,Yes,6.0,4.5,Negative,Adult,1.13,3.66,Yes,Yes
376,20,Male,High School,Other,3.0,YouTube,No,7.6,7.5,Positive,Young Adult,0.39,7.4,No,No
689,24,Male,High School,Other,5.8,TikTok,Yes,5.7,5.3,Negative,Adult,1.02,4.29,Yes,Yes
132,19,Male,High School,Other,4.4,YouTube,Yes,6.5,6.4,Neutral,Young Adult,0.68,5.77,No,Yes
981,21,Male,High School,Other,7.1,Twitter,Yes,4.6,3.9,Negative,Young Adult,1.54,2.51,Yes,Yes
89,23,Female,Undergraduate,Other,5.3,Instagram,No,6.8,6.3,Neutral,Adult,0.78,5.59,Yes,Yes
995,19,Male,Graduate,Other,7.9,YouTube,No,4.5,5.9,Negative,Young Adult,1.76,3.42,Yes,Yes
187,22,Female,Undergraduate,Other,7.0,TikTok,Yes,4.8,5.6,Negative,Young Adult,1.46,3.66,Yes,Yes
792,24,Male,Graduate,Other,3.9,LinkedIn,No,8.6,8.0,Positive,Adult,0.45,7.93,No,No
823,18,Male,High School,India,3.8,LinkedIn,Yes,8.6,7.6,Positive,Teen,0.44,7.72,No,No
454,24,Male,Undergraduate,Canada,6.3,Facebook,Yes,5.7,4.4,Negative,Adult,1.11,3.6,Yes,Yes
378,22,Male,High School,Other,5.6,Instagram,Yes,5.7,5.0,Negative,Young Adult,0.98,4.17,Yes,Yes
113,24,Female,High School,Other,3.5,YouTube,Yes,7.3,6.8,Neutral,Adult,0.48,6.68,No,No
318,21,Male,Graduate,Germany,7.6,LinkedIn,Yes,5.0,4.2,Negative,Young Adult,1.52,2.74,Yes,Yes
903,18,Male,Undergraduate,Other,7.0,YouTube,No,5.2,4.9,Negative,Teen,1.35,3.44,Yes,Yes
636,24,Female,Undergraduate,Germany,5.5,Twitter,Yes,4.7,4.7,Negative,Adult,1.17,3.52,Yes,Yes
573,19,Female,High School,Other,5.5,Facebook,No,6.7,6.6,Neutral,Young Adult,0.82,5.66,Yes,Yes
681,18,Male,Undergraduate,Other,2.4,TikTok,No,8.3,7.3,Positive,Teen,0.29,7.81,No,No
138,18,Male,High School,Other,5.9,Facebook,No,5.1,4.2,Negative,Teen,1.16,3.3,Yes,Yes
830,19,Male,High School,Other,5.2,Facebook,Yes,6.9,6.5,Neutral,Young Adult,0.75,5.79,Yes,Yes
962,20,Male,Graduate,Other,2.1,LinkedIn,No,8.1,7.6,Positive,Young Adult,0.26,7.98,No,No
693,24,Male,Undergraduate,Other,1.9,Snapchat,No,8.9,7.3,Positive,Adult,0.21,8.26,No,No
253,21,Female,High School,Australia,5.9,LinkedIn,Yes,6.9,6.3,Neutral,Young Adult,0.86,5.46,Yes,Yes
921,23,Female,High School,Germany,6.8,Instagram,No,4.7,5.9,Negative,Adult,1.45,3.85,Yes,Yes
720,22,Male,High School,Other,6.5,LinkedIn,Yes,4.8,4.8,Negative,Young Adult,1.35,3.33,Yes,Yes
342,20,Female,Undergraduate,Other,6.8,Instagram,Yes,4.5,4.5,Negative,Young Adult,1.51,2.91,Yes,Yes
813,18,Male,High School,Other,3.7,LinkedIn,Yes,7.7,8.2,Positive,Teen,0.48,7.66,No,No
446,23,Male,Undergraduate,USA,2.3,LinkedIn,No,7.5,7.4,Positive,Adult,0.31,7.5,No,No
517,24,Female,Undergraduate,Other,6.9,Snapchat,No,5.0,4.1,Negative,Adult,1.38,2.89,Yes,Yes
486,20,Female,Graduate,Other,6.0,LinkedIn,Yes,5.8,5.3,Negative,Young Adult,1.03,4.28,Yes,Yes
258,21,Female,Undergraduate,India,4.4,TikTok,No,6.2,6.6,Neutral,Young Adult,0.71,5.74,No,Yes
204,21,Female,High School,Other,2.3,Twitter,Yes,7.0,8.2,Positive,Young Adult,0.33,7.73,No,No
393,23,Female,Undergraduate,Australia,2.1,Instagram,No,8.6,7.7,Positive,Adult,0.24,8.29,No,No
704,23,Male,Graduate,Other,3.4,TikTok,No,8.5,8.0,Positive,Adult,0.4,8.03,No,No
980,19,Male,Graduate,Other,3.1,Instagram,No,8.3,7.3,Positive,Young Adult,0.37,7.6,No,No
612,19,Male,High School,Other,6.6,TikTok,Yes,5.0,4.3,Negative,Young Adult,1.32,3.1,Yes,Yes
872,18,Male,Undergraduate,Other,7.4,Twitter,Yes,4.9,4.6,Negative,Teen,1.51,2.99,Yes,Yes
635,23,Female,Graduate,Other,4.5,Twitter,No,7.2,6.3,Neutral,Adult,0.62,6.03,No,No
948,24,Female,Undergraduate,Other,3.6,Facebook,No,6.6,6.9,Neutral,Adult,0.55,6.36,No,Yes
414,23,Female,Undergraduate,Germany,6.0,Snapchat,Yes,5.4,5.6,Negative,Adult,1.11,4.26,Yes,Yes
717,18,Male,High School,Canada,6.4,Instagram,Yes,5.6,4.6,Negative,Teen,1.14,3.64,Yes,Yes
881,18,Female,Undergraduate,Other,7.7,Facebook,No,5.3,4.0,Negative,Teen,1.45,2.74,Yes,Yes
39,18,Male,High School,Other,4.8,Snapchat,Yes,6.6,6.8,Neutral,Teen,0.73,5.94,No,Yes
597,20,Female,Graduate,Other,5.9,YouTube,Yes,5.0,5.5,Negative,Young Adult,1.18,4.03,Yes,Yes
373,18,Female,Undergraduate,Other,8.0,Twitter,Yes,5.5,5.7,Negative,Teen,1.45,3.77,Yes,Yes
407,20,Male,Graduate,Germany,4.0,YouTube,No,6.2,6.6,Neutral,Young Adult,0.65,5.86,No,Yes
274,20,Male,High School,India,7.5,LinkedIn,No,5.3,5.2,Negative,Young Adult,1.42,3.52,Yes,Yes
112,22,Male,Graduate,India,5.5,Twitter,Yes,7.0,7.1,Neutral,Young Adult,0.79,6.11,Yes,No
969,22,Male,Undergraduate,Other,6.1,Instagram,Yes,5.9,5.5,Negative,Young Adult,1.03,4.42,Yes,Yes
891,21,Male,Undergraduate,Canada,2.4,Twitter,No,8.8,7.1,Positive,Young Adult,0.27,7.94,No,No
585,22,Male,Undergraduate,Other,4.3,Facebook,No,6.7,6.3,Neutral,Young Adult,0.64,5.84,No,Yes
167,18,Female,Graduate,Other,5.6,Twitter,Yes,5.6,4.3,Negative,Teen,1.0,3.7,Yes,Yes
66,23,Male,Undergraduate,India,1.6,Instagram,No,7.6,7.0,Positive,Adult,0.21,7.52,No,No
19,22,Male,Graduate,Other,5.1,Facebook,Yes,6.6,6.8,Neutral,Young Adult,0.77,5.85,Yes,Yes
278,23,Male,Undergraduate,UK,3.9,Twitter,No,7.2,6.9,Positive,Adult,0.54,6.57,No,No
622,22,Female,Undergraduate,Other,6.6,YouTube,Yes,4.9,4.1,Negative,Young Adult,1.35,2.93,Yes,Yes
465,21,Male,High School,Other,5.9,Facebook,Yes,4.4,5.2,Negative,Young Adult,1.34,3.55,Yes,Yes
697,24,Female,High School,Other,3.8,Facebook,Yes,7.6,8.7,Positive,Adult,0.5,7.88,No,No
427,18,Female,High School,USA,7.2,YouTube,Yes,5.4,5.9,Negative,Teen,1.33,4.08,Yes,Yes
707,24,Female,Graduate,Other,7.4,YouTube,No,5.1,5.0,Negative,Adult,1.45,3.33,Yes,Yes
526,18,Male,High School,Other,1.5,Snapchat,No,8.3,7.6,Positive,Teen,0.18,8.26,No,No
245,22,Male,High School,UK,8.1,Snapchat,Yes,5.2,4.9,Negative,Young Adult,1.56,3.11,Yes,Yes
228,18,Male,Undergraduate,Other,7.0,Instagram,Yes,5.8,4.8,Negative,Teen,1.21,3.68,Yes,Yes
313,23,Male,High School,India,2.6,Instagram,No,8.9,8.4,Positive,Adult,0.29,8.71,No,No
850,24,Male,Graduate,Other,5.8,Snapchat,Yes,4.8,4.9,Negative,Adult,1.21,3.6,Yes,Yes
455,21,Male,High School,USA,6.8,Facebook,Yes,5.6,5.6,Negative,Young Adult,1.21,4.12,Yes,Yes
668,24,Male,Undergraduate,Other,7.6,Twitter,Yes,5.3,3.9,Negative,Adult,1.43,2.71,Yes,Yes
584,22,Female,Undergraduate,Canada,3.7,YouTube,Yes,7.3,6.3,Neutral,Young Adult,0.51,6.32,No,No
345,22,Male,Undergraduate,Other,6.5,Snapchat,Yes,5.7,4.2,Negative,Young Adult,1.14,3.42,Yes,Yes
398,24,Male,Graduate,Other,7.7,Instagram,Yes,5.8,5.8,Negative,Adult,1.33,4.07,Yes,Yes
332,18,Female,Undergraduate,Other,7.7,TikTok,Yes,4.8,5.2,Negative,Teen,1.6,3.21,Yes,Yes
254,19,Male,Graduate,India,5.8,YouTube,No,5.9,7.2,Neutral,Young Adult,0.98,5.53,Yes,Yes
701,24,Male,Graduate,USA,4.3,TikTok,No,6.3,6.0,Neutral,Adult,0.68,5.46,No,Yes
896,24,Male,High School,Other,6.8,YouTube,Yes,5.6,5.8,Negative,Adult,1.21,4.24,Yes,Yes
344,21,Female,Graduate,Other,7.9,Twitter,No,5.1,5.6,Negative,Young Adult,1.55,3.54,Yes,Yes
331,21,Male,High School,Canada,2.3,Instagram,No,6.9,8.3,Positive,Young Adult,0.33,7.74,No,Yes
949,19,Female,Graduate,Australia,6.5,Facebook,Yes,5.2,5.9,Negative,Young Adult,1.25,4.19,Yes,Yes
262,21,Female,High School,Other,7.5,LinkedIn,Yes,4.6,5.5,Negative,Young Adult,1.63,3.35,Yes,Yes
755,20,Female,High School,USA,4.8,YouTube,No,6.1,6.7,Neutral,Young Adult,0.79,5.63,No,Yes
879,18,Male,Graduate,Other,6.4,Facebook,Yes,4.7,4.9,Negative,Teen,1.36,3.37,Yes,Yes
77,24,Female,Undergraduate,Germany,3.0,TikTok,No,7.9,7.5,Positive,Adult,0.38,7.55,No,No
68,19,Female,Graduate,Other,5.3,LinkedIn,No,7.0,6.5,Neutral,Young Adult,0.76,5.81,Yes,No
807,24,Male,Undergraduate,Other,2.6,LinkedIn,No,8.0,8.8,Positive,Adult,0.32,8.5,No,No
74,21,Female,Graduate,Other,1.8,LinkedIn,No,8.8,8.5,Positive,Young Adult,0.2,8.96,No,No
326,23,Female,Undergraduate,Other,2.9,Twitter,No,8.3,8.2,Positive,Adult,0.35,8.2,No,No
817,22,Female,High School,Other,5.2,TikTok,Yes,6.2,6.9,Neutral,Young Adult,0.84,5.68,Yes,Yes
97,21,Male,Graduate,Other,5.1,YouTube,No,6.6,6.7,Neutral,Young Adult,0.77,5.79,Yes,Yes
560,21,Female,High School,Other,8.2,YouTube,Yes,5.5,4.5,Negative,Young Adult,1.49,2.99,Yes,Yes
907,18,Male,Graduate,Other,2.9,Instagram,No,7.3,8.2,Positive,Teen,0.4,7.7,No,No
292,19,Male,High School,Other,5.8,LinkedIn,No,7.3,6.3,Neutral,Young Adult,0.79,5.69,Yes,No
626,22,Male,High School,Other,1.8,TikTok,No,7.6,7.7,Positive,Young Adult,0.24,7.88,No,No
265,18,Female,High School,Other,7.4,Snapchat,Yes,5.3,5.9,Negative,Teen,1.4,3.97,Yes,Yes
529,18,Female,High School,USA,2.0,YouTube,No,7.9,7.3,Positive,Teen,0.25,7.73,No,No
