listener_id,age,country,platform,subscription,top_genre,top_artist,daily_listening_minutes,songs_per_day,playlists_count,skip_rate_pct,discover_weekly_user,top_mood,uses_offline_mode,podcasts_too
1945,21,USA,Amazon Music,Family,K-Pop,Taylor Swift,71,12,7,17.9,True,Focus,False,False
1946,34,India,SoundCloud,Free,K-Pop,The Weeknd,80,17,11,2.2,True,Workout,False,False
1947,26,France,Spotify,Free,Jazz,Bad Bunny,154,43,12,20.4,False,Chill,False,False
1948,39,Brazil,Apple Music,Free,Pop,Travis Scott,39,16,13,40.4,True,Focus,True,True
1949,13,UK,SoundCloud,Free,Lo-fi,SZA,141,40,12,36.6,True,Party,False,True
1950,25,Germany,Spotify,Student,Hip-Hop,Burna Boy,111,33,9,12.8,False,Energetic,False,True
1951,30,Australia,YouTube Music,Premium,K-Pop,Travis Scott,394,104,8,30.5,False,Energetic,True,True
1952,37,Australia,Spotify,Premium,K-Pop,Dua Lipa,38,10,8,42.2,True,Sleep,False,False
1953,36,UK,Spotify,Premium,Hip-Hop,The Weeknd,101,24,12,30.9,True,Workout,False,False
1954,34,UK,YouTube Music,Free,R&B,Drake,91,29,9,18.4,True,Energetic,False,False
1955,19,France,Tidal,Family,Afrobeats,The Weeknd,59,12,9,34.5,True,Energetic,True,False
1956,13,Canada,YouTube Music,Free,Lo-fi,BTS,135,38,7,41.0,True,Focus,False,False
1957,32,USA,Apple Music,Free,R&B,Travis Scott,626,179,12,41.0,True,Sad,False,True
1958,29,Nigeria,YouTube Music,Premium,Pop,Taylor Swift,106,22,13,29.4,True,Sleep,False,False
1959,52,Japan,Spotify,Free,Classical,Travis Scott,158,45,17,41.1,True,Party,True,False
1960,20,Canada,YouTube Music,Student,EDM,Olivia Rodrigo,49,12,12,44.9,False,Sad,True,False
1961,14,USA,Amazon Music,Free,Lo-fi,Dua Lipa,254,72,14,27.8,False,Workout,True,False
1962,35,Nigeria,Tidal,Free,Pop,The Weeknd,77,20,9,29.0,True,Workout,False,True
1963,28,UK,Apple Music,Family,Indie,Tyler the Creator,281,84,11,19.8,True,Sad,True,False
1964,23,India,Spotify,Premium,Classical,Ariana Grande,231,64,8,15.1,False,Sleep,True,False
1965,14,Canada,SoundCloud,Premium,Pop,SZA,170,46,12,28.9,True,Sleep,True,True
1966,24,Japan,Apple Music,Free,Pop,Ariana Grande,124,40,3,25.5,True,Focus,False,True
1967,23,Germany,YouTube Music,Family,Hip-Hop,Olivia Rodrigo,263,81,7,27.0,True,Sad,False,True
1968,38,Australia,Amazon Music,Free,Rock,BTS,109,37,10,44.7,False,Sleep,True,False
1969,34,Australia,Amazon Music,Free,Indie,SZA,165,42,14,42.3,False,Happy,True,False
1970,32,Nigeria,SoundCloud,Premium,Rock,Dua Lipa,223,67,8,18.1,False,Focus,False,False
1971,36,Nigeria,Spotify,Family,Afrobeats,Drake,185,59,8,26.1,True,Party,True,True
1972,28,UK,SoundCloud,Free,R&B,BTS,91,30,9,15.8,True,Sleep,False,False
1973,28,France,SoundCloud,Premium,Rock,Burna Boy,40,10,4,43.6,True,Focus,False,False
1974,23,UK,Spotify,Student,EDM,Travis Scott,192,62,13,37.5,False,Focus,True,False
1975,19,Australia,Spotify,Free,Rock,Travis Scott,89,23,4,37.3,False,Sleep,False,True
1976,32,USA,Apple Music,Family,Jazz,The Weeknd,127,32,9,37.9,False,Energetic,False,False
1977,41,Japan,Apple Music,Free,Hip-Hop,Dua Lipa,123,35,3,36.3,True,Sad,False,True
1978,25,India,Spotify,Free,EDM,BTS,112,28,3,31.9,True,Sad,False,False
1979,27,Germany,YouTube Music,Free,Indie,BTS,97,27,8,19.9,False,Sleep,True,False
1980,29,Brazil,Spotify,Premium,EDM,Olivia Rodrigo,276,78,6,25.6,True,Sleep,True,False
1981,35,France,SoundCloud,Free,EDM,Kendrick Lamar,108,43,8,15.4,True,Energetic,True,False
1982,36,UK,Spotify,Student,K-Pop,SZA,129,39,10,24.1,True,Chill,False,False
1983,34,Canada,Spotify,Family,Hip-Hop,BTS,49,10,6,26.3,True,Happy,False,False
1984,38,India,Spotify,Premium,Rock,Billie Eilish,128,45,9,24.8,False,Happy,False,False
1985,27,Canada,YouTube Music,Family,K-Pop,Taylor Swift,14,11,11,28.7,False,Chill,True,False
1986,33,India,YouTube Music,Free,R&B,Olivia Rodrigo,213,66,8,11.2,True,Energetic,False,False
1987,20,Japan,Spotify,Free,Jazz,Drake,83,29,14,32.7,False,Focus,True,False
1988,13,India,Spotify,Free,Hip-Hop,SZA,252,69,4,32.0,True,Chill,True,True
1989,13,Japan,Apple Music,Free,Hip-Hop,BTS,167,45,7,44.6,False,Happy,False,True
1990,15,Japan,Apple Music,Free,Classical,Kendrick Lamar,172,49,10,41.1,True,Energetic,True,False
1991,37,Australia,Apple Music,Premium,Indie,Ariana Grande,66,18,12,32.7,True,Workout,False,False
1992,36,Australia,Apple Music,Premium,Hip-Hop,The Weeknd,200,56,12,30.4,True,Chill,False,False
1993,15,Nigeria,Apple Music,Student,Indie,SZA,189,49,10,24.6,True,Focus,False,False
1994,44,Canada,Spotify,Premium,K-Pop,Bad Bunny,122,39,6,23.8,True,Happy,False,False
1995,27,Canada,YouTube Music,Premium,Indie,Bad Bunny,287,83,4,10.3,False,Chill,False,True
1996,19,Canada,Apple Music,Free,Pop,Burna Boy,325,93,8,0.0,True,Energetic,True,False
1997,22,France,Spotify,Family,Hip-Hop,Travis Scott,64,16,10,34.8,False,Workout,True,True
1998,25,Japan,Spotify,Student,Indie,Ariana Grande,81,29,5,31.6,False,Energetic,False,True
1999,28,India,Spotify,Premium,Hip-Hop,Burna Boy,148,46,9,33.2,False,Workout,False,True
2000,19,Australia,YouTube Music,Premium,Hip-Hop,Drake,87,25,14,27.0,False,Happy,True,True
2001,26,USA,Apple Music,Family,Rock,The Weeknd,133,35,3,26.5,False,Sad,True,False
2002,29,Australia,Apple Music,Free,Rock,Ariana Grande,31,4,9,21.4,True,Sad,False,False
2003,40,Australia,Spotify,Family,K-Pop,Travis Scott,161,48,12,28.0,True,Workout,True,True
2004,39,Germany,Spotify,Premium,R&B,Dua Lipa,283,90,12,20.1,False,Chill,False,True
2005,25,USA,Apple Music,Premium,Hip-Hop,Kendrick Lamar,31,3,13,32.8,False,Energetic,False,True
2006,37,Canada,SoundCloud,Free,Pop,Bad Bunny,209,55,3,49.3,True,Party,False,True
2007,30,Germany,Apple Music,Free,Country,Drake,125,32,9,25.8,False,Focus,False,False
2008,29,USA,Amazon Music,Free,Hip-Hop,Kendrick Lamar,271,78,9,29.9,True,Happy,False,False
2009,20,Brazil,Spotify,Family,EDM,Drake,114,37,9,36.1,True,Sad,False,False
2010,35,Nigeria,Spotify,Premium,K-Pop,BTS,147,38,12,42.7,True,Workout,True,True
2011,34,Australia,YouTube Music,Free,Hip-Hop,Olivia Rodrigo,174,54,8,11.3,False,Party,False,False
2012,13,India,Spotify,Free,Pop,Ariana Grande,145,35,8,54.3,True,Party,True,True
2013,22,Japan,Spotify,Premium,Pop,Drake,73,25,12,31.4,True,Sleep,True,True
2014,32,UK,Spotify,Free,Hip-Hop,Olivia Rodrigo,104,18,7,43.0,False,Workout,False,False
2015,22,Brazil,Apple Music,Premium,Classical,SZA,46,6,12,44.9,True,Sad,True,True
2016,43,UK,Spotify,Family,Jazz,Dua Lipa,228,59,12,34.0,False,Focus,True,False
2017,18,Germany,Apple Music,Family,Rock,Billie Eilish,45,6,7,12.5,False,Energetic,False,True
2018,18,Japan,Apple Music,Premium,Lo-fi,Billie Eilish,143,50,8,41.5,False,Party,False,True
2019,34,Nigeria,YouTube Music,Family,Indie,Burna Boy,87,30,8,10.7,False,Workout,False,True
2020,24,Nigeria,YouTube Music,Free,Classical,SZA,21,1,11,14.8,False,Party,False,True
2021,20,Canada,SoundCloud,Free,Rock,Drake,300,79,12,20.2,True,Energetic,False,True
2022,26,Nigeria,Spotify,Free,Hip-Hop,Tyler the Creator,179,49,9,37.2,True,Chill,True,False
2023,34,France,Spotify,Premium,R&B,Bad Bunny,117,39,10,32.2,True,Sleep,False,True
2024,44,Canada,Amazon Music,Family,Hip-Hop,Travis Scott,61,17,10,22.9,True,Sad,True,False
2025,35,UK,Spotify,Family,Classical,Bad Bunny,74,23,8,18.2,True,Happy,False,True
2026,40,Canada,SoundCloud,Free,Lo-fi,Dua Lipa,170,48,6,6.6,True,Energetic,False,False
2027,29,India,Spotify,Free,Afrobeats,Kendrick Lamar,158,49,18,32.1,True,Party,False,False
2028,31,Brazil,Tidal,Premium,EDM,Drake,31,9,9,32.0,False,Party,True,True
2029,37,India,Spotify,Free,Pop,Kendrick Lamar,94,23,12,34.0,False,Focus,True,True
2030,34,USA,YouTube Music,Free,Afrobeats,Billie Eilish,319,94,11,38.5,True,Focus,False,False
2031,37,Australia,Tidal,Free,Indie,SZA,67,11,8,14.2,False,Chill,True,True
2032,28,Canada,Spotify,Free,Hip-Hop,Kendrick Lamar,298,96,13,18.9,True,Workout,True,True
2033,17,Nigeria,Amazon Music,Free,Indie,Dua Lipa,43,14,5,45.0,False,Party,False,True
2034,17,France,Tidal,Premium,EDM,Ariana Grande,106,22,7,29.6,True,Sad,False,True
2035,27,France,Spotify,Free,Country,Billie Eilish,256,80,5,29.4,True,Chill,False,False
2036,15,USA,YouTube Music,Premium,Jazz,Bad Bunny,145,46,7,38.5,True,Energetic,True,True
2037,26,Australia,Spotify,Student,Pop,Bad Bunny,203,60,7,16.3,False,Energetic,False,False
2038,23,Japan,Spotify,Free,Classical,Dua Lipa,67,16,12,43.6,True,Sleep,False,False
2039,30,Canada,YouTube Music,Premium,Classical,Kendrick Lamar,225,63,8,39.4,True,Chill,False,False
2040,49,Brazil,Spotify,Premium,Pop,Drake,156,48,9,18.5,True,Focus,True,True
2041,22,Canada,YouTube Music,Premium,K-Pop,Billie Eilish,71,18,8,39.0,False,Sleep,False,False
2042,25,Canada,Apple Music,Free,Hip-Hop,Drake,42,5,13,19.9,True,Happy,False,False
2043,25,Nigeria,SoundCloud,Free,Pop,Ariana Grande,122,34,6,29.9,True,Sad,False,False
2044,27,Brazil,Spotify,Premium,R&B,Kendrick Lamar,54,8,7,15.7,False,Happy,False,True
2045,13,Australia,Spotify,Free,Rock,Bad Bunny,72,21,11,16.7,True,Energetic,False,True
2046,27,Nigeria,Spotify,Student,Lo-fi,BTS,158,34,8,64.4,False,Happy,True,False
2047,48,UK,Spotify,Free,Classical,The Weeknd,105,28,10,26.6,False,Party,False,False
2048,46,India,Spotify,Premium,EDM,Billie Eilish,61,20,10,24.4,True,Party,False,True
2049,28,Germany,Apple Music,Student,Indie,Drake,103,33,6,34.6,True,Focus,True,True
2050,37,Australia,YouTube Music,Premium,Pop,Kendrick Lamar,90,19,5,23.7,False,Sleep,True,False
2051,27,USA,YouTube Music,Free,Hip-Hop,Travis Scott,69,21,10,20.7,False,Party,False,True
2052,28,Brazil,Amazon Music,Premium,Hip-Hop,Olivia Rodrigo,118,28,9,30.1,False,Happy,False,True
2053,35,Australia,Apple Music,Free,R&B,Burna Boy,116,34,6,26.4,False,Happy,False,False
2054,27,Brazil,YouTube Music,Free,Indie,Dua Lipa,152,41,6,18.6,False,Energetic,False,False
2055,42,Brazil,SoundCloud,Premium,Pop,Dua Lipa,220,58,14,27.3,False,Happy,False,False
2056,13,France,Spotify,Premium,Indie,Ariana Grande,46,5,9,31.4,True,Sad,True,False
2057,20,Japan,Apple Music,Premium,Lo-fi,Bad Bunny,213,55,6,0.0,False,Sleep,False,True
2058,32,Australia,Tidal,Student,Pop,BTS,124,24,5,23.0,True,Chill,True,True
2059,16,Japan,YouTube Music,Free,Pop,Dua Lipa,196,50,8,32.7,True,Chill,False,True
2060,18,France,YouTube Music,Free,Rock,Ariana Grande,151,46,15,34.1,False,Chill,False,True
2061,27,Canada,Apple Music,Premium,Lo-fi,Dua Lipa,170,47,11,20.6,False,Happy,False,False
2062,13,USA,YouTube Music,Premium,Pop,Taylor Swift,85,30,8,28.4,True,Sad,False,True
2063,14,France,Spotify,Free,EDM,BTS,5,1,12,36.9,True,Workout,False,False
2064,15,India,Amazon Music,Free,Jazz,Kendrick Lamar,189,54,9,20.7,False,Chill,True,False
2065,29,USA,SoundCloud,Premium,Hip-Hop,Ariana Grande,52,28,12,18.4,True,Sad,False,False
2066,22,UK,Amazon Music,Free,Afrobeats,The Weeknd,54,19,8,14.1,True,Chill,True,False
2067,28,Brazil,SoundCloud,Premium,EDM,Drake,168,39,5,20.5,False,Sleep,False,False
2068,25,Japan,YouTube Music,Premium,Rock,SZA,46,10,15,51.5,False,Sleep,False,False
2069,37,Germany,Spotify,Free,Jazz,Tyler the Creator,208,67,7,52.4,False,Party,True,False
2070,17,Japan,SoundCloud,Premium,Jazz,The Weeknd,77,21,13,43.2,False,Workout,True,False
2071,32,Australia,Spotify,Student,Pop,Drake,105,34,8,8.5,True,Sleep,False,True
2072,22,India,Apple Music,Premium,Classical,BTS,14,3,5,27.3,False,Sleep,False,True
2073,28,Japan,Spotify,Free,Rock,Bad Bunny,140,35,10,22.4,True,Happy,True,True
2074,13,Brazil,Spotify,Free,Rock,Olivia Rodrigo,196,61,9,39.0,True,Party,False,False
2075,13,Canada,SoundCloud,Student,K-Pop,Taylor Swift,113,33,5,20.8,False,Party,False,True
2076,27,Germany,YouTube Music,Premium,Jazz,Travis Scott,78,25,8,23.0,True,Focus,False,False
2077,33,Brazil,Amazon Music,Premium,Hip-Hop,Taylor Swift,152,46,10,5.9,True,Happy,False,True
2078,13,Brazil,Spotify,Free,Hip-Hop,Tyler the Creator,32,13,12,9.9,False,Sleep,False,False
2079,20,India,YouTube Music,Family,Hip-Hop,Ariana Grande,232,66,12,30.0,False,Focus,False,False
2080,18,France,Spotify,Free,EDM,Taylor Swift,177,53,9,7.6,True,Workout,True,True
2081,27,Nigeria,Apple Music,Family,Lo-fi,Taylor Swift,46,12,8,25.0,False,Happy,True,True
2082,39,Japan,Spotify,Student,K-Pop,Olivia Rodrigo,340,94,7,28.9,True,Energetic,False,True
2083,29,Japan,YouTube Music,Free,Rock,Taylor Swift,103,36,9,25.8,False,Energetic,False,True
2084,25,UK,Apple Music,Premium,Pop,Billie Eilish,115,23,12,23.9,True,Focus,True,True
2085,20,Canada,Amazon Music,Family,R&B,Olivia Rodrigo,337,95,6,42.5,True,Chill,False,False
2086,28,India,Apple Music,Free,Afrobeats,Bad Bunny,122,28,6,28.9,True,Sleep,False,True
2087,48,UK,YouTube Music,Premium,Classical,Kendrick Lamar,122,29,6,15.9,False,Workout,False,True
2088,33,Nigeria,Spotify,Student,Pop,Bad Bunny,101,36,8,16.1,True,Chill,False,True
2089,26,Canada,Spotify,Free,Hip-Hop,The Weeknd,151,45,4,23.9,False,Happy,False,False
2090,13,UK,YouTube Music,Student,EDM,Ariana Grande,118,27,6,18.4,True,Sleep,False,True
2091,42,Nigeria,Spotify,Student,EDM,Ariana Grande,276,82,9,51.8,True,Happy,False,True
2092,34,Japan,SoundCloud,Free,EDM,Tyler the Creator,54,20,13,18.4,True,Workout,False,False
2093,31,Brazil,Spotify,Student,Lo-fi,Drake,197,51,6,27.3,True,Sad,True,False
2094,36,Nigeria,Spotify,Free,Pop,The Weeknd,167,44,9,47.7,False,Focus,True,True
2095,43,Canada,Apple Music,Premium,Hip-Hop,Kendrick Lamar,158,50,9,20.7,True,Sleep,False,False
2096,20,USA,Spotify,Free,Afrobeats,Tyler the Creator,268,79,6,23.1,True,Happy,True,False
2097,33,USA,Apple Music,Free,K-Pop,Billie Eilish,56,20,7,22.5,True,Focus,False,True
2098,38,Nigeria,Spotify,Free,K-Pop,Taylor Swift,103,23,7,56.5,True,Focus,True,False
2099,24,Brazil,Amazon Music,Student,Pop,SZA,299,89,8,33.4,True,Happy,False,False
2100,33,India,Spotify,Free,Pop,Ariana Grande,136,37,10,31.8,True,Happy,True,True
2101,21,Germany,Apple Music,Premium,Classical,Taylor Swift,141,33,6,19.6,False,Workout,True,True
2102,27,Nigeria,Spotify,Student,EDM,SZA,150,40,7,22.8,False,Energetic,True,True
2103,30,Australia,Spotify,Free,K-Pop,Tyler the Creator,72,20,9,45.3,True,Party,False,False
2104,23,Germany,Tidal,Family,Jazz,Burna Boy,329,90,9,28.6,True,Energetic,False,False
2105,18,France,Spotify,Free,EDM,Drake,235,66,9,26.4,True,Happy,False,False
2106,25,Nigeria,Apple Music,Family,K-Pop,Tyler the Creator,140,37,10,25.8,False,Happy,False,False
2107,39,Canada,Apple Music,Student,Hip-Hop,Dua Lipa,140,33,10,9.5,False,Happy,False,True
2108,31,Japan,YouTube Music,Free,Pop,Taylor Swift,122,43,11,23.3,False,Chill,True,False
2109,40,USA,Tidal,Premium,EDM,BTS,72,15,12,44.8,False,Workout,True,False
2110,13,France,Spotify,Premium,Hip-Hop,Dua Lipa,371,109,9,16.4,False,Workout,False,True
2111,29,India,Amazon Music,Family,EDM,Tyler the Creator,25,10,8,33.6,True,Focus,True,False
2112,23,France,Apple Music,Free,Hip-Hop,BTS,193,54,11,26.5,False,Happy,False,True
2113,19,Japan,Tidal,Free,Hip-Hop,Bad Bunny,273,72,10,34.2,True,Sad,False,False
2114,15,Brazil,Spotify,Free,Lo-fi,The Weeknd,151,45,12,13.4,True,Sad,False,True
2115,32,Australia,YouTube Music,Free,Hip-Hop,Travis Scott,14,3,15,24.1,True,Chill,True,True
2116,17,USA,Apple Music,Student,EDM,Tyler the Creator,77,22,12,27.4,False,Sleep,False,False
2117,28,Canada,Amazon Music,Free,K-Pop,The Weeknd,141,37,8,42.6,False,Chill,True,False
2118,30,France,YouTube Music,Premium,K-Pop,BTS,282,79,6,38.5,True,Workout,False,True
2119,30,Canada,Spotify,Student,R&B,BTS,147,44,8,25.0,True,Sad,True,True
2120,25,Brazil,Amazon Music,Premium,Pop,Kendrick Lamar,299,88,11,18.6,True,Focus,False,True
2121,38,USA,Apple Music,Student,EDM,Olivia Rodrigo,139,40,10,30.7,True,Sleep,False,False
2122,45,UK,SoundCloud,Premium,EDM,Travis Scott,222,66,7,28.8,False,Workout,False,True
2123,35,Nigeria,Spotify,Premium,Lo-fi,Billie Eilish,161,51,7,32.5,False,Sleep,False,False
2124,18,Germany,Apple Music,Premium,Afrobeats,Bad Bunny,59,21,13,27.2,False,Party,False,False
2125,33,Nigeria,Amazon Music,Free,K-Pop,Burna Boy,87,27,12,35.9,False,Energetic,True,True
2126,25,Brazil,YouTube Music,Free,K-Pop,Taylor Swift,223,62,11,3.0,False,Workout,True,False
2127,38,UK,Spotify,Premium,R&B,Travis Scott,183,49,7,35.8,False,Sleep,False,False
2128,25,Brazil,Spotify,Free,Pop,Drake,118,39,10,30.3,True,Energetic,False,False
2129,49,Japan,Spotify,Premium,K-Pop,BTS,330,91,11,0.0,True,Party,True,False
2130,28,Japan,Spotify,Free,Pop,Olivia Rodrigo,107,31,10,22.6,False,Focus,True,False
2131,39,Brazil,Spotify,Free,Lo-fi,Tyler the Creator,137,42,6,37.8,True,Chill,False,False
2132,24,Brazil,Apple Music,Premium,R&B,Tyler the Creator,188,56,6,41.8,True,Sad,True,True
2133,13,France,Spotify,Free,EDM,BTS,117,32,5,33.6,True,Chill,True,True
2134,20,India,Spotify,Free,K-Pop,Travis Scott,105,22,6,24.6,True,Party,False,True
2135,32,France,Spotify,Family,Pop,The Weeknd,164,48,13,26.2,True,Sleep,False,True
2136,42,France,Spotify,Free,Pop,The Weeknd,145,39,8,22.8,False,Party,False,True
2137,24,Brazil,Tidal,Premium,Pop,Taylor Swift,36,6,6,22.2,True,Focus,False,True
2138,15,Canada,Apple Music,Free,Rock,The Weeknd,136,41,12,8.8,True,Sad,False,False
2139,33,UK,Spotify,Family,Pop,BTS,238,60,7,41.2,True,Focus,False,True
2140,13,France,Apple Music,Free,K-Pop,Drake,59,11,11,30.9,True,Happy,True,False
2141,42,India,Spotify,Premium,Rock,Bad Bunny,258,77,10,18.2,True,Sad,False,False
2142,21,Germany,Spotify,Free,EDM,SZA,52,10,12,32.5,True,Chill,False,True
2143,36,Japan,YouTube Music,Premium,Country,The Weeknd,143,33,12,36.1,True,Focus,False,False
2144,25,Japan,Spotify,Family,Rock,Tyler the Creator,16,9,7,27.7,False,Workout,False,False
2145,21,Japan,Apple Music,Free,Rock,Taylor Swift,55,13,12,2.3,False,Sad,True,True
2146,25,UK,Apple Music,Student,Country,BTS,69,21,10,37.8,False,Party,True,True
2147,35,Nigeria,Spotify,Premium,Hip-Hop,Drake,118,44,12,30.0,True,Focus,False,False
2148,38,Germany,Spotify,Student,Hip-Hop,BTS,129,43,7,10.2,True,Sleep,True,True
2149,31,India,Spotify,Family,R&B,BTS,27,6,11,27.3,True,Focus,True,False
2150,33,France,Spotify,Student,Afrobeats,Bad Bunny,51,16,10,41.5,True,Happy,True,False
2151,36,Japan,Apple Music,Free,Lo-fi,Burna Boy,322,98,7,7.3,True,Workout,False,True
2152,13,Canada,Apple Music,Free,Rock,Travis Scott,125,31,11,23.1,True,Workout,False,True
2153,33,UK,YouTube Music,Free,Lo-fi,SZA,149,49,6,17.8,False,Party,True,True
2154,19,Japan,YouTube Music,Family,Classical,Kendrick Lamar,181,47,8,39.0,False,Happy,False,False
2155,26,India,YouTube Music,Free,Hip-Hop,SZA,44,10,12,28.6,False,Focus,False,True
2156,16,India,Spotify,Free,Classical,Olivia Rodrigo,216,56,12,37.9,False,Focus,True,True
2157,24,India,Apple Music,Free,Hip-Hop,Kendrick Lamar,62,19,4,55.5,False,Energetic,True,False
2158,28,Germany,Spotify,Free,Jazz,The Weeknd,218,49,10,34.3,True,Happy,False,False
2159,31,France,Spotify,Free,Rock,Burna Boy,61,18,9,7.6,False,Energetic,False,False
2160,31,UK,Amazon Music,Student,Pop,Kendrick Lamar,77,17,11,34.7,True,Focus,True,False
2161,27,India,SoundCloud,Student,Pop,BTS,135,31,5,18.5,True,Sad,False,False
2162,30,UK,Amazon Music,Family,Rock,Billie Eilish,119,38,3,30.6,False,Party,True,True
2163,33,Japan,YouTube Music,Premium,Pop,Bad Bunny,267,70,7,12.3,True,Energetic,False,False
2164,30,India,Spotify,Free,K-Pop,Drake,318,92,10,23.4,False,Workout,True,False
2165,25,USA,Spotify,Student,Hip-Hop,Taylor Swift,91,19,16,29.1,True,Happy,True,False
2166,25,Germany,Spotify,Premium,Classical,The Weeknd,102,33,7,18.1,False,Sleep,False,True
2167,28,India,Spotify,Free,Pop,The Weeknd,147,52,4,21.2,True,Sad,True,True
2168,50,USA,Spotify,Free,Pop,Olivia Rodrigo,167,45,12,40.1,False,Party,True,True
2169,15,India,SoundCloud,Premium,Afrobeats,BTS,75,19,6,26.6,False,Focus,False,False
2170,30,Germany,Apple Music,Free,Pop,Olivia Rodrigo,72,26,7,25.1,True,Focus,False,True
2171,28,UK,Spotify,Family,EDM,Olivia Rodrigo,37,9,9,32.2,False,Focus,True,False
2172,26,France,Tidal,Premium,Pop,Billie Eilish,76,20,9,16.2,False,Party,False,False
2173,13,Japan,Tidal,Premium,Rock,Tyler the Creator,34,9,11,21.9,False,Sleep,False,True
2174,36,UK,Spotify,Premium,Indie,Billie Eilish,136,36,5,26.3,True,Party,False,True
2175,44,France,Apple Music,Premium,Hip-Hop,Travis Scott,51,18,3,22.7,False,Happy,True,False
2176,37,USA,Spotify,Free,EDM,Kendrick Lamar,255,77,7,38.6,False,Happy,False,False
2177,20,Brazil,YouTube Music,Free,R&B,SZA,191,60,15,33.1,True,Workout,True,False
2178,19,UK,Amazon Music,Free,K-Pop,Travis Scott,269,69,12,37.4,False,Focus,False,True
2179,36,Japan,Spotify,Free,Rock,Ariana Grande,142,37,8,46.8,False,Workout,True,False
2180,27,India,Amazon Music,Student,Jazz,Ariana Grande,133,37,8,37.5,True,Sad,True,False
2181,17,Nigeria,Spotify,Free,R&B,Billie Eilish,122,35,17,62.0,False,Happy,False,True
2182,38,Australia,Spotify,Premium,Rock,Drake,60,15,9,24.5,False,Chill,True,False
2183,22,Nigeria,Apple Music,Premium,Pop,Bad Bunny,249,67,6,20.6,False,Sleep,True,False
2184,30,Germany,Spotify,Free,Country,Drake,219,60,12,23.2,True,Sleep,True,False
2185,43,UK,SoundCloud,Free,R&B,Tyler the Creator,193,62,10,15.1,True,Sleep,False,True
2186,25,Japan,Spotify,Premium,Classical,Bad Bunny,142,41,10,20.8,True,Workout,True,False
2187,13,Japan,Apple Music,Free,EDM,Travis Scott,81,21,6,42.9,False,Workout,True,True
2188,13,Germany,Spotify,Free,Afrobeats,Taylor Swift,96,23,6,40.1,False,Chill,False,True
2189,20,Germany,Apple Music,Student,Rock,BTS,90,25,14,32.9,True,Sleep,False,False
2190,21,USA,Apple Music,Family,Pop,BTS,223,63,9,6.5,True,Sleep,True,True
2191,24,Canada,Tidal,Free,Hip-Hop,Kendrick Lamar,180,53,14,18.0,True,Chill,False,True
2192,30,Australia,Spotify,Free,Rock,Billie Eilish,275,73,10,29.9,True,Focus,True,True
2193,45,Brazil,Amazon Music,Premium,R&B,BTS,120,33,7,31.9,True,Happy,False,True
2194,29,Nigeria,Apple Music,Premium,Afrobeats,The Weeknd,303,79,15,23.4,False,Sad,False,False
2195,33,France,Apple Music,Family,Indie,Burna Boy,57,19,10,6.4,False,Sleep,True,True
2196,31,Australia,Apple Music,Free,EDM,Bad Bunny,43,10,11,26.0,False,Sad,False,False
2197,17,Japan,YouTube Music,Premium,Pop,BTS,53,25,9,13.0,True,Sleep,False,False
2198,27,UK,Spotify,Student,EDM,BTS,138,40,5,39.4,False,Focus,False,False
2199,14,France,Amazon Music,Premium,R&B,Ariana Grande,133,37,6,0.8,False,Focus,False,True
2200,25,Brazil,Apple Music,Premium,Pop,Kendrick Lamar,206,50,13,26.7,False,Energetic,True,False
2201,27,Australia,YouTube Music,Family,Rock,Dua Lipa,133,37,9,15.9,False,Focus,False,True
2202,27,Germany,Spotify,Family,Pop,Olivia Rodrigo,109,28,2,37.7,False,Focus,False,False
2203,34,Nigeria,Spotify,Premium,R&B,SZA,128,39,7,36.4,True,Sleep,True,False
2204,43,Japan,YouTube Music,Premium,Hip-Hop,Tyler the Creator,65,19,5,34.4,False,Energetic,False,True
2205,18,Australia,Apple Music,Premium,Afrobeats,Tyler the Creator,18,1,10,12.3,True,Happy,True,True
2206,20,Nigeria,Apple Music,Free,Rock,Drake,329,91,10,4.6,True,Sad,True,True
2207,20,Germany,Spotify,Free,Indie,Tyler the Creator,266,82,14,36.8,True,Energetic,True,False
2208,29,Australia,Spotify,Family,Indie,Tyler the Creator,178,47,6,46.3,True,Workout,True,True
2209,33,USA,Apple Music,Premium,Pop,Olivia Rodrigo,79,23,7,40.9,False,Sad,True,False
2210,44,Germany,YouTube Music,Free,Pop,Billie Eilish,52,13,9,37.0,True,Sleep,True,True
2211,18,Japan,Spotify,Premium,Pop,Drake,192,59,11,41.7,True,Chill,True,False
2212,17,Japan,YouTube Music,Free,Pop,Kendrick Lamar,262,71,8,15.6,False,Happy,True,False
2213,24,Nigeria,YouTube Music,Family,Rock,Tyler the Creator,151,48,9,42.2,False,Energetic,True,True
2214,37,Nigeria,Spotify,Free,Pop,Billie Eilish,76,24,7,37.7,False,Party,True,False
2215,28,Nigeria,SoundCloud,Premium,Lo-fi,Taylor Swift,224,55,6,16.2,True,Energetic,False,False
2216,39,UK,YouTube Music,Family,Rock,BTS,216,59,6,31.4,False,Happy,True,False
2217,20,France,Spotify,Free,Rock,BTS,97,33,9,39.4,True,Happy,False,False
2218,26,Australia,Spotify,Premium,Indie,The Weeknd,144,41,10,18.3,True,Party,False,False
2219,18,India,Spotify,Free,Country,The Weeknd,360,100,11,34.9,False,Sad,True,False
2220,24,India,Apple Music,Family,R&B,BTS,243,66,7,23.2,True,Happy,True,True
