student_id,age,gender,study_hours_per_day,sleep_hours_per_day,social_media_hours,exercise_hours_per_week,attendance_percentage,internet_access,part_time_job,stress_level,assignment_completion_rate,exam_score,cgpa,academic_performance
540,17,Female,5.6,7.8,5.0,3.4,87.5,Yes,No,Medium,100.0,97.8,3.56,Good
541,23,Male,2.2,7.0,4.4,6.2,86.3,Yes,Yes,Medium,87.9,65.1,2.67,Average
542,17,Female,4.5,6.0,5.0,,82.1,Yes,No,Low,100.0,57.6,2.69,Average
543,18,Female,2.3,5.7,4.1,4.8,66.7,Yes,No,Low,90.3,50.7,2.17,Poor
544,18,Male,0.8,6.1,4.2,0.0,69.0,Yes,Yes,Medium,85.8,51.6,1.51,Poor
545,24,Male,5.0,7.3,3.9,1.8,74.2,Yes,Yes,Medium,100.0,78.1,3.16,Average
546,17,Male,5.2,7.0,4.6,4.9,60.6,Yes,Yes,Medium,100.0,86.2,2.78,Average
547,20,Male,5.1,7.3,0.0,,96.1,Yes,No,Medium,100.0,100.0,4.0,Good
548,22,Male,2.8,7.6,0.3,4.9,85.7,Yes,No,High,86.4,61.0,2.2,Poor
549,21,Female,3.2,6.2,1.7,5.8,81.7,Yes,No,High,100.0,70.9,2.41,Average
550,23,Male,4.6,8.8,2.8,3.0,60.1,No,No,Medium,100.0,70.3,3.1,Average
551,24,Male,4.1,6.7,3.7,2.1,63.8,Yes,Yes,Low,100.0,58.4,2.53,Average
552,20,Female,2.9,,3.6,3.1,82.0,Yes,No,Medium,100.0,55.0,2.28,Average
553,24,Female,1.1,7.6,5.0,2.1,100.0,Yes,Yes,Low,96.4,49.6,2.75,Average
554,19,Male,3.7,4.8,5.1,3.8,75.0,Yes,Yes,Medium,100.0,62.9,2.74,Average
555,25,Female,5.1,6.1,1.4,4.2,90.6,Yes,No,High,100.0,92.8,3.49,Good
556,21,Female,1.7,8.2,3.4,3.4,77.2,Yes,Yes,Medium,96.1,63.9,2.74,Average
557,23,Female,4.5,4.9,1.5,7.3,82.6,Yes,Yes,Low,100.0,86.5,3.36,Good
558,24,Female,4.0,8.3,2.7,2.6,94.1,No,No,Medium,100.0,86.9,3.92,Good
559,24,Male,4.6,8.8,3.6,,78.5,Yes,No,High,100.0,77.0,3.18,Average
560,24,Female,4.8,,0.0,1.9,75.1,Yes,No,Low,,89.6,3.72,Good
561,21,Male,2.5,7.4,7.3,4.1,96.2,Yes,No,High,90.8,61.1,1.94,Poor
562,17,Female,1.1,8.3,4.0,6.4,82.5,No,No,High,100.0,47.9,1.94,Poor
563,21,Female,2.7,6.4,1.9,6.3,92.9,Yes,No,Medium,94.0,86.4,3.44,Good
564,18,Male,4.8,8.0,6.5,3.2,75.1,No,Yes,Medium,,56.6,1.91,Poor
565,25,Male,2.7,6.2,2.4,5.1,96.1,Yes,No,Medium,100.0,56.6,2.19,Poor
566,19,Female,2.5,6.4,3.2,4.8,84.7,Yes,Yes,Medium,94.2,67.5,2.85,Average
567,19,Female,0.8,6.0,2.1,2.9,86.3,Yes,No,Medium,89.9,51.1,2.04,Poor
568,19,Male,6.1,7.4,6.0,5.2,83.3,Yes,No,Low,100.0,77.7,2.62,Average
569,22,Female,4.7,8.4,2.8,7.7,76.9,Yes,No,Medium,100.0,72.2,2.79,Average
570,22,Female,4.7,6.8,3.3,4.9,82.0,Yes,No,High,100.0,73.6,2.78,Average
571,25,Male,5.0,5.5,5.2,5.1,77.6,Yes,No,Medium,100.0,86.2,3.51,Good
572,20,Male,4.4,5.7,4.1,5.3,91.6,Yes,Yes,Medium,100.0,90.6,3.65,Good
573,19,Male,3.1,7.5,2.9,1.1,80.0,Yes,No,Low,100.0,81.8,3.13,Average
574,17,Female,3.3,9.2,5.0,4.9,67.0,Yes,Yes,Low,98.2,49.3,1.81,Poor
575,17,Male,2.9,7.5,7.6,2.0,65.2,Yes,No,Medium,100.0,43.4,1.76,Poor
576,20,Female,7.5,6.5,3.6,2.8,64.7,Yes,Yes,Low,100.0,85.4,3.75,Good
577,25,Male,4.3,7.9,3.2,8.3,88.2,Yes,No,High,97.4,91.0,3.74,Good
578,21,Female,2.8,6.7,3.3,3.5,70.5,Yes,No,Medium,100.0,65.5,3.12,Average
579,25,Male,4.2,6.5,5.4,2.5,85.0,Yes,No,High,100.0,75.9,3.43,Good
580,17,Male,2.0,5.8,1.9,6.3,83.4,Yes,No,Medium,91.9,64.0,3.08,Average
581,17,Female,5.8,8.7,2.5,2.1,81.4,Yes,Yes,Medium,100.0,90.3,4.0,Good
582,24,Male,2.5,4.0,0.2,,86.4,Yes,No,High,90.2,61.0,2.99,Average
583,17,Female,4.3,8.0,0.9,6.5,83.6,Yes,Yes,Medium,100.0,86.1,3.04,Average
584,17,Female,5.1,6.4,2.1,4.1,54.9,No,No,Low,100.0,75.4,3.24,Good
585,20,Female,4.1,6.5,2.9,0.9,78.8,Yes,Yes,High,94.9,66.2,3.08,Average
586,25,Female,3.6,9.0,6.2,5.1,86.3,Yes,No,Medium,100.0,74.6,3.48,Good
587,23,Male,3.5,6.1,4.0,3.2,98.4,Yes,No,Low,100.0,73.2,2.66,Average
588,17,Female,3.4,6.2,1.4,7.1,98.9,Yes,No,Medium,100.0,81.7,3.5,Good
589,24,Female,2.6,6.8,1.7,2.8,68.4,No,Yes,Medium,84.7,61.5,2.49,Average
590,24,Male,2.8,7.5,5.5,6.1,78.5,No,No,Medium,89.7,69.0,3.41,Good
591,24,Male,5.7,6.5,5.0,7.6,66.3,Yes,No,High,100.0,83.2,2.84,Average
592,25,Female,3.3,5.1,3.1,2.3,97.2,Yes,No,Medium,100.0,69.1,2.49,Average
593,19,Male,2.3,6.0,2.2,3.6,92.1,Yes,Yes,Low,99.3,70.1,2.17,Poor
594,25,Female,2.7,8.5,5.0,4.8,85.5,Yes,No,Medium,84.7,67.0,2.73,Average
595,19,Female,5.2,7.1,1.2,2.3,83.7,Yes,No,Low,100.0,92.8,4.0,Good
596,24,Female,4.5,7.5,3.7,4.5,95.8,No,No,Medium,100.0,92.4,3.68,Good
597,22,Male,4.3,6.7,7.1,,94.1,Yes,No,Low,100.0,72.1,2.92,Average
598,24,Male,3.1,6.2,3.4,3.5,93.6,Yes,No,Medium,98.4,78.0,3.31,Good
599,22,Male,4.4,9.0,1.6,4.1,86.6,Yes,No,Medium,100.0,69.0,2.72,Average
600,22,Male,2.5,6.8,3.7,4.1,78.5,Yes,Yes,High,100.0,61.2,2.58,Average
601,22,Female,3.1,6.5,2.2,4.3,89.7,Yes,No,Low,100.0,70.8,2.97,Average
602,24,Female,5.0,8.3,0.5,2.8,90.2,Yes,No,Low,100.0,100.0,3.7,Good
603,23,Male,4.8,6.1,4.3,2.9,80.1,Yes,Yes,High,100.0,78.9,3.12,Average
604,18,Male,2.0,6.3,5.0,3.8,78.5,Yes,No,Medium,94.9,61.0,2.7,Average
605,24,Female,2.2,7.0,2.4,3.9,93.3,Yes,No,Medium,94.8,52.6,2.43,Average
606,21,Male,3.7,7.0,2.3,3.1,98.6,Yes,No,Medium,100.0,77.5,3.56,Good
607,19,Female,6.1,7.3,1.3,4.6,74.5,Yes,No,High,100.0,86.1,3.56,Good
608,21,Male,0.6,9.5,2.7,0.4,79.4,Yes,No,Medium,92.2,68.5,2.86,Average
609,25,Female,3.9,,2.0,2.5,85.5,No,No,High,100.0,73.0,3.18,Average
610,24,Male,1.4,4.1,1.2,3.4,86.9,No,Yes,Low,87.0,60.7,2.22,Average
611,24,Female,2.5,7.4,6.4,2.3,76.8,Yes,No,High,100.0,58.7,2.12,Poor
612,21,Male,3.0,7.0,3.8,7.3,100.0,Yes,No,Low,100.0,60.2,2.36,Average
613,24,Female,2.9,7.1,4.0,4.0,86.2,Yes,Yes,Medium,100.0,62.9,2.07,Poor
614,20,Male,2.7,7.3,4.6,4.4,87.3,Yes,Yes,Low,94.0,68.5,2.88,Average
615,23,Male,3.5,7.0,4.4,3.0,99.6,Yes,No,High,100.0,77.0,3.45,Good
616,22,Female,2.7,6.9,2.3,4.0,77.5,Yes,No,High,98.6,46.9,1.63,Poor
617,19,Male,1.3,7.7,3.5,1.6,81.1,Yes,No,Medium,96.0,49.1,2.12,Poor
618,19,Male,4.7,6.3,2.5,3.7,69.5,Yes,No,Medium,100.0,86.1,3.22,Good
619,17,Male,4.6,,3.8,2.1,80.3,Yes,No,Medium,100.0,84.2,3.01,Average
620,18,Male,4.8,10.0,3.6,3.4,67.1,No,No,Low,100.0,85.9,4.0,Good
621,20,Male,1.2,6.1,2.3,0.0,89.5,Yes,Yes,High,97.7,49.5,1.63,Poor
622,21,Female,3.9,7.1,0.6,1.7,86.2,No,Yes,Low,100.0,91.1,3.2,Average
623,18,Male,4.5,5.2,3.3,6.9,79.2,Yes,No,High,100.0,78.6,3.22,Good
624,20,Female,2.0,7.1,2.6,5.7,81.0,Yes,No,High,76.2,72.8,3.0,Average
625,22,Female,3.5,5.9,0.0,6.6,89.6,No,No,Low,100.0,79.5,3.41,Good
626,19,Male,3.3,6.5,3.9,6.8,70.6,Yes,No,Medium,100.0,49.1,2.66,Average
627,20,Female,6.3,8.3,4.7,,84.0,Yes,No,High,100.0,99.2,3.7,Good
628,20,Female,6.4,7.6,7.6,3.1,89.0,Yes,No,High,100.0,87.4,3.29,Good
629,21,Female,1.0,,2.3,1.9,64.2,Yes,No,Medium,77.3,44.0,2.32,Average
630,20,Male,7.2,4.9,2.0,6.3,88.8,Yes,Yes,Low,100.0,94.4,4.0,Good
631,23,Male,2.1,9.2,1.0,4.1,65.3,Yes,No,Low,87.4,71.3,3.13,Average
632,19,Male,5.0,5.6,3.4,9.0,80.8,Yes,No,High,100.0,78.8,2.95,Average
633,20,Female,5.0,8.8,3.4,3.3,70.4,Yes,No,Medium,100.0,91.8,4.0,Good
634,20,Female,2.0,8.2,1.5,7.9,96.3,Yes,No,Medium,98.7,64.0,2.84,Average
635,18,Female,4.2,7.7,2.7,3.7,70.4,Yes,No,Medium,99.6,67.1,2.75,Average
636,23,Male,3.3,6.0,0.0,6.7,65.5,Yes,Yes,Medium,75.0,80.2,3.0,Average
637,19,Female,4.3,7.2,4.7,7.4,83.3,Yes,No,Low,100.0,76.2,3.09,Average
638,19,Male,3.8,6.4,1.6,2.0,77.9,Yes,Yes,Medium,100.0,75.1,3.58,Good
639,24,Female,5.3,7.0,2.9,3.0,67.0,No,No,High,100.0,71.1,2.46,Average
640,25,Male,3.6,6.7,0.4,1.9,87.3,Yes,No,Medium,100.0,75.1,2.73,Average
641,23,Female,3.2,4.6,2.0,1.5,62.1,Yes,Yes,Low,100.0,68.2,2.51,Average
642,25,Female,5.1,8.3,2.5,5.3,71.6,Yes,No,High,100.0,72.1,2.74,Average
643,24,Male,4.4,6.9,3.0,3.6,76.2,Yes,Yes,Medium,100.0,72.9,2.91,Average
644,21,Male,4.6,6.4,3.9,4.1,90.0,Yes,No,Medium,100.0,79.1,3.5,Good
645,23,Female,2.5,6.3,5.6,5.1,95.0,Yes,No,High,100.0,65.4,2.78,Average
646,19,Male,1.9,7.4,4.3,0.3,93.0,Yes,No,Medium,100.0,73.4,2.96,Average
647,21,Female,2.6,5.9,4.7,6.6,80.5,Yes,No,High,97.6,59.9,2.49,Average
648,21,Female,2.6,4.3,5.6,3.3,57.7,Yes,Yes,High,100.0,46.8,2.09,Poor
649,25,Female,4.7,7.5,4.0,5.1,85.9,Yes,No,Medium,100.0,100.0,3.41,Good
650,24,Male,5.0,,2.9,5.2,96.7,Yes,No,Medium,100.0,85.7,3.8,Good
651,21,Male,3.3,6.8,4.8,6.7,94.3,Yes,No,Medium,100.0,70.4,2.53,Average
652,22,Male,5.6,5.6,4.9,3.8,86.6,Yes,No,Medium,100.0,85.2,3.25,Good
653,18,Female,5.6,2.0,4.2,0.0,70.1,Yes,No,Medium,100.0,80.5,3.34,Good
654,24,Male,3.9,5.2,0.4,4.1,76.7,Yes,No,Medium,100.0,77.8,3.09,Average
655,21,Male,2.3,5.8,1.5,4.4,100.0,Yes,No,High,100.0,78.3,3.3,Good
656,21,Male,5.9,6.1,2.5,1.9,67.8,Yes,No,Medium,100.0,90.1,3.65,Good
657,23,Female,3.4,8.0,4.4,4.3,70.5,No,Yes,High,100.0,74.0,2.86,Average
658,22,Male,3.7,6.6,3.0,3.3,91.4,Yes,Yes,Medium,91.9,85.4,3.95,Good
659,17,Female,3.0,6.5,5.0,1.3,77.7,Yes,No,Medium,100.0,65.2,2.86,Average
660,19,Female,2.2,9.3,5.4,5.3,70.2,Yes,No,Low,78.9,56.8,2.38,Average
661,18,Female,1.3,7.4,5.2,2.9,97.3,Yes,Yes,Medium,96.0,65.6,2.86,Average
662,23,Female,4.4,7.4,5.2,3.2,86.6,Yes,No,Medium,100.0,69.3,2.52,Average
663,17,Female,2.3,6.6,1.1,3.1,78.2,Yes,No,Low,100.0,84.2,4.0,Good
664,18,Female,8.1,6.3,3.9,6.5,70.5,Yes,No,High,100.0,99.5,3.6,Good
665,22,Male,1.9,4.4,1.9,3.9,100.0,Yes,No,Medium,100.0,64.3,2.61,Average
666,23,Female,1.6,,0.0,4.2,81.8,Yes,No,Medium,78.6,51.8,1.97,Poor
667,21,Female,4.3,7.5,2.5,3.1,96.0,Yes,Yes,High,100.0,74.5,2.87,Average
668,24,Female,5.8,6.8,5.4,4.9,90.9,Yes,No,Medium,100.0,97.9,3.76,Good
669,25,Female,3.6,6.8,3.8,6.7,76.8,Yes,No,Medium,100.0,88.1,3.25,Good
670,18,Female,4.4,7.9,6.6,5.3,76.9,Yes,Yes,Medium,100.0,67.3,3.11,Average
671,25,Female,0.7,,3.3,5.4,96.5,Yes,No,Low,81.5,57.4,1.88,Poor
672,22,Male,2.5,6.3,12.0,5.2,96.6,Yes,No,Medium,98.3,64.3,2.92,Average
673,22,Male,1.9,5.6,3.3,1.2,63.2,Yes,No,Low,75.0,60.3,2.64,Average
674,17,Male,0.7,9.1,3.0,2.2,87.5,Yes,No,Low,69.0,69.1,2.63,Average
675,22,Male,3.7,8.1,0.7,3.6,80.8,Yes,No,Medium,100.0,88.8,3.74,Good
676,23,Male,0.5,4.4,5.0,2.5,71.7,Yes,No,Low,74.8,39.7,1.53,Poor
677,22,Male,1.5,5.2,2.1,1.9,84.6,No,Yes,High,100.0,62.8,2.13,Poor
678,17,Male,2.7,6.8,1.8,0.3,68.5,No,No,Medium,97.3,67.8,2.33,Average
679,21,Female,2.3,6.4,5.3,1.3,77.3,Yes,Yes,Medium,100.0,57.0,2.51,Average
680,25,Male,4.1,5.4,5.1,3.5,74.0,Yes,No,High,95.8,62.3,2.7,Average
681,23,Female,4.0,9.3,5.0,3.9,77.0,Yes,No,Medium,100.0,64.7,2.67,Average
682,18,Female,4.8,7.4,2.3,2.4,81.3,Yes,No,Medium,100.0,92.8,3.58,Good
683,25,Male,4.6,7.6,2.9,4.2,71.8,Yes,Yes,Medium,100.0,87.8,3.45,Good
684,25,Male,5.2,6.2,2.9,3.1,97.7,Yes,No,High,100.0,89.9,3.48,Good
685,18,Male,3.5,7.9,4.4,6.2,86.9,Yes,No,Low,100.0,73.9,2.34,Average
686,24,Female,4.0,6.5,5.8,3.7,99.9,Yes,No,Low,,87.5,3.52,Good
687,20,Male,4.3,,3.7,5.4,80.4,Yes,No,High,100.0,63.1,2.71,Average
688,22,Male,3.7,7.7,6.6,4.4,76.5,No,Yes,Low,100.0,63.1,2.55,Average
689,21,Female,2.9,5.0,4.6,1.2,99.6,Yes,No,Medium,100.0,87.3,4.0,Good
690,24,Female,3.0,8.9,2.6,3.8,76.2,Yes,No,Medium,,69.2,2.42,Average
691,25,Male,2.3,7.2,4.5,1.5,80.2,Yes,No,Medium,89.3,50.5,1.79,Poor
692,24,Male,4.1,8.5,6.1,3.8,89.2,No,Yes,High,100.0,76.1,3.09,Average
693,25,Male,3.4,5.7,6.6,2.5,69.6,Yes,No,High,97.5,69.5,2.87,Average
694,25,Male,2.5,,5.1,4.8,89.1,Yes,No,Low,100.0,43.2,1.06,Poor
695,17,Male,2.5,5.6,3.0,1.3,87.8,Yes,No,Medium,100.0,67.6,2.92,Average
696,19,Female,1.7,7.3,2.6,4.0,94.7,Yes,No,Medium,100.0,59.7,2.48,Average
697,23,Female,5.0,7.1,4.0,5.1,90.9,Yes,No,Medium,100.0,72.4,2.15,Poor
698,22,Female,3.6,6.4,6.0,5.8,95.0,Yes,Yes,High,100.0,73.8,2.91,Average
699,17,Female,2.2,5.8,3.8,2.5,80.9,Yes,No,Medium,77.9,59.2,2.08,Poor
700,17,Male,4.7,5.5,3.8,4.0,73.4,Yes,No,Low,100.0,77.5,2.94,Average
701,21,Female,2.7,6.9,3.1,4.4,100.0,Yes,Yes,High,99.9,68.8,2.29,Average
702,22,Female,1.4,6.4,2.4,7.1,66.7,No,No,High,73.1,42.7,1.85,Poor
703,18,Female,5.0,6.2,2.7,,67.7,Yes,No,Low,100.0,68.3,3.35,Good
704,18,Female,2.7,8.9,3.2,2.2,87.7,Yes,No,High,100.0,61.8,2.57,Average
705,18,Male,2.9,6.9,6.1,9.6,98.2,Yes,No,Low,100.0,75.2,2.25,Average
706,22,Male,3.6,8.5,2.6,3.5,83.9,No,No,Low,100.0,75.9,3.13,Average
707,17,Male,5.2,6.4,3.1,0.2,92.0,Yes,No,Medium,100.0,88.7,3.48,Good
708,22,Male,3.5,7.3,1.4,2.8,62.0,Yes,No,High,100.0,59.5,1.99,Poor
709,21,Female,1.7,,4.3,0.0,77.0,Yes,No,Low,85.5,51.1,2.17,Poor
710,21,Male,4.3,5.0,5.5,4.5,63.3,Yes,No,Low,100.0,74.4,3.28,Good
711,23,Female,2.8,8.7,5.9,5.6,89.8,Yes,No,Medium,100.0,68.8,2.52,Average
712,21,Female,6.3,6.8,3.4,2.2,66.5,Yes,No,Medium,100.0,85.1,2.83,Average
713,23,Male,3.5,7.9,4.0,3.1,69.2,No,Yes,Low,100.0,45.3,1.11,Poor
714,23,Male,0.5,6.1,2.7,5.8,87.1,Yes,No,Low,73.6,45.0,1.57,Poor
715,25,Female,4.0,6.8,4.0,0.5,92.6,Yes,Yes,High,93.8,74.9,2.94,Average
716,24,Female,6.4,6.0,3.6,1.4,80.4,Yes,No,Medium,100.0,86.9,3.29,Good
717,21,Male,5.9,8.5,3.1,3.5,87.7,Yes,No,High,100.0,89.6,3.35,Good
718,21,Male,6.2,7.4,3.2,2.5,87.4,Yes,Yes,Low,,100.0,4.0,Good
719,19,Female,2.0,7.4,3.8,3.4,79.8,Yes,No,Medium,95.9,57.7,2.47,Average
720,22,Male,4.9,8.6,2.5,1.5,71.1,Yes,Yes,High,100.0,88.0,3.59,Good
721,18,Female,2.4,8.4,2.6,4.4,87.6,Yes,No,Medium,100.0,54.1,2.45,Average
722,25,Male,3.8,7.9,6.1,3.7,88.1,Yes,No,Low,100.0,70.0,2.57,Average
723,24,Male,1.6,5.3,7.9,5.1,90.9,Yes,No,Medium,88.3,37.2,1.11,Poor
724,18,Male,2.5,6.2,0.8,4.4,85.1,Yes,No,Medium,98.7,65.4,2.43,Average
725,24,Male,2.5,5.8,0.7,4.4,70.3,Yes,Yes,Low,81.1,55.0,1.99,Poor
726,18,Male,4.8,7.9,1.3,1.1,88.9,Yes,No,High,100.0,98.2,3.21,Good
727,23,Male,4.7,7.2,2.8,5.0,82.0,Yes,No,Medium,100.0,85.4,3.22,Good
728,17,Female,3.9,5.3,4.6,3.3,77.2,Yes,Yes,Medium,,79.5,3.57,Good
729,21,Male,1.5,6.8,4.1,3.7,79.1,Yes,No,Low,91.4,49.9,2.28,Average
730,22,Male,3.0,5.2,3.3,6.1,75.1,Yes,Yes,Medium,93.9,57.4,2.48,Average
731,23,Male,2.4,6.9,4.0,2.6,90.9,Yes,No,Medium,85.0,56.5,2.31,Average
732,20,Male,4.8,,1.8,6.7,67.8,No,Yes,High,100.0,81.7,3.77,Good
733,25,Female,5.3,7.6,2.6,6.9,72.1,Yes,No,Medium,,98.0,3.55,Good
734,23,Male,5.1,7.5,3.0,5.5,78.7,Yes,Yes,High,100.0,87.1,3.15,Average
735,18,Female,2.4,9.3,0.1,2.0,98.1,Yes,Yes,Medium,100.0,70.1,3.2,Average
736,23,Male,0.5,8.0,0.9,0.0,92.5,Yes,No,Medium,94.6,53.5,2.15,Poor
737,23,Female,0.8,6.5,1.0,6.2,65.6,Yes,No,High,86.1,48.0,1.69,Poor
738,20,Male,5.6,8.0,4.4,4.2,95.5,Yes,No,Medium,100.0,100.0,4.0,Good
739,23,Female,2.9,5.3,3.4,2.5,95.5,Yes,No,Medium,92.3,81.3,3.1,Average
740,25,Male,2.4,5.8,4.1,6.3,70.3,Yes,No,High,78.7,59.5,2.09,Poor
741,24,Male,6.0,7.4,0.0,2.3,56.8,Yes,No,High,100.0,88.5,3.24,Good
742,23,Female,5.4,4.4,0.3,3.2,81.3,Yes,No,Low,100.0,93.5,3.85,Good
743,22,Female,3.5,7.0,4.2,5.0,93.2,Yes,No,Low,100.0,78.6,3.22,Good
744,19,Female,3.1,5.8,0.0,1.8,97.9,No,No,Medium,100.0,75.4,3.55,Good
745,24,Male,3.3,7.1,5.2,3.8,73.3,Yes,No,High,96.2,57.5,2.2,Poor
746,20,Female,3.8,5.7,0.0,6.2,99.5,Yes,No,Medium,100.0,93.8,3.65,Good
747,21,Female,5.9,7.5,4.5,4.4,59.7,Yes,No,Medium,100.0,81.5,3.76,Good
748,19,Female,4.1,7.0,1.4,6.5,78.3,Yes,No,Medium,99.9,86.0,3.78,Good
749,19,Male,4.6,8.7,4.9,6.3,77.8,Yes,No,Low,100.0,89.8,3.64,Good
750,18,Female,5.3,7.0,8.8,4.0,93.5,Yes,No,Low,100.0,85.8,2.88,Average
751,25,Female,1.7,6.1,0.0,0.0,95.0,Yes,No,Low,100.0,70.1,2.52,Average
752,18,Female,4.6,6.7,4.3,1.8,91.5,Yes,No,Low,100.0,100.0,3.63,Good
753,17,Male,3.1,5.4,0.0,,68.5,Yes,No,Medium,100.0,70.1,2.82,Average
754,25,Male,0.5,7.5,3.8,0.9,90.6,Yes,No,Medium,95.2,41.3,1.48,Poor
755,21,Female,0.5,7.7,2.6,3.3,87.1,Yes,No,Low,75.7,48.3,2.49,Average
756,20,Male,2.0,,3.2,4.7,65.3,Yes,Yes,Medium,81.9,66.2,2.1,Poor
757,23,Female,4.3,6.3,1.4,6.9,61.3,Yes,Yes,Medium,98.3,63.4,2.13,Poor
758,20,Male,3.7,6.7,4.4,2.8,92.4,Yes,Yes,Medium,,69.1,2.85,Average
759,18,Male,3.8,6.3,0.4,2.7,80.2,No,Yes,Medium,100.0,86.5,3.64,Good
760,23,Female,6.4,7.3,5.2,3.9,69.1,Yes,No,Low,100.0,85.6,2.52,Average
761,18,Male,1.6,7.5,2.3,4.7,79.9,Yes,Yes,Medium,71.9,56.5,1.65,Poor
762,21,Male,3.5,6.9,0.5,3.7,85.6,Yes,Yes,Low,100.0,85.5,3.33,Good
763,25,Female,4.0,8.3,5.9,6.1,81.2,Yes,No,Low,100.0,65.5,3.1,Average
764,25,Female,2.4,6.3,2.9,2.4,66.5,Yes,Yes,Low,91.2,46.4,2.52,Average
765,20,Female,3.5,8.2,6.4,4.2,100.0,Yes,Yes,Medium,100.0,62.6,2.36,Average
766,24,Male,1.1,7.6,5.2,4.9,92.0,Yes,Yes,Low,85.1,57.9,2.26,Average
767,22,Male,5.6,7.0,1.6,3.2,78.6,Yes,No,Medium,,92.2,3.39,Good
768,21,Female,2.5,6.6,2.8,5.7,79.0,Yes,No,Low,96.4,57.7,2.53,Average
769,18,Male,6.5,9.9,3.2,4.3,85.6,Yes,No,Low,,88.2,4.0,Good
770,20,Male,3.5,6.0,5.7,5.6,70.7,Yes,No,High,100.0,61.6,2.9,Average
771,22,Male,5.0,7.4,3.8,4.4,85.2,Yes,No,Medium,100.0,93.4,3.73,Good
772,25,Female,3.4,6.1,3.3,4.8,68.7,Yes,No,Low,100.0,59.7,2.1,Poor
773,17,Female,3.5,9.1,2.6,2.7,81.3,Yes,No,Medium,100.0,66.8,2.68,Average
774,23,Female,2.6,8.1,2.9,,70.3,Yes,No,Low,96.7,51.7,2.55,Average
775,24,Female,3.7,6.2,5.3,6.4,70.8,Yes,No,High,100.0,63.3,2.39,Average
776,25,Male,4.0,7.6,3.0,5.3,98.5,No,No,Low,100.0,84.5,2.74,Average
777,20,Male,2.3,7.3,2.3,2.0,82.6,Yes,No,Medium,99.5,81.0,3.11,Average
778,18,Male,3.3,,2.0,4.4,84.1,Yes,No,High,100.0,74.7,2.89,Average
779,19,Male,2.6,7.9,2.0,0.0,61.9,Yes,Yes,Low,88.7,58.9,1.72,Poor
780,24,Male,6.9,7.5,0.5,2.9,76.0,Yes,No,Low,100.0,100.0,4.0,Good
781,24,Male,3.4,7.3,1.6,5.9,86.6,Yes,Yes,Medium,100.0,80.3,3.39,Good
782,22,Male,5.8,6.9,5.7,3.7,83.9,Yes,No,High,100.0,82.8,3.96,Good
783,18,Female,3.2,7.5,2.6,4.2,60.5,Yes,No,Medium,90.7,81.3,2.79,Average
784,18,Female,3.9,7.3,4.3,0.0,84.1,Yes,No,Medium,100.0,73.9,3.21,Good
785,21,Male,1.5,7.1,0.0,3.2,85.7,Yes,Yes,Low,97.7,64.0,2.9,Average
786,22,Male,2.8,6.2,4.0,4.7,94.8,Yes,No,Medium,100.0,74.2,3.15,Average
787,17,Female,3.8,9.0,2.7,4.9,75.4,Yes,No,Medium,100.0,75.6,2.67,Average
788,23,Female,5.9,5.7,2.1,5.9,59.6,Yes,No,Medium,100.0,96.9,3.5,Good
789,21,Female,3.8,7.5,3.3,3.6,72.0,Yes,No,Low,88.1,66.2,2.68,Average
790,17,Male,5.6,6.6,2.1,3.7,71.0,Yes,No,Medium,100.0,92.6,3.73,Good
791,17,Female,4.5,9.1,0.0,1.3,89.4,Yes,No,Low,100.0,88.3,3.34,Good
792,21,Male,5.9,5.9,4.7,3.6,54.8,Yes,No,Medium,100.0,87.6,3.96,Good
793,23,Male,3.4,6.1,3.4,1.5,77.5,Yes,No,Medium,100.0,67.5,2.56,Average
794,24,Male,7.1,5.8,2.4,0.3,96.3,No,Yes,High,100.0,100.0,3.34,Good
795,20,Male,2.8,7.4,1.3,1.8,82.1,No,Yes,High,93.0,74.9,2.92,Average
796,19,Male,2.4,5.4,0.4,7.0,91.0,Yes,Yes,Medium,95.0,73.0,3.09,Average
797,25,Male,1.7,6.4,3.4,3.5,65.6,Yes,No,Medium,90.4,44.8,1.91,Poor
798,21,Female,7.0,4.4,5.9,4.4,66.0,Yes,No,Low,100.0,100.0,4.0,Good
799,19,Male,4.7,7.3,3.4,3.0,96.4,Yes,No,High,100.0,92.4,4.0,Good
800,20,Male,3.0,6.4,0.5,0.4,83.0,Yes,No,Medium,99.4,71.7,2.48,Average
801,17,Male,5.4,5.2,3.4,5.9,83.0,Yes,No,Medium,100.0,83.2,3.18,Average
802,19,Male,4.5,8.3,2.9,0.0,70.8,Yes,Yes,Medium,100.0,79.6,3.72,Good
803,21,Male,6.4,5.4,4.6,2.9,83.0,No,Yes,High,100.0,99.1,3.28,Good
804,25,Male,1.2,8.0,4.1,3.9,70.5,Yes,No,High,90.4,35.2,1.39,Poor
805,23,Male,3.1,6.2,0.0,4.5,93.9,Yes,No,High,100.0,80.7,3.66,Good
806,24,Female,2.8,8.9,4.0,2.5,100.0,Yes,No,Medium,100.0,76.7,3.49,Good
807,21,Female,0.5,7.9,1.2,0.3,86.8,Yes,Yes,Medium,70.7,34.1,1.6,Poor
808,17,Male,5.1,,0.4,2.4,75.7,Yes,No,High,,88.1,3.76,Good
809,20,Female,3.1,5.9,2.7,2.5,56.7,Yes,No,Medium,100.0,66.2,2.28,Average
